"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","name"
"GO:0061659","GO:0061659","ubiquitin-like protein ligase activity","2/4","398/18662",0.0050251256281407,23.4447236180905,6.62708828823193,0.00264585588786586,0.0181545723944625,0.00546002177277068,"197370/286053",2,"Upres_DEq_MS_B2_vs_BM2"
"GO:0061665","GO:0061665","SUMO ligase activity","1/4","14/18662",0.0714285714285714,333.25,18.2086515424302,0.00299761586753733,0.0181545723944625,0.00546002177277068,"286053",1,"Upres_DEq_MS_B2_vs_BM2"
"GO:0019787","GO:0019787","ubiquitin-like protein transferase activity","2/4","484/18662",0.00413223140495868,19.2789256198347,5.96575212536296,0.00389026551309911,0.0181545723944625,0.00546002177277068,"197370/286053",2,"Upres_DEq_MS_B2_vs_BM2"
"GO:0019789","GO:0019789","SUMO transferase activity","1/4","28/18662",0.0357142857142857,166.625,12.8415299530985,0.0059884874036078,0.0209597059126273,0.00630367095116611,"286053",1,"Upres_DEq_MS_B2_vs_BM2"
"GO:0004869","GO:0004869","cysteine-type endopeptidase inhibitor activity","1/4","38/18662",0.0263157894736842,122.776315789474,11.0022891741173,0.00812070064070147,0.0227379617939641,0.0068384847500644,"197",1,"Upres_DEq_MS_B2_vs_BM2"
"GO:0019210","GO:0019210","kinase inhibitor activity","1/4","96/18662",0.0104166666666667,48.5989583333333,6.84603002974798,0.0204199719601116,0.0476466012402604,0.0143298048842888,"197",1,"Upres_DEq_MS_B2_vs_BM2"
