"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D1C_vs_D8CM","Diff_Abund","negLog10_sca_adjPval","Genes","Protein.Names","D8CM_vs_D1C"
0.186237335,14.4389410025,3.36473590837263,0.0117195013525204,0.018740974558982,-4.81020213849094,"CLCB_HUMAN",9,-3.09514564198384,0.0159971210033249,0.0249379938851536,-0.186237335,"Non-significant",1.60313848588756,"CLTB","CLCB_HUMAN",0.186237335
-1.5032634735,8.5474243165,-3.00905463590018,0.0193116639324795,0.0295476520760337,-5.34219793049007,"HXK4_HUMAN",17,3.08911455593743,0.0161386563758465,0.0251539819881676,1.5032634735,"Up in D8CM",1.59939325440135,"GCK","HXK4_HUMAN",-1.5032634735
0.296700950000002,10.3125319475,3.05879500779993,0.0179913584248115,0.0277085986045562,-5.26720998627327,"UCK1_HUMAN",12,-3.08831367810877,0.0161575501940885,0.0251787743734465,-0.296700950000002,"Non-significant",1.598965413855,"UCK1","UCK1_HUMAN",0.296700950000002
0.332268712500005,10.32056450875,3.10478915218926,0.0168555006592651,0.0260783801499533,-5.19801770076372,"H1X_HUMAN",9,-3.08785669455776,0.0161683415210136,0.0251909335823703,-0.332268712500005,"Non-significant",1.59875573714029,"H1-10","H1X_HUMAN",0.332268712500005
-0.0901610852499992,8.999474644625,-2.85017505938623,0.0242602140442102,0.0362184456568628,-5.58263525067067,"AP4E1_HUMAN",28,3.08670638027635,0.0161955389972334,0.0252286450208244,0.0901610852499992,"Non-significant",1.59810607392877,"AP4E1","AP4E1_HUMAN",-0.0901610852499992
-0.239658119999994,16.0147358175,-4.38600784455963,0.00308820520465978,0.00560267584969427,-3.36212564407929,"EBP_HUMAN",4,3.085359335158,0.0162274492208481,0.0252736824616645,0.239658119999994,"Non-significant",1.59733147528367,"EBP","EBP_HUMAN",-0.239658119999994
0.0613560674999984,12.67878985375,2.54970236813882,0.037607594914957,0.0541778187554559,-6.03915800688823,"DPP9_HUMAN",43,-3.08367998176341,0.0162673243864945,0.0253311060878925,-0.0613560674999984,"Non-significant",1.59634584623865,"DPP9","DPP9_HUMAN",0.0613560674999984
0.28500342325,8.982798218625,3.2486357361406,0.0137695461344547,0.0216698103747794,-4.98267296984504,"ZCH24_HUMAN",7,-3.07938533201678,0.0163697687239525,0.0254859217905791,-0.28500342325,"Non-significant",1.59369965395982,"ZCCHC24","ZCH24_HUMAN",0.28500342325
0.198804616500002,8.377008319,3.11484461343214,0.0166174725684648,0.0257763482295895,-5.18291078184644,"CDK17_HUMAN",12,-3.07911772440335,0.01637617469117,0.0254911867907427,-0.198804616500002,"Non-significant",1.59360994465343,"CDK17","CDK17_HUMAN",0.198804616500002
-1.215278268,7.63648647075,-3.04207805234303,0.0184240868559118,0.0282871818048235,-5.29239448460834,"LEG9_HUMAN",3,3.07748112293243,0.0164154090553237,0.0255475411608795,1.215278268,"Up in D8CM",1.59265089246268,"LGALS9","LEG9_HUMAN",-1.215278268
0.116979119999998,10.15770173,2.80700165784911,0.0258240029381581,0.0383357732944231,-5.64815365937209,"BIRC6_HUMAN",119,-3.07708589983512,0.0164248986124481,0.025557590992122,-0.116979119999998,"Non-significant",1.5924800843217,"BIRC6","BIRC6_HUMAN",0.116979119999998
0.164587974500002,9.218726635,3.0602268947929,0.0179547976563777,0.0276573445624283,-5.26505368040752,"CNNM4_HUMAN",15,-3.07590262350969,0.016453344415772,0.0255971281064124,-0.164587974500002,"Non-significant",1.59180875802812,"CNNM4","CNNM4_HUMAN",0.164587974500002
0.1627273575,10.20492172125,3.17247770299112,0.0153204268411093,0.0239362146142187,-5.09647436635641,"IMPCT_HUMAN",12,-3.07514315654958,0.0164716292556292,0.0256208457272003,-0.1627273575,"Non-significant",1.59140653858063,"IMPACT","IMPCT_HUMAN",0.1627273575
-2.16071868,10.4929839375,-2.99804389118389,0.0196175757795173,0.0299776189712746,-5.35881843609573,"FETUA_HUMAN",7,3.07420957976956,0.0164941352939348,0.025651119260623,2.16071868,"Up in D8CM",1.59089368013863,"AHSG","FETUA_HUMAN",-2.16071868
1.26740038375,6.639304578375,2.99373742221,0.0197386136512204,0.0301503983867863,-5.36532092262148,"NEUL4_HUMAN",17,-3.07325601156542,0.0165171567343245,0.0256821830130273,-1.26740038375,"Up in D1C",1.59036806353866,"NEURL4","NEUL4_HUMAN",1.26740038375
0.277197837999999,8.71526455875,3.02403216184255,0.0189036243847797,0.0289759319765972,-5.3196014625738,"CHSTD_HUMAN",14,-3.07303026695863,0.0165226117105288,0.0256859266152799,-0.277197837999999,"Non-significant",1.59030476256008,"CHST13","CHSTD_HUMAN",0.277197837999999
-0.329120395499999,10.39106714725,-3.35001547654387,0.0119602831823209,0.0190861845785277,-4.83199763252167,"UQCC4_HUMAN",5,3.07108074585389,0.0165697997345566,0.0257545347524576,0.329120395499999,"Non-significant",1.5891462911053,"UQCC4","UQCC4_HUMAN",-0.329120395499999
-0.236641647500003,10.32175624375,-3.04946380303829,0.0182315569040981,0.0280222088155803,-5.28126539071497,"CPEB4_HUMAN",13,3.07066604891535,0.0165798557519884,0.0257654137414288,0.236641647500003,"Non-significant",1.58896287923913,"CPEB4","CPEB4_HUMAN",-0.236641647500003
0.14229989,12.5892645125,3.04824832104649,0.0182630945879573,0.0280604491946577,-5.28309667274861,"ACATN_HUMAN",16,-3.06901427097555,0.0166199737090531,0.025822996938914,-0.14229989,"Non-significant",1.58799335624067,"SLC33A1","ACATN_HUMAN",0.14229989
-0.192068340000001,12.04394138,-6.99107534646831,0.000197793702929377,0.000499312106017286,-0.309222458005669,"MRES1_HUMAN",4,3.06877734101723,0.016625736586211,0.0258271901373337,0.192068340000001,"Non-significant",1.58792284021577,"MTRES1","MRES1_HUMAN",-0.192068340000001
0.302463531499999,9.0549132825,2.97549545275577,0.0202601499545627,0.0308421173861312,-5.39287696229218,"RC3H1_HUMAN",24,-3.06491791039013,0.0167199070797089,0.0259686929749155,-0.302463531499999,"Non-significant",1.58554990820922,"RC3H1","RC3H1_HUMAN",0.302463531499999
0.371018767250002,7.932441175125,3.5938650804633,0.00857319924796979,0.0141305233596279,-4.47392214115593,"F219A_HUMAN",3,-3.06447458696081,0.016730760145373,0.0259767616195765,-0.371018767250002,"Non-significant",1.58541499100007,"FAM219A","F219A_HUMAN",0.371018767250002
0.475933551500001,7.47918272025,3.01823145493115,0.0190605619563329,0.0291952529038579,-5.3283512990911,"TTC12_HUMAN",10,-3.06445394237399,0.0167312657293487,0.0259767616195765,-0.475933551500001,"Non-significant",1.58541499100007,"TTC12","TTC12_HUMAN",0.475933551500001
0.991551399249998,8.013966083625,3.01779984393846,0.0190722941691903,0.0292079156162982,-5.32900242834338,"ANS4B_HUMAN",5,-3.06379725038185,0.0167473564562824,0.025996955353592,-0.991551399249998,"Up in D1C",1.58507751166613,"ANKS4B","ANS4B_HUMAN",0.991551399249998
0.148931267499997,14.70335352375,2.91732239717469,0.0220227885132936,0.0332491643164163,-5.48087153964086,"DNPEP_HUMAN",30,-3.06309185093881,0.0167646588102364,0.0260190221159054,-0.148931267499997,"Non-significant",1.58470902974395,"DNPEP","DNPEP_HUMAN",0.148931267499997
0.241468429749997,8.550850153125,3.0115698158618,0.0192424954937054,0.0294525139851902,-5.33840233793033,"BUD13_HUMAN",15,-3.06225983424446,0.0167850910975509,0.0260459375665052,-0.241468429749997,"Non-significant",1.58426000480333,"BUD13","BUD13_HUMAN",0.241468429749997
0.779547571999998,7.78816324475,2.98414626681893,0.0200110307091326,0.0305014426486942,-5.37980681099604,"LIMK2_HUMAN",14,-3.05996617788907,0.0168415536211403,0.0261287420343441,-0.779547571999998,"Up in D1C",1.58288149883349,"LIMK2","LIMK2_HUMAN",0.779547571999998
-1.389170766,6.5296090245,-3.00329120705609,0.0194711547967954,0.0297754651273927,-5.35089681126563,"QPCT_HUMAN",4,3.0595058895307,0.0168529085403012,0.0261415469426204,1.389170766,"Up in D8CM",1.58266871634363,"QPCT","QPCT_HUMAN",-1.389170766
0.236193656999998,8.8786325455,2.99934643030855,0.0195811213882944,0.0299327660830493,-5.35685190204694,"PPM1H_HUMAN",16,-3.05810462659403,0.0168875261645794,0.0261904246626016,-0.236193656999998,"Non-significant",1.58185745968361,"PPM1H","PPM1H_HUMAN",0.236193656999998
-0.0981366624999964,13.97817981125,-3.10534679327641,0.0168422059851654,0.0260717336877885,-5.19717972797611,"VP26A_HUMAN",16,3.05786602342017,0.016893428216383,0.0261947583583319,0.0981366624999964,"Non-significant",1.58178560348162,"VPS26A","VP26A_HUMAN",-0.0981366624999964
1.621510625,7.475947559,2.98660635523063,0.0199407799746964,0.0304175580218653,-5.37609074088931,"AFF4_HUMAN",6,-3.05707467065867,0.0169130185545028,0.0262203114577716,-1.621510625,"Up in D1C",1.58136215385157,"AFF4","AFF4_HUMAN",1.621510625
-0.177786349999998,17.2637422075,-2.91032230936385,0.022245547873021,0.0335374213954023,-5.49147138219983,"MOES_HUMAN",45,3.05688052756544,0.0169178283191538,0.0262229449985559,0.177786349999998,"Non-significant",1.58131853595639,"MSN","MOES_HUMAN",-0.177786349999998
0.0780344075000023,13.21166181625,2.98288820496141,0.0200470572350988,0.0305508308505963,-5.3817073012372,"MTNB_HUMAN",19,-3.04807390331112,0.0171375282365414,0.0265586000194534,-0.0780344075000023,"Non-significant",1.57579482161768,"APIP","MTNB_HUMAN",0.0780344075000023
0.252631902500001,12.72406280125,3.64918538956552,0.00795895823154827,0.0131851530923193,-4.39362647614877,"ENY2_HUMAN",5,-3.04678792679058,0.0171698601621824,0.0266038145784992,-0.252631902500001,"Non-significant",1.57505608774419,"ENY2","ENY2_HUMAN",0.252631902500001
0.285191774499999,8.6006218195,3.06052009972973,0.0179473208990434,0.0276508806174441,-5.26461215458937,"ESS2_HUMAN",10,-3.04532829077229,0.017206636046518,0.0266558969373462,-0.285191774499999,"Non-significant",1.57420669943103,"ESS2","ESS2_HUMAN",0.285191774499999
0.262334582500001,10.30493485875,3.57766280687674,0.00876265659075836,0.0143921341394198,-4.49750784651169,"TM223_HUMAN",5,-3.04357516970008,0.0172509159934389,0.0267148729556266,-0.262334582500001,"Non-significant",1.57324688679275,"TMEM223","TM223_HUMAN",0.262334582500001
0.293529988500001,10.00512266225,3.12869812945504,0.0162953752174607,0.0253046642792883,-5.16211019453108,"DTBP1_HUMAN",8,-3.04357009157694,0.0172510444296447,0.0267148729556266,-0.293529988500001,"Non-significant",1.57324688679275,"DTNBP1","DTBP1_HUMAN",0.293529988500001
0.29617023475,8.142162084375,3.2739719082047,0.013291489712327,0.0209801435927349,-4.94492668479771,"TAF8_HUMAN",6,-3.04293548422245,0.017267102883537,0.0267348292074455,-0.29617023475,"Non-significant",1.57292258599794,"TAF8","TAF8_HUMAN",0.29617023475
0.409683227249998,8.262595415125,3.04291208634864,0.0184022379112874,0.028258783631671,-5.29113755558338,"D19L4_HUMAN",8,-3.04121561207669,0.0173107026290838,0.0267974127567579,-0.409683227249998,"Non-significant",1.57190713431836,"DPY19L4","D19L4_HUMAN",0.409683227249998
0.1198997525,15.41327333375,2.94889491918932,0.0210469128821583,0.0319244967939019,-5.43309226968496,"RAB2A_HUMAN",20,-3.03941074646597,0.0173565816320689,0.0268635010240009,-0.1198997525,"Non-significant",1.57083738793234,"RAB2A","RAB2A_HUMAN",0.1198997525
1.22267961525,8.136318206875,3.05704866174848,0.0180360552783365,0.0277635090298464,-5.26984002895462,"UQCC5_HUMAN",1,-3.0392288063322,0.0173612135767864,0.0268657369632334,-1.22267961525,"Up in D1C",1.57080124165119,"UQCC5","UQCC5_HUMAN",1.22267961525
-1.261967778,7.6290242075,-2.97792060327261,0.0201899834202524,0.0307436001648453,-5.3892124799836,"ITM2C_HUMAN",5,3.03680553072058,0.0174230310324025,0.026956447975793,1.261967778,"Up in D8CM",1.56933733491651,"ITM2C","ITM2C_HUMAN",-1.261967778
0.299746274999999,8.63684713825,2.99165802225545,0.0197973399544081,0.0302249191225694,-5.36846106860571,"SETD6_HUMAN",13,-3.03570889254825,0.0174510822237377,0.0269948930196155,-0.299746274999999,"Non-significant",1.5687183892923,"SETD6","SETD6_HUMAN",0.299746274999999
-0.387035847749999,10.359205486125,-3.00472237295219,0.0194314206032046,0.029720095130541,-5.34873653223031,"LMF1_HUMAN",10,3.03407067312392,0.0174930752173427,0.0270509717923252,0.387035847749999,"Non-significant",1.56781712847004,"LMF1","LMF1_HUMAN",-0.387035847749999
0.57027006175,9.118507385375,3.16587835644335,0.0154633245969056,0.0241415749263415,-5.10635858021498,"CD68_HUMAN",3,-3.03404425078871,0.0174937533799934,0.0270509717923252,-0.57027006175,"Up in D1C",1.56781712847004,"CD68","CD68_HUMAN",0.57027006175
0.553293466500001,7.076563239,2.98657892127507,0.0199415619443383,0.0304175580218653,-5.37613217915952,"ORC3_HUMAN",9,-3.03328694982038,0.0175132022302691,0.027076078796577,-0.553293466500001,"Up in D1C",1.56741423069279,"ORC3","ORC3_HUMAN",0.553293466500001
-1.43460464475,7.047616124125,-2.95682870610435,0.0208089332510428,0.0316033330401874,-5.42109383079541,"F13B_HUMAN",11,3.03310421496141,0.0175178985962157,0.0270783728713556,1.43460464475,"Up in D8CM",1.56737743578536,"F13B","F13B_HUMAN",-1.43460464475
0.124741075000001,10.487193585,3.38228126163759,0.0114392852631073,0.0183361777338911,-4.78425252835478,"TFCP2_HUMAN",11,-3.03191738159294,0.0175484330018003,0.0271205980513705,-0.124741075000001,"Non-significant",1.56670073783055,"TFCP2","TFCP2_HUMAN",0.124741075000001
-0.0481979824999978,12.35864269625,-2.34962734189253,0.0505433175280267,0.0705761031347202,-6.34214609065652,"MOCOS_HUMAN",40,3.03096376586213,0.0175730078413044,0.0271535991007067,0.0481979824999978,"Non-significant",1.56617259826729,"MOCOS","MOCOS_HUMAN",-0.0481979824999978
-0.7038433575,13.64240229125,-3.01764579507224,0.0190764834350139,0.0292090243185709,-5.32923482957424,"S10AB_HUMAN",5,3.03065352798171,0.0175810105275527,0.0271609856555612,0.7038433575,"Up in D8CM",1.56605447382438,"S100A11","S10AB_HUMAN",-0.7038433575
0.354097962499999,8.28787869225,2.94720319791331,0.0210980279321656,0.0319958520775656,-5.43565111983222,"GPTC8_HUMAN",20,-3.02728774841936,0.0176680787338114,0.0272904958122221,-0.354097962499999,"Non-significant",1.56398857402024,"GPATCH8","GPTC8_HUMAN",0.354097962499999
-0.090131760000002,11.88252616,-2.86165530965434,0.023861350949051,0.0357432605561669,-5.56522381550737,"ARI1_HUMAN",23,3.0243690803301,0.0177439479663443,0.0274026635046383,0.090131760000002,"Non-significant",1.5622072222472,"ARIH1","ARI1_HUMAN",-0.090131760000002
0.155154709999998,16.229696035,2.95968596968861,0.0207239249074352,0.031491249872863,-5.41677353986354,"PSA3_HUMAN",18,-3.02289241158564,0.0177824636553181,0.0274571141510672,-0.155154709999998,"Non-significant",1.56134511073104,"PSMA3","PSA3_HUMAN",0.155154709999998
1.4137843845,7.60597115775,2.97504401799144,0.0202732396812496,0.030856471158045,-5.39355913129693,"P3IP1_HUMAN",3,-3.02262246829666,0.0177895140389792,0.0274629695667684,-1.4137843845,"Up in D1C",1.56125250436318,"PIK3IP1","P3IP1_HUMAN",1.4137843845
-1.617775798,8.52070814375,-2.94322271667954,0.0212188149977077,0.0321505287822539,-5.44167246301655,"AFAM_HUMAN",21,3.02201247254618,0.0178054567483482,0.0274825480556358,1.617775798,"Up in D8CM",1.56094300395598,"AFM","AFAM_HUMAN",-1.617775798
-0.125116822499999,10.40517640125,-2.81316139847218,0.0255945708391124,0.0380555014293311,-5.638802337517,"ZFY16_HUMAN",47,3.02102016963172,0.0178314234603378,0.027517588492711,0.125116822499999,"Non-significant",1.56038962821987,"ZFYVE16","ZFY16_HUMAN",-0.125116822499999
0.142919062500003,12.02830195375,3.02191225179674,0.0189608190896441,0.02905303474034,-5.32279891028764,"SRRM1_HUMAN",15,-3.01902186373485,0.0178838363091453,0.0275934205106692,-0.142919062500003,"Non-significant",1.55919446056349,"SRRM1","SRRM1_HUMAN",0.142919062500003
0.152902125999999,9.9895107745,2.89439855220869,0.0227611686618696,0.0342535066329046,-5.51559207591819,"ERCC2_HUMAN",26,-3.0184263173532,0.0178994879968023,0.0276125154328417,-0.152902125999999,"Non-significant",1.55889402839,"ERCC2","ERCC2_HUMAN",0.152902125999999
0.357100248250001,9.133152127375,3.13415381973685,0.016170357469245,0.0251244134761781,-5.15392265887356,"JUN_HUMAN",6,-3.01532899216153,0.0179811220577815,0.0277304468828593,-0.357100248250001,"Non-significant",1.55704313160512,"JUN","JUN_HUMAN",0.357100248250001
0.288762572499998,10.75457382375,3.40002971529726,0.011163128852257,0.0179260836532053,-4.75803456591406,"CEBOS_HUMAN",5,-3.01527625337305,0.0179825154421295,0.0277304468828593,-0.288762572499998,"Non-significant",1.55704313160512,"CEBPZOS","CEBOS_HUMAN",0.288762572499998
0.624949097749999,7.239942252625,2.9612221054899,0.0206783739787665,0.0314333659633945,-5.41445102389145,"IFI44_HUMAN",9,-3.01496769028928,0.0179906701036929,0.0277379473758967,-0.624949097749999,"Up in D1C",1.55692568011581,"IFI44","IFI44_HUMAN",0.624949097749999
0.203416109000003,9.6938403845,3.12322180297377,0.0164219003399193,0.0254870554161628,-5.17033098266394,"MED4_HUMAN",10,-3.01333829396595,0.0180337960747331,0.0277993538979381,-0.203416109000003,"Non-significant",1.55596529767261,"MED4","MED4_HUMAN",0.203416109000003
-0.189935922499998,11.11894476375,-6.6399844358421,0.000273225675062048,0.00065389529105565,-0.670965393024879,"RT14_HUMAN",4,3.01165581020028,0.0180784411977852,0.027863079330066,0.189935922499998,"Non-significant",1.55497088855261,"MRPS14","RT14_HUMAN",-0.189935922499998
0.142238857499999,14.94320046875,2.91237145066834,0.0221800945784052,0.0334527177332751,-5.48836824800704,"PSMD7_HUMAN",21,-3.0086853356796,0.0181575473358935,0.0279798841854198,-0.142238857499999,"Non-significant",1.55315408747597,"PSMD7","PSMD7_HUMAN",0.142238857499999
1.41086065775,6.973183214875,2.96091004328837,0.0206876189713648,0.0314417490641244,-5.41492282707969,"RYBP_HUMAN",3,-3.00843036308443,0.018164354396067,0.0279852573943427,-1.41086065775,"Up in D1C",1.55307069431635,"RYBP","RYBP_HUMAN",1.41086065775
0.0937531000000025,14.0263015025,2.78636839835497,0.0266083620751916,0.0394168513061142,-5.67948522050196,"MP2K1_HUMAN",29,-3.00789271396346,0.0181787169265661,0.0280022669908673,-0.0937531000000025,"Non-significant",1.55280680788028,"MAP2K1","MP2K1_HUMAN",0.0937531000000025
0.15870547275,8.526757121125,3.16617048588001,0.0154569690799335,0.0241361230779473,-5.10592096689761,"R3HD2_HUMAN",11,-3.00684264159037,0.018206802544956,0.0280404053812231,-0.15870547275,"Non-significant",1.5522157120479,"R3HDM2","R3HD2_HUMAN",0.15870547275
1.2218033075,7.682017505,2.95601248710239,0.0208332846870605,0.0316289187008704,-5.4223280643036,"FA53C_HUMAN",4,-3.00545959483462,0.0182438636206304,0.0280923504673536,-1.2218033075,"Up in D1C",1.55141192216205,"FAM53C","FA53C_HUMAN",1.2218033075
0.0458087875000004,17.51165390125,2.20499867717291,0.0626505853824198,0.0858764476033382,-6.55927484203791,"NCPR_HUMAN",59,-3.00480040592247,0.0182615555918691,0.0281144570016191,-0.0458087875000004,"Non-significant",1.55107029997168,"POR","NCPR_HUMAN",0.0458087875000004
-0.285005092499999,8.318173647,-3.04887014256898,0.0182469531833914,0.0280407599604022,-5.28215980539341,"DPF3_HUMAN",9,3.00359808143499,0.0182938712262893,0.0281590651143887,0.285005092499999,"Non-significant",1.55038176793909,"DPF3","DPF3_HUMAN",-0.285005092499999
-1.0841401815,7.71306782975,-2.92715004351605,0.0217140093184918,0.0328241363962638,-5.46599395902,"FYB2_HUMAN",14,3.00345085884001,0.0182978323485072,0.0281600198768609,1.0841401815,"Up in D8CM",1.55036704298135,"FYB2","FYB2_HUMAN",-1.0841401815
0.142087457499997,12.32806897125,3.08435980492734,0.0173503234272081,0.0267800542332791,-5.22873262210944,"RABL3_HUMAN",13,-3.00238508628711,0.0183265345616541,0.0281990434136879,-0.142087457499997,"Non-significant",1.54976562385096,"RABL3","RABL3_HUMAN",0.142087457499997
0.916280269499998,8.0698599815,2.92400845782313,0.0218122167992475,0.0329666801866338,-5.47074934802641,"MORC2_HUMAN",17,-3.00129250106851,0.0183560079760564,0.0282392391367366,-0.916280269499998,"Up in D1C",1.54914700886557,"MORC2","MORC2_HUMAN",0.916280269499998
0.274447202499999,9.02734339225,3.10496250599631,0.0168513665515845,0.0260767704540676,-5.19775719783679,"PO2F1_HUMAN",8,-3.00110916836116,0.0183609584091752,0.0282417004436018,-0.274447202499999,"Non-significant",1.54910915779587,"POU2F1","PO2F1_HUMAN",0.274447202499999
0.397755147499996,16.52422690375,2.94708688087081,0.0211015472415693,0.0319958520775656,-5.43582706314115,"H31_HUMAN",12,-2.99953352211782,0.0184035626034199,0.0283020669921961,-0.397755147499996,"Non-significant",1.54818184537593,"H3C1","H31_HUMAN",0.397755147499996
0.0955884449999989,10.82981932,2.88048498845941,0.0232220013341356,0.0348847352068132,-5.5366767587778,"EPMIP_HUMAN",21,-2.9975082839816,0.0184584759930408,0.0283813378594201,-0.0955884449999989,"Non-significant",1.54696713631797,"EPM2AIP1","EPMIP_HUMAN",0.0955884449999989
0.399318933750001,6.925663948125,2.95297480244809,0.0209241770162208,0.0317440403293242,-5.42692176236447,"CSTN3_HUMAN",11,-2.99731284943693,0.0184637842090998,0.0283843219220322,-0.399318933750001,"Non-significant",1.54692147625052,"CLSTN3","CSTN3_HUMAN",0.399318933750001
0.0699927850000019,12.2755397575,2.72277046335705,0.0291867160940054,0.042907879646163,-5.77611585627087,"2A5D_HUMAN",26,-2.99648418306463,0.0184863095157947,0.0284137678535072,-0.0699927850000019,"Non-significant",1.54647117213817,"PPP2R5D","2A5D_HUMAN",0.0699927850000019
-0.93798911525,7.346758067625,-2.92170788245767,0.0218844308899327,0.0330698938636147,-5.47423200696279,"DPP8_HUMAN",13,2.99630812098559,0.018491099058023,0.0284159478505152,0.93798911525,"Up in D8CM",1.54643785292621,"DPP8","DPP8_HUMAN",-0.93798911525
1.6462785005,8.7657417655,2.9177598979625,0.0220089444921435,0.0332401707801967,-5.48020913205455,"MET16_HUMAN",18,-2.99558689449084,0.0185107327074279,0.0284409343767609,-1.6462785005,"Up in D1C",1.5460561397283,"METTL16","MET16_HUMAN",1.6462785005
0.171100139750001,10.083775042625,3.06266388263544,0.0178927544601063,0.0275819362370585,-5.26138409277619,"UB2Q1_HUMAN",12,-2.99435836322597,0.0185442269396402,0.0284872040959043,-0.171100139750001,"Non-significant",1.54535017291937,"UBE2Q1","UB2Q1_HUMAN",0.171100139750001
0.176176071,8.3600366115,2.88263055725957,0.0231503021023529,0.0348018363511205,-5.53342482792324,"ARID2_HUMAN",26,-2.99418898291473,0.0185488498543125,0.0284891135973033,-0.176176071,"Non-significant",1.54532106307322,"ARID2","ARID2_HUMAN",0.176176071
0.096627475,12.4059273,3.09842636757897,0.0170079872905306,0.026285354761988,-5.20758072915757,"CSN7A_HUMAN",15,-2.99370919918578,0.0185619512139262,0.028504042044486,-0.096627475,"Non-significant",1.54509355005661,"COPS7A","CSN7A_HUMAN",0.096627475
0.420787094999998,11.28704989,4.16991823484527,0.00404224181727411,0.00712208534235022,-3.65696643390157,"PT100_HUMAN",1,-2.99352282448522,0.0185670431319207,0.028506667861377,-0.420787094999998,"Non-significant",1.54505354431772,"PET100","PT100_HUMAN",0.420787094999998
-1.22585523125,7.694949448125,-2.91525941554402,0.0220881921027082,0.0333359662012045,-5.48399516215975,"MYPT2_HUMAN",16,2.99241939295042,0.0185972199066036,0.0285477994159101,1.22585523125,"Up in D8CM",1.54442736336773,"PPP1R12B","MYPT2_HUMAN",-1.22585523125
-0.105873345000003,13.3074404,-2.85365339384967,0.024138630209503,0.0360710842080095,-5.57735935375624,"GRN_HUMAN",23,2.99113006296948,0.0186325459259776,0.0285968189384678,0.105873345000003,"Non-significant",1.54368227436417,"GRN","GRN_HUMAN",-0.105873345000003
-1.197793603,7.8187996745,-2.9416055418431,0.0212680961957337,0.0322020446980131,-5.44411902193608,"TM129_HUMAN",4,2.98993221092406,0.0186654287181001,0.0286420714845923,1.197793603,"Up in D8CM",1.54299557568699,"TMEM129","TM129_HUMAN",-1.197793603
0.3637435435,8.84725964075,3.09277100728132,0.017144750720787,0.026487005833122,-5.21608299058886,"MD2BP_HUMAN",6,-2.9867312482543,0.0187535991917417,0.0287693617965504,-0.3637435435,"Non-significant",1.54106977214898,"MAD2L1BP","MD2BP_HUMAN",0.3637435435
0.303005218749997,8.145102024125,3.05349815015973,0.0181272923774625,0.0278721173749783,-5.27518782256998,"STK11_HUMAN",8,-2.98667301075409,0.018755207387833,0.0287693617965504,-0.303005218749997,"Non-significant",1.54106977214898,"STK11","STK11_HUMAN",0.303005218749997
0.315444232500003,12.24553740125,3.77728039526576,0.00671191894089479,0.0112878620815647,-4.20913552498343,"TRIQK_HUMAN",3,-2.98551366063833,0.0187872523469845,0.0288132732956208,-0.315444232500003,"Non-significant",1.54040740143931,"TRIQK","TRIQK_HUMAN",0.315444232500003
-0.714387416500002,7.36785435675,-2.96715863614025,0.0205033300832016,0.0311785259374538,-5.40547665084398,"NPM2_HUMAN",5,2.98391372297858,0.0188315697823143,0.0288759872103196,0.714387416500002,"Up in D8CM",1.53946315921529,"NPM2","NPM2_HUMAN",-0.714387416500002
-0.33172631275,8.178941845875,-3.02410978613345,0.018901533569581,0.0289759319765972,-5.31948438765201,"STAR3_HUMAN",8,2.9830788129317,0.0188547399224446,0.0289062573310815,0.33172631275,"Non-significant",1.53900813543695,"STARD3","STAR3_HUMAN",-0.33172631275
0.267974849999998,10.48258853,4.39559247651978,0.00305204160359995,0.00554312835094678,-3.34920078707777,"S35A2_HUMAN",3,-2.98236259264188,0.0188746400742688,0.0289315041254795,-0.267974849999998,"Non-significant",1.53862898714652,"SLC35A2","S35A2_HUMAN",0.267974849999998
0.297421454999995,9.75876307475,3.52619521108101,0.00939507317990521,0.0153263154312795,-4.5726312222348,"TI17A_HUMAN",4,-2.98167024764159,0.0188938978123618,0.0289557572109814,-0.297421454999995,"Non-significant",1.53826507351248,"TIMM17A","TI17A_HUMAN",0.297421454999995
0.594930411750003,10.351090789125,2.89973944705556,0.0225868383903548,0.0340154477027516,-5.50750064566176,"OFD1_HUMAN",19,-2.97699003181056,0.0190246212762685,0.0291507967165364,-0.594930411750003,"Up in D1C",1.53534957109821,"OFD1","OFD1_HUMAN",0.594930411750003
-0.0645623224999987,17.29033684875,-2.57119999310902,0.0364371616183024,0.0526356187284783,-6.00650297394569,"AL3A2_HUMAN",34,2.97462698777196,0.0190909839637376,0.0292471653635668,0.0645623224999987,"Non-significant",1.53391621938066,"ALDH3A2","AL3A2_HUMAN",-0.0645623224999987
1.05742383,7.407791853,2.90043408138775,0.0225642686208471,0.0339936050411296,-5.5064483694451,"CIKS_HUMAN",12,-2.97434667071796,0.0190988723679592,0.029253933343545,-1.05742383,"Up in D1C",1.53381573250311,"TRAF3IP2","CIKS_HUMAN",1.05742383
-0.101373911250002,9.225586533625,-2.76260660293507,0.0275426536209739,0.0406945767637469,-5.71558007340426,"NCOA2_HUMAN",31,2.97160044520494,0.0191763350656161,0.0293672471417293,0.101373911250002,"Non-significant",1.53213676192765,"NCOA2","NCOA2_HUMAN",-0.101373911250002
1.15594780425,7.501470267875,2.89372285969988,0.0227833244569753,0.0342746103601365,-5.5166158348228,"P52K_HUMAN",18,-2.97077434526056,0.0191997012887083,0.0293976897661257,-1.15594780425,"Up in D1C",1.53168679752137,"THAP12","P52K_HUMAN",1.15594780425
