"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D1C_vs_D8CM","Diff_Abund","negLog10_sca_adjPval","Genes","Protein.Names","D8CM_vs_D1C"
1.624057292,9.063387155,14.2728145643927,1.70154132557978e-06,1.01002055164169e-05,5.04501606637178,"RPA34_HUMAN",13,-14.5209146567927,9.23748374324531e-07,5.47173228895395e-06,-1.624057292,"Up in D1C",5.26187515914507,"POLR1G","RPA34_HUMAN",1.624057292
0.3606173975,10.32248461375,13.1542528734755,2.98401534981488e-06,1.54973908709733e-05,4.41196514664285,"CDC23_HUMAN",28,-14.5194722789478,9.24415660514584e-07,5.47183960848134e-06,-0.3606173975,"Non-significant",5.2618666412171,"CDC23","CDC23_HUMAN",0.3606173975
-0.377849342499999,14.97567689375,-13.0434735022536,3.16231981727024e-06,1.6213621496211e-05,4.3465429424041,"LYAG_HUMAN",32,14.515197526783,9.26396484924519e-07,5.47603836768246e-06,0.377849342499999,"Non-significant",5.2615335176574,"GAA","LYAG_HUMAN",-0.377849342499999
0.909255027749996,9.207042455625,32.9408487760891,4.84000560268972e-09,1.66515947857435e-07,11.5779882463532,"MAFG_HUMAN",4,-14.5151374999351,9.264243341221e-07,5.47603836768246e-06,-0.909255027749996,"Up in D1C",5.2615335176574,"MAFG","MAFG_HUMAN",0.909255027749996
0.481504202499998,10.35287129875,13.2213954303054,2.88151265484666e-06,1.5109844030839e-05,4.45136685190273,"ANKL2_HUMAN",45,-14.5137175482318,9.27083390342715e-07,5.4760938312535e-06,-0.481504202499998,"Non-significant",5.26152911896637,"ANKLE2","ANKL2_HUMAN",0.481504202499998
0.915283204250001,10.122269392875,18.7000166028272,2.60364459675298e-07,2.50526487511768e-06,7.15608199830089,"CHUR_HUMAN",6,-14.5030618751895,9.32046039923885e-07,5.50155187011094e-06,-0.915283204250001,"Up in D1C",5.25951478804016,"CHURC1","CHUR_HUMAN",0.915283204250001
-0.409137967499998,12.74681937625,-12.6960653377435,3.80502428247618e-06,1.89107014604904e-05,4.13796349537216,"HIP1R_HUMAN",75,14.4986585598306,9.34105542029222e-07,5.50984997464262e-06,0.409137967499998,"Non-significant",5.25886022620663,"HIP1R","HIP1R_HUMAN",-0.409137967499998
0.58181858,10.6249830725,13.6073548177488,2.36442777915382e-06,1.30540206841271e-05,4.67428846092417,"A0AAG2UWQ9_HUMAN",33,-14.4939659140665,9.36306026531933e-07,5.5189674808655e-06,-0.58181858,"Up in D1C",5.25814216489873,"NKRF","A0AAG2UWQ9_HUMAN",0.58181858
0.321710587500002,14.84599089625,13.4106113922546,2.61350238916873e-06,1.40134934085898e-05,4.56140600364234,"BUP1_HUMAN",23,-14.4889539275063,9.3866272334214e-07,5.5289923794905e-06,-0.321710587500002,"Non-significant",5.25735400864103,"UPB1","BUP1_HUMAN",0.321710587500002
0.863373518,9.04277122025,16.4777092959444,6.28959525737722e-07,4.73919981750644e-06,6.16534629006564,"MOB3A_HUMAN",8,-14.4787393500418,9.43486505638174e-07,5.55352496929062e-06,-0.863373518,"Up in D1C",5.25543127115379,"MOB3A","MOB3A_HUMAN",0.863373518
0.618350742500002,12.42312061875,14.117990986504,1.83450523046843e-06,1.07859541745217e-05,4.96024560334505,"DCPS_HUMAN",19,-14.4706005346462,9.47350060178594e-07,5.56687736682122e-06,-0.618350742500002,"Up in D1C",5.25438834569494,"DCPS","DCPS_HUMAN",0.618350742500002
-0.360460995,15.87260735,-12.2289891095867,4.91645341521506e-06,2.3255210907322e-05,3.84903081771642,"PLEC_HUMAN",400,14.4705929561293,9.47353666070199e-07,5.56687736682122e-06,0.360460995,"Non-significant",5.25438834569494,"PLEC","PLEC_HUMAN",-0.360460995
0.291875122500002,11.41879832875,13.2575719888682,2.82794489979801e-06,1.49061709301946e-05,4.47251902922683,"SIR2_HUMAN",23,-14.4697890205431,9.47736270184891e-07,5.56687736682122e-06,-0.291875122500002,"Non-significant",5.25438834569494,"SIRT2","SIR2_HUMAN",0.291875122500002
-0.383282899999996,13.1841300725,-13.0708621868722,3.11713639638035e-06,1.60307154881574e-05,4.36276584404867,"UAP1_HUMAN",31,14.4648106250247,9.50109446828027e-07,5.57555332052158e-06,0.383282899999996,"Non-significant",5.25371202655336,"UAP1","UAP1_HUMAN",-0.383282899999996
0.624045370000001,18.82258606,13.5204042344163,2.47102176380396e-06,1.35339576128998e-05,4.62459055430125,"CALR_HUMAN",46,-14.4639167593151,9.50536258344942e-07,5.57555332052158e-06,-0.624045370000001,"Up in D1C",5.25371202655336,"CALR","CALR_HUMAN",0.624045370000001
1.0790362345,9.70610880775,14.3668954564054,1.62610472414632e-06,9.72777623834587e-06,5.09610304424651,"ZNHI2_HUMAN",13,-14.4481870522834,9.58082565965777e-07,5.61590956086616e-06,-1.0790362345,"Up in D1C",5.25057989474097,"ZNHIT2","ZNHI2_HUMAN",1.0790362345
-0.481219055,11.24867475,-15.7696257245152,8.53328333298344e-07,5.87639258282005e-06,5.82213688986445,"NSUN4_HUMAN",13,14.4447750732062,9.59728372441973e-07,5.62164729069728e-06,0.481219055,"Non-significant",5.25013640606211,"NSUN4","NSUN4_HUMAN",-0.481219055
-3.99097490125,8.647125481875,-14.0502882894151,1.89632987430234e-06,1.10289780361534e-05,4.92289927688933,"DREB_HUMAN",25,14.4325717653472,9.65640955127201e-07,5.65235250747721e-06,3.99097490125,"Up in D8CM",5.24777076131776,"DBN1","DREB_HUMAN",-3.99097490125
0.636583089999998,12.6235636475,16.4814143704559,6.27977095278581e-07,4.73919981750644e-06,6.16710429951041,"PLCB_HUMAN",10,-14.4226933832686,9.70457225727317e-07,5.67315504837656e-06,-0.636583089999998,"Up in D1C",5.2461753469246,"AGPAT2","PLCB_HUMAN",0.636583089999998
0.246994735000001,15.4289513825,11.6810767493826,6.71891519611993e-06,2.96667030843871e-05,3.49685114481012,"PRS7_HUMAN",35,-14.4225221722232,9.70540939584648e-07,5.67315504837656e-06,-0.246994735000001,"Non-significant",5.2461753469246,"PSMC2","PRS7_HUMAN",0.246994735000001
0.553980825000004,18.0707659725,13.2597473060063,2.8247600597828e-06,1.49061709301946e-05,4.47378919883842,"HS90B_HUMAN",61,-14.4150868920993,9.74184306907961e-07,5.69050555989411e-06,-0.553980825000004,"Up in D1C",5.2448491479953,"HSP90AB1","HS90B_HUMAN",0.553980825000004
0.444085602499996,17.99159121625,13.0384313709539,3.17071868102838e-06,1.62468010713606e-05,4.34355291507005,"HMCS2_HUMAN",42,-14.4135642789732,9.74932307223831e-07,5.69093103711196e-06,-0.444085602499996,"Non-significant",5.24481667715449,"HMGCS2","HMCS2_HUMAN",0.444085602499996
-0.9075186255,9.132565856,-16.0868626194674,7.43138550486381e-07,5.32193274600654e-06,5.97770797872101,"WLS_HUMAN",8,14.4024363607402,9.80418748209938e-07,5.71899628281077e-06,0.9075186255,"Up in D8CM",5.24268018573262,"WLS","WLS_HUMAN",-0.9075186255
-0.736560825000002,11.1057260025,-13.7024561050215,2.25377651178154e-06,1.26197101969073e-05,4.72830405231717,"AT8B1_HUMAN",33,14.3950227197976,9.84093271743018e-07,5.73646071059606e-06,0.736560825000002,"Up in D8CM",5.24135597658106,"ATP8B1","AT8B1_HUMAN",-0.736560825000002
0.420607805,15.08267343,12.8405316900896,3.52127104349392e-06,1.76671390628633e-05,4.22533674181391,"SYDC_HUMAN",48,-14.3849940027332,9.89088710275378e-07,5.7615955348384e-06,-0.420607805,"Non-significant",5.23945723254523,"DARS1","SYDC_HUMAN",0.420607805
0.427185059500001,9.97338104275,12.7360739500851,3.72392407433869e-06,1.85623631121235e-05,4.16225283605319,"HTR5B_HUMAN",68,-14.3781549445841,9.92511755964125e-07,5.77713168163968e-06,-0.427185059500001,"Non-significant",5.23828773321024,"HEATR5B","HTR5B_HUMAN",0.427185059500001
-0.457833527499995,13.63480460875,-13.3445917991925,2.70366110181345e-06,1.43572453284463e-05,4.52317832281806,"2ABA_HUMAN",29,14.3766036558202,9.93290057781053e-07,5.77713168163968e-06,0.457833527499995,"Non-significant",5.23828773321024,"PPP2R2A","2ABA_HUMAN",-0.457833527499995
-0.437083005,10.9011017075,-12.9666450213213,3.29308535571192e-06,1.67718528479128e-05,4.30086556263997,"DI3L2_HUMAN",43,14.3755642009565,9.93811951403195e-07,5.77713168163968e-06,0.437083005,"Non-significant",5.23828773321024,"DIS3L2","DI3L2_HUMAN",-0.437083005
-0.375429632500001,10.39790964125,-12.7450102207465,3.70607883030386e-06,1.84952862407527e-05,4.16766838701207,"EF2K_HUMAN",38,14.3717603240256,9.95724458290186e-07,5.78426013709716e-06,0.375429632500001,"Non-significant",5.237752183631,"EEF2K","EF2K_HUMAN",-0.375429632500001
-0.415743115,11.9407566775,-16.3327161427231,6.6881410636986e-07,4.95138785183634e-06,6.09624600526867,"STX8_HUMAN",13,14.3347825312778,1.01453421510447e-06,5.88691867912343e-06,0.415743115,"Non-significant",5.23011196341526,"STX8","STX8_HUMAN",-0.415743115
-0.506277802499998,14.48793828625,-14.1174596793168,1.83498140779027e-06,1.07859541745217e-05,4.95995318308587,"PPAL_HUMAN",18,14.3342785918833,1.01479331365125e-06,5.88691867912343e-06,0.506277802499998,"Up in D8CM",5.23011196341526,"ACP2","PPAL_HUMAN",-0.506277802499998
0.545978547249998,9.739069462125,13.6459526243133,2.31879123537439e-06,1.28840417422352e-05,4.69625394713923,"EXT2_HUMAN",24,-14.3121743806447,1.02623195690317e-06,5.94740037416495e-06,-0.545978547249998,"Up in D1C",5.22567282416464,"EXT2","EXT2_HUMAN",0.545978547249998
0.976242066750004,10.098402739125,13.9209117156947,2.02117446759372e-06,1.15815632816774e-05,4.85105630285856,"UBP39_HUMAN",20,-14.3114094653638,1.02663038846957e-06,5.94740037416495e-06,-0.976242066750004,"Up in D1C",5.22567282416464,"USP39","UBP39_HUMAN",0.976242066750004
0.376644612500002,17.38519883125,13.6635455920718,2.29832254563598e-06,1.27871688034097e-05,4.70624646939456,"OTC_HUMAN",21,-14.3065546008578,1.02916328178461e-06,5.95797891632037e-06,-0.376644612500002,"Non-significant",5.22490103796923,"OTC","OTC_HUMAN",0.376644612500002
-0.396705147500004,16.95479416875,-12.5715854990268,4.07046746934974e-06,1.99360664143805e-05,4.06193451073996,"RADI_HUMAN",57,14.2993748359499,1.03292207131193e-06,5.97563496162542e-06,0.396705147500004,"Non-significant",5.22361594047544,"RDX","RADI_HUMAN",-0.396705147500004
0.368846660000003,12.7687793975,12.4648596297909,4.3148742593175e-06,2.09625793266785e-05,3.99619167885162,"PKHA7_HUMAN",49,-14.2912554447941,1.03719146597733e-06,5.99621870145602e-06,-0.368846660000003,"Non-significant",5.22212253541292,"PLEKHA7","PKHA7_HUMAN",0.368846660000003
-0.403885122499998,14.73909819125,-13.4787143879635,2.5240584534691e-06,1.3673513601428e-05,4.60065545545547,"MK01_HUMAN",23,14.2898115166266,1.03795280703752e-06,5.9965073410002e-06,0.403885122499998,"Non-significant",5.22210163031413,"MAPK1","MK01_HUMAN",-0.403885122499998
0.281841994999995,12.9809027925,13.2323157623595,2.86522211679623e-06,1.50660993278075e-05,4.45775759530503,"LC7L2_HUMAN",22,-14.2864332771721,1.03973651999064e-06,6.00269803219256e-06,-0.281841994999995,"Non-significant",5.22165350342924,"LUC7L2","LC7L2_HUMAN",0.281841994999995
-0.418410537499998,13.00710284625,-13.2974335140081,2.77022581173694e-06,1.46764508907169e-05,4.49576328941736,"VATH_HUMAN",26,14.2846997053166,1.04065319064687e-06,6.00387799039182e-06,0.418410537499998,"Non-significant",5.22156814198473,"ATP6V1H","VATH_HUMAN",-0.418410537499998
0.414068460000001,11.5953673125,13.1694814737666,2.96040855237071e-06,1.5403261535761e-05,4.4209183119443,"KBP_HUMAN",28,-14.2722434087613,1.04726667357229e-06,6.03790067820851e-06,-0.414068460000001,"Non-significant",5.21911403527793,"KIFBP","KBP_HUMAN",0.414068460000001
1.49090528475,10.396592140125,14.5396130830489,1.49729472444675e-06,9.0992770240531e-06,5.18906863963963,"SC5A6_HUMAN",8,-14.2633366156518,1.0520246979854e-06,6.05465167227293e-06,-1.49090528475,"Up in D1C",5.21791083702319,"SLC5A6","SC5A6_HUMAN",1.49090528475
0.557169437500008,17.54356837125,13.4741195838015,2.52998252916646e-06,1.36875627332118e-05,4.59801321944054,"F16P1_HUMAN",28,-14.2630143148608,1.05219732859976e-06,6.05465167227293e-06,-0.557169437500008,"Up in D1C",5.21791083702319,"FBP1","F16P1_HUMAN",0.557169437500008
0.68781423675,10.383669376625,14.0511796130666,1.89550070973337e-06,1.10289780361534e-05,4.92339205653844,"SHPS1_HUMAN",17,-14.2627721657263,1.05232704945781e-06,6.05465167227293e-06,-0.68781423675,"Up in D1C",5.21791083702319,"SIRPA","SHPS1_HUMAN",0.68781423675
-0.566231969999999,12.12648809,-14.4447083339683,1.56657563833447e-06,9.41173631897453e-06,5.13811677758071,"NCEH1_HUMAN",15,14.2591608995386,1.05426377217499e-06,6.06165711846045e-06,0.566231969999999,"Up in D8CM",5.21740863342075,"NCEH1","NCEH1_HUMAN",-0.566231969999999
0.956999779999995,15.9347786925,14.7879821546412,1.33187806714295e-06,8.27295521587909e-06,5.32092708145253,"FKBP2_HUMAN",10,-14.2569644709907,1.05544368514821e-06,6.06430458221832e-06,-0.956999779999995,"Up in D1C",5.21721899420734,"FKBP2","FKBP2_HUMAN",0.956999779999995
-0.422921417500001,13.69949901125,-14.1050628194617,1.84613189890977e-06,1.08354982210171e-05,4.95312725289203,"LANC1_HUMAN",18,14.2543142409951,1.05686936369938e-06,6.06835958216763e-06,0.422921417500001,"Non-significant",5.21692869289448,"LANCL1","LANC1_HUMAN",-0.422921417500001
-1.481251,9.8848615875,-16.5429573249588,6.11911065681996e-07,4.64666520057076e-06,6.19624964414647,"TTC9A_HUMAN",4,14.2489134041929,1.05978145305381e-06,6.08093796309772e-06,1.481251,"Up in D8CM",5.21602942717798,"TTC9","TTC9A_HUMAN",-1.481251
0.359591962499998,16.96912121625,12.7419136378566,3.71225152351096e-06,1.85151290483278e-05,4.1657921980897,"LMAN1_HUMAN",32,-14.2465741268361,1.06104558399505e-06,6.08404981462197e-06,-0.359591962499998,"Non-significant",5.2158072387139,"LMAN1","LMAN1_HUMAN",0.359591962499998
0.673932077499998,16.42826652625,13.783732263452,2.16385618128526e-06,1.22164392177184e-05,4.7741881069749,"ADH6_HUMAN",21,-14.2393744466265,1.06494694158987e-06,6.10226904871586e-06,-0.673932077499998,"Up in D1C",5.21450864825101,"ADH6","ADH6_HUMAN",0.673932077499998
0.619152787499997,14.89513719125,16.3614812744215,6.60684208103861e-07,4.91518728164823e-06,6.11000196578409,"SPP_HUMAN",10,-14.2366388759104,1.06643353434749e-06,6.10663604688521e-06,-0.619152787499997,"Up in D1C",5.21419796301373,"HM13","SPP_HUMAN",0.619152787499997
-0.479993819999997,13.2099888325,-12.9180730080275,3.37892200838667e-06,1.71571889208984e-05,4.27185731611633,"FARP1_HUMAN",54,14.2273124337484,1.07151944556657e-06,6.13159362300111e-06,0.479993819999997,"Non-significant",5.21242663612955,"FARP1","FARP1_HUMAN",-0.479993819999997
-0.4514842025,13.89263820875,-13.5022282532594,2.49398757054288e-06,1.35973255324064e-05,4.61416384315833,"TOM1_HUMAN",23,14.2222816647319,1.07427419859283e-06,6.14318671637648e-06,0.4514842025,"Non-significant",5.21160628450794,"TOM1","TOM1_HUMAN",-0.4514842025
-0.300873518000001,9.73621952525,-11.6409026198196,6.87816577596375e-06,3.02431191056852e-05,3.47043756631036,"SI1L1_HUMAN",70,14.2171089661714,1.07711500949076e-06,6.15525587457464e-06,0.300873518000001,"Non-significant",5.21075388869431,"SIPA1L1","SI1L1_HUMAN",-0.300873518000001
0.988157272499997,12.59241390375,19.2305778192466,2.14106299345487e-07,2.18222732428429e-06,7.37544696352905,"ST1A2_HUMAN",5,-14.2132868534845,1.07921953656305e-06,6.16310397946471e-06,-0.988157272499997,"Up in D1C",5.21020050510288,"SULT1A2","ST1A2_HUMAN",0.988157272499997
0.455459592499999,16.93004512875,17.7488691507147,3.74856604540296e-07,3.2484412201486e-06,6.7469834191924,"UD11_HUMAN",11,-14.2117701069122,1.08005597202236e-06,6.16370466362661e-06,-0.455459592499999,"Non-significant",5.21015817884883,"UGT1A1","UD11_HUMAN",0.455459592499999
0.263254400000003,11.370028615,11.2310445074661,8.77260730880947e-06,3.65337485207287e-05,3.19612543458475,"VCIP1_HUMAN",60,-14.2098211795403,1.08113181544785e-06,6.16566987307844e-06,-0.263254400000003,"Non-significant",5.21001973230795,"VCPIP1","VCIP1_HUMAN",0.263254400000003
0.634249687500002,12.77202487125,13.4578200672116,2.55112520423569e-06,1.37754223872534e-05,4.58863337430509,"C1R_HUMAN",31,-14.2055611123761,1.08348766529189e-06,6.17492733654181e-06,-0.634249687500002,"Up in D1C",5.2093681485986,"C1R","C1R_HUMAN",0.634249687500002
0.947809219749999,9.456105470875,13.6716176215493,2.28899981322436e-06,1.27521344518626e-05,4.71082719853694,"SYTC2_HUMAN",29,-14.1973534859271,1.08804290327949e-06,6.19669839982623e-06,-0.947809219749999,"Up in D1C",5.20783964092935,"TARS3","SYTC2_HUMAN",0.947809219749999
0.400193217499998,10.63634729375,12.8352961881447,3.53112500565303e-06,1.76821065293124e-05,4.22218630855897,"ANR28_HUMAN",34,-14.1919347805353,1.09106213648859e-06,6.20969800706437e-06,-0.400193217499998,"Non-significant",5.20692952012207,"ANKRD28","ANR28_HUMAN",0.400193217499998
0.335997822500001,14.97644984875,13.8871709171572,2.05525095407174e-06,1.17052096566694e-05,4.83221625472612,"ERLN1_HUMAN",19,-14.1793154814027,1.0981301802788e-06,6.24570802265181e-06,-0.335997822500001,"Non-significant",5.2044183222376,"ERLIN1","ERLN1_HUMAN",0.335997822500001
-0.252112389999997,11.2049276825,-11.3543526679991,8.14663334875921e-06,3.4648056219481e-05,3.27959571611991,"EXOC2_HUMAN",42,14.1713885002413,1.10259649525507e-06,6.26688190054278e-06,0.252112389999997,"Non-significant",5.20294848950712,"EXOC2","EXOC2_HUMAN",-0.252112389999997
-0.713066580000003,13.37506628,-24.2139162753425,4.24878296831553e-08,6.98839647616145e-07,9.18203562502314,"PHP14_HUMAN",6,14.1684085015318,1.10428082283508e-06,6.27222577875804e-06,0.713066580000003,"Up in D8CM",5.20257831692057,"PHPT1","PHP14_HUMAN",-0.713066580000003
0.455079792500001,12.64656913375,13.2700206868596,2.8097739334174e-06,1.48486423102039e-05,4.47978519957602,"ARFG3_HUMAN",26,-14.1496705361116,1.1149385177203e-06,6.32703102081182e-06,-0.455079792500001,"Non-significant",5.19880003623243,"ARFGAP3","ARFG3_HUMAN",0.455079792500001
-0.371986630000002,10.6400161975,-12.539405964579,4.14246520423557e-06,2.02299184278688e-05,4.04216659518012,"PPR21_HUMAN",39,14.1488095239671,1.1154310234816e-06,6.32703102081182e-06,0.371986630000002,"Non-significant",5.19880003623243,"PPP1R21","PPR21_HUMAN",-0.371986630000002
0.651091812999997,10.280330061,14.3504326074991,1.63902626874978e-06,9.78424392301128e-06,5.08718650530051,"JMJD6_HUMAN",14,-14.1454495234748,1.11735532104614e-06,6.33368392810889e-06,-0.651091812999997,"Up in D1C",5.19834361316228,"JMJD6","JMJD6_HUMAN",0.651091812999997
0.599808212500001,10.95498776375,13.6208386525794,2.34837005971316e-06,1.29969870212227e-05,4.68196858412493,"WFS1_HUMAN",22,-14.1439662873457,1.11820597365183e-06,6.33424606983284e-06,-0.599808212500001,"Up in D1C",5.1983050693672,"WFS1","WFS1_HUMAN",0.599808212500001
0.452392577499998,11.17115282875,14.3652550885794,1.62738702861316e-06,9.72854274055344e-06,5.09521503057767,"QTRT2_HUMAN",16,-14.1416319234402,1.11954623876751e-06,6.33757907761674e-06,-0.452392577499998,"Non-significant",5.19807660868293,"QTRT2","QTRT2_HUMAN",0.452392577499998
0.3242166025,13.77472317125,16.642296245463,5.86954530890206e-07,4.53062247332742e-06,6.24307283125153,"RAB21_HUMAN",14,-14.1382037810352,1.1215177805894e-06,6.3418630043649e-06,-0.3242166025,"Non-significant",5.19778314374869,"RAB21","RAB21_HUMAN",0.3242166025
-0.493793482500003,12.50734901625,-13.4805395000635,2.52170971140718e-06,1.3673513601428e-05,4.60170474899277,"5NTC_HUMAN",23,14.1377001081548,1.12180777547848e-06,6.3418630043649e-06,0.493793482500003,"Non-significant",5.19778314374869,"NT5C2","5NTC_HUMAN",-0.493793482500003
0.317382572499996,12.99754250125,12.146157651393,5.14987421269461e-06,2.40755905373283e-05,3.79673038548882,"TR150_HUMAN",39,-14.1358585707277,1.12286878055076e-06,6.34360653569864e-06,-0.317382572499996,"Non-significant",5.19766376211451,"THRAP3","TR150_HUMAN",0.317382572499996
-0.558424712500001,11.28278720625,-22.0241699993855,8.2738227957698e-08,1.1158408375287e-06,8.43927896381765,"GSTA4_HUMAN",8,14.132617944937,1.12473862483511e-06,6.34706579389926e-06,0.558424712500001,"Up in D8CM",5.19742699975138,"GSTA4","GSTA4_HUMAN",-0.558424712500001
0.699563027500005,16.49754953375,13.4018066615638,2.62532682579446e-06,1.40679464810054e-05,4.55631796763768,"NUCL_HUMAN",36,-14.1321877644411,1.12498710358115e-06,6.34706579389926e-06,-0.699563027500005,"Up in D1C",5.19742699975138,"NCL","NUCL_HUMAN",0.699563027500005
0.467614412499998,10.32179224625,13.1954230526061,2.92068152524393e-06,1.52625074868451e-05,4.43614755770785,"LRC8D_HUMAN",28,-14.1297653915838,1.12638746020301e-06,6.34709513025424e-06,-0.467614412499998,"Non-significant",5.19742499243209,"LRRC8D","LRC8D_HUMAN",0.467614412499998
-0.4359879525,16.46758723125,-12.8451846402545,3.51253972027634e-06,1.76475430395629e-05,4.22813562485186,"ANXA4_HUMAN",38,14.1295737737069,1.1264983171029e-06,6.34709513025424e-06,0.4359879525,"Non-significant",5.19742499243209,"ANXA4","ANXA4_HUMAN",-0.4359879525
0.378167390000002,14.7792748225,13.4980772431549,2.49926641846407e-06,1.3598450100209e-05,4.61178075283792,"PABP4_HUMAN",21,-14.1242828271916,1.12956416484357e-06,6.36011779924278e-06,-0.378167390000002,"Non-significant",5.19653484046993,"PABPC4","PABP4_HUMAN",0.378167390000002
2.01612853675,9.510504244125,14.9760206661373,1.22040790165778e-06,7.74026952827195e-06,5.41935792966032,"CAP7_HUMAN",4,-14.117886837074,1.13328291511291e-06,6.37455057859081e-06,-2.01612853675,"Up in D1C",5.19555042863805,"AZU1","CAP7_HUMAN",2.01612853675
-0.592053652500004,12.08070361625,-13.3890348708773,2.64258702336193e-06,1.41334809771052e-05,4.54893188895542,"TRIP6_HUMAN",28,14.1172739725519,1.13363997120745e-06,6.37455057859081e-06,0.592053652500004,"Up in D8CM",5.19555042863805,"TRIP6","TRIP6_HUMAN",-0.592053652500004
-0.351523159999999,11.48004377,-12.1653834216931,5.09459507802983e-06,2.38966844255501e-05,3.80889887741903,"RAI14_HUMAN",54,14.1110476988635,1.13727461842499e-06,6.39072517246951e-06,0.351523159999999,"Non-significant",5.19444985850313,"RAI14","RAI14_HUMAN",-0.351523159999999
-0.468126775000002,11.494084835,-13.42009106794,2.60083908847899e-06,1.39736072945735e-05,4.56688057062853,"IF2M_HUMAN",23,14.1057570232335,1.14037344202842e-06,6.39982134777328e-06,0.468126775000002,"Non-significant",5.19383214925973,"MTIF2","IF2M_HUMAN",-0.468126775000002
-0.88482546775,9.587379336375,-13.7494283665291,2.20130198909706e-06,1.23698496440661e-05,4.75485319733782,"LEPR_HUMAN",19,14.1056915139509,1.14041187143854e-06,6.39982134777328e-06,0.88482546775,"Up in D8CM",5.19383214925973,"LEPR","LEPR_HUMAN",-0.88482546775
0.583877327500005,12.58048021875,15.7000195739946,8.79923189670477e-07,6.04472091746736e-06,5.78759862467658,"B4GT1_HUMAN",11,-14.1014360417805,1.14291137441815e-06,6.4095808216704e-06,-0.583877327500005,"Up in D1C",5.19317037185219,"B4GALT1","B4GT1_HUMAN",0.583877327500005
-0.747992987500002,12.06006169375,-14.8235421767985,1.30993913558869e-06,8.17281789332129e-06,5.33963270246306,"NIPS2_HUMAN",11,14.0910441228789,1.14904122629378e-06,6.43967320241375e-06,0.747992987500002,"Up in D8CM",5.19113617145844,"NIPSNAP2","NIPS2_HUMAN",-0.747992987500002
-0.921428919000004,9.082706809,-13.6193034917464,2.35019199971592e-06,1.29985356729695e-05,4.68109454813198,"ARHGG_HUMAN",24,14.0863104904333,1.15184573731349e-06,6.45110147496041e-06,0.921428919000004,"Up in D8CM",5.19036612665831,"ARHGEF16","ARHGG_HUMAN",-0.921428919000004
-0.5801620475,17.68343210125,-13.4997232587764,2.49717166024025e-06,1.35973255324064e-05,4.61272581095897,"HSPB1_HUMAN",23,14.0745847737629,1.15882615134354e-06,6.48588687229396e-06,0.5801620475,"Up in D8CM",5.18803063061941,"HSPB1","HSPB1_HUMAN",-0.5801620475
0.590634585,12.1546629675,16.4058906829292,6.48352473072628e-07,4.84912421963548e-06,6.13119329400117,"YIPF3_HUMAN",10,-14.0689279846232,1.16221075045672e-06,6.50051387896463e-06,-0.590634585,"Up in D1C",5.18705231012987,"YIPF3","YIPF3_HUMAN",0.590634585
0.910487889500001,9.69285571525,15.0261767417058,1.19249363516286e-06,7.5917891622264e-06,5.44541307430905,"CTR2_HUMAN",9,-14.0537178580707,1.17136682900832e-06,6.54738130086946e-06,-0.910487889500001,"Up in D1C",5.1839323662658,"SLC7A2","CTR2_HUMAN",0.910487889500001
-3.5008379215,8.99481576675,-13.6339902596899,2.33282720807921e-06,1.2953491789789e-05,4.68945258780809,"TRFM_HUMAN",35,14.012959147404,1.19630655584703e-06,6.68021119400436e-06,3.5008379215,"Up in D8CM",5.17520980714409,"MELTF","TRFM_HUMAN",-3.5008379215
0.881116627499997,12.42872726875,15.6612980585042,8.95125057480121e-07,6.11922879927002e-06,5.76832124350782,"FRDA_HUMAN",8,-14.0122980728526,1.19671596902914e-06,6.68021119400436e-06,-0.881116627499997,"Up in D1C",5.17520980714409,"FXN","FRDA_HUMAN",0.881116627499997
0.970246314999999,9.20173501975,14.466542087465,1.55031988649102e-06,9.34070502018071e-06,5.14986688801038,"PYRD1_HUMAN",10,-14.0042908216455,1.2016875580593e-06,6.70352377689071e-06,-0.970246314999999,"Up in D1C",5.17369684587162,"PYROXD1","PYRD1_HUMAN",0.970246314999999
0.620397330000003,15.4136163,14.0722525038539,1.87601687310749e-06,1.09758475088893e-05,4.93503386390559,"RL13A_HUMAN",15,-14.0027464440518,1.2026491199245e-06,6.70445068243625e-06,-0.620397330000003,"Up in D1C",5.17363679952151,"RPL13A","RL13A_HUMAN",0.620397330000003
0.662535906000002,9.964296937,13.3843488905872,2.64895209072842e-06,1.41382681641205e-05,4.54622027327704,"ZC11A_HUMAN",26,-13.9886819143329,1.2114460750674e-06,6.74902773743762e-06,-0.662535906000002,"Up in D1C",5.17075878697324,"ZC3H11A","ZC11A_HUMAN",0.662535906000002
1.0493683815,8.591454506,13.5138297225188,2.47930098425346e-06,1.35404534887386e-05,4.62082058531005,"MORC3_HUMAN",27,-13.9842012740338,1.21426382393081e-06,6.7583829785866e-06,-1.0493683815,"Up in D1C",5.17015720161496,"MORC3","MORC3_HUMAN",1.0493683815
0.455823182499998,10.98454797375,12.6901351750445,3.8172149033997e-06,1.8945943937519e-05,4.13435723030842,"CHAP1_HUMAN",47,-13.9826227162289,1.21525829634097e-06,6.7583829785866e-06,-0.455823182499998,"Non-significant",5.17015720161496,"CHAMP1","CHAP1_HUMAN",0.455823182499998
