"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D1CM_vs_D2B","Diff_Abund","negLog10_sca_adjPval","Genes","Protein.Names"
0.099464177499998,11.46351039375,4.66768421044403,0.00211892119955566,0.00568983331986449,-2.65034573474487,"NUMA1_HUMAN",122,5.93174445525613,0.000404396775386946,0.00142324025876266,0.099464177499998,"Non-significant",2.84672177999497,"NUMA1","NUMA1_HUMAN"
0.356655120999998,9.1605381965,5.71742517479098,0.000648919364763563,0.00217657832295745,-1.34330955741251,"GIT1_HUMAN",23,5.93049182223526,0.000404948483922638,0.00142458713313185,0.356655120999998,"Non-significant",2.84631098252063,"GIT1","GIT1_HUMAN"
0.520022749999999,7.91348797075,6.10728898374781,0.000433745764107538,0.00157996674402007,-0.895777439648929,"CF410_HUMAN",7,5.92908269085578,0.000405570115359962,0.00142617876611144,0.520022749999999,"Up in D2B",2.84582603390226,"CFAP410","CF410_HUMAN"
-0.840424537499999,9.2044837475,-5.99594271019573,0.000485717936529188,0.00172893432728232,-1.02160535666208,"B3KNS4_HUMAN",5,-5.92760923604173,0.000406221251435272,0.00142787278079562,-0.840424537499999,"Up in D1CM",2.84531048517869,"ERVK3-1","B3KNS4_HUMAN"
0.191097974999996,11.631302955,6.45780136083465,0.000306629940414523,0.00120157311378615,-0.509705262054373,"GRAN_HUMAN",12,5.92546764133901,0.000407169707791613,0.0014306100320865,0.191097974999996,"Non-significant",2.844478733811,"GCA","GRAN_HUMAN"
-0.196562290000001,14.5115685475,-5.64176521849632,0.000703222260186226,0.00231994537421123,-1.43245501273434,"IDH3A_HUMAN",24,-5.92354048180876,0.00040802528972021,0.00143301881960486,-0.196562290000001,"Non-significant",2.84374810604587,"IDH3A","IDH3A_HUMAN"
-0.22335958,16.248364685,-6.69365133974086,0.000244695695308144,0.00100808407417026,-0.258203618453193,"RL31_HUMAN",10,-5.92124961829574,0.00040904492855009,0.00143600154216939,-0.22335958,"Non-significant",2.84284509369031,"RPL31","RL31_HUMAN"
-0.33225274075,9.196441531375,-6.106720289811,0.000433994918251671,0.00158019143237293,-0.896416129341532,"SNX11_HUMAN",10,-5.91737363239493,0.000410776510036221,0.00144148010120537,-0.33225274075,"Non-significant",2.84119134841719,"SNX11","SNX11_HUMAN"
-0.432406186750002,8.758988738125,-6.93372300742975,0.000195671130908856,0.000847539549039439,-0.00875171189443336,"TPC6A_HUMAN",5,-5.91574428942262,0.000411506830736663,0.00144344197930892,-0.432406186750002,"Non-significant",2.84060066836268,"TRAPPC6A","TPC6A_HUMAN"
3.09226870525,8.465769648625,5.72123553772907,0.000646310702175648,0.00217215028255125,-1.3388400896554,"CNTN1_HUMAN",24,5.91190168797269,0.000413234892196136,0.00144890054339485,3.09226870525,"Up in D2B",2.83896142469945,"CNTN1","CNTN1_HUMAN"
0.140243052500001,12.19884157125,5.18959104876737,0.00115460372949452,0.0034670286945797,-1.98134838031345,"MRP3_HUMAN",58,5.91143425762923,0.000413445647671262,0.00144903674187986,0.140243052500001,"Non-significant",2.83892060238709,"ABCC3","MRP3_HUMAN"
-0.495153427250001,8.141750097125,-6.12732518058018,0.000425068635503492,0.00155440500158739,-0.873301000421542,"S7A6O_HUMAN",7,-5.91047935270469,0.000413876565635497,0.00144994412790591,-0.495153427250001,"Non-significant",2.83864873253031,"SLC7A6OS","S7A6O_HUMAN"
-0.0866379725000037,14.09058928375,-5.01221622913508,0.0014131139582737,0.00406662258596416,-2.20438611644939,"SYWC_HUMAN",29,-5.90922859190149,0.000414441745167836,0.00145132092647266,-0.0866379725000037,"Non-significant",2.83823654263803,"WARS1","SYWC_HUMAN"
0.286076307250003,9.750418543875,5.92784642648642,0.00052090806364846,0.00182718854286012,-1.09933433929075,"CBR3_HUMAN",13,5.90365262733632,0.000416971750375341,0.0014595742873396,0.286076307250003,"Non-significant",2.83577379600956,"CBR3","CBR3_HUMAN"
0.200142622499998,11.28819048375,5.88627021298798,0.000543786236231413,0.00188923755285434,-1.14708435541955,"NMT2_HUMAN",16,5.90085525418966,0.000418247441724834,0.00146343199929374,0.200142622499998,"Non-significant",2.83462745294841,"NMT2","NMT2_HUMAN"
0.206913705000002,12.3493031275,6.02491468350346,0.000471556586165645,0.00168493025213659,-0.988714396606934,"RAB4A_HUMAN",14,5.90004150837356,0.000418619345402379,0.00146412550306915,0.206913705000002,"Non-significant",2.83442169448373,"RAB4A","RAB4A_HUMAN"
0.128859760000001,11.9435979125,5.01585527224927,0.00140720685029829,0.00405654806469368,-2.19976576036534,"DYSF_HUMAN",102,5.8961239681955,0.000420414890148836,0.00146979556576713,0.128859760000001,"Non-significant",2.83274306717938,"DYSF","DYSF_HUMAN"
-0.161809204999997,12.824230075,-5.88799199547678,0.000542816863029664,0.00188840987401396,-1.14510247515957,"SF3A2_HUMAN",17,-5.89156771865956,0.000422513894008573,0.00147652139825799,-0.161809204999997,"Non-significant",2.83076025470769,"SF3A2","SF3A2_HUMAN"
0.294006349999997,15.964737415,7.98997112696295,7.82030531473947e-05,0.000421736106832623,1.0164118301978,"S10AA_HUMAN",6,5.88343619792497,0.000426288824160312,0.00148909593818785,0.294006349999997,"Non-significant",2.8270773209964,"S100A10","S10AA_HUMAN"
0.278292892500001,14.06873762625,5.99217526318403,0.000487594040784906,0.00173341635165583,-1.02589026044021,"PA1B2_HUMAN",12,5.87977748835898,0.000427999470136138,0.00149445216809342,0.278292892500001,"Non-significant",2.82551798056817,"PAFAH1B2","PA1B2_HUMAN"
-0.0896191574999996,17.82414984625,-4.52817157627056,0.0025088615719265,0.00655207913601207,-2.83574831206283,"EF2_HUMAN",81,-5.87706598815767,0.000429272139411822,0.0014982753056324,-0.0896191574999996,"Non-significant",2.82440837840458,"EEF2","EF2_HUMAN"
-0.173333167499997,15.20340395125,-5.73432999541694,0.000637434509130471,0.00215089490690982,-1.32349519272224,"SPRE_HUMAN",19,-5.87425979883891,0.000430593657890682,0.00150226570461944,-0.173333167499997,"Non-significant",2.82325324719563,"SPR","SPRE_HUMAN"
0.175197362499997,12.38605511125,5.6134438029857,0.000724834307809745,0.00238006559428451,-1.46602020613033,"CSN3_HUMAN",22,5.86287734312136,0.000436000295653658,0.0015204991692448,0.175197362499997,"Non-significant",2.81801381280528,"COPS3","CSN3_HUMAN"
-0.362637994999998,12.1160390375,-6.08402383147998,0.000444070194787987,0.00160646681196049,-0.921939227693716,"SELS_HUMAN",9,-5.85495186177432,0.000439809177237114,0.00153314787218016,-0.362637994999998,"Non-significant",2.81441595540345,"SELENOS","SELS_HUMAN"
-0.108115432500004,12.15915954125,-4.8712252368495,0.00166450684943758,0.00466272124756045,-2.38484127165153,"FND3A_HUMAN",57,-5.85431286934406,0.000440117866739348,0.00153358970597187,-0.108115432500004,"Non-significant",2.81429081526733,"FNDC3A","FND3A_HUMAN"
-0.193510535000001,12.000843285,-5.74298836479908,0.000631639900601584,0.00213733148220423,-1.31336118790192,"MK08_HUMAN",18,-5.8528893955843,0.000440806390813726,0.00153535416040037,-0.193510535000001,"Non-significant",2.81379142985028,"MAPK8","MK08_HUMAN"
-0.259411574749999,10.058451295125,-5.60956258236293,0.000727853191064774,0.00238904772098325,-1.47062839054133,"RUSD2_HUMAN",24,-5.8487038262782,0.000442837825994589,0.00154179266225047,-0.259411574749999,"Non-significant",2.81197402556835,"RPUSD2","RUSD2_HUMAN"
0.1158573625,14.46206724625,4.96737735179295,0.00148819361239854,0.00424568141232682,-2.26147003453345,"CAN1_HUMAN",53,5.84430916787491,0.000444981880775091,0.00154861778408474,0.1158573625,"Non-significant",2.81005575767386,"CAPN1","CAN1_HUMAN"
-0.619096759999996,13.1322743875,-6.82692257939084,0.000215973955643904,0.000909312923138095,-0.118924761601875,"EIF1_HUMAN",3,-5.84226579844081,0.000445982699338547,0.00155146024462427,-0.619096759999996,"Up in D1CM",2.80925934851134,"EIF1","EIF1_HUMAN"
-0.199032787500002,16.37088155625,-5.98490035349408,0.000491239692947831,0.00174270175583218,-1.03416949107191,"RS5_HUMAN",14,-5.84113968905705,0.0004465353175289,0.00155274182815639,-0.199032787500002,"Non-significant",2.80890074770207,"RPS5","RS5_HUMAN"
-0.20376444,14.241815805,-6.08130298632012,0.000445295435848437,0.00160951767957396,-0.92500327320216,"NDUS8_HUMAN",13,-5.83798511791484,0.000448087400038205,0.00155749636904001,-0.20376444,"Non-significant",2.80757295712961,"NDUFS8","NDUS8_HUMAN"
0.729372977500001,11.57335138375,6.12951943365509,0.00042413019333788,0.00155232019090099,-0.870842555889937,"APOC2_HUMAN",4,5.82899192813436,0.000452544962079317,0.00157234191482546,0.729372977500001,"Up in D2B",2.8034530081849,"APOC2","APOC2_HUMAN"
-0.171450375000003,10.56996477,-5.68957166338237,0.000668348290902177,0.00222932637277976,-1.37603935913857,"DMAP1_HUMAN",19,-5.8281013600445,0.000452989040191806,0.00157323634931056,-0.171450375000003,"Non-significant",2.8032060278594,"DMAP1","DMAP1_HUMAN"
0.0776183600000007,15.271990895,4.35791535858661,0.00309522875284578,0.00779960632518299,-3.06576714544956,"PSMD1_HUMAN",56,5.82302542610461,0.000455529344476517,0.00158127019968916,0.0776183600000007,"Non-significant",2.80099391361765,"PSMD1","PSMD1_HUMAN"
-0.926560878500005,8.97926783575,-5.83456249192532,0.000573816261973501,0.00197335670019365,-1.20678205595859,"RBIS_HUMAN",5,-5.82273043200145,0.000455677460558188,0.00158127019968916,-0.926560878500005,"Up in D1CM",2.80099391361765,"RBIS","RBIS_HUMAN"
-0.150076867499999,14.41730713625,-6.51005191325281,0.000291526840734015,0.00115365246035071,-0.453424854307366,"PRRC1_HUMAN",13,-5.82222704161774,0.000455930334975202,0.00158149662284197,-0.150076867499999,"Non-significant",2.80093173114798,"PRRC1","PRRC1_HUMAN"
1.681909084,7.46523094175,5.64596409369611,0.000700079537473304,0.00231319891076538,-1.427487811347,"TOR3A_HUMAN",10,5.82045114025851,0.000456823684898987,0.00158394357877975,1.681909084,"Up in D2B",2.80026029235576,"TOR3A","TOR3A_HUMAN"
-0.220920084999999,12.75900364,-6.29661910406726,0.000359019600971141,0.0013600791984655,-0.68537684003046,"B4GT1_HUMAN",11,-5.81993628774101,0.000457083037929923,0.00158419117052275,-0.220920084999999,"Non-significant",2.80019241157639,"B4GALT1","B4GT1_HUMAN"
0.113255497500003,14.82100272375,5.0806141519318,0.00130652487673053,0.00381987450085383,-2.11785629085047,"SRC8_HUMAN",35,5.8152096619548,0.000459471656376095,0.00159128590342187,0.113255497500003,"Non-significant",2.79825178444931,"CTTN","SRC8_HUMAN"
-0.217427252499999,11.16975688875,-5.65754642776957,0.00069149121274389,0.00228930849655076,-1.41379826504908,"MBLC2_HUMAN",19,-5.81455887172831,0.000459801614433354,0.00159128590342187,-0.217427252499999,"Non-significant",2.79825178444931,"MBLAC2","MBLC2_HUMAN"
0.188001157500002,11.24500179375,5.37663353555794,0.000937409558868791,0.00291888628433877,-1.75090651715692,"EXOC1_HUMAN",41,5.81454031646337,0.000459811026001528,0.00159128590342187,0.188001157500002,"Non-significant",2.79825178444931,"EXOC1","EXOC1_HUMAN"
0.266956567499999,14.83543861125,5.58991363009525,0.000743352628908239,0.00242481397409735,-1.49398858589834,"GNAI2_HUMAN",23,5.8142072920391,0.000459979978245042,0.00159128590342187,0.266956567499999,"Non-significant",2.79825178444931,"GNAI2","GNAI2_HUMAN"
-0.21609354025,8.408155918125,-5.36793416661624,0.000946440748562348,0.00294265919204428,-1.76151732218839,"SMG1_HUMAN",87,-5.81402202265173,0.000460074000075822,0.00159128590342187,-0.21609354025,"Non-significant",2.79825178444931,"SMG1","SMG1_HUMAN"
-0.123389007499997,13.15011131875,-5.19946941806827,0.00114183053339157,0.00343854575418277,-1.96905653901686,"LAP2A_HUMAN",32,-5.81228474918954,0.000460956677733281,0.00159368492067835,-0.123389007499997,"Non-significant",2.79759753660148,"TMPO","LAP2A_HUMAN"
-0.177220585000002,12.7646418825,-5.83606122812749,0.000572920281155634,0.00197188446298932,-1.205046849461,"TM9S1_HUMAN",16,-5.80743663714457,0.000463429827943454,0.00160157852387674,-0.177220585000002,"Non-significant",2.79545176343141,"TM9SF1","TM9S1_HUMAN"
-0.147236109999998,15.1070214525,-5.83709133639254,0.000572305361095152,0.00197057266694078,-1.20385438030943,"RAB18_HUMAN",17,-5.80696838599676,0.000463669470435789,0.00160174998618986,-0.147236109999998,"Non-significant",2.79540527108055,"RAB18","RAB18_HUMAN"
0.348750114750001,8.696729421625,5.60337476457944,0.000732695142261606,0.00240213432676899,-1.47797937139265,"RN5A_HUMAN",22,5.80529250652456,0.000464528277742441,0.00160405934170055,0.348750114750001,"Non-significant",2.79477956915885,"RNASEL","RN5A_HUMAN"
0.238941907999997,9.47624623775,6.37837216608695,0.00033129401680548,0.00127219921077603,-0.595883604328463,"CBG_HUMAN",10,5.80470713377615,0.000464828666978298,0.00160443932594598,0.238941907999997,"Non-significant",2.79467670169412,"SERPINA6","CBG_HUMAN"
-0.740321397500001,9.25834524625,-6.90526871069058,0.000200862951066019,0.00086293262718424,-0.0379806158520157,"ARF1_HUMAN",2,-5.7957618552546,0.000469445811563461,0.00161964551954113,-0.740321397500001,"Up in D1CM",2.79058002604555,"ARF1","ARF1_HUMAN"
0.229871990000001,13.759271025,5.59195075551611,0.000741728779913065,0.00242168142174158,-1.49156429076189,"VTDB_HUMAN",21,5.79542933248104,0.000469618418526341,0.00161964551954113,0.229871990000001,"Non-significant",2.79058002604555,"GC","VTDB_HUMAN"
1.19253289675,7.387152731625,6.37396111102648,0.00033272735394932,0.00127654022141048,-0.600691654749564,"PCOC1_HUMAN",1,5.79343024590425,0.00047065758939884,0.00162250838038016,1.19253289675,"Up in D2B",2.78981305135751,"PCOLCE","PCOC1_HUMAN"
-0.190212010249997,10.075084804875,-6.54873235765864,0.000280881888765665,0.00112366086397997,-0.411968886526214,"PEX26_HUMAN",11,-5.79309234020315,0.000470833491328732,0.00162250838038016,-0.190212010249997,"Non-significant",2.78981305135751,"PEX26","PEX26_HUMAN"
-0.13321447,12.9909749025,-5.45843365455331,0.000857014203526591,0.00271672535597053,-1.65163966800266,"S14L4_HUMAN",23,-5.78767580823339,0.000473663083404454,0.00163078241039417,-0.13321447,"Non-significant",2.78760398149137,"SEC14L4","S14L4_HUMAN"
0.133389950000002,12.38125658,6.76113997602051,0.000229649400316225,0.00095780049246188,-0.187420783643402,"NAGAB_HUMAN",13,5.78741797058276,0.000473798245150618,0.00163078241039417,0.133389950000002,"Non-significant",2.78760398149137,"NAGA","NAGAB_HUMAN"
0.114632602500006,17.81318378375,5.03277760910197,0.00138009386287288,0.00398693664979103,-2.17830467458757,"PGK1_HUMAN",38,5.78738613014607,0.00047381493926389,0.00163078241039417,0.114632602500006,"Non-significant",2.78760398149137,"PGK1","PGK1_HUMAN"
-0.302704332749997,9.872110366125,-6.83600567643364,0.000214158394729527,0.0009030220656204,-0.109505301236583,"EYA3_HUMAN",7,-5.78477118396828,0.000475188189996341,0.00163484132795068,-0.302704332749997,"Non-significant",2.78652439207981,"EYA3","EYA3_HUMAN"
0.153663875000003,11.95052564,6.17198834446318,0.000406414925845989,0.00150051310116331,-0.823378570856393,"DIAC_HUMAN",14,5.78421158401742,0.000475482637123225,0.00163518692301577,0.153663875000003,"Non-significant",2.78643259468922,"CTBS","DIAC_HUMAN"
-0.0943441349999965,17.04908514,-4.58830304072206,0.00233187401110581,0.00616929254225074,-2.75549677444987,"GANAB_HUMAN",71,-5.78285938722288,0.000476194960509274,0.0016369687284391,-0.0943441349999965,"Non-significant",2.7859596169815,"GANAB","GANAB_HUMAN"
0.358696460499999,8.83317399025,5.55173728964498,0.000774526937902208,0.00251137262409759,-1.53952364602963,"UBE3B_HUMAN",28,5.78102363606803,0.000477163902344904,0.00163963087356918,0.358696460499999,"Non-significant",2.78525391269361,"UBE3B","UBE3B_HUMAN"
0.246836185500003,9.6090340615,5.45543755691917,0.000859820027971476,0.00272357121975632,-1.65525941489297,"SIK3_HUMAN",37,5.77604419601349,0.00047980312046454,0.00164802791458664,0.246836185500003,"Non-significant",2.78303543642029,"SIK3","SIK3_HUMAN"
-0.133833884999998,13.1703617575,-5.49096087950066,0.000827198444084111,0.00264709783036635,-1.61242028068749,"ODPX_HUMAN",22,-5.77527043138035,0.000480214679006257,0.00164876966572046,-0.133833884999998,"Non-significant",2.78284001136191,"PDHX","ODPX_HUMAN"
-0.1511886125,12.51599180625,-5.3105891656299,0.00100844485471432,0.00309826550942191,-1.83172263292747,"SPS2L_HUMAN",31,-5.77250420529774,0.000481689201732749,0.001653158909367,-0.1511886125,"Non-significant",2.78168539800499,"SPATS2L","SPS2L_HUMAN"
-0.271293639999996,11.0014193075,-8.3844395523428,5.69360927658837e-05,0.000331972584793002,1.37171390806735,"ASURF_HUMAN",6,-5.7714396213337,0.00048225800471986,0.00165443741220338,-0.271293639999996,"Non-significant",2.78134965766632,"ASDURF","ASURF_HUMAN"
-0.656670331750003,8.191205382375,-5.66729166069161,0.000684355835752756,0.00227008468216225,-1.40229387118412,"JMJD4_HUMAN",10,-5.76926514115408,0.000483422127294895,0.00165775635108571,-0.656670331750003,"Up in D1CM",2.78047929957268,"JMJD4","JMJD4_HUMAN"
-0.203643082499999,13.33997595375,-5.40686835810364,0.000906757432904409,0.00284445790917427,-1.71410914265769,"ACSF3_HUMAN",33,-5.76327480941894,0.000486645173894617,0.00166737455373383,-0.203643082499999,"Non-significant",2.77796683067712,"ACSF3","ACSF3_HUMAN"
-0.265133380499998,9.36683845525,-5.6404126916989,0.00070423792166776,0.00232238710553112,-1.43405553019728,"ARP5_HUMAN",17,-5.76304463406975,0.000486769490323795,0.00166737455373383,-0.265133380499998,"Non-significant",2.77796683067712,"ACTR5","ARP5_HUMAN"
1.24503958225,6.920732915375,6.25632771430203,0.000373630575421273,0.00140344568637518,-0.729782048880608,"MFAP4_HUMAN",1,5.76269130976681,0.00048696038706177,0.00166737455373383,1.24503958225,"Up in D2B",2.77796683067712,"MFAP4","MFAP4_HUMAN"
0.103802202499999,11.23725676375,4.73141724637125,0.00196341208138637,0.00534030346369981,-2.56657458796807,"PHLB2_HUMAN",65,5.76258439223989,0.000487018169568478,0.00166737455373383,0.103802202499999,"Non-significant",2.77796683067712,"PHLDB2","PHLB2_HUMAN"
-0.134344337499998,14.75889098625,-5.43289286070955,0.000881263117547904,0.00278338047127318,-1.68253607823918,"SBDS_HUMAN",23,-5.75663547536056,0.000490245164612666,0.00167774116626884,-0.134344337499998,"Non-significant",2.77527503917583,"SBDS","SBDS_HUMAN"
-0.132860897499999,13.31047952125,-5.00800723997374,0.00141998045317634,0.00408359441822702,-2.20973244515201,"MA2A1_HUMAN",65,-5.755450866073,0.000490890571993631,0.0016792681133662,-0.132860897499999,"Non-significant",2.77487995850191,"MAN2A1","MA2A1_HUMAN"
-0.213432788749998,9.112315416375,-6.25888066075727,0.000372685336231885,0.00140114393358544,-0.726962546718972,"ARP6_HUMAN",11,-5.75149170835656,0.000493054446528657,0.00168538934937623,-0.213432788749998,"Non-significant",2.77329975488004,"ACTR6","ARP6_HUMAN"
-0.317030668499999,8.65302932275,-6.10001612197282,0.00043694419450273,0.00158955658846073,-0.903948513148368,"S41A2_HUMAN",9,-5.75139333786928,0.000493108344774921,0.00168538934937623,-0.317030668499999,"Non-significant",2.77329975488004,"SLC41A2","S41A2_HUMAN"
0.206159352500002,11.61590635875,6.11317031652663,0.000431178395776332,0.00157401589345981,-0.889174599429722,"VAMP7_HUMAN",12,5.75081725972471,0.000493424114820143,0.00168538934937623,0.206159352500002,"Non-significant",2.77329975488004,"VAMP7","VAMP7_HUMAN"
0.138647795000001,12.4573303475,5.29819762205159,0.00102242726303436,0.00313383250913331,-1.84695269302591,"GDS1_HUMAN",28,5.75071578136679,0.000493479762043011,0.00168538934937623,0.138647795000001,"Non-significant",2.77329975488004,"RAP1GDS1","GDS1_HUMAN"
0.200945377500002,15.00243544375,5.72339996087499,0.000644834086955217,0.00217064956826898,-1.33630212458044,"CPNS1_HUMAN",16,5.74806827366079,0.000494934015400649,0.00168967145233377,0.200945377500002,"Non-significant",2.77219773343952,"CAPNS1","CPNS1_HUMAN"
-0.142335655,10.2314912075,-5.43923838529247,0.000875168218855066,0.00276802736087405,-1.67485167143951,"MERL_HUMAN",23,-5.74750141901467,0.000495245998508634,0.00169005203296732,-0.142335655,"Non-significant",2.77209992421312,"NF2","MERL_HUMAN"
1.358945489,8.6546534895,5.85682752817735,0.000560664735557535,0.00193527996506348,-1.18103408584092,"ATNG_HUMAN",2,5.74378094140912,0.000497299057378033,0.00169571654374617,1.358945489,"Up in D2B",2.77064674274872,"FXYD2","ATNG_HUMAN"
0.155519722499998,14.29642903625,5.30060564999899,0.00101969334208363,0.00312658973460275,-1.84399140035076,"LPP_HUMAN",31,5.74376430883831,0.000497308256749381,0.00169571654374617,0.155519722499998,"Non-significant",2.77064674274872,"LPP","LPP_HUMAN"
0.230671882500005,9.844767332,6.13000475793513,0.000423922941378821,0.00155223565285929,-0.870298879052526,"FKBP7_HUMAN",11,5.7413711802112,0.000498633841907365,0.00169954899047197,0.230671882500005,"Non-significant",2.76966631211358,"FKBP7","FKBP7_HUMAN"
-0.141059157499999,10.77297890125,-5.17773634439725,0.0011701418061385,0.0034963223268137,-1.99611738640664,"SYVM_HUMAN",37,-5.74007265439877,0.000499354744746813,0.00170131816631806,-0.141059157499999,"Non-significant",2.76921446066431,"VARS2","SYVM_HUMAN"
0.113489152500001,12.77443552125,4.86565415416755,0.00167540754885227,0.00468547121077497,-2.3920297048064,"NCKP1_HUMAN",55,5.73904730676003,0.000499924800345584,0.00170212207105871,0.113489152500001,"Non-significant",2.76900929684478,"NCKAP1","NCKP1_HUMAN"
-0.1866002125,12.58601474875,-5.31374144473157,0.00100492180087737,0.00309254686367119,-1.82785164800598,"SYDM_HUMAN",40,-5.73892189843721,0.00049999457206565,0.00170212207105871,-0.1866002125,"Non-significant",2.76900929684478,"DARS2","SYDM_HUMAN"
0.297011375499997,9.689614296,5.48987249121048,0.000828177269188274,0.00264821934825037,-1.61373027241786,"ITB2_HUMAN",28,5.73573437419963,0.000501771586118816,0.00170748191336112,0.297011375499997,"Non-significant",2.76764388792114,"ITGB2","ITB2_HUMAN"
-0.502303123750002,8.127334117875,-6.05679649433885,0.00045650268798205,0.00163808478373806,-0.952642956925192,"SNX10_HUMAN",6,-5.7350685973309,0.000502143629995967,0.00170805837660856,-0.502303123750002,"Up in D1CM",2.76749729043523,"SNX10","SNX10_HUMAN"
0.420960428000001,9.831658841,6.31395083950181,0.000352931802520704,0.00134203205459808,-0.666336452841557,"THAP4_HUMAN",6,5.73254222789063,0.000503558167896762,0.00171217902267116,0.420960428000001,"Non-significant",2.76645082815568,"THAP4","THAP4_HUMAN"
-0.101708412499999,17.24246835875,-4.93309640458161,0.00154856996936967,0.00439093374199749,-2.30530481909885,"AATC_HUMAN",34,-5.73163809555233,0.000504065468581663,0.00171321283656243,-0.101708412499999,"Non-significant",2.76618868023196,"GOT1","AATC_HUMAN"
-0.461043596000003,8.77700531475,-5.85890569598991,0.00055945443702136,0.00193343232868103,-1.17863411235193,"CC174_HUMAN",8,-5.72873292758598,0.000505699356017733,0.00171807330587403,-0.461043596000003,"Non-significant",2.76495830985438,"CCDC174","CC174_HUMAN"
-0.254718065,10.8377650975,-5.67886010921444,0.000675991635642118,0.00224859254018446,-1.38865351882403,"RRS1_HUMAN",15,-5.72826065444834,0.00050596551795802,0.00171828499229176,-0.254718065,"Non-significant",2.76490480306885,"RRS1","RRS1_HUMAN"
0.292785882499999,11.00189959875,5.79245091603689,0.000599640877830869,0.00204879325465602,-1.25565763588109,"MFR1L_HUMAN",12,5.7277534517505,0.000506251537627857,0.0017185639189147,0.292785882499999,"Non-significant",2.76483431041899,"MTFR1L","MFR1L_HUMAN"
-0.14196134,10.15923631,-5.25312700962369,0.00107512693998238,0.00326802920198755,-1.90252672706464,"SMG8_HUMAN",30,-5.72526164387692,0.000507659302915485,0.00172259255098167,-0.14196134,"Non-significant",2.76381743513828,"SMG8","SMG8_HUMAN"
-0.274270058499999,10.13027834825,-5.48224424516895,0.000835073831787675,0.00265996744737054,-1.62291619069929,"ZC11A_HUMAN",26,-5.72492996161673,0.000507847014970867,0.00172259255098167,-0.274270058499999,"Non-significant",2.76381743513828,"ZC3H11A","ZC11A_HUMAN"
-0.342582707500002,10.88750934625,-7.6263338408903,0.000106004631004414,0.000528393278968778,0.676116530188303,"CA122_HUMAN",5,-5.71761313567392,0.000512007446811835,0.00173600594094005,-0.342582707500002,"Non-significant",2.76044879291928,"C1orf122","CA122_HUMAN"
0.404935121249999,8.229817032875,5.75530362184269,0.000623498669117957,0.00211317663128076,-1.29896405000976,"HDAC8_HUMAN",10,5.71707747379417,0.000512313505286497,0.00173634520951342,0.404935121249999,"Non-significant",2.76036392680789,"HDAC8","HDAC8_HUMAN"
-0.201315877499997,10.94095540125,-5.59949498516066,0.000735749322180383,0.00240837116542401,-1.48259107113988,"TYY1_HUMAN",18,-5.71609543516225,0.000512875132523478,0.00173755003699373,-0.201315877499997,"Non-significant",2.76006267998828,"YY1","TYY1_HUMAN"
0.139618872499996,11.65494751875,4.99427568036041,0.00144263970084528,0.00413324610415529,-2.22719191374606,"TLN2_HUMAN",83,5.71464291730552,0.000513707073049882,0.00173966931246985,0.139618872499996,"Non-significant",2.75953329736017,"TLN2","TLN2_HUMAN"
-0.498432278500001,8.44640487425,-5.67077804085643,0.000681823061052203,0.0022626325124445,-1.39818121162744,"ESS2_HUMAN",10,-5.71134552575114,0.000515601214037085,0.00174538258358176,-0.498432278500001,"Non-significant",2.75810936198456,"ESS2","ESS2_HUMAN"
0.125189065000002,14.4468950025,4.91441109200406,0.00158261479677373,0.00446853319912958,-2.3292677857239,"DDB1_HUMAN",66,5.70916679569577,0.000516856984967303,0.00174893116270148,0.125189065000002,"Non-significant",2.75722728385879,"DDB1","DDB1_HUMAN"
1.31256413425,7.964713454125,5.83472519459944,0.000573718918892864,0.00197335670019365,-1.20659366795317,"NUPR1_HUMAN",2,5.70407942290963,0.000519802398421799,0.00175819198085768,1.31256413425,"Up in D2B",2.7549337051013,"NUPR1","NUPR1_HUMAN"
0.242116452499999,11.24367141875,6.21357110863142,0.000389866066356654,0.00144968563872117,-0.777121946380656,"GIPC2_HUMAN",10,5.70336352031849,0.000520218366413098,0.00175889314500441,0.242116452499999,"Non-significant",2.75476054368327,"GIPC2","GIPC2_HUMAN"
-0.215034960000001,11.2760174275,-5.48197044039189,0.000835322557028096,0.00265996744737054,-1.62324605259244,"PPIP2_HUMAN",22,-5.70284982309651,0.000520517071432309,0.00175919743187768,-0.215034960000001,"Non-significant",2.75468541764122,"PSTPIP2","PPIP2_HUMAN"
0.21834421,15.740695715,5.77051938588459,0.000613600885635972,0.00208634201896959,-1.28120359604109,"SKP1_HUMAN",14,5.70227249750098,0.00052085300109326,0.00175962723295194,0.21834421,"Non-significant",2.7545793252646,"SKP1","SKP1_HUMAN"
0.203379157500002,11.53322386875,7.12143475158135,0.000164964034811808,0.000741195015686955,0.181849538894078,"CANB1_HUMAN",9,5.70155258229601,0.00052127223498435,0.00176033800828649,0.203379157500002,"Non-significant",2.75440393386798,"PPP3R1","CANB1_HUMAN"
-0.374016279999999,10.589597225,-6.52705553169173,0.000286792795387143,0.0011401222216394,-0.435179446407176,"BET1L_HUMAN",6,-5.70069380526349,0.000521772820620458,0.00176132282939921,-0.374016279999999,"Non-significant",2.75416103575497,"BET1L","BET1L_HUMAN"
