"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D1CM_vs_D2B","Diff_Abund","negLog10_sca_adjPval","Genes","Protein.Names"
1.59403038,15.45023346,42.9035174492991,5.92605971623568e-10,1.36338579319194e-07,13.8855525633762,"FGL1_HUMAN",19,44.0778254469554,1.55308485952948e-10,3.2727380702435e-08,1.59403038,"Up in D2B",7.48508875155111,"FGL1","FGL1_HUMAN"
0.577290769999999,12.6339722875,34.4513561540527,2.86418647234154e-09,3.40031377117843e-07,12.2730451496081,"PFKAP_HUMAN",36,43.7397214390091,1.64760554237913e-10,3.34980567055457e-08,0.577290769999999,"Up in D2B",7.47498038659115,"PFKP","PFKAP_HUMAN"
0.870625734999997,11.0008581875,43.9317625789403,4.99844070760365e-10,1.20376733498261e-07,14.0552642899233,"GBA3_HUMAN",18,43.6657525229709,1.66914032700548e-10,3.34980567055457e-08,0.870625734999997,"Up in D2B",7.47498038659115,"GBA3","GBA3_HUMAN"
0.887055397499999,12.63328337625,36.5971544232138,1.85653879644132e-09,2.58734707760707e-07,12.7236226991176,"FA5_HUMAN",71,43.2614081306868,1.79262668790145e-10,3.44659505664334e-08,0.887055397499999,"Up in D2B",7.4626097392193,"F5","FA5_HUMAN"
0.862291813249998,10.338524103375,39.4794591360741,1.07720946036565e-09,2.16185679557669e-07,13.2823109001441,"S4A4_HUMAN",26,43.2409360758305,1.79914797119833e-10,3.44659505664334e-08,0.862291813249998,"Up in D2B",7.4626097392193,"SLC4A4","S4A4_HUMAN"
1.367661,10.9415445325,40.1305761293749,9.57788576307833e-10,1.96907314870701e-07,13.4017990577968,"CDHR2_HUMAN",33,43.0831691078209,1.85031249919683e-10,3.46584090127334e-08,1.367661,"Up in D2B",7.46019137736502,"CDHR2","CDHR2_HUMAN"
-1.0707576255,9.93359744475,-48.0229528037825,2.63500851995729e-10,8.06136641646071e-08,14.6842132762627,"INGR1_HUMAN",13,-42.5822147480617,2.02399669147508e-10,3.70875393748771e-08,-1.0707576255,"Up in D1CM",7.43077197959569,"IFNGR1","INGR1_HUMAN"
-0.815517899999996,16.0479238025,-39.0730948386812,1.16030792270908e-09,2.22278079102609e-07,13.2065324700106,"AACT_HUMAN",24,-42.2724201891518,2.14059364074976e-10,3.83894974422972e-08,-0.815517899999996,"Up in D1CM",7.4157875732034,"SERPINA3","AACT_HUMAN"
0.84207535,15.042467595,35.5383364582471,2.29197610878276e-09,2.89560707277604e-07,12.5052399014091,"ITIH2_HUMAN",51,41.5112865641251,2.46068596422954e-10,4.32106708176891e-08,0.84207535,"Up in D2B",7.36440899149577,"ITIH2","ITIH2_HUMAN"
-0.474652532499999,13.96838676875,-29.46375910852,8.78522650450679e-09,7.35705269910438e-07,11.0888117444729,"HS105_HUMAN",48,-41.2600774848835,2.57794171378168e-10,4.43458585825832e-08,-0.474652532499999,"Non-significant",7.35314693228577,"HSPH1","HS105_HUMAN"
-1.21129918,15.155724405,-38.6928086960405,1.24473861673966e-09,2.24246288438213e-07,13.1347585380277,"SQSTM_HUMAN",24,-40.7840223425756,2.81787939991704e-10,4.75038109238014e-08,-1.21129918,"Up in D1CM",7.32327154833748,"SQSTM1","SQSTM_HUMAN"
0.535062314999998,15.004419565,31.3516415106903,5.63075726954305e-09,5.58372388529158e-07,11.5618917745074,"PH4H_HUMAN",41,40.6762239514504,2.87565185635896e-10,4.75271950926465e-08,0.535062314999998,"Up in D2B",7.32305781565961,"PAH","PH4H_HUMAN"
1.0827178925,13.15750479625,35.9456287972883,2.11200633691684e-09,2.73878483290339e-07,12.590131431027,"CO5_HUMAN",77,40.4323782233108,3.01133863035226e-10,4.88126409908446e-08,1.0827178925,"Up in D2B",7.31146769435696,"C5","CO5_HUMAN"
-0.627489566250002,10.294255971875,-32.4777934673585,4.37243081647566e-09,4.60690241900917e-07,11.8291406648972,"URGCP_HUMAN",42,-39.8433869838519,3.36994325322452e-10,5.35948144932632e-08,-0.627489566250002,"Up in D1CM",7.27087722795471,"URGCP","URGCP_HUMAN"
3.78914296725,8.767010748875,37.9352413457786,1.43464010993054e-09,2.24246288438213e-07,12.9892416681874,"LAMB1_HUMAN",56,39.4498611293232,3.63638935212639e-10,5.58130581491643e-08,3.78914296725,"Up in D2B",7.25326418065625,"LAMB1","LAMB1_HUMAN"
1.115205765,13.467107295,36.160341785157,2.02363804338322e-09,2.70749921709162e-07,12.6344341262802,"BGH3_HUMAN",36,39.3770748927911,3.6882356699645e-10,5.58130581491643e-08,1.115205765,"Up in D2B",7.25326418065625,"TGFBI","BGH3_HUMAN"
1.3554937875,14.15691673625,38.1125898734918,1.38738930297063e-09,2.24246288438213e-07,13.0236150495712,"LG3BP_HUMAN",20,39.3495363724138,3.70806887691684e-10,5.58130581491643e-08,1.3554937875,"Up in D2B",7.25326418065625,"LGALS3BP","LG3BP_HUMAN"
3.9482953575,16.29501974625,37.4678257488611,1.56820093797406e-09,2.40333921930606e-07,12.8977291510559,"FINC_HUMAN",161,38.9923928283367,3.97650164541641e-10,5.88033901214297e-08,3.9482953575,"Up in D2B",7.23059763534243,"FN1","FINC_HUMAN"
1.338695287,9.689710259,37.9279428854614,1.43662351117137e-09,2.24246288438213e-07,12.9878230157254,"GBP7_HUMAN",18,38.7003465641277,4.21237895088018e-10,6.12174865120155e-08,1.338695287,"Up in D2B",7.21312450578036,"GBP7","GBP7_HUMAN"
-1.032723905,11.4769301425,-35.9782777307805,2.0982903472877e-09,2.73878483290339e-07,12.5968878954772,"GBP4_HUMAN",26,-38.4189017173862,4.45474581860184e-10,6.31454794794576e-08,-1.032723905,"Up in D1CM",7.19965773469532,"GBP4","GBP4_HUMAN"
1.2631342425,11.31526482125,37.9700117714222,1.42523371850821e-09,2.24246288438213e-07,12.9959958011752,"EKI2_HUMAN",17,38.3739754835368,4.4948733761626e-10,6.31454794794576e-08,1.2631342425,"Up in D2B",7.19965773469532,"ETNK2","EKI2_HUMAN"
-0.690968274999998,15.50190699,-35.5174933094591,2.3016451996203e-09,2.89560707277604e-07,12.5008651979539,"GBP1_HUMAN",23,-38.246546929214,4.61092991943448e-10,6.37139808047758e-08,-0.690968274999998,"Up in D1CM",7.19576525965602,"GBP1","GBP1_HUMAN"
3.23567128000001,16.343871475,36.5536897677086,1.87244242180604e-09,2.58734707760707e-07,12.7148040073553,"FIBA_HUMAN",58,38.0852000890984,4.76276288174292e-10,6.47505295648566e-08,3.23567128000001,"Up in D2B",7.18875667533699,"FGA","FIBA_HUMAN"
1.3164067275,10.89649677125,37.2505912725572,1.6350519909198e-09,2.46104521990411e-07,12.8547381343494,"ASM3A_HUMAN",17,37.7400526433596,5.10689870950097e-10,6.83270622577519e-08,1.3164067275,"Up in D2B",7.16540725149559,"SMPDL3A","ASM3A_HUMAN"
1.196204185,10.085947275,38.4361658577014,1.30566992561378e-09,2.24246288438213e-07,13.0858436001086,"F151A_HUMAN",14,37.2293710368357,5.66883579310507e-10,7.46603389063792e-08,1.196204185,"Up in D2B",7.12691004300821,"FAM151A","F151A_HUMAN"
0.663134337499999,11.14348709625,31.2147336290696,5.81012442069816e-09,5.62914238414538e-07,11.5286669234796,"UBA7_HUMAN",41,36.9007010953667,6.06734861538804e-10,7.86795099678551e-08,0.663134337499999,"Up in D2B",7.10413835361949,"UBA7","UBA7_HUMAN"
1.6025021075,12.21862924125,35.2343161248711,2.43771825518027e-09,3.02169517248743e-07,12.4411331853677,"HEP2_HUMAN",25,36.815280800475,6.17603603291035e-10,7.88754662445476e-08,1.6025021075,"Up in D2B",7.1030580605613,"SERPIND1","HEP2_HUMAN"
1.0607841025,15.28388416875,34.1452165238798,3.05356708459924e-09,3.57479402167875e-07,12.2061210745331,"APOA1_HUMAN",30,36.7145461561199,6.3070446517959e-10,7.9265633502447e-08,1.0607841025,"Up in D2B",7.10091506508178,"APOA1","APOA1_HUMAN"
-1.095760105,11.0278505075,-38.177370024507,1.37057353780594e-09,2.24246288438213e-07,13.0361233591198,"CD123_HUMAN",14,-36.5909574283809,6.47208292797422e-10,7.9265633502447e-08,-1.095760105,"Up in D1CM",7.10091506508178,"CDC123","CD123_HUMAN"
0.752810954999998,14.60141802,31.8480871995047,5.03119951121258e-09,5.04856912857272e-07,11.6810163920687,"PLOD2_HUMAN",41,36.5787082860514,6.48870413058351e-10,7.9265633502447e-08,0.752810954999998,"Up in D2B",7.10091506508178,"PLOD2","PLOD2_HUMAN"
0.745887517999998,9.855464101,34.7150325309771,2.71173477300821e-09,3.2771592778559e-07,12.3301401571723,"ADDG_HUMAN",21,36.2721365356485,6.92081994884913e-10,8.33365590697848e-08,0.745887517999998,"Up in D2B",7.07916443533849,"ADD3","ADDG_HUMAN"
-1.48956584975,9.624086380125,-41.5487726541208,7.46287106980778e-10,1.61293692942076e-07,13.6541339602312,"TR10A_HUMAN",9,-35.9967333223799,7.33687087477717e-10,8.61441187738165e-08,-1.48956584975,"Up in D1CM",7.06477436733105,"TNFRSF10A","TR10A_HUMAN"
0.978457212500002,10.70689618625,32.7044491088,4.15978138166097e-09,4.54292059360903e-07,11.881662671726,"HXK2_HUMAN",39,35.905562936608,7.48076866535762e-10,8.61441187738165e-08,0.978457212500002,"Up in D2B",7.06477436733105,"HK2","HXK2_HUMAN"
0.851327657500001,14.32085311375,32.2596123106498,4.5888862614792e-09,4.77527435777879e-07,11.7781887229426,"NHRF3_HUMAN",36,35.8629820897138,7.54906545543109e-10,8.61441187738165e-08,0.851327657500001,"Up in D2B",7.06477436733105,"PDZK1","NHRF3_HUMAN"
3.08513617225,11.074489711375,37.028081413309,1.7069099915904e-09,2.52413058230096e-07,12.8103958963007,"F13A_HUMAN",7,35.8544857761047,7.56277706639272e-10,8.61441187738165e-08,3.08513617225,"Up in D2B",7.06477436733105,"F13A1","F13A_HUMAN"
-1.6766512375,11.17818844375,-34.6975177769754,2.72157016787179e-09,3.2771592778559e-07,12.3263631318247,"TRAF1_HUMAN",18,-35.6107225114134,7.96840722265561e-10,8.93884031721437e-08,-1.6766512375,"Up in D1CM",7.0487188208577,"TRAF1","TRAF1_HUMAN"
1.14874958975,8.650503754625,33.0364694791515,3.86917854325305e-09,4.29122446593157e-07,11.9578590768728,"MY15B_HUMAN",36,35.5577923726343,8.05969704719768e-10,8.93884031721437e-08,1.14874958975,"Up in D2B",7.0487188208577,"MYO15B","MY15B_HUMAN"
-0.492567537499998,11.04131054875,-29.3039577968101,9.13401372676628e-09,7.3919405235452e-07,11.0472305287135,"DDX20_HUMAN",30,-35.235777790716,8.64120225103504e-10,9.45931087973693e-08,-0.492567537499998,"Non-significant",7.02414050123339,"DDX20","DDX20_HUMAN"
0.35045719,11.82713151,22.1051582852089,6.83753561367061e-08,2.86734267102635e-06,8.86618311155669,"FYCO1_HUMAN",84,35.0528743985078,8.99251533820200e-10,9.71768099816726e-08,0.35045719,"Non-significant",7.01243736160246,"FYCO1","FYCO1_HUMAN"
2.63583386225,9.305014313875,33.1350972494207,3.78735564401063e-09,4.25648276311541e-07,11.9803258274851,"NID1_HUMAN",42,34.534421299527,1.00792647109927e-09,1.07541926897415e-07,2.63583386225,"Up in D2B",6.96842218625747,"NID1","NID1_HUMAN"
1.35342049625,10.399171471875,31.8762326616607,4.99944806155087e-09,5.04856912857272e-07,11.6877073265426,"SORL_HUMAN",72,34.2865440001864,1.06507077560678e-09,1.12218519594869e-07,1.35342049625,"Up in D2B",6.94993546487886,"SORL1","SORL_HUMAN"
-0.580553055000001,10.5606544,-27.4621028142425,1.45339113610763e-08,9.72272530654859e-07,10.549163515909,"RPA1_HUMAN",68,-34.0673955827859,1.11865274362995e-09,1.16019235724232e-07,-0.580553055000001,"Up in D1CM",6.93546999977035,"POLR1A","RPA1_HUMAN"
0.670969724999999,15.822078825,33.5804756010688,3.4415581680259e-09,3.97382106825894e-07,12.0808393498395,"MTND_HUMAN",19,34.0277329697087,1.12867212354811e-09,1.16019235724232e-07,0.670969724999999,"Up in D2B",6.93546999977035,"ADI1","MTND_HUMAN"
0.715223315000001,12.18732524,29.3690332591084,8.99011066565133e-09,7.35705269910438e-07,11.064193700542,"KLC4_HUMAN",45,33.7546505317022,1.20047251702076e-09,1.21913046336963e-07,0.715223315000001,"Up in D2B",6.91394981653933,"KLC4","KLC4_HUMAN"
0.6782212275,10.73074054625,29.4871065865573,8.73554724754651e-09,7.35705269910438e-07,11.0948660198839,"VLDLR_HUMAN",35,33.5203648758626,1.26620074556722e-09,1.27057215290311e-07,0.6782212275,"Up in D2B",6.89600066731734,"VLDLR","VLDLR_HUMAN"
-0.572854517500001,13.80947780375,-28.5593592767833,1.09815862079891e-08,8.11963071466141e-07,10.8501287639653,"RAGP1_HUMAN",33,-33.2582844688481,1.34458894326188e-09,1.33335767091228e-07,-0.572854517500001,"Up in D1CM",6.87505333620687,"RANGAP1","RAGP1_HUMAN"
0.919883964999997,12.855324865,30.813583580787,6.37427868963193e-09,6.03694326684354e-07,11.430367601769,"APOA4_HUMAN",29,33.1532446524812,1.37753305926515e-09,1.35014257634255e-07,0.919883964999997,"Up in D2B",6.86962036717219,"APOA4","APOA4_HUMAN"
0.6242387275,13.16666638875,27.045887170063,1.62109401892859e-08,1.05109242196531e-06,10.4315557997071,"MPRI_HUMAN",109,33.0392173379939,1.41433178388949e-09,1.3702761616557e-07,0.6242387275,"Up in D2B",6.86319189751758,"IGF2R","MPRI_HUMAN"
1.089387415,13.25247979,36.8940447832949,1.75192838223629e-09,2.54603522997753e-07,12.7835332912008,"SCD_HUMAN",11,32.778916441925,1.50256928861658e-09,1.43922233338058e-07,1.089387415,"Up in D2B",6.84187211037075,"SCD","SCD_HUMAN"
0.615755082499998,12.39834976125,29.4191962911638,8.88094306337448e-09,7.35705269910438e-07,11.077241346707,"AS3MT_HUMAN",27,32.6627548049369,1.54393919294326e-09,1.46223184913694e-07,0.615755082499998,"Up in D2B",6.83498376088179,"AS3MT","AS3MT_HUMAN"
2.6526088675,17.17426061625,31.2355031981874,5.78249990400381e-09,5.62914238414538e-07,11.5337177956859,"FIBG_HUMAN",40,32.5106603077826,1.60006437768407e-09,1.48953014348563e-07,2.6526088675,"Up in D2B",6.8269507035822,"FGG","FIBG_HUMAN"
-0.85564065,13.4886840575,-32.023489364989,4.83699671410367e-09,4.97207869550974e-07,11.7226059479396,"HMOX1_HUMAN",18,-32.3778934574851,1.65094558710871e-09,1.48953014348563e-07,-0.85564065,"Up in D1CM",6.8269507035822,"HMOX1","HMOX1_HUMAN"
0.525290017500001,11.42661356875,29.3974842730591,8.92800780050873e-09,7.35705269910438e-07,11.0715969658703,"PAXI_HUMAN",24,32.3778669878946,1.65095591172129e-09,1.48953014348563e-07,0.525290017500001,"Up in D2B",6.8269507035822,"PXN","PAXI_HUMAN"
-0.948704242750001,9.359166383625,-38.3928845213818,1.31627667587462e-09,2.24246288438213e-07,13.0775560775556,"RRN3_HUMAN",11,-32.3541705726845,1.66022814471167e-09,1.48953014348563e-07,-0.948704242750001,"Up in D1CM",6.8269507035822,"RRN3","RRN3_HUMAN"
0.644901515000003,12.26848948,28.3847253172108,1.14742906251431e-08,8.41015614602878e-07,10.803083548738,"BAIP2_HUMAN",35,32.3518983326987,1.66112034034463e-09,1.48953014348563e-07,0.644901515000003,"Up in D2B",6.8269507035822,"BAIAP2","BAIP2_HUMAN"
0.40966272,10.5174369825,23.0942357338118,5.00608224680474e-08,2.19772225303735e-06,9.20741094009312,"DEN4C_HUMAN",74,32.0499802219446,1.7846300142225e-09,1.57398272699604e-07,0.40966272,"Non-significant",6.80300003793087,"DENND4C","DEN4C_HUMAN"
0.9071493175,11.79843235125,36.3860373472349,1.93525535958997e-09,2.63101087515868e-07,12.6806730797001,"GELS_HUMAN",12,32.0312004681828,1.79264849675667e-09,1.57398272699604e-07,0.9071493175,"Up in D2B",6.80300003793087,"GSN","GELS_HUMAN"
-0.560502765000003,10.578783155,-26.9293918727079,1.67190179143237e-08,1.07576032060943e-06,10.3982863645233,"IFIH1_HUMAN",38,-31.7238913236803,1.92981519636103e-09,1.67694972063166e-07,-0.560502765000003,"Up in D1CM",6.77547995849086,"IFIH1","IFIH1_HUMAN"
-0.302978517499998,12.05992889375,-19.9214656895888,1.43220731274846e-07,4.64310593813723e-06,8.05308180176586,"ABCBB_HUMAN",63,-31.6510060762508,1.96406115367596e-09,1.68929300656476e-07,-0.302978517499998,"Non-significant",6.77229501585362,"ABCB11","ABCBB_HUMAN"
