"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D3BM_vs_D8C","Diff_Abund","negLog10_sca_adjPval","Genes","Protein.Names","D8C_vs_D3BM"
0.961819410000002,12.31179583,35.1425301329161,2.84192856330379e-09,3.34518527218882e-07,12.2808331971569,"COBL1_HUMAN",67,-42.7766617706357,2.46081559390479e-10,3.98888743096605e-08,-0.961819410000002,"Up in D3BM",7.39914821959392,"COBLL1","COBL1_HUMAN",0.961819410000002
0.792292594999999,14.2090640075,33.3455889944542,4.12763805276087e-09,4.18558670481071e-07,11.8878182102372,"PLMN_HUMAN",53,-42.5423623937167,2.5653091321252e-10,4.05162241615033e-08,-0.792292594999999,"Up in D3BM",7.39237103473899,"PLG","PLMN_HUMAN",0.792292594999999
3.71849322325,9.623247265875,43.2012646439001,6.53527400511704e-10,1.3206122000546e-07,13.7944644107505,"DMBT1_HUMAN",10,-42.4763414229524,2.59565322662377e-10,4.05162241615033e-08,-3.71849322325,"Up in D3BM",7.39237103473899,"DMBT1","DMBT1_HUMAN",3.71849322325
2.7405166605,11.11476802725,40.5419327021559,1.02758268737371e-09,1.83388173564489e-07,13.3348600815834,"CO6A1_HUMAN",24,-42.1200977938819,2.76655996049182e-10,4.17518708077888e-08,-2.7405166605,"Up in D3BM",7.37932405998166,"COL6A1","CO6A1_HUMAN",2.7405166605
0.927672630000002,13.28410852,35.6500108663696,2.56638081124978e-09,3.22866027731708e-07,12.3876810931466,"TFR1_HUMAN",38,-42.1053965143814,2.77388155799759e-10,4.17518708077888e-08,-0.927672630000002,"Up in D3BM",7.37932405998166,"TFRC","TFR1_HUMAN",0.927672630000002
-0.820818422499997,19.03959250625,-33.0724330559204,4.37617498178829e-09,4.19167942289699e-07,11.8259750072153,"K1C18_HUMAN",62,41.8496388636777,2.90482849734142e-10,4.23126147185608e-08,0.820818422499997,"Up in D8C",7.37353013650383,"KRT18","K1C18_HUMAN",-0.820818422499997
1.6220505225,14.00853359625,40.4052188018086,1.05260232785821e-09,1.83388173564489e-07,13.3102573932696,"LG3BP_HUMAN",20,-41.7522973866011,2.95649289678459e-10,4.23126147185608e-08,-1.6220505225,"Up in D3BM",7.37353013650383,"LGALS3BP","LG3BP_HUMAN",1.6220505225
-1.3098764375,13.68258905375,-38.6801792069878,1.43611601182139e-09,2.28396638936651e-07,12.9910465612933,"HTRA1_HUMAN",27,41.7425331088445,2.96173243373483e-10,4.23126147185608e-08,1.3098764375,"Up in D8C",7.37353013650383,"HTRA1","HTRA1_HUMAN",-1.3098764375
-2.63413071725,9.506994843875,-39.6081393347403,1.21306369036654e-09,1.96632958578838e-07,13.1648125614165,"FIL1L_HUMAN",33,41.4998878009484,3.09537157525733e-10,4.29603371870306e-08,2.63413071725,"Up in D8C",7.36693231860524,"FILIP1L","FIL1L_HUMAN",-2.63413071725
-1.1746776075,11.45842039625,-47.0870942056302,3.53729031486833e-10,9.50378524891412e-08,14.4071448375121,"PAG15_HUMAN",14,41.4008799051522,3.1518500892189e-10,4.29603371870306e-08,1.1746776075,"Up in D8C",7.36693231860524,"PLA2G15","PAG15_HUMAN",-1.1746776075
1.0939579,10.4098474975,37.0373127524848,1.95593025927862e-09,2.68030728133217e-07,12.6710451658445,"CO6_HUMAN",31,-41.3717708242876,3.16867625863992e-10,4.29603371870306e-08,-1.0939579,"Up in D3BM",7.36693231860524,"C6","CO6_HUMAN",1.0939579
-1.1756854075,14.01106929875,-43.1596144879267,6.58034314892549e-10,1.3206122000546e-07,13.7875329554604,"CRYM_HUMAN",16,41.2994196404565,3.2109399012729e-10,4.29603371870306e-08,1.1756854075,"Up in D8C",7.36693231860524,"CRYM","CRYM_HUMAN",-1.1756854075
-1.099055765,10.8652505875,-37.9194335656407,1.65424087350053e-09,2.44624496890104e-07,12.8448858157597,"APBA1_HUMAN",25,41.1125059412701,3.32310758127399e-10,4.37663653164976e-08,1.099055765,"Up in D8C",7.35885951892339,"APBA1","APBA1_HUMAN",-1.099055765
-0.592193125000001,11.566764595,-28.0988484010904,1.39206523785665e-08,7.63281718792178e-07,10.5886509486053,"MYO5B_HUMAN",77,40.6524804937863,3.61854692143853e-10,4.69242030781621e-08,0.592193125000001,"Up in D8C",7.32860309434211,"MYO5B","MYO5B_HUMAN",-0.592193125000001
-1.63149786125,10.544000149375,-38.1623032630899,1.58074568548037e-09,2.42256461507528e-07,12.8919194004581,"SCMC1_HUMAN",22,39.8155787177809,4.23550548113089e-10,5.36350814054408e-08,1.63149786125,"Up in D8C",7.27055105588418,"SLC25A24","SCMC1_HUMAN",-1.63149786125
0.920658830000001,10.63736236,33.1625392272259,4.29235273473859e-09,4.18558670481071e-07,11.8464388107149,"LAMC1_HUMAN",57,-39.7811578823661,4.26331765828038e-10,5.36350814054408e-08,-0.920658830000001,"Up in D3BM",7.27055105588418,"LAMC1","LAMC1_HUMAN",0.920658830000001
-1.13231015,11.11683929,-36.9960292990386,1.9715156180163e-09,2.68030728133217e-07,12.6627914481552,"FMO1_HUMAN",23,39.356667522429,4.62384870032207e-10,5.73153245514922e-08,1.13231015,"Up in D8C",7.24172924403017,"FMO1","FMO1_HUMAN",-1.13231015
-0.625624179999999,10.966831685,-28.637281045168,1.2167102684147e-08,7.02441839210106e-07,10.7338043344833,"JAK1_HUMAN",56,38.7435471788517,5.20711614735867e-10,6.32138099586814e-08,0.625624179999999,"Up in D8C",7.19918803352658,"JAK1","JAK1_HUMAN",-0.625624179999999
0.859689235000001,16.6257240775,31.2656703666214,6.52322508077817e-09,5.13871628092329e-07,11.4019045303336,"CO3_HUMAN",118,-38.7018668536579,5.24969355452331e-10,6.32138099586814e-08,-0.859689235000001,"Up in D3BM",7.19918803352658,"C3","CO3_HUMAN",0.859689235000001
-1.11060214,12.63271439,-35.4264581994236,2.68382983385923e-09,3.27855096660861e-07,12.34082970716,"CAP2_HUMAN",27,38.5397548676137,5.41908012798385e-10,6.43344033785576e-08,1.11060214,"Up in D8C",7.19155672222684,"CAP2","CAP2_HUMAN",-1.11060214
-2.093765735,16.2637293325,-37.9338798729097,1.64976190742818e-09,2.44624496890104e-07,12.847693319057,"TPM1_HUMAN",16,38.3661510179263,5.60736394876237e-10,6.56450982279417e-08,2.093765735,"Up in D8C",7.18279769748059,"TPM1","TPM1_HUMAN",-2.093765735
-0.887993812500005,11.63636851375,-32.1225328697952,5.38321671842498e-09,4.68077030885844e-07,11.6063502866587,"RIGI_HUMAN",49,38.1796917331959,5.8178775123839e-10,6.71765610299779e-08,0.887993812500005,"Up in D8C",7.17278223276486,"RIGI","RIGI_HUMAN",-0.887993812500005
-1.21846413625,9.639033436875,-43.795869133139,5.92873507821014e-10,1.28136687113419e-07,13.892536612552,"INGR1_HUMAN",13,37.9835400945948,6.04903648551904e-10,6.89017953195135e-08,1.21846413625,"Up in D8C",7.16176946187757,"IFNGR1","INGR1_HUMAN",-1.21846413625
-1.01002884,10.562784195,-32.5864660119299,4.86169639815084e-09,4.45426510217537e-07,11.7145141581585,"TENA_HUMAN",61,37.9065424536717,6.142601141206e-10,6.90346466923005e-08,1.01002884,"Up in D8C",7.16093289345354,"TNC","TENA_HUMAN",-1.01002884
-2.22924017775,9.004382013625,-39.8864606414095,1.15406146514273e-09,1.90736942935061e-07,13.2159912615119,"DAPK2_HUMAN",11,37.8316831375834,6.23513948477756e-10,6.91526193647237e-08,2.22924017775,"Up in D8C",7.16019136502538,"DAPK2","DAPK2_HUMAN",-2.22924017775
-1.1903862975,17.52535367125,-34.302409514832,3.37557568375631e-09,3.69515940758207e-07,12.10000634783,"CLUS_HUMAN",30,37.322491210005,6.90808916174102e-10,7.56211474601495e-08,1.1903862975,"Up in D8C",7.12135673702598,"CLU","CLUS_HUMAN",-1.1903862975
0.631122352500002,15.35135233375,31.6802143526994,5.94054046081303e-09,4.74580593960902e-07,11.5015843907882,"CGL_HUMAN",26,-37.185626996826,7.10271987799933e-10,7.6754904938021e-08,-0.631122352500002,"Up in D3BM",7.11489386185141,"CTH","CGL_HUMAN",0.631122352500002
-0.841308832500001,12.18158519375,-31.6967644902789,5.91853908909599e-09,4.74580593960902e-07,11.505533751148,"ITB5_HUMAN",36,36.9575511457941,7.44099883973258e-10,7.93926319241848e-08,0.841308832500001,"Up in D8C",7.10021980063524,"ITGB5","ITB5_HUMAN",-0.841308832500001
-2.59666847975,9.527043937625,-35.2387214000877,2.7872076266671e-09,3.34518527218882e-07,12.3012213556481,"TRFM_HUMAN",35,36.8427458982661,7.61814540138011e-10,8.02666844852912e-08,2.59666847975,"Up in D8C",7.09546467572363,"MELTF","TRFM_HUMAN",-2.59666847975
0.740526915000002,15.0699073075,30.4888769845173,7.79940503802377e-09,5.63330034707848e-07,11.2111022309972,"C4BPA_HUMAN",37,-36.716194244095,7.81896617271944e-10,8.12757200819709e-08,-0.740526915000002,"Up in D3BM",7.09003917407741,"C4BPA","C4BPA_HUMAN",0.740526915000002
1.25349235499999,15.9832224825,38.1990073081419,1.56996545163144e-09,2.42256461507528e-07,12.8989968780279,"A1AG1_HUMAN",15,-36.614204181503,7.98517331112348e-10,8.12757200819709e-08,-1.25349235499999,"Up in D3BM",7.09003917407741,"ORM1","A1AG1_HUMAN",1.25349235499999
-1.138203625,11.2031304825,-32.6023692522175,4.84486746685928e-09,4.45426510217537e-07,11.7181912326869,"MILK2_HUMAN",50,36.6032959243306,8.00318515458961e-10,8.12757200819709e-08,1.138203625,"Up in D8C",7.09003917407741,"MICALL2","MILK2_HUMAN",-1.138203625
-1.547945975,12.2162771225,-35.1156524143234,2.85743670183408e-09,3.34518527218882e-07,12.2751249110285,"FHL2_HUMAN",21,36.4551997085218,8.25232596723959e-10,8.28081614022173e-08,1.547945975,"Up in D8C",7.08192685793402,"FHL2","FHL2_HUMAN",-1.547945975
1.2999494075,11.94869601625,34.853514235134,3.01385099901809e-09,3.43293919874641e-07,12.2191882974554,"PDCD4_HUMAN",21,-36.2829639369448,8.55317729630237e-10,8.48173310947443e-08,-1.2999494075,"Up in D3BM",7.07151539739224,"PDCD4","PDCD4_HUMAN",1.2999494075
-1.0013113025,14.50138831125,-34.8603935509775,3.00962356672018e-09,3.43293919874641e-07,12.2206623909064,"QORX_HUMAN",20,36.0999392165088,8.8865457269581e-10,8.64842712653833e-08,1.0013113025,"Up in D8C",7.06306286968866,"TP53I3","QORX_HUMAN",-1.0013113025
-0.605129005000004,13.8345171225,-26.3698825217476,2.18355430043745e-08,1.01686072919267e-06,10.1013427005726,"MYLK_HUMAN",99,36.0785356180842,8.92648190780443e-10,8.64842712653833e-08,0.605129005000004,"Up in D8C",7.06306286968866,"MYLK","MYLK_HUMAN",-0.605129005000004
1.0064873675,12.86674260875,33.13242990552,4.32015711612922e-09,4.18558670481071e-07,11.8396077391026,"HEP2_HUMAN",25,-35.7532065352368,9.55919020330112e-10,9.10100617003533e-08,-1.0064873675,"Up in D3BM",7.04091059120217,"SERPIND1","HEP2_HUMAN",1.0064873675
1.113033535,14.4592224375,32.751226236975,4.69052229766954e-09,4.44229353337714e-07,11.752511804427,"AK1D1_HUMAN",30,-35.7215521033555,9.62341364224487e-10,9.10100617003533e-08,-1.113033535,"Up in D3BM",7.04091059120217,"AKR1D1","AK1D1_HUMAN",1.113033535
0.958543542500003,13.37240779625,31.9901666773474,5.54349830835167e-09,4.68077030885844e-07,11.5751684767648,"MA1A1_HUMAN",31,-35.6464064727585,9.77783952900757e-10,9.10100617003533e-08,-0.958543542500003,"Up in D3BM",7.04091059120217,"MAN1A1","MA1A1_HUMAN",0.958543542500003
1.2708783175,12.58884000875,32.6612997183434,4.78308270881111e-09,4.45426510217537e-07,11.7317993112503,"PCKGC_HUMAN",38,-35.6234840440845,9.82550197500552e-10,9.10100617003533e-08,-1.2708783175,"Up in D3BM",7.04091059120217,"PCK1","PCKGC_HUMAN",1.2708783175
-1.33242917,13.3786875,-40.1133218458733,1.10838006492229e-09,1.868507113446e-07,13.2573940812018,"CNN2_HUMAN",12,35.0661094750472,1.10693894731347e-09,9.97433312509919e-08,1.33242917,"Up in D8C",7.00111613120725,"CNN2","CNN2_HUMAN",-1.33242917
-0.833945037499999,15.69570219375,-32.5007599339605,4.95354560497766e-09,4.4654817829798e-07,11.6946628184391,"GBP1_HUMAN",23,35.0565713173083,1.10921730772231e-09,9.97433312509919e-08,0.833945037499999,"Up in D8C",7.00111613120725,"GBP1","GBP1_HUMAN",-0.833945037499999
