"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D1BM_vs_D5BM","Diff_Abund","negLog10_sca_adjPval","Genes","Protein.Names"
-0.622031211500001,8.03303027175,-8.24120843261706,6.6891473644503e-05,0.000216191806499047,1.00925097340842,"TECT3_HUMAN",10,-8.15093799351749,5.11585209447211e-05,0.000164460401618251,-0.622031211500001,"Up in D1BM",3.78393865351273,"TCTN3","TECT3_HUMAN"
-0.687443018000002,8.513225913,-8.39495838700013,5.92598971088878e-05,0.000196189387718493,1.1452870078874,"B3GT6_HUMAN",8,-8.15030118965512,5.11861063714978e-05,0.000164486347924268,-0.687443018000002,"Up in D1BM",3.78387014189151,"B3GALT6","B3GT6_HUMAN"
-0.408826589499999,9.71962034725,-10.3977939697326,1.42358396333246e-05,6.07256539824357e-05,2.74885250483384,"UB2J2_HUMAN",7,-8.14884038871824,5.12494490428696e-05,0.0001646271364262,-0.408826589499999,"Non-significant",3.78349857599621,"UBE2J2","UB2J2_HUMAN"
0.284440994999997,12.202014685,8.66632571905838,4.80667213814627e-05,0.000165102088281146,1.38045665229763,"CENPV_HUMAN",13,8.1459981168126,5.13729459140063e-05,0.000164960975660632,0.284440994999997,"Non-significant",3.78261878342104,"CENPV","CENPV_HUMAN"
-0.238200187500002,11.00208783125,-7.31116460041495,0.000145210066852644,0.000415047695320766,0.139847160132337,"DHX29_HUMAN",68,-8.14543801276627,5.13973217042422e-05,0.000164976399331705,-0.238200187500002,"Non-significant",3.78257817925946,"DHX29","DHX29_HUMAN"
0.172941445000001,12.57817304,8.02269552330871,7.97189836683626e-05,0.000249981887403507,0.812308651346063,"RT4I1_HUMAN",19,8.13972207726798,5.16468208443304e-05,0.000165714142709121,0.172941445000001,"Non-significant",3.78064042556722,"RTN4IP1","RT4I1_HUMAN"
-0.265575409999999,10.915272235,-7.53901578918927,0.000119249207957268,0.000353428823442971,0.360584357593044,"RBM27_HUMAN",36,-8.13660753255964,5.17833398896311e-05,0.000166088954311149,-0.265575409999999,"Non-significant",3.77965924919356,"RBM27","RBM27_HUMAN"
-0.437880515,10.9165804375,-8.18824348566861,6.97723805603329e-05,0.000223415221746842,0.961907535536829,"GLP3L_HUMAN",13,-8.13601222184595,5.18094799112129e-05,0.000166109587741199,-0.437880515,"Non-significant",3.7796052996201,"GOLPH3L","GLP3L_HUMAN"
-0.138340230000001,15.54537189,-6.80502926636039,0.000228976231684945,0.000614858444368399,-0.369950247422276,"PRS7_HUMAN",35,-8.13154603938868,5.20060607913207e-05,0.000166676458711042,-0.138340230000001,"Non-significant",3.77812573534814,"PSMC2","PRS7_HUMAN"
0.4414041075,11.47077763125,7.86708002867847,9.05463593113354e-05,0.000278154038665777,0.66939762364604,"FHL2_HUMAN",21,8.1298460847719,5.20811040803567e-05,0.000166853525767133,0.4414041075,"Non-significant",3.77766461187384,"FHL2","FHL2_HUMAN"
0.150386332499998,14.94236493125,7.41881367820594,0.000132227439563517,0.000385180002234553,0.244790393688834,"VAT1_HUMAN",24,8.12274983390019,5.23956736754327e-05,0.00016779754308899,0.150386332499998,"Non-significant",3.77521440245074,"VAT1","VAT1_HUMAN"
-0.310414072500002,12.94311678375,-7.78459725840168,9.69507037420194e-05,0.00029491067551118,0.592729320759101,"GRN_HUMAN",23,-8.12131309488739,5.24596211953626e-05,0.00016793852907547,-0.310414072500002,"Non-significant",3.77484965499207,"GRN","GRN_HUMAN"
-0.630992173999999,9.1786834,-8.1969276084398,6.92905890375413e-05,0.000222286749787236,0.969687027339166,"NGDN_HUMAN",10,-8.11961641183729,5.25352509400146e-05,0.00016811679201723,-0.630992173999999,"Up in D1BM",3.77438890573838,"NGDN","NGDN_HUMAN"
-0.357912540000003,10.7414557925,-10.2744045763507,1.54307072516608e-05,6.50002156043225e-05,2.65816716224928,"NFYC_HUMAN",8,-8.11306395995865,5.28284738014472e-05,0.000168990969894648,-0.357912540000003,"Non-significant",3.77213650147924,"NFYC","NFYC_HUMAN"
0.708029151249998,6.799133241125,8.12021770327343,7.36797779401222e-05,0.000233604418279321,0.900734826775656,"RHG26_HUMAN",10,8.11251917114304,5.28529354504654e-05,0.000169005080770855,0.708029151249998,"Up in D5BM",3.7721002390693,"ARHGAP26","RHG26_HUMAN"
0.430878161249996,10.032964944375,9.30102720426459,3.00810347352756e-05,0.000111746602813415,1.90729361650897,"ARL15_HUMAN",8,8.10852824764783,5.30325193188194e-05,0.000169515019089241,0.430878161249996,"Non-significant",3.77079181711509,"ARL15","ARL15_HUMAN"
0.174369097500001,12.44566571875,7.31995618378772,0.000144097708240429,0.000412848260624941,0.148462304283765,"VATC1_HUMAN",28,8.10331241450261,5.32682513306394e-05,0.00017020397667398,0.174369097500001,"Non-significant",3.76903029720448,"ATP6V1C1","VATC1_HUMAN"
-0.858151914999999,11.61375785,-8.25895277641731,6.59564814830935e-05,0.000214072846523294,1.02505648992324,"IMPA2_HUMAN",7,-8.10095492330276,5.33751835864307e-05,0.000170481024043207,-0.858151914999999,"Up in D1BM",3.76832395457155,"IMPA2","IMPA2_HUMAN"
0.571824789499999,9.4401596785,8.02505997856852,7.95661221308725e-05,0.000249688325927448,0.81446281804234,"EXOG_HUMAN",13,8.10040212663244,5.34002923429906e-05,0.000170496615211768,0.571824789499999,"Up in D5BM",3.76828423842775,"EXOG","EXOG_HUMAN"
0.198630572499995,14.35885703625,7.5824771177987,0.00011491438600512,0.000342508260126293,0.402097075212907,"PP1R7_HUMAN",24,8.09658502070755,5.35740312930563e-05,0.000170986561820966,0.198630572499995,"Non-significant",3.76703802034663,"PPP1R7","PP1R7_HUMAN"
-0.275958537499999,10.23472762125,-7.96212348494427,8.37500200585321e-05,0.000260202329182959,0.756948579052438,"RCOR1_HUMAN",18,-8.09152424908791,5.38053522151019e-05,0.000171659846260823,-0.275958537499999,"Non-significant",3.76533128076662,"RCOR1","RCOR1_HUMAN"
-0.162556884999999,14.6202167275,-7.33249177623734,0.000142528160301104,0.000409185920700956,0.160732550729772,"GALE_HUMAN",26,-8.08970730163052,5.38886747098984e-05,0.000171860627744886,-0.162556884999999,"Non-significant",3.76482360621955,"GALE","GALE_HUMAN"
-0.204911710000005,17.084387065,-7.17390254351665,0.000163890618960065,0.000462018069302471,0.00429831128105285,"TKT_HUMAN",48,-8.08837896169422,5.39496817026065e-05,0.000171990116138907,-0.204911710000005,"Non-significant",3.7644965102417,"TKT","TKT_HUMAN"
-0.224492787499996,11.42111313375,-7.38896727578931,0.000135691232346583,0.000393173392041714,0.215812763990975,"PEX6_HUMAN",34,-8.078149482649,5.44220894994995e-05,0.000173430545327516,-0.224492787499996,"Non-significant",3.76087441032626,"PEX6","PEX6_HUMAN"
-0.284654379250004,10.016191125375,-8.22048698209815,6.80022979965099e-05,0.000219006946439326,0.990758444127588,"MBD2_HUMAN",15,-8.07695713030399,5.44774539203086e-05,0.000173541367760499,-0.284654379250004,"Non-significant",3.76059698399326,"MBD2","MBD2_HUMAN"
-0.485045197500003,12.87203466875,-11.516389630148,7.11220033383031e-06,3.48088804888445e-05,3.52974577566066,"ST1A2_HUMAN",5,-8.06625479513284,5.4977224319877e-05,0.000175067254927179,-0.485045197500003,"Non-significant",3.75679507798464,"SULT1A2","ST1A2_HUMAN"
-0.261580943999999,8.97194838525,-7.81387755798526,9.46206113114343e-05,0.000289074712846712,0.620019344973404,"AT2B2_HUMAN",20,-8.060511466829,5.52475348360765e-05,0.000175861582754263,-0.261580943999999,"Non-significant",3.75482902250995,"ATP2B2","AT2B2_HUMAN"
-0.664744377249999,9.322318077125,-8.09389278798883,7.52575792415465e-05,0.000238028568640524,0.876950297148472,"ATGA1_HUMAN",10,-8.05515468985058,5.55009923270471e-05,0.00017660168528678,-0.664744377249999,"Up in D1BM",3.75300515632325,"ATG101","ATGA1_HUMAN"
0.203763722500002,14.35246145875,9.47747763911583,2.65356988728447e-05,0.000100661298739517,2.04831483522654,"CCS_HUMAN",13,8.05105399767318,5.56958965023823e-05,0.000177154985516445,0.203763722500002,"Non-significant",3.75164662119242,"CCS","CCS_HUMAN"
0.189863682499997,14.91313529125,8.75235761803521,4.50321650093063e-05,0.000156461714288311,1.45373476395286,"6PGL_HUMAN",15,8.04797431930756,5.58427755634659e-05,0.000177547157344909,0.189863682499997,"Non-significant",3.75068627666737,"PGLS","6PGL_HUMAN"
-0.192705635000001,11.9069724075,-6.94260200268049,0.000201803004723306,0.000551555618292071,-0.228637441517961,"BIG2_HUMAN",87,-8.04758614636738,5.58613194066555e-05,0.000177547157344909,-0.192705635000001,"Non-significant",3.75068627666737,"ARFGEF2","BIG2_HUMAN"
0.313928367499999,12.18353998375,7.73747322020223,0.00010083766884956,0.000305484131909406,0.548636678487094,"FPGT_HUMAN",22,8.04310836739534,5.60757309559419e-05,0.000178157109344148,0.313928367499999,"Non-significant",3.74919684248317,"FPGT","FPGT_HUMAN"
0.1676132625,10.67380106375,7.43517998542138,0.00013037033148931,0.000381143964808557,0.260641957892028,"GATA_HUMAN",24,8.04269647736442,5.60954998456957e-05,0.000178157109344148,0.1676132625,"Non-significant",3.74919684248317,"QRSL1","GATA_HUMAN"
-0.188696382500002,15.30934858375,-8.75545174920565,4.4927126790616e-05,0.000156161134729114,1.45635897085127,"ODBB_HUMAN",15,-8.04004223899218,5.62230785440993e-05,0.000178495039189534,-0.188696382500002,"Non-significant",3.74837384948204,"BCKDHB","ODBB_HUMAN"
-0.311419009999998,11.349876165,-8.38879529591629,5.95462237029795e-05,0.000196906676968385,1.13987347539,"CEBPB_HUMAN",13,-8.03439944269106,5.64953847974384e-05,0.000179292017491569,-0.311419009999998,"Non-significant",3.746439045834,"CEBPB","CEBPB_HUMAN"
0.151585340000004,13.0850647675,6.84597800241701,0.000220481472159831,0.00059531373810627,-0.327668639714343,"SE1L1_HUMAN",37,8.03091913145274,5.66640704015746e-05,0.00017975967234282,0.151585340000004,"Non-significant",3.74530773219905,"SEL1L","SE1L1_HUMAN"
0.163329125000001,14.8883352275,7.24051592883414,0.000154507617240842,0.000438647593709349,0.0703258446960628,"SEPT7_HUMAN",27,8.03020077301418,5.66989582573358e-05,0.000179802678386412,0.163329125000001,"Non-significant",3.74520384319358,"SEPTIN7","SEPT7_HUMAN"
0.296304225,12.7781116975,8.26542884001249,6.56189183178255e-05,0.000213141372832737,1.03081804026336,"ELMD2_HUMAN",14,8.02559576695701,5.6923176644906e-05,0.000180445827732197,0.296304225,"Non-significant",3.74365315524389,"ELMOD2","ELMD2_HUMAN"
-0.303169012500002,13.38194239125,-8.23393129881074,6.72792355949616e-05,0.000217278420241353,1.00276093739724,"ERGI3_HUMAN",14,-8.01858657665171,5.72663604592823e-05,0.000181465470793718,-0.303169012500002,"Non-significant",3.74120600021666,"ERGIC3","ERGI3_HUMAN"
-0.647640228,9.03634262075,-10.0860232627441,1.74803964605547e-05,7.18742740322027e-05,2.51784332846028,"MAFG_HUMAN",4,-8.00100527001273,5.81373998052627e-05,0.000184137611292499,-0.647640228,"Up in D1BM",3.7348574949915,"MAFG","MAFG_HUMAN"
-0.117429257500001,11.73014497625,-6.5687911536344,0.000285762108744811,0.000744542780173994,-0.617586472155631,"TCAF1_HUMAN",31,-8.00033733923881,5.81707822581585e-05,0.000184137611292499,-0.117429257500001,"Non-significant",3.7348574949915,"TCAF1","TCAF1_HUMAN"
-0.308049912500001,13.81256997625,-7.49943459541496,0.000123357565472938,0.000364068949359731,0.322614607837961,"BCAP_HUMAN",37,-8.00024969564425,5.81751641798464e-05,0.000184137611292499,-0.308049912500001,"Non-significant",3.7348574949915,"PIK3AP1","BCAP_HUMAN"
0.219589947499998,14.85124957625,10.6553704588343,1.20639978177007e-05,5.31952141246991e-05,2.93512058977075,"ARPC5_HUMAN",11,7.9956609306824,5.8405105210846e-05,0.000184796032966299,0.219589947499998,"Non-significant",3.73330735605605,"ARPC5","ARPC5_HUMAN"
0.309065102500002,13.28724038625,8.34970509327959,6.1399026534177e-05,0.000202082153321585,1.10546110224408,"TSN_HUMAN",13,7.99376170160984,5.8500571915804e-05,0.000185028638153213,0.309065102500002,"Non-significant",3.73276104765454,"TSN","TSN_HUMAN"
-0.233685497499998,12.89918684875,-7.74168559924373,0.000100483170251561,0.000304643015480195,0.552586742253242,"CHID1_HUMAN",20,-7.98726646214874,5.88283827393365e-05,0.000185995663207002,-0.233685497499998,"Non-significant",3.73049718194996,"CHID1","CHID1_HUMAN"
-0.398029328000002,10.101947546,-7.92653524487856,8.62252145240033e-05,0.000266751109307075,0.724264452081014,"THOC7_HUMAN",15,-7.98218870729473,5.90860844280259e-05,0.00018671836755976,-0.398029328000002,"Non-significant",3.72881295822934,"THOC7","THOC7_HUMAN"
0.566031455000001,10.539727925,7.80653271927076,9.51991249617949e-05,0.000290526221688258,0.613181415266707,"HABP4_HUMAN",16,7.98189026396879,5.91012699785788e-05,0.00018671836755976,0.566031455000001,"Up in D5BM",3.72881295822934,"HABP4","HABP4_HUMAN"
0.3506717675,13.01684355625,9.36465398509401,2.87442924313327e-05,0.000107539121572882,1.95840759407898,"RAB5B_HUMAN",9,7.98121667457695,5.91355599481998e-05,0.000186756700937945,0.3506717675,"Non-significant",3.72872380649696,"RAB5B","RAB5B_HUMAN"
-0.116775037499998,16.88093209375,-6.54681514903153,0.000291801064955844,0.000757362286081399,-0.64094930281218,"SUCB2_HUMAN",31,-7.9806533759504,5.91642524958773e-05,0.000186777334939232,-0.116775037499998,"Non-significant",3.7286758256864,"SUCLG2","SUCB2_HUMAN"
-0.307341340000001,10.236539245,-8.0506553898268,7.79323458377679e-05,0.000245658841834909,0.837749120555781,"PHF6_HUMAN",15,-7.97508691962864,5.94486274852197e-05,0.000187604822565675,-0.307341340000001,"Non-significant",3.72675600184852,"PHF6","PHF6_HUMAN"
-0.265067337499998,10.85255992625,-7.51706689694373,0.0001215080650766,0.000358987550133426,0.339548342173082,"TTC27_HUMAN",27,-7.97429784353495,5.94890627355274e-05,0.000187662166840479,-0.265067337499998,"Non-significant",3.72662327340178,"TTC27","TTC27_HUMAN"
-0.985958218250001,8.345013320375,-7.7485050163315,9.99122420030042e-05,0.00030304436410339,0.558977886420205,"SIR1_HUMAN",17,-7.97335630867564,5.95373507865843e-05,0.000187744231118638,-0.985958218250001,"Up in D1BM",3.72643339883423,"SIRT1","SIR1_HUMAN"
-0.441545486500003,9.14864706975,-7.8321372400656,9.31994650173666e-05,0.000285249923976537,0.636996662248952,"MP2K7_HUMAN",16,-7.96582956392255,5.99249504409904e-05,0.000188895814236016,-0.441545486500003,"Non-significant",3.72377766555271,"MAP2K7","MP2K7_HUMAN"
-0.2589435575,14.39996480875,-7.9329158469711,8.57754416117575e-05,0.000265907023665136,0.730133029970451,"ADRM1_HUMAN",17,-7.96218946427331,6.01134135372007e-05,0.000189419051478529,-0.2589435575,"Non-significant",3.72257634246108,"ADRM1","ADRM1_HUMAN"
0.48533248875,9.680084466875,9.13109913116326,3.40089375148776e-05,0.000123614201946056,1.76930359813574,"GPX7_HUMAN",7,7.95660766933289,6.0403694621259e-05,0.000190262609104108,0.48533248875,"Non-significant",3.72064655199299,"GPX7","GPX7_HUMAN"
-0.288051605,10.36712122,-8.66517720527486,4.81087638916428e-05,0.00016517668873428,1.37947430006863,"RBM42_HUMAN",12,-7.95371346486587,6.05548242703974e-05,0.000190667394013889,-0.288051605,"Non-significant",3.71972356920138,"RBM42","RBM42_HUMAN"
0.371595145000002,12.748043655,8.6897401287852,4.72185855894104e-05,0.000162716867511505,1.40045994595464,"SCO2_HUMAN",10,7.95182333792365,6.06537511172778e-05,0.000190907568397138,0.371595145000002,"Non-significant",3.7191768539638,"SCO2","SCO2_HUMAN"
-0.4335322375,12.12750744875,-9.60493478883922,2.42680965379029e-05,9.37899063356185e-05,2.14878054979779,"COXM2_HUMAN",7,-7.94253346212829,6.11426048636843e-05,0.000192374399550577,-0.4335322375,"Non-significant",3.71585272270187,"CMC2","COXM2_HUMAN"
-0.920449257000003,8.0590376855,-7.69405616067596,0.000104574675819609,0.000315709148453969,0.50782374728719,"LAMC2_HUMAN",23,-7.9420315590325,6.11691412383531e-05,0.000192386078917193,-0.920449257000003,"Up in D1BM",3.71582635676899,"LAMC2","LAMC2_HUMAN"
0.290848969999999,14.0270849475,8.18014523388691,7.0225072245397e-05,0.000224640278541348,0.95464683032657,"PDCD6_HUMAN",14,7.93537850437327,6.15221173695307e-05,0.000193418751113009,0.290848969999999,"Non-significant",3.71350142523669,"PDCD6","PDCD6_HUMAN"
0.586223125249997,9.194463014625,8.16805909346305,7.09068558034755e-05,0.000226477410976694,0.943799792448793,"GDAP1_HUMAN",9,7.93497923262006,6.15433729368952e-05,0.000193418751113009,0.586223125249997,"Up in D5BM",3.71350142523669,"GDAP1","GDAP1_HUMAN"
0.239262581250003,9.873860121125,7.68653291384697,0.000105237934242428,0.000317484090096429,0.500733232491751,"MICU1_HUMAN",20,7.92997612336446,6.18104147000272e-05,0.00019414703682087,0.239262581250003,"Non-significant",3.71186923350921,"MICU1","MICU1_HUMAN"
-1.10563373575,8.703195810625,-7.91146179258484,8.72983383720285e-05,0.000269143267789988,0.710385541205573,"UBD_HUMAN",7,-7.92977511506635,6.18211705809961e-05,0.00019414703682087,-1.10563373575,"Up in D1BM",3.71186923350921,"UBD","UBD_HUMAN"
-0.252981900000002,11.5319310425,-8.34683454744704,6.15376263500091e-05,0.000202310246241736,1.10292885547071,"OAS1_HUMAN",14,-7.92816854658423,6.19072126981064e-05,0.00019434484016102,-0.252981900000002,"Non-significant",3.71142698536121,"OAS1","OAS1_HUMAN"
-0.30298042275,8.590559959375,-7.4479489974618,0.000128941768129034,0.000378166375629656,0.272990564444013,"SRBD1_HUMAN",34,-7.9269809829631,6.19709004415235e-05,0.000194472345428742,-0.30298042275,"Non-significant",3.71114214797119,"SRBD1","SRBD1_HUMAN"
-0.164812805,11.546206355,-6.75809427523669,0.000239167401737247,0.000636747324460913,-0.418644215653899,"GRAP1_HUMAN",49,-7.92579106286235,6.20347880218369e-05,0.000194545190372486,-0.164812805,"Non-significant",3.71097950153723,"GRIPAP1","GRAP1_HUMAN"
0.309134959999998,11.1084632875,7.99291185191619,8.16730903090923e-05,0.000254876889379985,0.785129945862726,"ATG4B_HUMAN",15,7.92568894438617,6.20402742580666e-05,0.000194545190372486,0.309134959999998,"Non-significant",3.71097950153723,"ATG4B","ATG4B_HUMAN"
0.183950900000001,13.4261932375,6.82948937156456,0.000223858771217869,0.000603230684972959,-0.344671446775434,"GSLG1_HUMAN",68,7.92328113125,6.21697894346812e-05,0.000194878823036418,0.183950900000001,"Non-significant",3.71023535194507,"GLG1","GSLG1_HUMAN"
0.345807072500005,17.31201696625,15.3861230013433,9.63273160053099e-07,7.50409377642105e-06,5.77727486496159,"TBB5_HUMAN",6,7.92062363810078,6.23130857437837e-05,0.000195255390235819,0.345807072500005,"Non-significant",3.70939696811719,"TUBB","TBB5_HUMAN"
-0.186477419999999,13.6886755225,-7.30512205822117,0.000145980196868368,0.000416542680908421,0.133921263314082,"ACBD5_HUMAN",26,-7.91928073227936,6.23856377711674e-05,0.000195379068290126,-0.186477419999999,"Non-significant",3.70912196576069,"ACBD5","ACBD5_HUMAN"
-0.863264797500001,14.79090797875,-10.4107202539965,1.4116843524371e-05,6.03096168610861e-05,2.7582974658506,"H2B1J_HUMAN;H2B1B_HUMAN;H2B2E_HUMAN",2,-7.91876334037568,6.24136156544979e-05,0.000195379068290126,-0.863264797500001,"Up in D1BM",3.70912196576069,"H2BC11;H2BC3;H2BC21","H2B1J_HUMAN;H2B1B_HUMAN;H2B2E_HUMAN"
0.515035152500001,9.5026385785,8.13981509618025,7.25293853312111e-05,0.000230675890534888,0.918400485168675,"GKAP1_HUMAN",10,7.91860660117892,6.24220940687282e-05,0.000195379068290126,0.515035152500001,"Up in D5BM",3.70912196576069,"GKAP1","GKAP1_HUMAN"
-0.50599479675,8.896947145375,-8.32485496130693,6.26106436057653e-05,0.00020510886706296,1.0835158842368,"PNISR_HUMAN",9,-7.91452682475419,6.26432328336666e-05,0.000195998444526717,-0.50599479675,"Up in D1BM",3.7077473752565,"PNISR","PNISR_HUMAN"
0.362470390000002,11.8309293975,7.4140187291904,0.000132777148580316,0.000386323294920084,0.240141114621229,"KI13B_HUMAN",81,7.91054462517873,6.28599273645999e-05,0.00019660346113403,0.362470390000002,"Non-significant",3.70640884083664,"KIF13B","KI13B_HUMAN"
0.207498312499999,12.20156085625,7.21762398253817,0.00015766231613455,0.000446467652507156,0.0476877244728886,"P3H1_HUMAN",32,7.90814404295583,6.29909616340267e-05,0.000196940213506384,0.207498312499999,"Non-significant",3.70566559558993,"P3H1","P3H1_HUMAN"
-0.222206355000003,13.9386054275,-7.28238518542139,0.000148919446657976,0.000423925030692361,0.111589484493988,"MA1A1_HUMAN",31,-7.9016548076348,6.33467031184678e-05,0.00019797899910477,-0.222206355000003,"Non-significant",3.70338087568107,"MAN1A1","MA1A1_HUMAN"
-0.190834284999999,14.645291445,-7.11418163553826,0.000172849506675958,0.000483554096173796,-0.0552953529111697,"FUBP2_HUMAN",33,-7.89568027599936,6.36762147282287e-05,0.000198935068177998,-0.190834284999999,"Non-significant",3.70128865290495,"KHSRP","FUBP2_HUMAN"
0.1533522625,12.99685382875,6.44732446016931,0.000320989896618132,0.000819926256395388,-0.747427003531323,"AFAD_HUMAN",101,7.89455229442422,6.37386407077944e-05,0.000199056318090403,0.1533522625,"Non-significant",3.70102403326073,"AFDN","AFAD_HUMAN"
0.386481761499999,10.06695437425,7.65342089298215,0.000108213945778566,0.000324834525985588,0.469460507895333,"ZNT9_HUMAN",20,7.89203907524397,6.3877976137029e-05,0.000199417578095932,0.386481761499999,"Non-significant",3.70023656250583,"SLC30A9","ZNT9_HUMAN"
0.409877305000002,10.8479518875,8.70353738969802,4.6726722795924e-05,0.000161417846904444,1.41222611024364,"PLCA_HUMAN",9,7.89117344807391,6.39260461805825e-05,0.000199493759072984,0.409877305000002,"Non-significant",3.70007068615548,"AGPAT1","PLCA_HUMAN"
-0.302393674999998,12.7927511925,-7.46065553207037,0.000127537641865316,0.000374700168449895,0.285262428448867,"TBL2_HUMAN",29,-7.88778105388803,6.41148228283419e-05,0.000200008823693595,-0.302393674999998,"Non-significant",3.69895084435148,"TBL2","TBL2_HUMAN"
0.543476820000002,15.16771996,7.77703096261303,9.75632751578556e-05,0.000296666971971705,0.585664058732918,"RTN4_HUMAN",14,7.88628261264804,6.41984049388655e-05,0.000200156099976039,0.543476820000002,"Up in D5BM",3.6986311697579,"RTN4","RTN4_HUMAN"
-0.614228486999998,8.97156298175,-7.8837712654066,8.93091303625808e-05,0.000274639423504631,0.684834143793577,"RAVR1_HUMAN",11,-7.88608340181091,6.42095259621793e-05,0.000200156099976039,-0.614228486999998,"Up in D1BM",3.6986311697579,"RAVER1","RAVR1_HUMAN"
0.400132656499999,9.732110262,8.43995038437381,5.72160610837001e-05,0.000191378642410519,1.18470822147612,"PPR3B_HUMAN",10,7.88056842499122,6.4518258219591e-05,0.000201044139938238,0.400132656499999,"Non-significant",3.69670858125084,"PPP1R3B","PPR3B_HUMAN"
-0.4099917375,13.66265964375,-8.1966717344812,6.93047310998762e-05,0.000222286749787236,0.969457903917421,"WBP2_HUMAN",11,-7.87730979050539,6.47014583973898e-05,0.000201540499937768,-0.4099917375,"Non-significant",3.69563766847021,"WBP2","WBP2_HUMAN"
1.05962181075,8.599405765625,7.6676922877623,0.000106919815706101,0.000321751919523999,0.482952225063961,"CP7A1_HUMAN",14,7.87083350954752,6.50672828297992e-05,0.000202605144799548,1.05962181075,"Up in D5BM",3.69334953069496,"CYP7A1","CP7A1_HUMAN"
-0.331254482499999,13.28630924125,-12.0602184600312,5.18745251322415e-06,2.69077152209024e-05,3.88482864117834,"PHF5A_HUMAN",7,-7.8687593228215,6.51849352870044e-05,0.000202896536017046,-0.331254482499999,"Non-significant",3.69272536746406,"PHF5A","PHF5A_HUMAN"
0.0976662624999989,13.26223850125,5.48005835333132,0.000861354920390344,0.00193868107449138,-1.84649866900063,"KINH_HUMAN",70,7.86715908284337,6.52758669071038e-05,0.000203056490716002,0.0976662624999989,"Non-significant",3.69238312369628,"KIF5B","KINH_HUMAN"
0.564924722500001,14.36522293125,8.12809135425076,7.32151314823254e-05,0.00023244080725594,0.907836516732191,"LYPA2_HUMAN",9,7.86700720271135,6.52845046672638e-05,0.000203056490716002,0.564924722500001,"Up in D5BM",3.69238312369628,"LYPLA2","LYPA2_HUMAN"
0.47304487225,9.589518070125,9.80986101507253,2.10665529960383e-05,8.41962898073052e-05,2.30791481500582,"PLS4_HUMAN",6,7.86349056898338,6.5484861057698e-05,0.000203604534804624,0.47304487225,"Non-significant",3.69121255335545,"PLSCR4","PLS4_HUMAN"
-0.168405532500003,13.11256814125,-6.67485955783363,0.000258515723491387,0.000681906306501539,-0.505611333653297,"FLII_HUMAN",62,-7.85914260490381,6.57335322423296e-05,0.000204302338964084,-0.168405532500003,"Non-significant",3.6897266613001,"FLII","FLII_HUMAN"
0.353838681999996,9.48534142975,7.55164846826618,0.000117970557194423,0.000350378374415712,0.372669924316497,"NFAC2_HUMAN",23,7.85217593351958,6.61341770713684e-05,0.000205471794520665,0.353838681999996,"Non-significant",3.6872477860738,"NFATC2","NFAC2_HUMAN"
-0.5430806875,7.33342784625,-7.91413793812962,8.71067225876818e-05,0.000268650773762009,0.712851153938702,"CSTN3_HUMAN",11,-7.85041635353141,6.62357995386177e-05,0.000205640244616218,-0.5430806875,"Up in D1BM",3.68689188819632,"CLSTN3","CSTN3_HUMAN"
0.216732267499996,15.63624513125,8.25619253783432,6.61009527762407e-05,0.000214294204211897,1.02259967029573,"1433F_HUMAN",15,7.85039232009429,6.6237188768897e-05,0.000205640244616218,0.216732267499996,"Non-significant",3.68689188819632,"YWHAH","1433F_HUMAN"
0.296176432500005,10.34912872375,7.40462689279197,0.000133861320410013,0.000388940734138572,0.231027842905688,"CTNL1_HUMAN",30,7.84708053851805,6.64289349495855e-05,0.000206159607028739,0.296176432500005,"Non-significant",3.68579642228705,"CTNNAL1","CTNL1_HUMAN"
-0.3704247475,11.07477998875,-7.98757147799294,8.20291463680676e-05,0.000255639249276627,0.780248034906659,"NRBF2_HUMAN",13,-7.84535787122972,6.65289194614223e-05,0.00020639391319114,-0.3704247475,"Non-significant",3.68530311473126,"NRBF2","NRBF2_HUMAN"
-0.524634837499999,10.85882139125,-10.1141396079417,1.71557775917864e-05,7.08158909506206e-05,2.53893276940356,"MCRI1_HUMAN",5,-7.83947770933718,6.68714759576757e-05,0.000207315911487501,-0.524634837499999,"Up in D1BM",3.68336736454371,"MCRIP1","MCRI1_HUMAN"
-0.158003092499996,14.57268416625,-6.58874029977656,0.00028040113538593,0.000732868579897055,-0.596427082791473,"SYQ_HUMAN",56,-7.83941213666535,6.68753070749216e-05,0.000207315911487501,-0.158003092499996,"Non-significant",3.68336736454371,"QARS1","SYQ_HUMAN"
0.516819000750001,10.100102424625,10.2332071770074,1.58546165341035e-05,6.65199416455742e-05,2.6276744954833,"TM41A_HUMAN",5,7.83882261653273,6.69097611099941e-05,0.000207346461910346,0.516819000750001,"Up in D5BM",3.68330337089038,"TMEM41A","TM41A_HUMAN"
0.417200087500003,13.14380550375,7.56252279689375,0.000116882223835865,0.000348081706231374,0.383060624385454,"LNP_HUMAN",22,7.83109947686606,6.73629707647626e-05,0.000208674193523037,0.417200087500003,"Non-significant",3.6805312562701,"LNPK","LNP_HUMAN"
