"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D1BM_vs_D5BM","Diff_Abund","negLog10_sca_adjPval","Genes","Protein.Names"
0.788103339999999,12.4588197475,44.4463584465306,5.31077228968503e-10,5.52648143577224e-08,13.9795622052813,"KLC4_HUMAN",45,59.6821239981632,1.97156790130651e-11,4.50786839939214e-09,0.788103339999999,"Up in D5BM",8.34602877103145,"KLC4","KLC4_HUMAN"
2.87091446,12.4889335625,62.6768360561757,4.57215400731528e-11,1.67653547933094e-08,16.424639384457,"TSK_HUMAN",11,59.4900187997629,2.02037797853233e-11,4.50786839939214e-09,2.87091446,"Up in D5BM",8.34602877103145,"TSKU","TSK_HUMAN"
1.249429465,11.0381714125,51.0616988824722,1.97433571671278e-10,3.33602709069605e-08,14.9906997610826,"PTPRK_HUMAN",45,59.4346657975948,2.03469472503843e-11,4.50786839939214e-09,1.249429465,"Up in D5BM",8.34602877103145,"PTPRK","PTPRK_HUMAN"
1.3424449025,15.45502066625,52.5983733675652,1.597893648742e-10,2.99303234783251e-08,15.2029410874214,"DPYL2_HUMAN",35,59.2408429329374,2.0857381371016e-11,4.50786839939214e-09,1.3424449025,"Up in D5BM",8.34602877103145,"DPYSL2","DPYL2_HUMAN"
0.977741717500002,17.95106387125,47.8039163520196,3.15972792630008e-10,4.43889111513056e-08,14.5137540451437,"ANXA2_HUMAN",42,58.7042130077156,2.23478628394032e-11,4.66138463711608e-09,0.977741717500002,"Up in D5BM",8.3314850595036,"ANXA2","ANXA2_HUMAN"
-0.851574894999999,16.8396053325,-45.8947424676171,4.22541811584747e-10,4.83801241346119e-08,14.2156810776898,"NAMPT_HUMAN",40,-58.5178040806235,2.28935285322235e-11,4.66138463711608e-09,-0.851574894999999,"Up in D1BM",8.3314850595036,"NAMPT","NAMPT_HUMAN"
-1.086978914,10.4411771305,-50.4671196277627,2.14639405268655e-10,3.47922220578749e-08,14.9064609355507,"TSR1_HUMAN",32,-58.3300541133806,2.34584059545418e-11,4.66138463711608e-09,-1.086978914,"Up in D1BM",8.3314850595036,"TSR1","TSR1_HUMAN"
1.7035086175,11.14019358125,58.0545049992013,7.90032992559201e-11,1.95858473361221e-08,15.8981951345244,"ASM3A_HUMAN",17,57.9119743684689,2.47738332624238e-11,4.66138463711608e-09,1.7035086175,"Up in D5BM",8.3314850595036,"SMPDL3A","ASM3A_HUMAN"
1.8144824525,13.06707513375,54.2664980149057,1.27876970833225e-10,2.64903897863668e-08,15.4248049804532,"APOA5_HUMAN",27,57.7585843960944,2.52772222069968e-11,4.66138463711608e-09,1.8144824525,"Up in D5BM",8.3314850595036,"APOA5","APOA5_HUMAN"
4.199094297,10.8045125015,62.6719108032942,4.57472013579449e-11,1.67653547933094e-08,16.4241058070899,"SPP24_HUMAN",7,57.7522329759342,2.52983141654703e-11,4.66138463711608e-09,4.199094297,"Up in D5BM",8.3314850595036,"SPP2","SPP24_HUMAN"
0.803198577499998,15.48385131375,43.2485310389693,6.45252165357614e-10,6.47479821642777e-08,13.7773574325546,"A0A6Q8PH20_HUMAN",52,57.7100790330226,2.54388057073603e-11,4.66138463711608e-09,0.803198577499998,"Up in D5BM",8.3314850595036,"CAST","A0A6Q8PH20_HUMAN"
1.3453664775,14.71626043375,51.4555152556781,1.86903011568637e-10,3.33602709069605e-08,15.0458354963508,"ACSA_HUMAN",34,57.525378887431,2.60648749463652e-11,4.67448576431728e-09,1.3453664775,"Up in D5BM",8.33026615848197,"ACSS2","ACSA_HUMAN"
-1.952200655,13.5121887925,-71.542879456353,1.77738460909591e-11,1.66461943000772e-08,17.3023322889799,"ISG20_HUMAN",10,-57.2276764842876,2.71110259986324e-11,4.68726813429716e-09,-1.952200655,"Up in D1BM",8.32908020203454,"ISG20","ISG20_HUMAN"
0.855814457499999,16.86154913875,42.444192178387,7.37624258125262e-10,6.95587107973532e-08,13.6378781445549,"AHNK_HUMAN",309,57.1895719256473,2.72483258489217e-11,4.68726813429716e-09,0.855814457499999,"Up in D5BM",8.32908020203454,"AHNAK","AHNK_HUMAN"
0.612467764999998,16.576434135,35.4728220055726,2.64693689524317e-09,1.42108478280284e-07,12.2858320497754,"FLNB_HUMAN",187,56.0984017247901,3.15347587260818e-11,5.29480533828515e-09,0.612467764999998,"Up in D5BM",8.2761500019517,"FLNB","FLNB_HUMAN"
-0.966940642499999,11.33115470375,-45.062963214958,4.81394924747795e-10,5.20215105217842e-08,14.0811757861549,"JAK1_HUMAN",56,-55.9817681367844,3.20364304487534e-11,5.29480533828515e-09,-0.966940642499999,"Up in D1BM",8.2761500019517,"JAK1","JAK1_HUMAN"
-0.774526117499997,11.68834233125,-48.0341532055393,3.05329017025719e-10,4.43742482007205e-08,14.548736479788,"5MP1_HUMAN",25,-55.7475233546407,3.30714967565533e-11,5.36076242617284e-09,-0.774526117499997,"Up in D1BM",8.27077343905121,"BZW2","5MP1_HUMAN"
1.0642876625,12.72972249875,47.5187523931814,3.29746879173633e-10,4.54261307256649e-08,14.4701445564934,"PFKAP_HUMAN",36,55.3542458123364,3.48955208231718e-11,5.54970462299085e-09,1.0642876625,"Up in D5BM",8.25573013111496,"PFKP","PFKAP_HUMAN"
1.7866323025,11.54019081625,54.1518482031829,1.29821592191724e-10,2.64903897863668e-08,15.4098303337571,"GBA3_HUMAN",18,54.9518473498862,3.68805668379681e-11,5.70313673452942e-09,1.7866323025,"Up in D5BM",8.2438862159408,"GBA3","GBA3_HUMAN"
1.1878438,16.0783183575,54.0259316919562,1.31996247600831e-10,2.64903897863668e-08,15.3933382944668,"MTND_HUMAN",19,54.8473186282817,3.74169029981486e-11,5.70313673452942e-09,1.1878438,"Up in D5BM",8.2438862159408,"ADI1","MTND_HUMAN"
1.9030649675,11.50180995375,56.8591419227049,9.16515038131961e-11,2.14591812678175e-08,15.7531542398145,"IYD1_HUMAN",14,54.7564930913543,3.78901005022716e-11,5.70313673452942e-09,1.9030649675,"Up in D5BM",8.2438862159408,"IYD","IYD1_HUMAN"
1.127586125,12.63372004,49.1756965765797,2.58235297179834e-10,4.03086170357189e-08,14.7192497691894,"AS3MT_HUMAN",27,54.4013432637978,3.98065380777695e-11,5.88647911328981e-09,1.127586125,"Up in D5BM",8.23014439262889,"AS3MT","AS3MT_HUMAN"
-1.461996315,14.7902473225,-51.0451795867034,1.97889849964174e-10,3.33602709069605e-08,14.9883755978371,"SQSTM_HUMAN",24,-54.1841682019498,4.10323893251295e-11,5.90665240761817e-09,-1.461996315,"Up in D1BM",8.22865858558289,"SQSTM1","SQSTM_HUMAN"
0.623424292500001,13.86031091375,37.105860896416,1.92144006107499e-09,1.17498954364468e-07,12.6279077269464,"PKP2_HUMAN",54,54.1300510659756,4.13444645924157e-11,5.90665240761817e-09,0.623424292500001,"Up in D5BM",8.22865858558289,"PKP2","PKP2_HUMAN"
1.1522936825,15.29167580625,46.6146352648238,3.78157956411253e-10,4.77939947523505e-08,14.3297824156907,"PH4H_HUMAN",41,53.6841614511121,4.40204795982484e-11,6.18414370889393e-09,1.1522936825,"Up in D5BM",8.20872042671353,"PAH","PH4H_HUMAN"
1.01112747,11.7939739225,43.0200445957673,6.70078294697494e-10,6.56754644884323e-08,13.7380444129197,"FAT1_HUMAN",154,53.3440105973676,4.61939278920677e-11,6.38309210167604e-09,1.01112747,"Up in D5BM",8.19496888908718,"FAT1","FAT1_HUMAN"
0.799995420000002,10.3414993275,44.522284771143,5.24654653305818e-10,5.52648143577224e-08,13.9921636998739,"MRTFB_HUMAN",29,53.0220131698757,4.83638364343055e-11,6.57514156943162e-09,0.799995420000002,"Up in D5BM",8.18209489193918,"MRTFB","MRTFB_HUMAN"
1.3936886775,12.29179143875,52.3912162910052,1.64352451428146e-10,3.01158002845182e-08,15.1747785925741,"BODG_HUMAN",18,52.7271671094892,5.04523649429671e-11,6.7305834157499e-09,1.3936886775,"Up in D5BM",8.17194728893217,"BBOX1","BODG_HUMAN"
1.379189255,13.1072195775,48.0339226239694,3.05339470357313e-10,4.43742482007205e-08,14.548701545825,"HDAC6_HUMAN",32,52.637962854474,5.11042043668281e-11,6.7305834157499e-09,1.379189255,"Up in D5BM",8.17194728893217,"HDAC6","HDAC6_HUMAN"
0.503993270000002,15.75894034,31.605143650647,6.01560348087431e-09,2.31532062741048e-07,11.4011546516907,"PDC6I_HUMAN",69,51.6925701078913,5.86308998101704e-11,7.60307468461425e-09,0.503993270000002,"Up in D5BM",8.11901074343978,"PDCD6IP","PDC6I_HUMAN"
1.2605166425,14.68279695625,46.1799974956073,4.0428043463224e-10,4.78277208169961e-08,14.2611459461615,"NHRF3_HUMAN",36,51.5149217324624,6.01811117104387e-11,7.68585743344376e-09,1.2605166425,"Up in D5BM",8.11430767561496,"PDZK1","NHRF3_HUMAN"
-0.727425574500002,10.31110310525,-40.7243387947441,9.90457347036784e-10,8.56571562236908e-08,13.3291073830535,"WDR75_HUMAN",35,-51.3369247410033,6.17810321575083e-11,7.77242268739757e-09,-0.727425574500002,"Up in D1BM",8.10944358920804,"WDR75","WDR75_HUMAN"
1.2792809,13.5493215325,53.1015461815065,1.49294735718055e-10,2.86001210765338e-08,15.2707770459535,"CRYM_HUMAN",16,51.0534367855046,6.44295059221161e-11,7.98641625613995e-09,1.2792809,"Up in D5BM",8.09764805789908,"CRYM","CRYM_HUMAN"
1.08732891,12.73602915,49.9502644353214,2.30994454616274e-10,3.67368350558598e-08,14.8322424621875,"PLBL2_HUMAN",19,50.694270530115,6.79713779404321e-11,8.26064108912231e-09,1.08732891,"Up in D5BM",8.08298624678808,"PLBD2","PLBL2_HUMAN"
1.0349841125,10.81373810875,41.9697670064545,7.9913969569198e-10,7.40214120328318e-08,13.5541640892818,"MYO7A_HUMAN",98,50.6325606419944,6.86018360705377e-11,8.26064108912231e-09,1.0349841125,"Up in D5BM",8.08298624678808,"MYO7A","MYO7A_HUMAN"
-0.578948259999997,14.4014662525,-34.2346257079281,3.40814163204081e-09,1.64566440454101e-07,12.01461333998,"XDH_HUMAN",58,-50.311897518321,7.19862806989474e-11,8.4439799298687e-09,-0.578948259999997,"Up in D1BM",8.07345280761896,"XDH","XDH_HUMAN"
-2.55643654,11.9827537525,-47.8533981511728,3.1365005967869e-10,4.43889111513056e-08,14.5212894105052,"PIGR_HUMAN",36,-50.2988481425508,7.21279576403543e-11,8.4439799298687e-09,-2.55643654,"Up in D1BM",8.07345280761896,"PIGR","PIGR_HUMAN"
1.3064353475,11.92012894125,46.4536329871446,3.87603517135216e-10,4.78277208169961e-08,14.3044465853804,"CAP2_HUMAN",27,50.1318005803166,7.396973653406e-11,8.54097135952865e-09,1.3064353475,"Up in D5BM",8.06849273445226,"CAP2","CAP2_HUMAN"
1.71209216125,8.352058291375,47.2200617175317,3.4491308179411e-10,4.54261307256649e-08,14.424128998884,"DREB_HUMAN",25,49.7267807829332,7.86603096123953e-11,8.86063142735836e-09,1.71209216125,"Up in D5BM",8.05253532826574,"DBN1","DREB_HUMAN"
-1.99571895625,10.717615604375,-47.2646163877778,3.42601148695582e-10,4.54261307256649e-08,14.4310150498915,"ASNS_HUMAN",27,-49.6982347766935,7.90033931206401e-11,8.86063142735836e-09,-1.99571895625,"Up in D1BM",8.05253532826574,"ASNS","ASNS_HUMAN"
-1.5280916675,10.82779276375,-46.314401236137,3.95989059893034e-10,4.78277208169961e-08,14.2824522617052,"IP3KC_HUMAN",29,-49.6249624478017,7.98918007449562e-11,8.86063142735836e-09,-1.5280916675,"Up in D1BM",8.05253532826574,"ITPKC","IP3KC_HUMAN"
0.996681214999999,12.540226935,45.161180355529,4.73980559316287e-10,5.20215105217842e-08,14.0972103307399,"HEP2_HUMAN",25,49.4224256091101,8.24068808119503e-11,9.02087790083025e-09,0.996681214999999,"Up in D5BM",8.04475119539227,"SERPIND1","HEP2_HUMAN"
1.6025691075,11.35841345625,46.5845574402469,3.79902437822693e-10,4.77939947523505e-08,14.3250571928978,"ATTY_HUMAN",25,49.1763830905584,8.55835440513816e-11,9.24850888216789e-09,1.6025691075,"Up in D5BM",8.03392828201209,"TAT","ATTY_HUMAN"
-0.616551875000001,15.02237487,-38.3599027804566,1.51654045336032e-09,1.07684422549614e-07,12.8793572842795,"AK1D1_HUMAN",30,-48.4166891877179,9.63010761148113e-11,1.02749591211613e-08,-0.616551875000001,"Up in D1BM",7.98821989728541,"AKR1D1","AK1D1_HUMAN"
1.3451345,11.82594049,58.1156280536138,7.84120950933129e-11,1.95858473361221e-08,15.9055084481761,"CAV1_HUMAN",12,48.2918306419776,9.82040027228556e-11,1.03470192368869e-08,1.3451345,"Up in D5BM",7.98518474348412,"CAV1","CAV1_HUMAN"
-0.945650102499998,14.33248329125,-44.4981314323078,5.26688126325857e-10,5.52648143577224e-08,13.9881577079257,"ICAM1_HUMAN",22,-47.3192545207399,1.14572830896055e-10,1.18220544583571e-08,-0.945650102499998,"Up in D1BM",7.92730704440267,"ICAM1","ICAM1_HUMAN"
0.897814990000001,12.318415285,40.487462738747,1.03248657143096e-09,8.70282931059159e-08,13.2854080774286,"VINEX_HUMAN",36,47.2955462614902,1.15008715812704e-10,1.18220544583571e-08,0.897814990000001,"Up in D5BM",7.92730704440267,"SORBS3","VINEX_HUMAN"
1.2241168025,12.29519653375,47.3454754765059,3.38450340599328e-10,4.54261307256649e-08,14.4434922433678,"SERB_HUMAN",17,46.8023592444591,1.24515578925511e-10,1.26450821055799e-08,1.2241168025,"Up in D5BM",7.89807834639988,"PSPH","SERB_HUMAN"
-0.963364837499999,12.59650242375,-46.9883700698922,3.57225860639278e-10,4.63239504512073e-08,14.3881947785382,"BCCIP_HUMAN",18,-46.5494814385564,1.29732870972561e-10,1.30180758265204e-08,-0.963364837499999,"Up in D1BM",7.88545320314722,"BCCIP","BCCIP_HUMAN"
0.964595322499999,13.28370761875,38.546655504162,1.46498970589878e-09,1.07684422549614e-07,12.9160105146769,"MYLK_HUMAN",99,46.268187413641,1.35829139987271e-10,1.34694567170906e-08,0.964595322499999,"Up in D5BM",7.87064992094576,"MYLK","MYLK_HUMAN"
1.143116472,10.4030497065,40.0818165153713,1.10926964483741e-09,9.2072151563506e-08,13.2098904272331,"SORL_HUMAN",72,45.9240888998652,1.4373184530329e-10,1.40873921402492e-08,1.143116472,"Up in D5BM",7.85116939609749,"SORL1","SORL_HUMAN"
0.949033022249999,9.448219656875,38.522432070546,1.47156227178391e-09,1.07684422549614e-07,12.9112676068577,"DOP1B_HUMAN",65,45.8062000258998,1.4655795525263e-10,1.4199275917522e-08,0.949033022249999,"Up in D5BM",7.84773380160585,"DOP1B","DOP1B_HUMAN"
1.060418845,10.7780367125,40.6930520437059,9.95895279383283e-10,8.56571562236908e-08,13.3233522535879,"VLDLR_HUMAN",35,45.6522672195454,1.50343239119912e-10,1.44004904834289e-08,1.060418845,"Up in D5BM",7.84162271550066,"VLDLR","VLDLR_HUMAN"
-0.683742045000002,14.5206351275,-38.9697544416102,1.35541529421004e-09,1.04814637751343e-07,12.9983132310348,"NUCB2_HUMAN",26,-44.9891646526964,1.67964689055925e-10,1.57098746464239e-08,-0.683742045000002,"Up in D1BM",7.8038272803059,"NUCB2","NUCB2_HUMAN"
-0.871645210999997,10.265509247,-37.0997379533347,1.92369862407124e-09,1.17498954364468e-07,12.6266567203538,"RPA1_HUMAN",68,-44.966152386105,1.68616883758939e-10,1.57098746464239e-08,-0.871645210999997,"Up in D1BM",7.8038272803059,"POLR1A","RPA1_HUMAN"
1.1199815275,15.46102225625,41.2925962355042,8.97344072621161e-10,8.13302493346641e-08,13.4327631755936,"BHMT2_HUMAN",28,44.9314865813975,1.69604768397743e-10,1.57098746464239e-08,1.1199815275,"Up in D5BM",7.8038272803059,"BHMT2","BHMT2_HUMAN"
1.395785332,9.01655364025,59.4475779435409,6.6701013774996e-11,1.84221961460028e-08,16.0624523798489,"PROZ_HUMAN",10,44.5462329842715,1.81035706766801e-10,1.64301109828586e-08,1.395785332,"Up in D5BM",7.78435950296297,"PROZ","PROZ_HUMAN"
0.916546110000001,12.6302181475,37.8380827640359,1.67189251246327e-09,1.11844301488515e-07,12.7758654920619,"DSG2_HUMAN",47,44.3232303894641,1.88049479697821e-10,1.64301109828586e-08,0.916546110000001,"Up in D5BM",7.78435950296297,"DSG2","DSG2_HUMAN"
-2.30522418,15.20322287,-48.7079405937673,2.7645296024508e-10,4.16111071768888e-08,14.6499642920976,"SAA2_HUMAN",9,-44.211148577776,1.91690340408894e-10,1.64301109828586e-08,-2.30522418,"Up in D1BM",7.78435950296297,"SAA2","SAA2_HUMAN"
-0.574782130000003,13.2269247775,-32.5919325548557,4.83476907348477e-09,2.00750091233513e-07,11.6376768136032,"MTREX_HUMAN",46,-44.13248318575,1.9429332880935e-10,1.64301109828586e-08,-0.574782130000003,"Up in D1BM",7.78435950296297,"MTREX","MTREX_HUMAN"
2.230917455,12.171431065,48.8770103011789,2.69704269187845e-10,4.13334051815336e-08,14.6750999256444,"GSTM4_HUMAN",9,43.9946588045604,1.98950825641533e-10,1.64301109828586e-08,2.230917455,"Up in D5BM",7.78435950296297,"GSTM4","GSTM4_HUMAN"
2.5264506325,13.60177349875,45.1148000573451,4.77465449110975e-10,5.20215105217842e-08,14.0896435943319,"SCD_HUMAN",11,43.9424831548785,2.00746847397348e-10,1.64301109828586e-08,2.5264506325,"Up in D5BM",7.78435950296297,"SCD","SCD_HUMAN"
-1.24816131475,9.853181600125,-43.5127283542699,6.17842405274549e-10,6.35096784641363e-08,13.8225143323602,"RIOX2_HUMAN",18,-43.9362081078312,2.00964083655782e-10,1.64301109828586e-08,-1.24816131475,"Up in D1BM",7.78435950296297,"RIOX2","RIOX2_HUMAN"
