"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D2BM_vs_D8CM","Diff_Abund","negLog10_sca_adjPval","Genes","Protein.Names"
1.270919325,14.9120268825,79.2928824836288,1.20842719433441e-11,7.87842562318708e-09,17.7267509112063,"FBX2_HUMAN",16,73.3945172562849,7.26057674085685e-12,2.09643231482468e-09,1.270919325,"Up in D8CM",8.67851915461632,"FBXO2","FBX2_HUMAN"
1.3954508325,12.09617721875,68.9087494107887,3.23967753488279e-11,1.12156450485037e-08,16.7978226703635,"MFGM_HUMAN",22,73.1239473993749,7.46149833251162e-12,2.09643231482468e-09,1.3954508325,"Up in D8CM",8.67851915461632,"MFGE8","MFGM_HUMAN"
-1.53491831,12.8788716775,-64.8599326746819,4.95694935261749e-11,1.3056914404129e-08,16.3839184254449,"PCKGC_HUMAN",38,-72.7557283073782,7.74515168295965e-12,2.105931726957e-09,-1.53491831,"Up in D2BM",8.67655571248883,"PCK1","PCKGC_HUMAN"
-1.1163165575,12.01539743125,-57.735337841583,1.12219142543949e-10,2.00703475688469e-08,15.5694273296477,"AGRIN_HUMAN",69,-72.2116051160503,8.18700467451092e-12,2.15650820004539e-09,-1.1163165575,"Up in D2BM",8.66624888612564,"AGRN","AGRIN_HUMAN"
2.12785053,12.251520155,68.8156853468893,3.27057887135213e-11,1.12156450485037e-08,16.7886659133252,"PEG10_HUMAN",23,71.895811107542,8.45653330402737e-12,2.16000361271657e-09,2.12785053,"Up in D8CM",8.66554552246872,"PEG10","PEG10_HUMAN"
-0.8305177675,14.76319813625,-53.4336452639797,1.93245558145078e-10,2.59469619485316e-08,15.0152292218034,"FKBP4_HUMAN",42,-71.2947176047519,8.99787049926018e-12,2.23067795406659e-09,-0.8305177675,"Up in D2BM",8.65156312486067,"FKBP4","FKBP4_HUMAN"
-1.2970914875,11.26556634875,-65.0922908841484,4.83400240716918e-11,1.3056914404129e-08,16.4085628992661,"PACN3_HUMAN",23,-69.8747827230372,1.04401555261468e-11,2.51428774085403e-09,-1.2970914875,"Up in D2BM",8.59958502214956,"PACSIN3","PACN3_HUMAN"
0.829869270000003,17.1478529,48.412780231985,3.86197125884551e-10,3.89251768969917e-08,14.2969083689859,"AHNK_HUMAN",309,69.556789887196,1.0798066746707e-11,2.52824735022205e-09,0.829869270000003,"Up in D8CM",8.59718043925772,"AHNAK","AHNK_HUMAN"
0.712413074999999,11.6301609275,46.5971306320912,5.04953696926854e-10,4.62636381673527e-08,14.0154508189122,"PHLB2_HUMAN",65,68.6169594153527,1.19400233538636e-11,2.72006640134367e-09,0.712413074999999,"Up in D8CM",8.56542049398596,"PHLDB2","PHLB2_HUMAN"
2.0854954745,10.04433822775,63.9523048310738,5.47265366065686e-11,1.32393418398544e-08,16.2865633854276,"EPHA2_HUMAN",28,67.6167635072483,1.33084809451813e-11,2.91802165653856e-09,2.0854954745,"Up in D8CM",8.5349114892485,"EPHA2","EPHA2_HUMAN"
0.846917392499995,13.67543900125,49.0788209718084,3.50897238644651e-10,3.69714103066971e-08,14.3971060871799,"MYLK_HUMAN",99,67.4852332891271,1.35013459016495e-11,2.91802165653856e-09,0.846917392499995,"Up in D8CM",8.5349114892485,"MYLK","MYLK_HUMAN"
1.097527025,18.00152135,55.625620812002,1.45733226487853e-10,2.15506204573003e-08,15.3041049436295,"GATM_HUMAN",48,66.9774824937992,1.42762164147228e-11,2.99747766373445e-09,1.097527025,"Up in D8CM",8.52324404444363,"GATM","GATM_HUMAN"
-3.67508292125,11.210628866875,-63.4757941173911,5.76777996036251e-11,1.32393418398544e-08,16.234745511814,"PGBM_HUMAN",175,-66.5166616156763,1.50233995733653e-11,2.99747766373445e-09,-3.67508292125,"Up in D2BM",8.52324404444363,"HSPG2","PGBM_HUMAN"
1.0488202575,13.88849294125,57.7627540979708,1.11845740354866e-10,2.00703475688469e-08,15.5727970885403,"ACOT9_HUMAN",29,66.3416822104442,1.53186640880273e-11,2.99747766373445e-09,1.0488202575,"Up in D8CM",8.52324404444363,"ACOT9","ACOT9_HUMAN"
2.0388610375,12.82921135375,73.1691961842279,2.1255609351613e-11,9.6998013182016e-09,17.2003514281945,"CAV1_HUMAN",12,66.2525062107808,1.5471671800309e-11,2.99747766373445e-09,2.0388610375,"Up in D8CM",8.52324404444363,"CAV1","CAV1_HUMAN"
2.078676225,16.3240156175,65.6789240814263,4.53879197442549e-11,1.3056914404129e-08,16.4702850159012,"LEG4_HUMAN",17,66.1515130240292,1.56470538859077e-11,2.99747766373445e-09,2.078676225,"Up in D8CM",8.52324404444363,"LGALS4","LEG4_HUMAN"
1.686354875,11.7161051025,61.0615697339588,7.57297564611542e-11,1.63673363387453e-08,15.9644546279596,"PALLD_HUMAN",30,65.7435324845463,1.63788844940225e-11,3.06794705333591e-09,1.686354875,"Up in D8CM",8.51315213971734,"PALLD","PALLD_HUMAN"
0.804054257499995,15.72326707875,57.153235138673,1.20493312719723e-10,2.00703475688469e-08,15.4974151442606,"GBP1_HUMAN",23,64.5243696129518,1.88082012289764e-11,3.41218617377269e-09,0.804054257499995,"Up in D8CM",8.46696728112809,"GBP1","GBP1_HUMAN"
-0.956480027500003,13.86454176875,-65.6188480582031,4.56805805284869e-11,1.3056914404129e-08,16.4639966921517,"GPX2_HUMAN",18,-64.4237554074449,1.90263080041899e-11,3.41218617377269e-09,-0.956480027500003,"Up in D2BM",8.46696728112809,"GPX2","GPX2_HUMAN"
1.60205936275,10.530493258625,59.9957089327464,8.56972781012015e-11,1.76181062710982e-08,15.8408310812483,"APBA1_HUMAN",25,63.689072279385,2.07088254362275e-11,3.6365560333742e-09,1.60205936275,"Up in D8CM",8.43930971627411,"APBA1","APBA1_HUMAN"
1.1161646825,17.44263577375,55.9094441279415,1.40618730083105e-10,2.11656299262588e-08,15.3405048412162,"VTNC_HUMAN",29,62.8498435767688,2.28409681879372e-11,3.92911267053311e-09,1.1161646825,"Up in D8CM",8.40570551725864,"VTN","VTNC_HUMAN"
1.28129959,12.50104618,57.3050773276798,1.18269720313486e-10,2.00703475688469e-08,15.5162857307409,"CAP2_HUMAN",27,62.5180695563204,2.37517647913527e-11,4.00407250852623e-09,1.28129959,"Up in D8CM",8.39749806661537,"CAP2","CAP2_HUMAN"
1.30482149249999,17.18445467875,57.2806456268161,1.18624316552226e-10,2.00703475688469e-08,15.5132535409015,"PDLI1_HUMAN",26,62.0005133239865,2.52561076138937e-11,4.17419080544137e-09,1.30482149249999,"Up in D8CM",8.37942770288524,"PDLIM1","PDLI1_HUMAN"
-3.80761110825,9.774120748375,-63.4074970459751,5.81155116946986e-11,1.32393418398544e-08,16.2272781947922,"TSP4_HUMAN",10,-61.7992334604762,2.58701338115733e-11,4.19344919034138e-09,-3.80761110825,"Up in D2BM",8.37742861471593,"THBS4","TSP4_HUMAN"
2.21446443,16.0490216,61.0943939308523,7.54445146950219e-11,1.63673363387453e-08,15.9682189782603,"TPM1_HUMAN",16,61.3133374287049,2.74234861239483e-11,4.36136914224076e-09,2.21446443,"Up in D8CM",8.36037715348858,"TPM1","TPM1_HUMAN"
1.1339018325,16.13646876875,52.6791914956603,2.13526240328654e-10,2.71738297722539e-08,14.9125024390036,"CALD1_HUMAN",42,60.9191120948686,2.87618177566464e-11,4.47440691130748e-09,1.1339018325,"Up in D8CM",8.34926452285458,"CALD1","CALD1_HUMAN"
1.4236185525,11.34293568125,55.0539900816252,1.5669240419847e-10,2.23857673726933e-08,15.2301080537235,"ARVC_HUMAN",38,60.7956961150987,2.91959164932864e-11,4.47440691130748e-09,1.4236185525,"Up in D8CM",8.34926452285458,"ARVCF","ARVC_HUMAN"
-1.30902362,12.0018254525,-57.3779122726442,1.17219771748703e-10,2.00703475688469e-08,15.5253158283655,"PDCD4_HUMAN",21,-59.9080256175563,3.25466571159895e-11,4.89885308626206e-09,-1.30902362,"Up in D2BM",8.3099055845858,"PDCD4","PDCD4_HUMAN"
-1.1336076275,14.45766460875,-53.4066288065331,1.93932685105883e-10,2.59469619485316e-08,15.0115805735372,"AK1D1_HUMAN",30,-59.6446912129271,3.36231200635149e-11,4.97209261430469e-09,-1.1336076275,"Up in D2BM",8.30346079042724,"AKR1D1","AK1D1_HUMAN"
-0.91068673,12.2897464025,-47.3774600620932,4.49431596461756e-10,4.31360849105921e-08,14.1379400205413,"COBL1_HUMAN",67,-59.3071538588143,3.5062497849505e-11,5.09554817885306e-09,-0.91068673,"Up in D2BM",8.29280908776262,"COBLL1","COBL1_HUMAN"
1.131853105,14.367816925,51.840784430695,2.38971898573774e-10,2.87756304725478e-08,14.7962726788871,"CAN2_HUMAN",37,59.017636954606,3.63529928831065e-11,5.19354876291024e-09,1.131853105,"Up in D8CM",8.28453578637618,"CAPN2","CAN2_HUMAN"
1.01007843,15.9199123375,54.3400145780672,1.71727224034029e-10,2.372932412103e-08,15.1363736378615,"SCRB2_HUMAN",23,58.7518210828245,3.7585483560886e-11,5.25244506179462e-09,1.01007843,"Up in D8CM",8.27963848142257,"SCARB2","SCRB2_HUMAN"
0.974585534999999,13.7698211675,59.2075863817936,9.4034969271262e-11,1.88719227616064e-08,15.7476541534256,"NEUR1_HUMAN",18,58.6622283140503,3.80115255391472e-11,5.25244506179462e-09,0.974585534999999,"Up in D8CM",8.27963848142257,"NEU1","NEUR1_HUMAN"
-0.641557214999999,12.43315935,-40.929873035957,1.25338002797827e-09,8.12501157641296e-08,13.0492981267456,"LARP1_HUMAN",63,-58.5053659849436,3.87707216391488e-11,5.26965099916194e-09,-0.641557214999999,"Up in D2BM",8.2782181464871,"LARP1","LARP1_HUMAN"
0.861700532499997,15.64195513625,50.4442159968231,2.89446821272328e-10,3.34211952945815e-08,14.597643427064,"BHMT2_HUMAN",28,58.3806939839159,3.93864056171791e-11,5.26965099916194e-09,0.861700532499997,"Up in D8CM",8.2782181464871,"BHMT2","BHMT2_HUMAN"
0.694471360000005,13.16391611,43.8433580096483,7.7403831908826e-10,5.98565962531646e-08,13.5636459394838,"ABLM1_HUMAN",42,57.761196750883,4.26151460674538e-11,5.61254790941512e-09,0.694471360000005,"Up in D8CM",8.25083993878046,"ABLIM1","ABLM1_HUMAN"
1.6352703575,11.78200495125,53.0119079709869,2.04296883096777e-10,2.6492591194196e-08,14.9580199355988,"HKDC1_HUMAN",46,57.628266374738,4.33464913170668e-11,5.62103962017779e-09,1.6352703575,"Up in D8CM",8.25018335354998,"HKDC1","HKDC1_HUMAN"
1.3919534675,13.43137240375,52.2718442627355,2.2548106341358e-10,2.7544635992943e-08,14.8563074296771,"HDAC6_HUMAN",32,56.7918463091171,4.8288755730167e-11,6.1670594249936e-09,1.3919534675,"Up in D8CM",8.20992186674761,"HDAC6","HDAC6_HUMAN"
-1.170785665,10.9645298725,-51.5849661465585,2.47413207583958e-10,2.93724778411997e-08,14.7603641633702,"ZN622_HUMAN",26,-55.858820785627,5.45723369205695e-11,6.86552578960419e-09,-1.170785665,"Up in D2BM",8.16332619713376,"ZNF622","ZN622_HUMAN"
2.21178460225,10.479863286375,54.9092191142756,1.59615331532648e-10,2.24232938248115e-08,15.2112204447177,"RDH5_HUMAN",16,55.3310960184622,5.85347626638877e-11,7.2557281543222e-09,2.21178460225,"Up in D8CM",8.13931899707385,"RDH5","RDH5_HUMAN"
2.259444475,12.9898232225,56.1944138539102,1.35688742922136e-10,2.08153085232189e-08,15.376827242269,"IL18_HUMAN",13,54.9451108848187,6.16400045148646e-11,7.33908531403425e-09,2.259444475,"Up in D8CM",8.13435806376529,"IL18","IL18_HUMAN"
1.27129984,14.2403543,53.1031539801167,2.01845955160751e-10,2.6492591194196e-08,14.9704434932554,"QORX_HUMAN",20,54.8415925255231,6.25043104070939e-11,7.33908531403425e-09,1.27129984,"Up in D8CM",8.13435806376529,"TP53I3","QORX_HUMAN"
0.849300384999998,13.695955515,52.5928697014324,2.15997935074268e-10,2.71738297722539e-08,14.9006372372467,"GNAS1_HUMAN",20,54.7675270485573,6.31311474195774e-11,7.33908531403425e-09,0.849300384999998,"Up in D8CM",8.13435806376529,"GNAS","GNAS1_HUMAN"
1.1764614575,11.29145872625,49.585977221924,3.26480085185016e-10,3.57389693249935e-08,14.472345568592,"DTNA_HUMAN",32,54.7480169377818,6.32974520073896e-11,7.33908531403425e-09,1.1764614575,"Up in D8CM",8.13435806376529,"DTNA","DTNA_HUMAN"
0.904811860000002,12.93946004,45.6233349433295,5.85566808480754e-10,5.19351283589087e-08,13.8592471287484,"DSG2_HUMAN",47,54.7172512620423,6.35607103955986e-11,7.33908531403425e-09,0.904811860000002,"Up in D8CM",8.13435806376529,"DSG2","DSG2_HUMAN"
0.809271814999997,10.747189045,45.4332843706979,6.02961323465126e-10,5.19351283589087e-08,13.8283168270211,"IASPP_HUMAN",35,54.4892605234886,6.55507860033273e-11,7.41275149010946e-09,0.809271814999997,"Up in D8CM",8.1300205592042,"PPP1R13L","IASPP_HUMAN"
0.845866437500003,14.95294725875,46.1004800654204,5.44364074922497e-10,4.88132424204439e-08,13.9362568165879,"ACSA_HUMAN",34,54.4436246383663,6.59575705016264e-11,7.41275149010946e-09,0.845866437500003,"Up in D8CM",8.1300205592042,"ACSS2","ACSA_HUMAN"
-0.954053402500001,13.43911123125,-47.7866387224261,4.23123491035102e-10,4.19589165404103e-08,14.2012432584394,"MA1A1_HUMAN",31,-54.3107316136946,6.71585521550922e-11,7.44344894833655e-09,-0.954053402500001,"Up in D2BM",8.12822578593824,"MAN1A1","MA1A1_HUMAN"
2.5317308875,11.79336655125,68.3341220139455,3.43595647598344e-11,1.12156450485037e-08,16.7410242386093,"SPP24_HUMAN",7,54.2195576226881,6.79968642806874e-11,7.44344894833655e-09,2.5317308875,"Up in D8CM",8.12822578593824,"SPP2","SPP24_HUMAN"
0.915210487500001,14.25833857125,45.4240094680506,6.03825196247841e-10,5.19351283589087e-08,13.8268035791531,"PLAK_HUMAN",43,53.6977398070047,7.30294786415365e-11,7.89186507012194e-09,0.915210487500001,"Up in D8CM",8.10282034863556,"JUP","PLAK_HUMAN"
-1.774925946,10.002726912,-50.255273295855,2.97169107500349e-10,3.38491676637898e-08,14.5702743747803,"IREB2_HUMAN",35,-53.4035766814017,7.60521486284766e-11,8.04229919027521e-09,-1.774925946,"Up in D2BM",8.09461977427357,"IREB2","IREB2_HUMAN"
0.550129177499997,15.37480390125,34.812465231594,3.8942299331452e-09,1.66621645210563e-07,11.8234375447069,"MYH14_HUMAN",140,53.3715069611122,7.63901789362793e-11,8.04229919027521e-09,0.550129177499997,"Up in D8CM",8.09461977427357,"MYH14","MYH14_HUMAN"
-0.814385652499999,13.64370334125,-49.2959946294495,3.40194678141333e-10,3.62974802791556e-08,14.4294355303047,"HUTI_HUMAN",22,-53.2614374672597,7.75634002374331e-11,8.04229919027521e-09,-0.814385652499999,"Up in D2BM",8.09461977427357,"AMDHD1","HUTI_HUMAN"
1.498455765,13.232008815,60.4338287322807,8.14290511280267e-11,1.71591367989534e-08,15.8919745682557,"CSRP2_HUMAN",12,53.1989951557801,7.82380512044807e-11,8.04229919027521e-09,1.498455765,"Up in D8CM",8.09461977427357,"CSRP2","CSRP2_HUMAN"
2.0536074675,13.28605628125,57.0897957071589,1.21436436826574e-10,2.00703475688469e-08,15.4895129112501,"TSK_HUMAN",11,52.8897081442344,8.16794513629633e-11,8.29489271733033e-09,2.0536074675,"Up in D8CM",8.0811892265863,"TSKU","TSK_HUMAN"
0.675641535,13.4211690425,39.692212895877,1.55423999507125e-09,9.03495787479696e-08,12.8182870361019,"ITAV_HUMAN",56,52.3293262595958,8.83616536770838e-11,8.83911273381465e-09,0.675641535,"Up in D8CM",8.05359132708506,"ITGAV","ITAV_HUMAN"
-0.608014585000001,13.4459099775,-38.4871575351561,1.92890866191544e-09,1.04222891739008e-07,12.5855751250563,"HS105_HUMAN",48,-52.1925748291502,9.00851157849729e-11,8.83911273381465e-09,-0.608014585000001,"Up in D2BM",8.05359132708506,"HSPH1","HS105_HUMAN"
-0.664131404999997,12.5110677475,-43.5088298861082,8.16738362662477e-10,6.16314667860156e-08,13.5065717801229,"SSRP1_HUMAN",28,-52.1847932511013,9.01843273351596e-11,8.83911273381465e-09,-0.664131404999997,"Up in D2BM",8.05359132708506,"SSRP1","SSRP1_HUMAN"
1.177960395,12.42119503,49.8784173571048,3.13284869278401e-10,3.47457653045743e-08,14.5153234030127,"BCAT2_HUMAN",20,51.5210617950988,9.91215219312495e-11,9.50121188227778e-09,1.177960395,"Up in D8CM",8.02222099679338,"BCAT2","BCAT2_HUMAN"
-0.662671327499998,11.90540301875,-37.5983698403218,2.27182190227273e-09,1.18939048535757e-07,12.4087445454369,"SPTN2_HUMAN",127,-51.5159568624185,9.91940497853179e-11,9.50121188227778e-09,-0.662671327499998,"Up in D2BM",8.02222099679338,"SPTBN2","SPTN2_HUMAN"
-0.9463000285,10.44234752575,-48.9693532004604,3.56437345935217e-10,3.70914862825672e-08,14.3807469835918,"AATF_HUMAN",20,-50.7594520029034,1.10639340710105e-10,1.04694749370369e-08,-0.9463000285,"Up in D2BM",7.98007509842293,"AATF","AATF_HUMAN"
0.818660022499994,15.57043588125,42.7144042312968,9.29362679367036e-10,6.69038180623471e-08,13.3690263183787,"AGM1_HUMAN",38,50.5856072430782,1.13476764987166e-10,1.04694749370369e-08,0.818660022499994,"Up in D8CM",7.98007509842293,"PGM3","AGM1_HUMAN"
0.798249247500003,11.93647932875,43.158381330503,8.64380799269835e-10,6.33553544090908e-08,13.4462475223605,"S12A7_HUMAN",33,50.5756234847417,1.13642206392853e-10,1.04694749370369e-08,0.798249247500003,"Up in D8CM",7.98007509842293,"SLC12A7","S12A7_HUMAN"
-1.076806785,12.4480220075,-47.5802690101539,4.36165539731204e-10,4.27492945859804e-08,14.1693947905763,"DEOC_HUMAN",23,-50.5378178963087,1.14271170270186e-10,1.04694749370369e-08,-1.076806785,"Up in D2BM",7.98007509842293,"DERA","DEOC_HUMAN"
1.495527505,10.98732507,46.4855971644937,5.13512330846911e-10,4.65418864162216e-08,13.99775071499,"ERBB2_HUMAN",39,49.9975556120133,1.23705104183988e-10,1.09059153634186e-08,1.495527505,"Up in D8CM",7.96233787702724,"ERBB2","ERBB2_HUMAN"
0.936092855000002,11.81701541,44.4805320527741,6.99566536681597e-10,5.69123223198034e-08,13.671003707727,"TCAF1_HUMAN",31,49.9871366891112,1.23895529816197e-10,1.09059153634186e-08,0.936092855000002,"Up in D8CM",7.96233787702724,"TCAF1","TCAF1_HUMAN"
1.253491163,10.542951226,50.11454837754,3.03073671255639e-10,3.40614396668504e-08,14.5498113208275,"TAGL_HUMAN",17,49.9411019826714,1.24740893106039e-10,1.09059153634186e-08,1.253491163,"Up in D8CM",7.96233787702724,"TAGLN","TAGL_HUMAN"
1.6839926225,13.53930437625,52.3665005679212,2.22636356659275e-10,2.7544635992943e-08,14.8694118711186,"CAVN1_HUMAN",13,49.9344347838401,1.24863868730095e-10,1.09059153634186e-08,1.6839926225,"Up in D8CM",7.96233787702724,"CAVIN1","CAVN1_HUMAN"
-1.5799016945,10.17678642275,-47.3637172721549,4.50347072266236e-10,4.31360849105921e-08,14.1358029550768,"ASNS_HUMAN",27,-49.8998459277192,1.25504068128082e-10,1.09059153634186e-08,-1.5799016945,"Up in D2BM",7.96233787702724,"ASNS","ASNS_HUMAN"
0.800893072500003,11.63851296875,40.8863688215449,1.26275538795836e-09,8.12501157641296e-08,13.0413102909521,"RIGI_HUMAN",49,49.4655255159522,1.3386820143367e-10,1.1514031325351e-08,0.800893072500003,"Up in D8CM",7.93877259332725,"RIGI","RIGI_HUMAN"
