"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D3B_vs_D8C","Diff_Abund","negLog10_sca_adjPval","Genes","Protein.Names","D8C_vs_D3B"
-0.85025429825,9.780530810875,-13.5071094236766,2.32963527783193e-06,2.50465507102619e-05,4.88577299258647,"ARH37_HUMAN",20,13.9402563271445,1.09947495243528e-06,1.1911920789302e-05,0.85025429825,"Up in D8C",4.92401820317423,"ARHGEF37","ARH37_HUMAN",-0.85025429825
-0.4677910825,11.04513335375,-12.8422583100975,3.30267822591458e-06,3.18880581514708e-05,4.49431340019616,"PP4R1_HUMAN",36,13.9368291058183,1.10146199180862e-06,1.19181298189408e-05,0.4677910825,"Non-significant",4.92379188830689,"PPP4R1","PP4R1_HUMAN",-0.4677910825
1.56990098925,8.240124702625,13.4480556990321,2.40141520785475e-06,2.56221883379844e-05,4.85174705263336,"LAMA3_HUMAN",46,-13.9266012201147,1.10741603341558e-06,1.19671919816153e-05,-1.56990098925,"Up in D3B",4.92200774182022,"LAMA3","LAMA3_HUMAN",1.56990098925
0.260427237500004,15.03287136625,11.6461822835274,6.46836486168019e-06,5.24753103167491e-05,3.7398092432606,"ASPH_HUMAN",35,-13.9236909355222,1.10911684373554e-06,1.19702251931458e-05,-0.260427237500004,"Non-significant",4.92189767923263,"ASPH","ASPH_HUMAN",0.260427237500004
-0.387176754999997,12.5837804075,-13.3674511329513,2.50347657893485e-06,2.65098041254295e-05,4.80507490289366,"WASL_HUMAN",20,13.9181613294535,1.11235653846593e-06,1.19756410273085e-05,0.387176754999997,"Non-significant",4.92170123055041,"WASL","WASL_HUMAN",-0.387176754999997
0.284242152500001,11.69180989125,12.1140866721307,4.93686787830435e-06,4.25054743066674e-05,4.04316234337051,"MLXPL_HUMAN",30,-13.9179847171806,1.11246018796803e-06,1.19756410273085e-05,-0.284242152500001,"Non-significant",4.92170123055041,"MLXIPL","MLXPL_HUMAN",0.284242152500001
-0.369498732000004,9.9982247365,-13.0235694817307,2.9979156626014e-06,3.00878804831614e-05,4.60292678168606,"STXB1_HUMAN",23,13.9117925419634,1.1161011169876e-06,1.19995106059802e-05,0.369498732000004,"Non-significant",4.92083646607374,"STXBP1","STXB1_HUMAN",-0.369498732000004
-0.419827462250002,9.904024601375,-12.4140305526244,4.17250056842318e-06,3.75747941145716e-05,4.23197684704869,"DOP1B_HUMAN",65,13.8975434785586,1.12453052538887e-06,1.20747360490481e-05,0.419827462250002,"Non-significant",4.91812235405014,"DOP1B","DOP1B_HUMAN",-0.419827462250002
-0.407711029999994,18.44857645,-16.7109106946879,5.28392189707117e-07,8.60680550200355e-06,6.54586592658077,"ACTA_HUMAN",12,13.890760477573,1.1285683770784e-06,1.21007796333242e-05,0.407711029999994,"Non-significant",4.91718664790314,"ACTA2","ACTA_HUMAN",-0.407711029999994
4.9149303415,9.44672775175,13.5173879079278,2.3173921136687e-06,2.49467409018052e-05,4.89168091547106,"TSP4_HUMAN",10,-13.8886514094765,1.12982721217536e-06,1.21007796333242e-05,-4.9149303415,"Up in D3B",4.91718664790314,"THBS4","TSP4_HUMAN",4.9149303415
-1.90266418525,10.599114179875,-16.6202966847499,5.48913705920601e-07,8.91482394451782e-06,6.50333645724241,"HEPC_HUMAN",2,13.879230640165,1.13546952197253e-06,1.2134352660163e-05,1.90266418525,"Up in D8C",4.91598338732693,"HAMP","HEPC_HUMAN",-1.90266418525
-0.462023495000006,14.07493007,-13.1631338591511,2.78498036482349e-06,2.8523207162937e-05,4.68556823281247,"KCC2B_HUMAN",23,13.8786121573309,1.13584105455791e-06,1.2134352660163e-05,0.462023495000006,"Non-significant",4.91598338732693,"CAMK2B","KCC2B_HUMAN",-0.462023495000006
0.234936952500002,15.35940206125,10.7275425001109,1.13291864367583e-05,8.0005237487397e-05,3.11037554451648,"COPB_HUMAN",64,-13.8716010372369,1.14006234046321e-06,1.21640322376764e-05,-0.234936952500002,"Non-significant",4.91492243753922,"COPB1","COPB_HUMAN",0.234936952500002
-0.764652964999998,13.4933460975,-19.8941641638734,1.55016615358649e-07,3.56027758810169e-06,7.91048171767584,"TX1B3_HUMAN",6,13.8537157112113,1.15091112500043e-06,1.22642602688099e-05,0.764652964999998,"Up in D8C",4.91135864157601,"TAX1BP3","TX1B3_HUMAN",-0.764652964999998
-0.369708297500003,11.05324614125,-14.6342635383412,1.33523059484187e-06,1.64782704010572e-05,5.50944621084821,"RT30_HUMAN",15,13.8471721527815,1.15490931272218e-06,1.22913265112819e-05,0.369708297500003,"Non-significant",4.91040124441689,"MRPS30","RT30_HUMAN",-0.369708297500003
0.234810349999998,15.5809249875,10.852739794853,1.0469946810587e-05,7.57520872673285e-05,3.19896484476775,"ITIH2_HUMAN",51,-13.8403861068662,1.1590722047843e-06,1.23200751754437e-05,-0.234810349999998,"Non-significant",4.90938664215692,"ITIH2","ITIH2_HUMAN",0.234810349999998
-0.490404126249999,10.148117064375,-12.8805861037223,3.23543161122314e-06,3.14549631499422e-05,4.51739286223602,"SYRM_HUMAN",32,13.8362882872406,1.16159419517019e-06,1.23313318275687e-05,0.490404126249999,"Non-significant",4.90899001552691,"RARS2","SYRM_HUMAN",-0.490404126249999
0.803764343500001,9.07675409325,13.3480858326398,2.52872438983284e-06,2.66842907968514e-05,4.79382224869968,"AFAM_HUMAN",21,-13.8078959353509,1.17923900875089e-06,1.25029001317751e-05,-0.803764343500001,"Up in D3B",4.90298923778079,"AFM","AFAM_HUMAN",0.803764343500001
-0.426167487500003,13.32474088625,-13.4006317106455,2.46087884176048e-06,2.61243674523918e-05,4.82431947013758,"AGFG1_HUMAN",19,13.8009656883666,1.18359163553111e-06,1.25332837888088e-05,0.426167487500003,"Non-significant",4.90193512657042,"AGFG1","AGFG1_HUMAN",-0.426167487500003
-0.336851832499999,12.70092332375,-14.8395400487992,1.21178433991548e-06,1.5336531833555e-05,5.61805259821978,"RT07_HUMAN",15,13.7879170585914,1.1918362142516e-06,1.26047521329068e-05,0.336851832499999,"Non-significant",4.89946569011996,"MRPS7","RT07_HUMAN",-0.336851832499999
-0.3758380425,12.90101635375,-12.5106918142663,3.95548012100348e-06,3.65177896384867e-05,4.29192242154722,"RFTN1_HUMAN",31,13.7749079652912,1.20012029316771e-06,1.26749779624245e-05,0.3758380425,"Non-significant",4.89705278708778,"RFTN1","RFTN1_HUMAN",-0.3758380425
-0.260233645000001,12.40902865,-11.3413729511774,7.75478716798819e-06,6.01888591519083e-05,3.53612036210317,"KS6A3_HUMAN",42,13.7727763698262,1.20148385241158e-06,1.26749779624245e-05,0.260233645000001,"Non-significant",4.89705278708778,"RPS6KA3","KS6A3_HUMAN",-0.260233645000001
0.273201704999998,15.09248364,11.2194292024599,8.3488026891723e-06,6.33982503306607e-05,3.45323071504204,"SYAC_HUMAN",64,-13.7681366389937,1.20445787959846e-06,1.26807953146991e-05,-0.273201704999998,"Non-significant",4.89685350749896,"AARS1","SYAC_HUMAN",0.273201704999998
-0.372613905000001,13.110630035,-12.3186755570044,4.39990909437626e-06,3.9328561777834e-05,4.17241432622129,"AMPE_HUMAN",38,13.7672235487885,1.20504413893392e-06,1.26807953146991e-05,0.372613905000001,"Non-significant",4.89685350749896,"ENPEP","AMPE_HUMAN",-0.372613905000001
-0.660658596500001,9.7055162185,-12.9899418901946,3.05194448063069e-06,3.04435976653682e-05,4.5828900709598,"TBCD8_HUMAN",40,13.7622695395972,1.20823052419994e-06,1.26923038729709e-05,0.660658596500001,"Up in D8C",4.89645953877974,"TBC1D8","TBCD8_HUMAN",-0.660658596500001
-0.637331247500001,14.77825701125,-12.9916205343549,3.04922138881231e-06,3.04435976653682e-05,4.58389143195896,"RETST_HUMAN",36,13.7608437107709,1.20914936647237e-06,1.26923038729709e-05,0.637331247500001,"Up in D8C",4.89645953877974,"RETSAT","RETST_HUMAN",-0.637331247500001
-0.380802389999999,10.97939098,-12.1840388325693,4.74532939344435e-06,4.14920969474507e-05,4.08758173069097,"PKHA5_HUMAN",52,13.7547615383304,1.21307773498588e-06,1.27177017763632e-05,0.380802389999999,"Non-significant",4.89559136321766,"PLEKHA5","PKHA5_HUMAN",-0.380802389999999
-0.324056384999999,12.5940679325,-13.1478162184227,2.8074918589898e-06,2.86493327838075e-05,4.67653847360726,"PP2BA_HUMAN",20,13.7486452868652,1.2170426239915e-06,1.27434189784153e-05,0.324056384999999,"Non-significant",4.89471403791474,"PPP3CA","PP2BA_HUMAN",-0.324056384999999
-0.400945662499996,11.85807061375,-13.1734737953272,2.76990009814458e-06,2.8472546252757e-05,4.69165803641323,"RM44_HUMAN",20,13.7016259322218,1.24801548948778e-06,1.30372535965876e-05,0.400945662499996,"Non-significant",4.88481388663088,"MRPL44","RM44_HUMAN",-0.400945662499996
-0.344905375000003,15.552645685,-11.8303593342912,5.80898651348947e-06,4.83971104773498e-05,3.86053181625261,"MYO1B_HUMAN",68,13.7013522959626,1.24819832156201e-06,1.30372535965876e-05,0.344905375000003,"Non-significant",4.88481388663088,"MYO1B","MYO1B_HUMAN",-0.344905375000003
-0.397669552500002,11.58908212125,-12.8848713258032,3.22801013114315e-06,3.14231465982621e-05,4.51996924736495,"AT2B1_HUMAN",23,13.6830181823052,1.26051743295236e-06,1.31496304979646e-05,0.397669552500002,"Non-significant",4.88108645059244,"ATP2B1","AT2B1_HUMAN",-0.397669552500002
0.377658367499999,13.19960617875,12.5415529292904,3.88890928110228e-06,3.60611840818604e-05,4.31097043451373,"NEUA_HUMAN",28,-13.6659372972655,1.27211786926875e-06,1.32542416811697e-05,-0.377658367499999,"Non-significant",4.87764511463813,"CMAS","NEUA_HUMAN",0.377658367499999
-0.254750010000002,12.004023195,-13.6680596043973,2.14604568532026e-06,2.35687373952979e-05,4.97779947073114,"RM38_HUMAN",18,13.6614170802746,1.27520785899103e-06,1.32687604819091e-05,0.254750010000002,"Non-significant",4.87716964541063,"MRPL38","RM38_HUMAN",-0.254750010000002
0.377406597500006,18.44935250375,12.0398442738697,5.14980145519899e-06,4.40240126428725e-05,3.99575831767988,"BIP_HUMAN",61,-13.6592974784386,1.27665971655336e-06,1.32687604819091e-05,-0.377406597500006,"Non-significant",4.87716964541063,"HSPA5","BIP_HUMAN",0.377406597500006
-0.406531807499997,14.29727387375,-13.2354133470432,2.68148058781358e-06,2.77668303128755e-05,4.7280438600016,"SHLB2_HUMAN",19,13.6310189730671,1.29620883135731e-06,1.34553500486586e-05,0.406531807499997,"Non-significant",4.87110499933291,"SH3GLB2","SHLB2_HUMAN",-0.406531807499997
-0.388202187500003,11.98996782375,-12.8140318354319,3.35321601032091e-06,3.20820178785413e-05,4.477275225759,"IFIT3_HUMAN",23,13.6242303207939,1.30095193302522e-06,1.34786379952811e-05,0.388202187500003,"Non-significant",4.87035399066558,"IFIT3","IFIT3_HUMAN",-0.388202187500003
-0.277615787499998,11.89310920125,-11.0667483701372,9.16653545924851e-06,6.80285027494593e-05,3.34828708719643,"PAR14_HUMAN",98,13.6232329651395,1.30165041264193e-06,1.34786379952811e-05,0.277615787499998,"Non-significant",4.87035399066558,"PARP14","PAR14_HUMAN",-0.277615787499998
-0.341454742999998,10.0311242335,-11.7969963002992,5.92255940705806e-06,4.91835007311255e-05,3.8387919985965,"PLCG2_HUMAN",58,13.611892105948,1.30962256613376e-06,1.3544550441646e-05,0.341454742999998,"Non-significant",4.86823540509759,"PLCG2","PLCG2_HUMAN",-0.341454742999998
0.457705736000001,8.74754965325,12.6300918946182,3.70486321798485e-06,3.48530045361544e-05,4.36537654219951,"ZY11B_HUMAN",31,-13.6044239167141,1.31490243472518e-06,1.35824909586992e-05,-0.457705736000001,"Non-significant",4.86702057538597,"ZYG11B","ZY11B_HUMAN",0.457705736000001
0.24038839,13.5395846375,11.1973287103369,8.46188827629178e-06,6.40837882128153e-05,3.43812062715038,"ANM5_HUMAN",35,-13.5895466585718,1.32549201262096e-06,1.36751189404922e-05,-0.24038839,"Non-significant",4.86406888766548,"PRMT5","ANM5_HUMAN",0.24038839
-1.23649931,16.1792604925,-16.581418226472,5.5799510039345e-07,9.01023122838388e-06,6.48501895885334,"TAGL3_HUMAN",4,13.5788909953421,1.33313574065833e-06,1.37371652298399e-05,1.23649931,"Up in D8C",4.86210287805196,"TAGLN3","TAGL3_HUMAN",-1.23649931
-0.499376054999999,10.6510928875,-12.9186453705917,3.17018870829575e-06,3.11803041099473e-05,4.54024697800002,"FNBP1_HUMAN",23,13.5631743783045,1.34450071437338e-06,1.38373583900527e-05,0.499376054999999,"Non-significant",4.85894681061066,"FNBP1","FNBP1_HUMAN",-0.499376054999999
-0.494845864999998,11.2775921825,-12.4242477627104,4.14893452772251e-06,3.74425793727762e-05,4.23833366530574,"SHRM3_HUMAN",61,13.5541611815195,1.3510675551245e-06,1.38877327765056e-05,0.494845864999998,"Non-significant",4.8573686486484,"SHROOM3","SHRM3_HUMAN",-0.494845864999998
-0.380050899999997,14.49111712,-12.6044881064223,3.75705045599935e-06,3.50699648877281e-05,4.34968000863498,"CRK_HUMAN",25,13.5519411819266,1.35269054567696e-06,1.38877327765056e-05,0.380050899999997,"Non-significant",4.8573686486484,"CRK","CRK_HUMAN",-0.380050899999997
-3.700964448,8.33470463625,-14.1288933723501,1.70489701148529e-06,2.0070638142192e-05,5.23570251942711,"CRCT1_HUMAN",1,13.5438728706894,1.35860762952327e-06,1.39315130282867e-05,3.700964448,"Up in D8C",4.85600171457729,"CRCT1","CRCT1_HUMAN",-3.700964448
-0.434623717000003,9.8657994265,-13.8886354064785,1.92050499818464e-06,2.18460683261786e-05,5.10226030571226,"DCNL3_HUMAN",15,13.5126524563237,1.38178020635995e-06,1.41357698229765e-05,0.434623717000003,"Non-significant",4.84968053519237,"DCUN1D3","DCNL3_HUMAN",-0.434623717000003
0.338486197500007,16.01082301125,11.6329730026015,6.51882402829886e-06,5.27830621849482e-05,3.73108376053067,"SND1_HUMAN",74,-13.5125180460639,1.38188092705335e-06,1.41357698229765e-05,-0.338486197500007,"Non-significant",4.84968053519237,"SND1","SND1_HUMAN",0.338486197500007
0.742560744,8.2728753685,15.8189662501413,7.75718079914014e-07,1.12610638016673e-05,6.11701303481212,"KMCP1_HUMAN",8,-13.5016931720759,1.39001980169655e-06,1.42017901921215e-05,-0.742560744,"Up in D3B",4.84765690762003,"SLC25A30","KMCP1_HUMAN",0.742560744
-0.489155527499999,10.85655796625,-12.6059672082065,3.7540130708383e-06,3.50699648877281e-05,4.35058758944652,"FAKD2_HUMAN",31,13.4972965161833,1.39334091821843e-06,1.42184874087931e-05,0.489155527499999,"Non-significant",4.84714660226694,"FASTKD2","FAKD2_HUMAN",-0.489155527499999
-0.923972128750002,9.466830729875,-15.2831484354404,9.86797651762718e-07,1.32870885091181e-05,5.84788397618858,"MXRA7_HUMAN",7,13.4926810812916,1.39683691681835e-06,1.42369266890712e-05,0.923972128750002,"Up in D8C",4.84658375129114,"MXRA7","MXRA7_HUMAN",-0.923972128750002
0.457693812500001,11.12492930875,12.4462472700908,4.09870305971607e-06,3.71084512248622e-05,4.25200454959481,"VLDLR_HUMAN",35,-13.4749488244966,1.41036058822758e-06,1.43329124698586e-05,-0.457693812500001,"Non-significant",4.84366555132855,"VLDLR","VLDLR_HUMAN",0.457693812500001
-0.954667091250002,8.646563053125,-13.0635849311335,2.93503188267348e-06,2.96280044779099e-05,4.62670636207988,"F1711_HUMAN",20,13.4743597718014,1.41081235966628e-06,1.43329124698586e-05,0.954667091250002,"Up in D8C",4.84366555132855,"FAM171A1","F1711_HUMAN",-0.954667091250002
0.301861762500002,15.29422926875,11.2551201101288,8.16977166055688e-06,6.23194618342389e-05,3.47757557994571,"COPA_HUMAN",90,-13.4736515824022,1.41135571835125e-06,1.43329124698586e-05,-0.301861762500002,"Non-significant",4.84366555132855,"COPA","COPA_HUMAN",0.301861762500002
1.32540154475,9.154268860875,13.1568220309933,2.79423161494319e-06,2.85832260708206e-05,4.68184860577809,"P5CR1_HUMAN",15,-13.4692414876349,1.41474467642175e-06,1.43500395638495e-05,-1.32540154475,"Up in D3B",4.84314690155453,"PYCR1","P5CR1_HUMAN",1.32540154475
0.681757927500003,10.37334608875,14.6936039939407,1.29813620796338e-06,1.60911619072401e-05,5.54099167291211,"GCH1_HUMAN",10,-13.4665881408699,1.41678807040556e-06,1.43534935642409e-05,-0.681757927500003,"Up in D3B",4.84304238108933,"GCH1","GCH1_HUMAN",0.681757927500003
0.759487147500002,14.68560266375,12.9208462641095,3.1664617239028e-06,3.11800302228699e-05,4.54156665397296,"RL4_HUMAN",25,-13.4514989126212,1.42847199558213e-06,1.44411470511717e-05,-0.759487147500002,"Up in D3B",4.84039830966045,"RPL4","RL4_HUMAN",0.759487147500002
-0.4331469525,13.14421033625,-12.8689214509833,3.25573159206521e-06,3.1506959345026e-05,4.51037570002957,"MIRO2_HUMAN",21,13.4509917193055,1.42886660821891e-06,1.44411470511717e-05,0.4331469525,"Non-significant",4.84039830966045,"RHOT2","MIRO2_HUMAN",-0.4331469525
-0.242866989999998,10.6073899275,-10.6092107704371,1.22153356885018e-05,8.55174954471612e-05,3.02578742538185,"RGPA2_HUMAN",67,13.4336872667098,1.44240389010907e-06,1.45605058559633e-05,0.242866989999998,"Non-significant",4.83682353665504,"RALGAPA2","RGPA2_HUMAN",-0.242866989999998
0.479157445000002,12.4309568375,12.5831874315139,3.80110260259587e-06,3.54419179615936e-05,4.3365988210973,"SSRP1_HUMAN",28,-13.4132684729759,1.45856372734984e-06,1.47060211218083e-05,-0.479157445000002,"Non-significant",4.83250481459995,"SSRP1","SSRP1_HUMAN",0.479157445000002
0.505138635000002,13.9072672125,15.3648294669666,9.50762091957399e-07,1.29466456754587e-05,5.8894973316119,"SAT2_HUMAN",11,-13.4051436488687,1.46505052465579e-06,1.47537764304942e-05,-0.505138635000002,"Up in D3B",4.83109680185489,"SAT2","SAT2_HUMAN",0.505138635000002
-0.40283775,16.09886837,-12.7102729655731,3.54667546807673e-06,3.36654589193905e-05,4.4143403523362,"GBB2_HUMAN",22,13.3985771402377,1.47031692961341e-06,1.47765735997634e-05,0.40283775,"Non-significant",4.83042625871718,"GNB2","GBB2_HUMAN",-0.40283775
-0.298048735,11.5559123775,-11.3364139525369,7.77798874868895e-06,6.02258135592269e-05,3.53276539873068,"RAI14_HUMAN",54,13.397950753,1.47082041169789e-06,1.47765735997634e-05,0.298048735,"Non-significant",4.83042625871718,"RAI14","RAI14_HUMAN",-0.298048735
0.897473573749998,9.052127957375,13.852686399524,1.95535547899772e-06,2.21528109307416e-05,5.08210475848663,"CBG_HUMAN",10,-13.3914724156446,1.47603902548427e-06,1.48113487450083e-05,-0.897473573749998,"Up in D3B",4.82940539213078,"SERPINA6","CBG_HUMAN",0.897473573749998
-0.232909202499997,15.25934123875,-10.8085601052356,1.07644405148273e-05,7.68836521622958e-05,3.16780877218452,"LKHA4_HUMAN",40,13.3877822000187,1.47902099659422e-06,1.48236242334039e-05,0.232909202499997,"Non-significant",4.82904560255502,"LTA4H","LKHA4_HUMAN",-0.232909202499997
-0.266340020000001,13.247142195,-11.2582307468227,8.15437534861925e-06,6.227733968086e-05,3.4796940294119,"DLG1_HUMAN",38,13.3598843256531,1.50178545939023e-06,1.50339069325418e-05,0.266340020000001,"Non-significant",4.82292814258325,"DLG1","DLG1_HUMAN",-0.266340020000001
-0.273950097499998,12.17322087375,-11.3314255989829,7.80140702964816e-06,6.03284952778939e-05,3.52938922722264,"SYTM_HUMAN",38,13.3540126658773,1.50662681904348e-06,1.50524076438026e-05,0.273950097499998,"Non-significant",4.82239402878847,"TARS2","SYTM_HUMAN",-0.273950097499998
-0.7972035425,10.67717504375,-13.0508394935158,2.95489733394703e-06,2.97617487541086e-05,4.61913970203188,"UD3A1_HUMAN",17,13.3533127033203,1.50720513125749e-06,1.50524076438026e-05,0.7972035425,"Up in D8C",4.82239402878847,"UGT3A1","UD3A1_HUMAN",-0.7972035425
0.602858305000003,14.3720191725,12.9592473330341,3.10222670845199e-06,3.07269905118001e-05,4.56455839036922,"ZA2G_HUMAN",19,-13.3448931279454,1.5141810543199e-06,1.51041800081212e-05,-0.602858305000003,"Up in D3B",4.82090284719405,"AZGP1","ZA2G_HUMAN",0.602858305000003
-1.139598368,9.752769946,-13.0022839681831,3.03198741778029e-06,3.03883732990131e-05,4.59024964847364,"NCK2_HUMAN",16,13.3195284143847,1.53541747938159e-06,1.52979124511908e-05,1.139598368,"Up in D8C",4.81536782884146,"NCK2","NCK2_HUMAN",-1.139598368
-0.249578714999998,13.772203325,-10.9534713860088,9.83197490512205e-06,7.1876597116456e-05,3.26957714798912,"THOP1_HUMAN",41,13.2992916718327,1.55260133606113e-06,1.54508579240369e-05,0.249578714999998,"Non-significant",4.81104740094266,"THOP1","THOP1_HUMAN",-0.249578714999998
0.40822983,14.8660233025,12.619900843405,3.7255361450945e-06,3.49259263266321e-05,4.35913242879096,"CALU_HUMAN",22,-13.2905060231303,1.56012896003005e-06,1.55074610897326e-05,-0.40822983,"Non-significant",4.80945929986383,"CALU","CALU_HUMAN",0.40822983
-1.3741711375,8.17214494925,-13.3463955776887,2.53094175922494e-06,2.66842907968514e-05,4.79283935516801,"LRRC1_HUMAN",9,13.2762267967431,1.57245141457937e-06,1.56115347155354e-05,1.3741711375,"Up in D8C",4.80655440086291,"LRRC1","LRRC1_HUMAN",-1.3741711375
-0.316929099999999,10.91882813,-11.9649259199475,5.37528853219239e-06,4.54902681102908e-05,3.94764812544417,"FCHO2_HUMAN",28,13.2723948453544,1.57577688344604e-06,1.56261451183137e-05,0.316929099999999,"Non-significant",4.806148146762,"FCHO2","FCHO2_HUMAN",-0.316929099999999
0.509652852000002,10.205552934,13.9634851501272,1.85018070225925e-06,2.12037633302663e-05,5.14406736921751,"SGK2_HUMAN",13,-13.2651279530458,1.58210506684847e-06,1.56556775341631e-05,-0.509652852000002,"Up in D3B",4.80532813258357,"SGK2","SGK2_HUMAN",0.509652852000002
-0.172882795000001,11.271016715,-8.97043601358543,3.77139195151504e-05,0.00020722987457184,1.75981345726765,"MTOR_HUMAN",113,13.2647102077247,1.58246971872191e-06,1.56556775341631e-05,0.172882795000001,"Non-significant",4.80532813258357,"MTOR","MTOR_HUMAN",-0.172882795000001
0.297967437500002,15.04348492625,13.4855112547935,2.35560172933981e-06,2.522918294359e-05,4.87334479278344,"HOGA1_HUMAN",17,-13.2566365090885,1.58953592013486e-06,1.57071492037711e-05,-0.297967437500002,"Non-significant",4.80390263083645,"HOGA1","HOGA1_HUMAN",0.297967437500002
0.636245249999995,15.69554305,13.3351942671296,2.54569212660241e-06,2.66886056407111e-05,4.78632275103494,"MANF_HUMAN",14,-13.2530938682183,1.59264769835903e-06,1.57194700813445e-05,-0.636245249999995,"Up in D3B",4.80356209854006,"MANF","MANF_HUMAN",0.636245249999995
-0.361379384999999,15.171675325,-11.6806753660622,6.33867553937106e-06,5.19062888413767e-05,3.76255118374437,"PYGB_HUMAN",55,13.2426334319758,1.60187603854224e-06,1.57920621390322e-05,0.361379384999999,"Non-significant",4.80156115579743,"PYGB","PYGB_HUMAN",-0.361379384999999
0.995055437999998,10.1210948235,12.8214825377116,3.33979129771822e-06,3.20820178785413e-05,4.48177606155723,"HSP76_HUMAN",21,-13.2386022007631,1.60544851422723e-06,1.58087915028287e-05,-0.995055437999998,"Up in D3B",4.80110132827862,"HSPA6","HSP76_HUMAN",0.995055437999998
-0.310403345000001,13.6724483975,-11.187741076451,8.51148580178318e-06,6.42285710145304e-05,3.43155714951382,"CING_HUMAN",87,13.2315867202589,1.61168705243015e-06,1.58517038097243e-05,0.310403345000001,"Non-significant",4.79992405108703,"CGN","CING_HUMAN",-0.310403345000001
-0.455980297499998,11.81678462125,-12.6181067997341,3.72918895408339e-06,3.49259263266321e-05,4.35803272090705,"NPC1_HUMAN",22,13.2281275644547,1.61477316679254e-06,1.586354664673e-05,0.455980297499998,"Non-significant",4.79959971002545,"NPC1","NPC1_HUMAN",-0.455980297499998
-0.70012903025,10.172161339875,-13.0883144944875,2.89691817483252e-06,2.93736151863832e-05,4.64136791922064,"GFRA1_HUMAN",15,13.2079615651406,1.63289750164245e-06,1.60229255428919e-05,0.70012903025,"Up in D8C",4.79525818543429,"GFRA1","GFRA1_HUMAN",-0.70012903025
-0.368585107499996,15.40934896375,-13.4751098619172,2.36822387747357e-06,2.53321815523157e-05,4.86735280995878,"CAZA2_HUMAN",16,13.1951389521025,1.6445410655297e-06,1.6118414699244e-05,0.368585107499996,"Non-significant",4.79267767476585,"CAPZA2","CAZA2_HUMAN",-0.368585107499996
0.439753057499999,12.69264364125,12.2841701447897,4.48563699659314e-06,3.98812949565245e-05,4.15075527346711,"GLPK_HUMAN",29,-13.1896408604481,1.6495622297844e-06,1.61488502146954e-05,-0.439753057499999,"Non-significant",4.79185839365419,"GK","GLPK_HUMAN",0.439753057499999
2.05167007425,7.414540052375,12.9413768631265,3.13193366745197e-06,3.09324123636339e-05,4.55386683546449,"NCAM1_HUMAN",10,-13.1780198510347,1.66023211488487e-06,1.62344506918383e-05,-2.05167007425,"Up in D3B",4.78956240155842,"NCAM1","NCAM1_HUMAN",2.05167007425
0.257158042500002,11.13779890375,10.7319671926556,1.12974914698712e-05,7.98880499996175e-05,3.11352223782293,"WDR11_HUMAN",57,-13.1655908694418,1.6717299712029e-06,1.63279396607987e-05,-0.257158042500002,"Non-significant",4.78706861320567,"WDR11","WDR11_HUMAN",0.257158042500002
0.446646214999998,18.0459172725,12.0148400230661,5.22384456368062e-06,4.45215225755955e-05,3.97973218790898,"PDIA3_HUMAN",49,-13.1574691334095,1.6792917132811e-06,1.63828123278315e-05,-0.446646214999998,"Non-significant",4.78561154374657,"PDIA3","PDIA3_HUMAN",0.446646214999998
-0.373591897499999,10.68424725625,-14.2299901994635,1.62249177943103e-06,1.93163604644409e-05,5.29120624438307,"ATX3_HUMAN",14,13.1456328274655,1.690380996926e-06,1.64719322810281e-05,0.373591897499999,"Non-significant",4.78325545184633,"ATXN3","ATX3_HUMAN",-0.373591897499999
-0.790205955000001,17.2779970175,-12.8329403428358,3.31926534134431e-06,3.20115418331707e-05,4.48869273631442,"LASP1_HUMAN",17,13.131674487214,1.70356452562962e-06,1.65812302384896e-05,0.790205955000001,"Up in D8C",4.78038325026546,"LASP1","LASP1_HUMAN",-0.790205955000001
0.878091335000002,11.111818315,13.5743468985149,2.25085482221696e-06,2.44175743841271e-05,4.92434315732462,"S22A9_HUMAN",10,-13.1200083036423,1.71467202637843e-06,1.66636646884362e-05,-0.878091335000002,"Up in D3B",4.77822948198416,"SLC22A9","S22A9_HUMAN",0.878091335000002
-0.329224824999999,11.27436316,-12.1487512581957,4.84087767573338e-06,4.19360307592566e-05,4.06520383719791,"IFIT2_HUMAN",24,13.1186320179429,1.71598777429857e-06,1.66636646884362e-05,0.329224824999999,"Non-significant",4.77822948198416,"IFIT2","IFIT2_HUMAN",-0.329224824999999
-0.573014975000003,10.018754125,-13.5360453891695,2.29535442126875e-06,2.47727815837059e-05,4.90239409760692,"ERAL1_HUMAN",13,13.111772712557,1.72256234607734e-06,1.67004870845756e-05,0.573014975000003,"Up in D8C",4.77727086208245,"ERAL1","ERAL1_HUMAN",-0.573014975000003
-0.402996779999993,13.1614013925,-12.4494212044992,4.09151309096388e-06,3.70958471337347e-05,4.25397503181522,"PAI1_HUMAN",22,13.1105447885729,1.7237422901389e-06,1.67004870845756e-05,0.402996779999993,"Non-significant",4.77727086208245,"SERPINE1","PAI1_HUMAN",-0.402996779999993
