"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D8B_vs_D8BM","Diff_Abund","negLog10_sca_adjPval","Genes","Protein.Names","D8BM_vs_D8B"
-0.311928272500001,10.98544597625,-9.66747276085343,2.35356130172497e-05,0.00734746970823695,3.36766224275454,"LIMC1_HUMAN",55,11.4362309508627,5.16461175481043e-06,0.00229118486743669,0.311928272500001,"Non-significant",2.63993986774272,"LIMCH1","LIMC1_HUMAN",-0.311928272500001
-0.150931117500001,15.07116234375,-6.96624585412757,0.000199298052615549,0.032095795515773,1.20872122614053,"MVP_HUMAN",61,10.9151682505747,7.19810118852058e-06,0.0029329235460068,0.150931117500001,"Non-significant",2.53269925784459,"MVP","MVP_HUMAN",-0.150931117500001
0.428540702500005,12.69655418375,10.7496327563256,1.15265176004387e-05,0.00462652461209988,4.05854317749224,"TNR6_HUMAN",17,-10.8278720982963,7.62034807712202e-06,0.0029329235460068,-0.428540702500005,"Non-significant",2.53269925784459,"FAS","TNR6_HUMAN",0.428540702500005
-0.459236383249999,9.089338898875,-10.2605820114842,1.5783664101047e-05,0.00573137893340084,3.75665960072834,"BICC1_HUMAN",24,10.8152548493502,7.68365312358208e-06,0.0029329235460068,0.459236383249999,"Non-significant",2.53269925784459,"BICC1","BICC1_HUMAN",-0.459236383249999
-2.88899612425,7.831642866125,-11.3296129403633,8.06957374567781e-06,0.00365111442308738,4.39618697982834,"IL8_HUMAN",1,10.7533426419767,8.00299460886896e-06,0.0029329235460068,2.88899612425,"Up in D8BM",2.53269925784459,"CXCL8","IL8_HUMAN",-2.88899612425
0.277623654999999,11.82582426,10.1480987528835,1.69989884132188e-05,0.00573137893340084,3.68487120129621,"ALDR_HUMAN",20,-10.6773490603737,8.41557968167207e-06,0.00295562171403391,-0.277623654999999,"Non-significant",2.529351151475,"AKR1B1","ALDR_HUMAN",0.277623654999999
0.262471197499998,14.32775855125,9.33882545557864,2.96435656996014e-05,0.00892377197435499,3.14052612250141,"APOA5_HUMAN",27,-10.5845143040103,8.95245447775706e-06,0.00301840955172057,-0.262471197499998,"Non-significant",2.52022183348524,"APOA5","APOA5_HUMAN",0.262471197499998
0.470508574999997,16.809294225,10.1548082041818,1.69235955690436e-05,0.00573137893340084,3.68917869267142,"STOM_HUMAN",18,-10.3629800363768,1.03965398367986e-05,0.00326971984644411,-0.470508574999997,"Non-significant",2.48548945662278,"STOM","STOM_HUMAN",0.470508574999997
-0.164035795000002,14.0743720525,-6.93055798410256,0.000205869949593982,0.032095795515773,1.1751414147124,"TB182_HUMAN",96,10.3521398407931,1.04736547459949e-05,0.00326971984644411,0.164035795000002,"Non-significant",2.48548945662278,"TNKS1BP1","TB182_HUMAN",-0.164035795000002
0.379917859999999,13.5018154375,13.4422223999536,2.50080622658309e-06,0.00162148428337453,5.46478733983542,"BAX_HUMAN",10,-9.82262295606506,1.51561721642668e-05,0.0044443736660374,-0.379917859999999,"Non-significant",2.35218943436755,"BAX","BAX_HUMAN",0.379917859999999
0.254675867499998,12.87287879125,8.21969731200187,6.87893074911538e-05,0.0170536786130275,2.29817802239591,"HS74L_HUMAN",51,-9.81023998184589,1.52908810434315e-05,0.0044443736660374,-0.254675867499998,"Non-significant",2.35218943436755,"HSPA4L","HS74L_HUMAN",0.254675867499998
-0.232280015000004,13.128228545,-7.72127107370651,0.000103258503576938,0.0217591481662504,1.8850499060057,"TENS1_HUMAN",81,9.58498005049956,1.79923272971162e-05,0.00505524422624643,0.232280015000004,"Non-significant",2.29625785816417,"TNS1","TENS1_HUMAN",-0.232280015000004
-0.184043169999995,10.8921631575,-7.37750111687397,0.000138378388101777,0.0263417911387845,1.58499752897561,"SH319_HUMAN",41,9.46721055850257,1.96155951132359e-05,0.0053335435874021,0.184043169999995,"Non-significant",2.27298415136711,"SH3D19","SH319_HUMAN",-0.184043169999995
0.3710649,10.723909975,8.77023023499651,4.49492536990368e-05,0.0126292419809727,2.7264932680704,"BCAM_HUMAN",27,-9.37443105325522,2.10106733142277e-05,0.00538050997967298,-0.3710649,"Non-significant",2.26917655874602,"BCAM","BCAM_HUMAN",0.3710649
-0.276773930000003,11.9013001925,-8.59041577614168,5.15204924618403e-05,0.0140085880955114,2.58968313065816,"ATTY_HUMAN",25,9.37095963253655,2.10649933953267e-05,0.00538050997967298,0.276773930000003,"Non-significant",2.26917655874602,"TAT","ATTY_HUMAN",-0.276773930000003
0.843829869999999,11.44063127,9.15328746617176,3.38734662123903e-05,0.00984549816221509,3.00843584886673,"GDF15_HUMAN",12,-9.15208349388491,2.48309932146389e-05,0.00615589534724092,-0.843829869999999,"Up in D8B",2.21070877196306,"GDF15","GDF15_HUMAN",0.843829869999999
-0.361813069000002,9.7692224985,-10.9236210840795,1.03388064203751e-05,0.00435728996586707,4.16207948814722,"MTAP2_HUMAN",11,9.05575971095436,2.67235545192174e-05,0.00643579545835668,0.361813069000002,"Non-significant",2.19139776704638,"MAP2","MTAP2_HUMAN",-0.361813069000002
0.26292324075,9.289180993875,7.83061607095986,9.42852040628711e-05,0.0203776919242549,1.9778496670366,"RIR1_HUMAN",29,-8.67406118131862,3.59917161887746e-05,0.00842706043764392,-0.26292324075,"Non-significant",2.07432389137114,"RRM1","RIR1_HUMAN",0.26292324075
0.413333889999999,15.6803143025,8.23453052406319,6.7984169563789e-05,0.0170536786130275,2.31009310254059,"ANX13_HUMAN",22,-8.57552145869143,3.89369439086647e-05,0.00887025676232797,-0.413333889999999,"Non-significant",2.05206380870849,"ANXA13","ANX13_HUMAN",0.413333889999999
0.297626729999999,13.57363832,7.42544527499365,0.000132756259509484,0.0263417911387845,1.62761661926307,"SYNE1_HUMAN",131,-8.46382648836241,4.2606932532578e-05,0.00911296343473714,-0.297626729999999,"Non-significant",2.04034037230565,"SYNE1","SYNE1_HUMAN",0.297626729999999
-0.428980109999998,9.9532359825,-8.26791234800532,6.62107865547626e-05,0.0170536786130275,2.33682978301963,"TRAF1_HUMAN",18,8.44501739668037,4.32623320431424e-05,0.00911296343473714,0.428980109999998,"Non-significant",2.04034037230565,"TRAF1","TRAF1_HUMAN",-0.428980109999998
0.281594997499997,11.68838512875,7.89358468943483,8.95179896597828e-05,0.0198565035484818,2.03072796941781,"PEG10_HUMAN",23,-8.40968467514442,4.45242811324443e-05,0.00911296343473714,-0.281594997499997,"Non-significant",2.04034037230565,"PEG10","PEG10_HUMAN",0.281594997499997
-0.312294242500002,15.69158589875,-7.93849166798064,8.62839646321232e-05,0.0197748992109158,2.06819068750108,"GBP1_HUMAN",23,8.39791242341067,4.49538648783685e-05,0.00911296343473714,0.312294242500002,"Non-significant",2.04034037230565,"GBP1","GBP1_HUMAN",-0.312294242500002
-0.410922052749999,10.095349073625,-8.14243813486972,7.31606241453579e-05,0.0176191685977492,2.23577112151677,"LX15B_HUMAN",19,8.36614658464386,4.613640723638e-05,0.00911296343473714,0.410922052749999,"Non-significant",2.04034037230565,"ALOX15B","LX15B_HUMAN",-0.410922052749999
-0.169969560000004,12.0017805075,-6.74512489933579,0.000244182865775898,0.0332206745290208,0.998198528336984,"PININ_HUMAN",35,8.35684634169358,4.64891953605051e-05,0.00911296343473714,0.169969560000004,"Non-significant",2.04034037230565,"PNN","PININ_HUMAN",-0.169969560000004
0.205880644999999,14.553162575,6.73940969580487,0.000245484636781642,0.0332206745290208,0.992678603756398,"DDB1_HUMAN",66,-8.22375971679806,5.18835439718335e-05,0.00993923618496784,-0.205880644999999,"Non-significant",2.00264698918412,"DDB1","DDB1_HUMAN",0.205880644999999
-0.281534910000001,15.227651715,-7.3497558021737,0.000141753940123777,0.0263417911387845,1.56021725924022,"PLOD2_HUMAN",41,8.18866008247915,5.34207249606395e-05,0.0100062953487384,0.281534910000001,"Non-significant",1.99972668250055,"PLOD2","PLOD2_HUMAN",-0.281534910000001
-0.168614390000002,13.6933734425,-6.34026253925931,0.000358977921023582,0.0405763276845993,0.597049679820345,"PLAK2_HUMAN",53,8.1343832309563,5.58992590555017e-05,0.0100901880032893,0.168614390000002,"Non-significant",1.99610074178782,"PALM2AKAP2","PLAK2_HUMAN",-0.168614390000002
-0.203763482000001,9.970811604,-6.55925429003472,0.000290793647043113,0.0360455831018588,0.816604842521045,"BIRC6_HUMAN",119,8.12665007591491,5.62627638100128e-05,0.0100901880032893,0.203763482000001,"Non-significant",1.99610074178782,"BIRC6","BIRC6_HUMAN",-0.203763482000001
0.130470752500001,14.53943896375,5.35382005496404,0.000994591130561808,0.0630331476654548,-0.472195197888209,"EPIPL_HUMAN",173,-7.9795103592161,6.37094942982799e-05,0.0111707333904712,-0.130470752500001,"Non-significant",1.95191831327839,"EPPK1","EPIPL_HUMAN",0.130470752500001
0.276318552500001,14.65135479125,7.49731156211421,0.000124803549631972,0.0256577834109242,1.69102659526637,"GLNA_HUMAN",22,-7.91727187512233,6.71865829963191e-05,0.0111707333904712,-0.276318552500001,"Non-significant",1.95191831327839,"GLUL","GLNA_HUMAN",0.276318552500001
-0.180977340000002,19.0327909,-6.67033532466598,0.000261849005717802,0.0336757100758819,0.925646221446958,"LDHA_HUMAN",32,7.89137602483662,6.86954922220662e-05,0.0111707333904712,0.180977340000002,"Non-significant",1.95191831327839,"LDHA","LDHA_HUMAN",-0.180977340000002
0.228684664999999,10.805096985,7.31551083972534,0.000146048576996186,0.0263417911387845,1.52951340806551,"QSOX1_HUMAN",23,-7.89004818159887,6.87738797558926e-05,0.0111707333904712,-0.228684664999999,"Non-significant",1.95191831327839,"QSOX1","QSOX1_HUMAN",0.228684664999999
-0.227656842499995,13.12239956875,-6.74857150429182,0.000243401563426972,0.0332206745290208,1.00152543150644,"DPYD_HUMAN",57,7.88767476611123,6.89142408713375e-05,0.0111707333904712,0.227656842499995,"Non-significant",1.95191831327839,"DPYD","DPYD_HUMAN",-0.227656842499995
-0.165235280999999,9.654549241,-5.96895000081121,0.000519520787568814,0.0465855395576333,0.210397382773573,"HELZ2_HUMAN",100,7.82774806892174,7.25667288368528e-05,0.0115408482521855,0.165235280999999,"Non-significant",1.93776226936879,"HELZ2","HELZ2_HUMAN",-0.165235280999999
-0.115147115000001,13.8011171825,-4.85300882773686,0.00175114504545036,0.0796173179926268,-1.06890536190539,"MACF1_HUMAN",301,7.50076281749976,9.67392977215458e-05,0.014805288292537,0.115147115000001,"Non-significant",1.82958313149393,"MACF1","MACF1_HUMAN",-0.115147115000001
0.132770300000001,15.1907705075,5.57733305436451,0.000781161302968314,0.0577579703747361,-0.217908721969498,"ES8L2_HUMAN",44,-7.46962928273041,9.94755561655445e-05,0.014805288292537,-0.132770300000001,"Non-significant",1.82958313149393,"EPS8L2","ES8L2_HUMAN",0.132770300000001
-0.208851577500003,14.23398625875,-6.84661426384348,0.000222308766529561,0.0326448369892015,1.09555606934279,"AACT_HUMAN",24,7.46784534283194,9.96349436949363e-05,0.014805288292537,0.208851577500003,"Non-significant",1.82958313149393,"SERPINA3","AACT_HUMAN",-0.208851577500003
0.193814752499998,14.89588880625,7.08274358390608,0.000179429890361978,0.0307018797226433,1.31729088974995,"VNN1_HUMAN",20,-7.45202321424737,0.000101061145724195,0.014805288292537,-0.193814752499998,"Non-significant",1.82958313149393,"VNN1","VNN1_HUMAN",0.193814752499998
-0.200317619999996,13.2926653625,-6.24234491847173,0.000395118573272298,0.0416306806764025,0.496870243578443,"DDX60_HUMAN",60,7.43552683965042,0.000102572469681776,0.014805288292537,0.200317619999996,"Non-significant",1.82958313149393,"DDX60","DDX60_HUMAN",-0.200317619999996
0.209059002500002,11.06612455875,6.68531103601554,0.000258199850308718,0.0336757100758819,0.940229266318016,"ITB3_HUMAN",27,-7.42002619778019,0.000104015621146395,0.014805288292537,-0.209059002500002,"Non-significant",1.82958313149393,"ITGB3","ITB3_HUMAN",0.209059002500002
1.82110858,8.04835069175,7.93114328713345,8.68040420932358e-05,0.0197748992109158,2.06207451816205,"HBEAG_HBVD3",1,-7.40550477734048,0.00010538821895269,0.014805288292537,-1.82110858,"Up in D8B",1.82958313149393,"C","HBEAG_HBVD3",1.82110858
0.340675354250001,9.731349468125,6.66139025731041,0.000264056224312139,0.0336757100758819,0.916922425259799,"FLNC_HUMAN",88,-7.24522619809343,0.000121961390796871,0.0168526649676529,-0.340675354250001,"Non-significant",1.77333141293917,"FLNC","FLNC_HUMAN",0.340675354250001
0.305150509000001,9.81524038325,6.85171664956858,0.000221268547012246,0.0326448369892015,1.10041772050179,"CNTN1_HUMAN",24,-7.22417232068146,0.00012434709288862,0.0169051878380351,-0.305150509000001,"Non-significant",1.77197999930999,"CNTN1","CNTN1_HUMAN",0.305150509000001
-0.154530759999998,11.5357574225,-5.58054234691774,0.000778493550526638,0.0577579703747361,-0.214310387917918,"PARP4_HUMAN",68,7.15629181326304,0.000132401047020223,0.0174644720422547,0.154530759999998,"Non-significant",1.75784453871807,"PARP4","PARP4_HUMAN",-0.154530759999998
0.12252307,13.7467461825,5.65100741945475,0.0007224011413519,0.0564602638882502,-0.135676032356329,"2ABA_HUMAN",29,-7.15463448218457,0.00013260484170178,0.0174644720422547,-0.12252307,"Non-significant",1.75784453871807,"PPP2R2A","2ABA_HUMAN",0.12252307
-1.84480428725,7.340089321125,-6.9292204554834,0.00020612094057048,0.032095795515773,1.17387994618783,"SMC5_HUMAN",24,7.10839506514656,0.000138434346246813,0.0179517400694521,1.84480428725,"Up in D8BM",1.7458934487049,"SMC5","SMC5_HUMAN",-1.84480428725
-0.231820585000001,11.72498703,-6.24519700112613,0.000394010037937875,0.0416306806764025,0.499806036019264,"M3K20_HUMAN",36,6.93916492225835,0.000162342955140776,0.0207331631648728,0.231820585000001,"Non-significant",1.68333443450762,"MAP3K20","M3K20_HUMAN",-0.231820585000001
-0.153092384999997,12.962826015,-5.50413447132637,0.000844858192782125,0.058828447810447,-0.300384477103941,"INF2_HUMAN",54,6.90832990401471,0.000167177884417874,0.0210319759366905,0.153092384999997,"Non-significant",1.67711992379065,"INF2","INF2_HUMAN",-0.153092384999997
-0.157897472500002,12.57340741375,-5.74550125236048,0.00065411887043851,0.0525838267014272,-0.0313390413019556,"STAU1_HUMAN",33,6.80490355315364,0.00018460632002379,0.0226984706142058,0.157897472500002,"Non-significant",1.64400340387239,"STAU1","STAU1_HUMAN",-0.157897472500002
-0.2303938875,11.42392873875,-6.14177533362687,0.000436529210403308,0.0438036275534462,0.392658498287227,"VLDLR_HUMAN",35,6.79816509455287,0.000185810235185692,0.0226984706142058,0.2303938875,"Non-significant",1.64400340387239,"VLDLR","VLDLR_HUMAN",-0.2303938875
-0.180335045,11.43145895,-5.98352541435259,0.000511880181483003,0.0463939575238735,0.225925497211014,"IFIT1_HUMAN",29,6.76627094186385,0.000191628578501973,0.023074818402759,0.180335045,"Non-significant",1.63686170815644,"IFIT1","IFIT1_HUMAN",-0.180335045
-0.244616272500002,15.26282560625,-7.18088599527297,0.000164408549163258,0.0288708262686896,1.40752690322694,"DHRS6_HUMAN",14,6.73508851490633,0.000197514053719369,0.0233398385806431,0.244616272500002,"Non-significant",1.63190215188013,"BDH2","DHRS6_HUMAN",-0.244616272500002
0.308147668750001,9.592954278125,6.6468856216351,0.00026767974553139,0.0336757100758819,0.902755450359549,"SESN1_HUMAN",17,-6.72548269454099,0.000199367466817689,0.0233398385806431,-0.308147668750001,"Non-significant",1.63190215188013,"SESN1","SESN1_HUMAN",0.308147668750001
0.152863025000002,12.641299485,5.19336265119963,0.00118776084921419,0.065754211121238,-0.659276281407066,"FAT1_HUMAN",154,-6.64892916124679,0.000214850555879648,0.02480788130835,-0.152863025000002,"Non-significant",1.60541032461868,"FAT1","FAT1_HUMAN",0.152863025000002
0.288002012499998,18.56698799125,7.3090002799749,0.000146881502375474,0.0263417911387845,1.52366120601574,"ACTA_HUMAN",12,-6.62377847038301,0.000220226125525479,0.0248629550504649,-0.288002012499998,"Non-significant",1.60444725518586,"ACTA2","ACTA_HUMAN",0.288002012499998
0.146526097499999,14.29556381625,5.9356244872111,0.000537473374800932,0.0476880323810216,0.174783986462949,"KCC2B_HUMAN",23,-6.61917163088615,0.000221226910521398,0.0248629550504649,-0.146526097499999,"Non-significant",1.60444725518586,"CAMK2B","KCC2B_HUMAN",0.146526097499999
-0.100469350000003,16.0457574125,-4.41327780967118,0.00296335143811293,0.0942569406485051,-1.62433583302518,"MAP4_HUMAN",65,6.58322158819932,0.000229212959508583,0.0253502643199914,0.100469350000003,"Non-significant",1.59601750804207,"MAP4","MAP4_HUMAN",-0.100469350000003
0.598946096999999,10.4284136315,6.4702730813602,0.000316576544724054,0.0384255591430543,0.728135711756333,"TRI22_HUMAN",15,-6.57284258645985,0.000231577927706648,0.0253502643199914,-0.598946096999999,"Up in D8B",1.59601750804207,"TRIM22","TRI22_HUMAN",0.598946096999999
-0.178356645000003,13.9164180775,-6.46196631869095,0.000319111299088124,0.0384255591430543,0.719825298379826,"3BHS7_HUMAN",18,6.54172908773798,0.00023883185282807,0.0256467537265081,0.178356645000003,"Non-significant",1.59096759850096,"HSD3B7","3BHS7_HUMAN",-0.178356645000003
0.396324635000001,9.800645113,6.91176589312839,0.000209428016771564,0.032095795515773,1.15739838442066,"OLFL3_HUMAN",11,-6.53204067167068,0.000241142032615461,0.0256467537265081,-0.396324635000001,"Non-significant",1.59096759850096,"OLFML3","OLFL3_HUMAN",0.396324635000001
-0.316459417499999,12.04832327375,-6.43721489918978,0.00032679978003853,0.0387971175485178,0.69501058900587,"FSTL1_HUMAN",17,6.52261096035839,0.00024341443802594,0.0256467537265081,0.316459417499999,"Non-significant",1.59096759850096,"FSTL1","FSTL1_HUMAN",-0.316459417499999
0.169311525000003,11.3580298425,5.37534890698128,0.000971440190215841,0.062709855333184,-0.447384291842225,"PTPRF_HUMAN",72,-6.50719117260005,0.00024718189602947,0.0257044921125012,-0.169311525000003,"Non-significant",1.58999097280909,"PTPRF","PTPRF_HUMAN",0.169311525000003
0.0952489374999992,10.99184453375,4.30907583036878,0.00337078901038781,0.0970585087335431,-1.76029907149129,"WDR11_HUMAN",57,-6.49558064521436,0.000250061496408245,0.0257044921125012,-0.0952489374999992,"Non-significant",1.58999097280909,"WDR11","WDR11_HUMAN",0.0952489374999992
0.313253402499999,13.67364930875,6.32095089634536,0.00036580239471476,0.0405763276845993,0.577391413549182,"PCNA_HUMAN",18,-6.45414574811172,0.00026064657090519,0.026469758387468,-0.313253402499999,"Non-significant",1.57725002286444,"PCNA","PCNA_HUMAN",0.313253402499999
-0.2310016125,12.06404101875,-6.04662556347672,0.000480218602776824,0.0444809077231412,0.292815210427295,"IFIT3_HUMAN",23,6.40914600808877,0.000272710667353504,0.0273652168466986,0.2310016125,"Non-significant",1.56280110608345,"IFIT3","IFIT3_HUMAN",-0.2310016125
-0.124650001999999,9.96827507075,-4.76475466279088,0.00194176480431776,0.0814285350029573,-1.17800042432427,"SVIL_HUMAN",74,6.37381984621663,0.000282617125400726,0.0274924245178934,0.124650001999999,"Non-significant",1.56078695865374,"SVIL","SVIL_HUMAN",-0.124650001999999
0.197391035000003,10.7128481875,6.17887701869352,0.000420712283054209,0.0427251064320955,0.43126062479714,"LCMT1_HUMAN",19,-6.37104227686429,0.000283412848997383,0.0274924245178934,-0.197391035000003,"Non-significant",1.56078695865374,"LCMT1","LCMT1_HUMAN",0.197391035000003
1.09210729700001,10.152526379,6.20882295149095,0.000408412520553572,0.0419818187286104,0.462283711768485,"CO1A2_HUMAN",20,-6.36840075158171,0.000284171910892524,0.0274924245178934,-1.09210729700001,"Up in D8B",1.56078695865374,"COL1A2","CO1A2_HUMAN",1.09210729700001
0.123114342499999,11.40485036375,4.88889277771188,0.00167963273511833,0.0796173179926268,-1.02488819855781,"COG2_HUMAN",46,-6.35854191063441,0.000287024956409375,0.0274924245178934,-0.123114342499999,"Non-significant",1.56078695865374,"COG2","COG2_HUMAN",0.123114342499999
-0.253001213249998,9.461998939625,-5.79065838640084,0.000624052631287843,0.0525838267014272,0.0180759120539307,"RIPR1_HUMAN",37,6.29142545986168,0.000307315839369186,0.0287924511021455,0.253001213249998,"Non-significant",1.54072136204708,"RIPOR1","RIPR1_HUMAN",-0.253001213249998
0.319146394499999,9.76645815375,6.32080058006926,0.000365856080677369,0.0405763276845993,0.577238208302416,"PHIPL_HUMAN",15,-6.2894218921097,0.000307945605956134,0.0287924511021455,-0.319146394499999,"Non-significant",1.54072136204708,"PHYHIPL","PHIPL_HUMAN",0.319146394499999
-0.287211182500002,15.76817166625,-6.33923737045204,0.000359336600089047,0.0405763276845993,0.596007332905642,"A1AG1_HUMAN",15,6.26415916707287,0.000316010575964066,0.0287924511021455,0.287211182500002,"Non-significant",1.54072136204708,"ORM1","A1AG1_HUMAN",-0.287211182500002
0.185581924999997,11.7174230825,5.98781594826111,0.000509654994246619,0.0463939575238735,0.230490930568907,"SIL1_HUMAN",20,-6.26317544025246,0.000316329339834325,0.0287924511021455,-0.185581924999997,"Non-significant",1.54072136204708,"SIL1","SIL1_HUMAN",0.185581924999997
-0.12735271425,9.785513401125,-4.83292291294,0.00179263820854609,0.0796173179926268,-1.09362970916625,"RHG05_HUMAN",55,6.25902915169154,0.000317676824356333,0.0287924511021455,0.12735271425,"Non-significant",1.54072136204708,"ARHGAP5","RHG05_HUMAN",-0.12735271425
0.0977973950000006,17.4322619425,4.27390310276902,0.00352188668380734,0.0977291860425687,-1.80656584198472,"NCPR_HUMAN",59,-6.24236347997202,0.000323157659139313,0.0289776160519709,-0.0977973950000006,"Non-significant",1.53793734619614,"POR","NCPR_HUMAN",0.0977973950000006
-0.198422197499999,11.79495370375,-5.4088255402998,0.0009366214436131,0.062050030678253,-0.408939587568531,"PHLB2_HUMAN",65,6.21146358159678,0.000333599986600822,0.0295990977585087,0.198422197499999,"Non-significant",1.52872152693001,"PHLDB2","PHLB2_HUMAN",-0.198422197499999
-0.139433385,12.6415708075,-5.19894596381178,0.00118037872115266,0.065754211121238,-0.65270219881012,"RFTN1_HUMAN",31,6.13723938740403,0.000360249547468443,0.031543054568858,0.139433385,"Non-significant",1.50109625272666,"RFTN1","RFTN1_HUMAN",-0.139433385
-0.180273293749998,9.970074295625,-5.48923428582977,0.000858520243266894,0.058828447810447,-0.317268198297715,"AGO2_HUMAN",30,6.1299440857954,0.000362993984242404,0.031543054568858,0.180273293749998,"Non-significant",1.50109625272666,"AGO2","AGO2_HUMAN",-0.180273293749998
