"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D1C_vs_D5B","Diff_Abund","negLog10_sca_adjPval","Genes","Protein.Names"
-0.404189590000005,17.4657638075,-13.2525613644541,2.4645714514417e-06,1.43703764524447e-05,4.67389848489543,"TGM2_HUMAN",54,-15.199815658962,4.49082091754414e-07,3.26883674559409e-06,-0.404189590000005,"Non-significant",5.48560676870017,"TGM2","TGM2_HUMAN"
-0.380912780750002,9.732694387375,-13.4521009789603,2.22044625738037e-06,1.32927141359795e-05,4.79109141074441,"TOP3B_HUMAN",36,-15.1840780302499,4.52618016447267e-07,3.291731890107e-06,-0.380912780750002,"Non-significant",5.48257554508458,"TOP3B","TOP3B_HUMAN"
0.510991810000004,14.775132775,16.1986400088766,6.02227078084966e-07,5.13782595260949e-06,6.25540257292611,"DHRS6_HUMAN",14,15.1794865389503,4.53655521680477e-07,3.29643309676271e-06,0.510991810000004,"Up in D5B",5.48195573411765,"BDH2","DHRS6_HUMAN"
3.01743483575,10.782414317125,15.2963747185227,9.01973776973588e-07,6.94488348061996e-06,5.80248372967534,"ADIRF_HUMAN",4,15.1723390908999,4.55275902795253e-07,3.30341561635358e-06,3.01743483575,"Up in D5B",5.48103678248971,"ADIRF","ADIRF_HUMAN"
-0.99470496,10.7850247625,-19.3920294559729,1.68293185278162e-07,2.14516091710738e-06,7.68129480049702,"CHCH7_HUMAN",6,-15.1717916567328,4.55400278348897e-07,3.30341561635358e-06,-0.99470496,"Up in D1C",5.48103678248971,"CHCHD7","CHCH7_HUMAN"
-0.50968909275,9.319849610375,-14.3201595836055,1.43349483768943e-06,9.76003876161889e-06,5.2825553105691,"BRD8_HUMAN",25,-15.1611884137901,4.5781685826764e-07,3.31808968042815e-06,-0.50968909275,"Up in D1C",5.47911188015954,"BRD8","BRD8_HUMAN"
-0.736167665000004,10.4167827375,-15.2939632100878,9.02975193251843e-07,6.94488348061996e-06,5.80123899992215,"ARFRP_HUMAN",14,-15.1580034944601,4.58545544985844e-07,3.32051580643099e-06,-0.736167665000004,"Up in D1C",5.47879444807702,"ARFRP1","ARFRP_HUMAN"
-0.382653237499998,13.10494542125,-15.3685921535962,8.7256029714977e-07,6.77766050231748e-06,5.83967242835576,"CLP1L_HUMAN",18,-15.1369770354423,4.63389098535803e-07,3.35270962365518e-06,-0.382653237499998,"Non-significant",5.4746040589497,"CLPTM1L","CLP1L_HUMAN"
0.526052239999999,11.66267097,13.7545467869397,1.9008882685634e-06,1.19127042496066e-05,4.96564230693409,"HERC4_HUMAN",49,15.1322626026623,4.64482970565347e-07,3.35669152016705e-06,0.526052239999999,"Up in D5B",5.47408856856581,"HERC4","HERC4_HUMAN"
0.513689756250001,9.673264861125,14.4284118011671,1.35974750407601e-06,9.39570857259886e-06,5.34185165311483,"STXB1_HUMAN",23,15.1301304238262,4.64978645158799e-07,3.35669152016705e-06,0.513689756250001,"Up in D5B",5.47408856856581,"STXBP1","STXB1_HUMAN"
0.494581224999997,18.55098772,13.5615287654384,2.09827348119825e-06,1.27791525816619e-05,4.85466845548159,"K1C18_HUMAN",62,15.1288543929968,4.65275572670346e-07,3.35669152016705e-06,0.494581224999997,"Non-significant",5.47408856856581,"KRT18","K1C18_HUMAN"
0.282412767499999,12.89440333875,12.2294353496477,4.30964909225494e-06,2.24096435525089e-05,4.0458416226061,"OGDHL_HUMAN",48,15.1260439948619,4.65930293729666e-07,3.35669152016705e-06,0.282412767499999,"Non-significant",5.47408856856581,"OGDHL","OGDHL_HUMAN"
0.745497704999996,10.680769205,15.2400738223073,9.25686013612722e-07,7.06757917458481e-06,5.77337398185965,"PAG15_HUMAN",14,15.1260426551811,4.65930606073727e-07,3.35669152016705e-06,0.745497704999996,"Up in D5B",5.47408856856581,"PLA2G15","PAG15_HUMAN"
-0.7765035625,15.12273216125,-14.8132966044648,1.1303030641034e-06,8.23450693805318e-06,5.54929593464228,"RL7_HUMAN",17,-15.1179932149902,4.67811575110322e-07,3.36710929025165e-06,-0.7765035625,"Up in D1C",5.47274278697309,"RPL7","RL7_HUMAN"
-0.522643327999996,8.82465898975,-13.9280279368685,1.74129077498207e-06,1.12470037872214e-05,5.06413634163254,"ATG2A_HUMAN",35,-15.1164396278717,4.68175594753225e-07,3.36710929025165e-06,-0.522643327999996,"Up in D1C",5.47274278697309,"ATG2A","ATG2A_HUMAN"
-0.894124032000002,9.6729972365,-14.3432737217926,1.41737498800829e-06,9.6659011115873e-06,5.29525206240741,"MCM2_HUMAN",33,-15.109942867195,4.69701299413369e-07,3.37520226151346e-06,-0.894124032000002,"Up in D1C",5.47170019663231,"MCM2","MCM2_HUMAN"
-1.05692148175,9.054564475875,-20.913423842246,9.83044874220449e-08,1.47177357811797e-06,8.28042959264997,"FCF1_HUMAN",5,-15.0989773260744,4.72289153296416e-07,3.39090738767929e-06,-1.05692148175,"Up in D1C",5.46968407149266,"FCF1","FCF1_HUMAN"
0.410373212500001,15.34384131375,13.593221962415,2.06432528907254e-06,1.26475920344142e-05,4.87299189524396,"GSHB_HUMAN",34,15.0934415211056,4.73601682616383e-07,3.39743709172212e-06,0.410373212500001,"Non-significant",5.468848576088,"GSS","GSHB_HUMAN"
-0.295688629999999,10.30137682,-12.7079020282368,3.30138960780988e-06,1.80814899312732e-05,4.3454007827552,"INT13_HUMAN",37,-15.0850464142233,4.75599979993483e-07,3.40887094503832e-06,-0.295688629999999,"Non-significant",5.46738944022569,"INTS13","INT13_HUMAN"
-0.634515759999999,11.36414671,-14.0223938482057,1.66088911630391e-06,1.09031420259546e-05,5.11722642043646,"HTSF1_HUMAN",40,-15.0777980141006,4.77332953266394e-07,3.41742278001075e-06,-0.634515759999999,"Up in D1C",5.4663012899552,"HTATSF1","HTSF1_HUMAN"
0.297197577500002,10.72362148875,12.5983370872511,3.50624717746692e-06,1.890861001847e-05,4.27773800605984,"PP12C_HUMAN",40,15.0766670398105,4.7760399037284e-07,3.41742278001075e-06,0.297197577500002,"Non-significant",5.4663012899552,"PPP1R12C","PP12C_HUMAN"
-0.30771756,10.7769354575,-12.5317122693184,3.63784457656961e-06,1.95141214667911e-05,4.23632580821181,"BRE1B_HUMAN",46,-15.0682140552947,4.79635229699264e-07,3.42904609935123e-06,-0.30771756,"Non-significant",5.46482667628509,"RNF40","BRE1B_HUMAN"
0.7688541425,15.35002946875,14.8459242606316,1.11296478984466e-06,8.1222339511694e-06,5.56664400916238,"TPM1_HUMAN",16,15.0530578900342,4.83301599415572e-07,3.45232981480836e-06,0.7688541425,"Up in D5B",5.4618877210944,"TPM1","TPM1_HUMAN"
-0.56644416,15.1868687875,-14.2601332539339,1.47633728979299e-06,9.98147608764915e-06,5.24949120452673,"AAAD_HUMAN",25,-15.039645170396,4.86572514912356e-07,3.47275167501799e-06,-0.56644416,"Up in D1C",5.45932627054043,"AADAC","AAAD_HUMAN"
0.616691587499998,10.91944599375,14.4312822455181,1.35785141174825e-06,9.39570857259886e-06,5.34341820034218,"FSCN1_HUMAN",22,15.0306153348862,4.88788607670121e-07,3.48389161287877e-06,0.616691587499998,"Up in D5B",5.45793536476107,"FSCN1","FSCN1_HUMAN"
-0.424034837499999,12.38774669125,-13.2798803705881,2.42941594831966e-06,1.42304009926243e-05,4.69004083117194,"ABCA6_HUMAN",50,-15.0299189167562,4.88959992648664e-07,3.48389161287877e-06,-0.424034837499999,"Non-significant",5.45793536476107,"ABCA6","ABCA6_HUMAN"
-0.452514644999997,15.5197598925,-15.2510600225138,9.2100395600271e-07,7.03820702189197e-06,5.7790623844134,"DJB11_HUMAN",17,-15.0266781038101,4.8975842955708e-07,3.48663327933837e-06,-0.452514644999997,"Non-significant",5.45759372888875,"DNAJB11","DJB11_HUMAN"
-0.360151529999998,14.268498065,-17.0449912241411,4.20201913023254e-07,3.96183660500336e-06,6.65852756679039,"GNA1_HUMAN",15,-15.0202524359873,4.9134585515081e-07,3.49498245828369e-06,-0.360151529999998,"Non-significant",5.45655499968646,"GNPNAT1","GNA1_HUMAN"
0.82732784725,7.912497460875,14.9650329904094,1.05218278030525e-06,7.82085419329182e-06,5.62966559709754,"IMDH1_HUMAN",14,14.9948708151057,4.97673044596884e-07,3.53700345101782e-06,0.82732784725,"Up in D5B",5.45136451644839,"IMPDH1","IMDH1_HUMAN"
0.378051279999996,12.9901463975,13.9519648996349,1.72048609697301e-06,1.11559371431058e-05,5.07763539160143,"ENOF1_HUMAN",25,14.985950393595,4.99918461134493e-07,3.54920971992636e-06,0.378051279999996,"Non-significant",5.44986833778518,"ENOSF1","ENOF1_HUMAN"
-0.521754502499997,12.55570399625,-14.3700264506029,1.39897364303118e-06,9.59475088454823e-06,5.30992323733316,"GOLM2_HUMAN",22,-14.9832884813594,5.00590712951221e-07,3.54920971992636e-06,-0.521754502499997,"Up in D1C",5.44986833778518,"GOLM2","GOLM2_HUMAN"
-0.765592100000003,10.5551657675,-18.6105220481913,2.2541814912961e-07,2.62075804001859e-06,7.35501537677114,"ARGL1_HUMAN",8,-14.9830391277395,5.00653737927684e-07,3.54920971992636e-06,-0.765592100000003,"Up in D1C",5.44986833778518,"ARGLU1","ARGL1_HUMAN"
-0.62444209825,10.230042933375,-13.9077583865981,1.75913114872494e-06,1.13279225702529e-05,5.05268832169849,"RBM6_HUMAN",41,-14.9750969978904,5.02665812933138e-07,3.56047910690203e-06,-0.62444209825,"Up in D1C",5.44849155835192,"RBM6","RBM6_HUMAN"
-0.88077044525,10.313004374875,-14.1873068419407,1.53027794577457e-06,1.02778588087122e-05,5.20919844353048,"MCM4_HUMAN",35,-14.9668174155437,5.047730628793e-07,3.5724031461038e-06,-0.88077044525,"Up in D1C",5.44703953683591,"MCM4","MCM4_HUMAN"
0.568217987500001,13.05730807875,14.2973129891662,1.44963270032572e-06,9.84605481953705e-06,5.26998635479992,"GBA1_HUMAN",23,14.9639092299207,5.05515585312874e-07,3.57465676896159e-06,0.568217987500001,"Up in D5B",5.44676565190546,"GBA1","GBA1_HUMAN"
0.588675975000001,11.429168225,14.5046612170249,1.31038372370903e-06,9.09939648660373e-06,5.38336437851707,"FA12_HUMAN",20,14.956368748378,5.07446558876771e-07,3.5824109062326e-06,0.588675975000001,"Up in D5B",5.44582460160408,"F12","FA12_HUMAN"
-0.469083072500002,13.21628368125,-14.3310518093955,1.42587281781276e-06,9.71599190084379e-06,5.28854091023935,"GCP60_HUMAN",22,-14.9563079223312,5.07462168945513e-07,3.5824109062326e-06,-0.469083072500002,"Non-significant",5.44582460160408,"ACBD3","GCP60_HUMAN"
1.32539749,10.0753233425,15.8501295530351,7.02096185281935e-07,5.73873120575216e-06,6.08341876870568,"FETUA_HUMAN",7,14.9500583405422,5.09068908899281e-07,3.58962631229303e-06,1.32539749,"Up in D5B",5.44495076004458,"AHSG","FETUA_HUMAN"
0.550228595000004,16.6926405425,16.1219111316327,6.22749208732921e-07,5.24390917123855e-06,6.21784827174357,"NADC_HUMAN",13,14.949021645997,5.09335991161759e-07,3.58962631229303e-06,0.550228595000004,"Up in D5B",5.44495076004458,"QPRT","NADC_HUMAN"
0.702788355000003,11.6023669225,14.403846720444,1.37609751459144e-06,9.4919197630861e-06,5.32843309126174,"PDCD4_HUMAN",21,14.9423642609154,5.11054883280989e-07,3.5987315047414e-06,0.702788355000003,"Up in D5B",5.44385055411369,"PDCD4","PDCD4_HUMAN"
1.68653559675,9.103881478125,14.7287617419,1.17666794209902e-06,8.46968414062785e-06,5.50417829521396,"LIPC_HUMAN",10,14.9332845429998,5.1340972768651e-07,3.61085328324269e-06,1.68653559675,"Up in D5B",5.44239015753623,"LIPC","LIPC_HUMAN"
1.9966087325,14.41285991875,15.1891834763734,9.47729523917019e-07,7.20975826452757e-06,5.74697260895079,"S10A6_HUMAN",6,14.9323331598758,5.13657176193846e-07,3.61085328324269e-06,1.9966087325,"Up in D5B",5.44239015753623,"S100A6","S10A6_HUMAN"
-0.793460369999998,15.0871651175,-14.0774933627394,1.61589344055874e-06,1.06910249689714e-05,5.14806901776055,"CP2B6_HUMAN",38,-14.9307799373172,5.14061447371127e-07,3.61085328324269e-06,-0.793460369999998,"Up in D1C",5.44239015753623,"CYP2B6","CP2B6_HUMAN"
0.536426304999999,15.3577305075,14.0326598798849,1.65239901459508e-06,1.08609646393756e-05,5.12298164763848,"ZYX_HUMAN",27,14.9228678013216,5.16126370076106e-07,3.62233902861906e-06,0.536426304999999,"Up in D5B",5.44101090483147,"ZYX","ZYX_HUMAN"
-0.6530821325,15.63309371625,-15.007172127877,1.03158759776869e-06,7.68810951511254e-06,5.6518467946207,"RS6_HUMAN",15,-14.9169966689425,5.17664655525669e-07,3.63011263013799e-06,-0.6530821325,"Up in D1C",5.44007990006345,"RPS6","RS6_HUMAN"
-1.14060544975,8.290127515625,-14.6250226508031,1.23654158200793e-06,8.77340824473471e-06,5.44847164337061,"NOP9_HUMAN",14,-14.9131401881365,5.18677890079689e-07,3.63419446008454e-06,-1.14060544975,"Up in D1C",5.43959183798501,"NOP9","NOP9_HUMAN"
0.476622105000004,17.22245717,16.1121036036823,6.25429115868866e-07,5.25597409537255e-06,6.21303556516386,"ACS2B_HUMAN",14,14.9095025258728,5.19635677004944e-07,3.63788133012846e-06,0.476622105000004,"Non-significant",5.43915147198803,"ACSM2B","ACS2B_HUMAN"
-0.418854472499998,11.58090555625,-14.7483415926624,1.16573999270252e-06,8.41269040966569e-06,5.51465037260718,"CSTF1_HUMAN",19,-14.9065809055197,5.20406371845337e-07,3.64025336787082e-06,-0.418854472499998,"Non-significant",5.43886838765898,"CSTF1","CSTF1_HUMAN"
-0.47436428,11.2681202875,-15.2988946340125,9.00928688959953e-07,6.94488348061996e-06,5.80378421341167,"RPP30_HUMAN",16,-14.9002435904191,5.22082514216351e-07,3.64769754558676e-06,-0.47436428,"Non-significant",5.43798117904106,"RPP30","RPP30_HUMAN"
-0.476689342500002,11.59264397625,-13.2383694248744,2.48306168414957e-06,1.44442559942697e-05,4.66550038873121,"CHD4_HUMAN",84,-14.8992868240267,5.22336094142036e-07,3.64769754558676e-06,-0.476689342500002,"Non-significant",5.43798117904106,"CHD4","CHD4_HUMAN"
-0.406495809999999,10.271556735,-13.2747840322372,2.43593083127025e-06,1.42586534560951e-05,4.68703185334562,"TFP11_HUMAN",39,-14.8930665684073,5.23988081611798e-07,3.6562049171406e-06,-0.406495809999999,"Non-significant",5.43696947161177,"TFIP11","TFP11_HUMAN"
-0.768739223499999,9.6918280125,-15.3980536776188,8.60874621626946e-07,6.70638834167609e-06,5.85479549314523,"DJC17_HUMAN",12,-14.883221234463,5.26614843915573e-07,3.67149422610783e-06,-0.768739223499999,"Up in D1C",5.435157150439,"DNAJC17","DJC17_HUMAN"
-0.598189353999995,9.40499329575,-16.9169970571641,4.4321391019846e-07,4.10082332498663e-06,6.59883321527726,"3MG_HUMAN",11,-14.8618567234174,5.32366026436939e-07,3.70705514155774e-06,-0.598189353999995,"Up in D1C",5.43097095389594,"MPG","3MG_HUMAN"
0.622635602749998,9.640522837625,14.3987059730095,1.37954723245816e-06,9.50793427832365e-06,5.32562222499485,"I5P1_HUMAN",20,14.8597362987452,5.32940671694275e-07,3.70705514155774e-06,0.622635602749998,"Up in D5B",5.43097095389594,"INPP5A","I5P1_HUMAN"
-0.674283740000003,11.2275141475,-16.9914816263044,4.29653268452477e-07,4.01947547146052e-06,6.63362508278912,"MPZL1_HUMAN",10,-14.8593889932238,5.33034859599951e-07,3.70705514155774e-06,-0.674283740000003,"Up in D1C",5.43097095389594,"MPZL1","MPZL1_HUMAN"
-0.490139724999997,11.754416585,-13.9493407228593,1.72275307615984e-06,1.11559371431058e-05,5.07615657928697,"PRP4_HUMAN",26,-14.8407420736573,5.38119412839159e-07,3.73933102293592e-06,-0.490139724999997,"Non-significant",5.42720608738094,"PRPF4","PRP4_HUMAN"
0.238849642499998,15.10429644625,11.0827910740196,8.50429212927754e-06,3.86515110937658e-05,3.28170070522439,"ACLY_HUMAN",71,14.8390132843805,5.38593566016631e-07,3.73954297195567e-06,0.238849642499998,"Non-significant",5.42718147183325,"ACLY","ACLY_HUMAN"
-0.398500202500001,12.90756213625,-13.567541757006,2.09178431233316e-06,1.27580679946861e-05,4.8581479673605,"TBL2_HUMAN",29,-14.8306437407893,5.40895722705528e-07,3.75243625241555e-06,-0.398500202500001,"Non-significant",5.42568667695526,"TBL2","TBL2_HUMAN"
0.336545945000001,14.5812859525,13.3699789965369,2.31743760452617e-06,1.37092322187416e-05,4.74305872772836,"VATB2_HUMAN",28,14.803267733344,5.48503486617139e-07,3.80208543478278e-06,0.336545945000001,"Non-significant",5.41997812854426,"ATP6V1B2","VATB2_HUMAN"
0.697568177500001,10.41465365875,16.6598288357763,4.93910455398877e-07,4.43362218163699e-06,6.47754856408914,"PEDF_HUMAN",10,14.7899617076968,5.52244604216407e-07,3.82487244777329e-06,0.697568177500001,"Up in D5B",5.41738304316445,"SERPINF1","PEDF_HUMAN"
0.838285684500001,9.29634058475,13.9453005554081,1.72624992807401e-06,1.11669690281933e-05,5.07387929350838,"MROH1_HUMAN",43,14.7848309548145,5.53694820791163e-07,3.82945008272755e-06,0.838285684500001,"Up in D5B",5.41686358717604,"MROH1","MROH1_HUMAN"
-0.35714531,15.089508295,-13.4455659297717,2.22799375565671e-06,1.33095388847841e-05,4.78727920233859,"COPE_HUMAN",28,-14.784409374573,5.53814171413559e-07,3.82945008272755e-06,-0.35714531,"Non-significant",5.41686358717604,"COPE","COPE_HUMAN"
0.288536072499999,14.46301794125,12.96438064964,2.87275303067106e-06,1.6229514273141e-05,4.50169354971137,"AP2M1_HUMAN",29,14.7739681343284,5.56779365434383e-07,3.84679776331673e-06,0.288536072499999,"Non-significant",5.41490064514218,"AP2M1","AP2M1_HUMAN"
-0.568393707499999,15.75508427625,-14.1668757403234,1.54580969417689e-06,1.03491897634766e-05,5.19785921935589,"RS9_HUMAN",22,-14.760889434513,5.60518777211392e-07,3.86824824274148e-06,-0.568393707499999,"Up in D1C",5.41248566308092,"RPS9","RS9_HUMAN"
0.698699951,9.672316551,13.7099689265485,1.94453396696e-06,1.2060689335913e-05,4.94014371369566,"DOP1B_HUMAN",65,14.7599031442998,5.608019163163e-07,3.86824824274148e-06,0.698699951,"Up in D5B",5.41248566308092,"DOP1B","DOP1B_HUMAN"
-0.520277257500002,11.76965320125,-15.2306114039343,9.29740324536141e-07,7.08751938408672e-06,5.76847139805199,"HEXI1_HUMAN",15,-14.7578667713021,5.61387016576771e-07,3.86911787630875e-06,-0.520277257500002,"Up in D1C",5.41238803888806,"HEXIM1","HEXI1_HUMAN"
-0.350195650000002,11.1952008025,-12.9192983187611,2.94329783140488e-06,1.64734777031286e-05,4.47443121255848,"CPSF2_HUMAN",37,-14.7527781766152,5.62852097708327e-07,3.87604602253553e-06,-0.350195650000002,"Non-significant",5.41161107496117,"CPSF2","CPSF2_HUMAN"
-0.810357808749998,7.948630690625,-14.0197029993489,1.66312264624425e-06,1.09093080040411e-05,5.11571724669917,"RIF1_HUMAN",29,-14.7468482673374,5.64564831115124e-07,3.88466690732194e-06,-0.810357808749998,"Up in D1C",5.41064621406097,"RIF1","RIF1_HUMAN"
-0.601810932500001,11.58451414125,-14.9377324303671,1.0657746204802e-06,7.88018796142774e-06,5.61526315385374,"APOL1_HUMAN",15,-14.7450424878038,5.6508755681502e-07,3.8850921830292e-06,-0.601810932500001,"Up in D1C",5.41059867207389,"APOL1","APOL1_HUMAN"
-0.512880802499996,11.45720434125,-16.1458764228413,6.16255347096034e-07,5.21527743039405e-06,6.22959647377351,"CQ10B_HUMAN",13,-14.7421682103694,5.65920707133967e-07,3.88764925870596e-06,-0.512880802499996,"Up in D1C",5.41031292375598,"COQ10B","CQ10B_HUMAN"
0.544136524999999,13.3807773575,14.8668864518265,1.10198473005686e-06,8.05605315667761e-06,5.577770333275,"HPCL1_HUMAN",16,14.7324409836194,5.68750543311757e-07,3.90390743450716e-06,0.544136524999999,"Up in D5B",5.40850048843346,"HPCAL1","HPCL1_HUMAN"
0.581469297499998,11.82256901125,15.6101029320055,7.81817191591439e-07,6.22279235875754e-06,5.96282830182775,"RNT2_HUMAN",13,14.7160618778269,5.73551553691234e-07,3.93365829622735e-06,0.581469297499998,"Up in D5B",5.40520336849097,"RNASET2","RNT2_HUMAN"
0.342111825000003,11.76076448,13.0540133027959,2.73811240015098e-06,1.56097547448282e-05,4.55563463923406,"REPS1_HUMAN",32,14.7114339070358,5.74916337577509e-07,3.93603524959483e-06,0.342111825000003,"Non-significant",5.40494102085148,"REPS1","REPS1_HUMAN"
-0.794214247249997,10.100199698875,-17.6715412371437,3.25430675182241e-07,3.33299533549345e-06,6.94454439109048,"ARL5B_HUMAN",8,-14.7111244336793,5.75007731092686e-07,3.93603524959483e-06,-0.794214247249997,"Up in D1C",5.40494102085148,"ARL5B","ARL5B_HUMAN"
0.895569325,11.4803364275,25.1605342552863,2.62415929438882e-08,5.83615796633335e-07,9.74451774133323,"MOT8_HUMAN",5,14.7098948645285,5.75371008212606e-07,3.93603524959483e-06,0.895569325,"Up in D5B",5.40494102085148,"SLC16A2","MOT8_HUMAN"
-0.349287744999998,12.2139562375,-13.8885966744961,1.77618721378264e-06,1.13930008870565e-05,5.04185147410363,"SMU1_HUMAN",23,-14.7085590025835,5.75765982056047e-07,3.93603524959483e-06,-0.349287744999998,"Non-significant",5.40494102085148,"SMU1","SMU1_HUMAN"
-0.502528669999997,16.65827155,-13.3611116269127,2.32819477605004e-06,1.37576409162808e-05,4.73785568753065,"S27A2_HUMAN",47,-14.706969367148,5.76236386207606e-07,3.93605875149425e-06,-0.502528669999997,"Up in D1C",5.4049384277053,"SLC27A2","S27A2_HUMAN"
-0.434221030000002,12.8040272,-17.0776725778137,4.14545607593817e-07,3.93127149967034e-06,6.6736993336219,"DEFM_HUMAN",13,-14.6858297052597,5.8253327413099e-07,3.97176978148472e-06,-0.434221030000002,"Non-significant",5.4010159327669,"PDF","DEFM_HUMAN"
1.53216230875,8.634701430875,16.1407797264652,6.17629936594359e-07,5.21813063897565e-06,6.22709940174642,"GAPR1_HUMAN",5,14.6849479718652,5.8279759211505e-07,3.97176978148472e-06,1.53216230875,"Up in D5B",5.4010159327669,"GLIPR2","GAPR1_HUMAN"
-0.732082843750003,9.062011957125,-15.6662015715943,7.62303310915384e-07,6.10204616116408e-06,5.99117212206409,"TRM61_HUMAN",11,-14.6846796092584,5.82878066164029e-07,3.97176978148472e-06,-0.732082843750003,"Up in D1C",5.4010159327669,"TRMT61A","TRM61_HUMAN"
-0.689733740499999,10.29082143225,-15.8929533891837,6.88864628672393e-07,5.67449080638124e-06,6.10474790412377,"ZN330_HUMAN",11,-14.6818048279245,5.83740912528017e-07,3.97443630993429e-06,-0.689733740499999,"Up in D1C",5.40072445816339,"ZNF330","ZN330_HUMAN"
0.242190597499999,12.45563900375,11.6651891805932,5.97587008776856e-06,2.92342478060367e-05,3.67838132398486,"MOCOS_HUMAN",40,14.6774364392124,5.85054805027004e-07,3.98016703113206e-06,0.242190597499999,"Non-significant",5.40009870200249,"MOCOS","MOCOS_HUMAN"
0.437556027500003,11.35092484875,13.9487995096378,1.72322104168036e-06,1.11559371431058e-05,5.07585155458903,"AT2B1_HUMAN",23,14.6684037123176,5.8778216049588e-07,3.99549663775788e-06,0.437556027500003,"Non-significant",5.39842923045955,"ATP2B1","AT2B1_HUMAN"
-0.386812449999999,15.0205448875,-14.5629910078564,1.27399142353609e-06,8.94127702663255e-06,5.41498088355892,"DHRS1_HUMAN",19,-14.6637891180957,5.89181011754975e-07,3.9956761104422e-06,-0.386812449999999,"Non-significant",5.3984097229357,"DHRS1","DHRS1_HUMAN"
-0.943785309749998,8.493955075625,-14.6108245027808,1.24500186108748e-06,8.80443120079329e-06,5.44081807056864,"FBX30_HUMAN",13,-14.6624107772626,5.89599562479986e-07,3.9956761104422e-06,-0.943785309749998,"Up in D1C",5.3984097229357,"FBXO30","FBX30_HUMAN"
-0.62029528625,9.483017563625,-13.6126715054537,2.0438003126986e-06,1.2547117870165e-05,4.88421674549545,"ARH40_HUMAN",43,-14.6623960144774,5.89604047196146e-07,3.9956761104422e-06,-0.62029528625,"Up in D1C",5.3984097229357,"ARHGEF40","ARH40_HUMAN"
-1.47911787,8.48985219,-14.3121259623711,1.43914610934772e-06,9.78271173846125e-06,5.27813782341265,"ZN787_HUMAN",13,-14.6620646543972,5.89704719585965e-07,3.9956761104422e-06,-1.47911787,"Up in D1C",5.3984097229357,"ZNF787","ZN787_HUMAN"
-0.380116467499997,12.93176555625,-14.0153726311869,1.66672420735816e-06,1.09244310605147e-05,5.11328796550492,"LC7L2_HUMAN",22,-14.6595640773944,5.90465057486945e-07,3.99761443337948e-06,-0.380116467499997,"Non-significant",5.39819909554322,"LUC7L2","LC7L2_HUMAN"
-0.594556807499998,12.65390324625,-15.9391140039308,6.74917985758015e-07,5.58829440270561e-06,6.12767677215871,"RPR1B_HUMAN",12,-14.6498492519175,5.93429470468701e-07,4.01445987687053e-06,-0.594556807499998,"Up in D1C",5.39637287834898,"RPRD1B","RPR1B_HUMAN"
1.000541924,9.9993108505,14.6759672768495,1.20671736812729e-06,8.61984804741098e-06,5.47587529595244,"CBPB2_HUMAN",12,14.6471810915483,5.94246567131978e-07,4.01676368432674e-06,1.000541924,"Up in D5B",5.39612371808457,"CPB2","CBPB2_HUMAN"
-0.301592825,18.4633231175,-12.4720983662577,3.7603521616774e-06,2.00989273118445e-05,4.1990980885984,"AGT1_HUMAN",37,-14.6398522844906,5.9649745401826e-07,4.02874762814096e-06,-0.301592825,"Non-significant",5.39482993716328,"AGXT","AGT1_HUMAN"
-0.509190317499998,11.00029671125,-14.0317182968476,1.65317565930939e-06,1.08609646393756e-05,5.12245395414612,"WFS1_HUMAN",22,-14.6306064308188,5.99350804681544e-07,4.04477816866352e-06,-0.509190317499998,"Up in D1C",5.39310529179389,"WFS1","WFS1_HUMAN"
-0.335354567500003,14.65467560375,-12.7682266843077,3.19440592065867e-06,1.76305556086827e-05,4.3824237691881,"HACL2_HUMAN",36,-14.6288879057477,5.99882845538888e-07,4.04513000403783e-06,-0.335354567500003,"Non-significant",5.39306751629424,"ILVBL","HACL2_HUMAN"
-0.582659006249999,9.041381955125,-14.3738207725277,1.39638579431714e-06,9.5848011891687e-06,5.3120019356796,"KEAP1_HUMAN",18,-14.6227880912639,6.0177558743122e-07,4.0546494216289e-06,-0.582659006249999,"Up in D1C",5.39204669036381,"KEAP1","KEAP1_HUMAN"
0.377471209999998,13.7259567975,14.5383342301261,1.28923323092867e-06,8.98837626426614e-06,5.40163092652274,"TWF2_HUMAN",19,14.6185526432483,6.03093774435283e-07,4.0602854829992e-06,0.377471209999998,"Non-significant",5.39144342964142,"TWF2","TWF2_HUMAN"
-0.420105937500001,16.14047861125,-13.2818388474001,2.42691759164663e-06,1.42256525591025e-05,4.69119686618265,"DPYS_HUMAN",33,-14.6131547082908,6.04778465687123e-07,4.06729588498026e-06,-0.420105937500001,"Non-significant",5.39069423267532,"DPYS","DPYS_HUMAN"
-0.504706622499999,11.37574136375,-13.5646958997005,2.09485269748524e-06,1.27675440253818e-05,4.85650134841355,"KLC1_HUMAN",31,-14.6121259656819,6.0510013521951e-07,4.06729588498026e-06,-0.504706622499999,"Up in D1C",5.39069423267532,"KLC1","KLC1_HUMAN"
-0.375477074999996,14.3497303725,-13.2463620770773,2.47262904734793e-06,1.44034486800938e-05,4.67023108693817,"DCMC_HUMAN",30,-14.609855900564,6.05810624855436e-07,4.06882689793345e-06,-0.375477074999996,"Non-significant",5.39053078615346,"MLYCD","DCMC_HUMAN"
