"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D1C_vs_D5B","Diff_Abund","negLog10_sca_adjPval","Genes","Protein.Names"
0.939496037499996,12.05405974375,44.6105548741114,4.27801279790382e-10,4.86003991126528e-08,14.17872929834,"RAPH1_HUMAN",50,58.0525445481661,1.44496548953087e-11,2.83246839796645e-09,0.939496037499996,"Up in D5B",8.54783492688922,"RAPH1","RAPH1_HUMAN"
-2.378656622,10.867671369,-56.5086841542825,7.77413610367318e-11,1.94204194704321e-08,15.9111495847948,"TRAF1_HUMAN",18,-57.5722151650983,1.5414999966311e-11,2.91705337781621e-09,-2.378656622,"Up in D1C",8.53505562385086,"TRAF1","TRAF1_HUMAN"
1.22250271249999,14.78786420875,49.8389500947775,1.92395320380037e-10,3.1798042264379e-08,15.0013475435849,"ACSA_HUMAN",34,57.4966909265322,1.55733066795266e-11,2.91705337781621e-09,1.22250271249999,"Up in D5B",8.53505562385086,"ACSS2","ACSA_HUMAN"
4.35600042475,10.876291752625,61.6329147302341,4.15480934787634e-11,1.45888773392563e-08,16.5233241233632,"SPP24_HUMAN",7,56.1979363972225,1.86041064001059e-11,3.40900027927158e-09,4.35600042475,"Up in D5B",8.4673729631929,"SPP2","SPP24_HUMAN"
-0.896587367499999,13.10905623625,-43.5325529667461,5.10282265181289e-10,5.24532830879644e-08,13.9950129942305,"TOP1_HUMAN",42,-55.5556592664819,2.03450969537824e-11,3.6486983451794e-09,-0.896587367499999,"Up in D1C",8.43786204029097,"TOP1","TOP1_HUMAN"
-0.77461958,10.4318745125,-38.9459625060027,1.1379767687037e-09,8.16582443754652e-08,13.1504147363939,"PCM1_HUMAN",69,-55.2424562756971,2.12602173630877e-11,3.66458196197546e-09,-0.77461958,"Up in D1C",8.43597556043954,"PCM1","PCM1_HUMAN"
1.052862405,12.867679955,46.7677778195251,3.04361507842742e-10,4.27577191601079e-08,14.5312876355375,"CADH2_HUMAN",34,55.1748121059918,2.14639033975194e-11,3.66458196197546e-09,1.052862405,"Up in D5B",8.43597556043954,"CDH2","CADH2_HUMAN"
1.8156728725,11.51667118125,54.6821826555818,9.85427103280327e-11,2.12978591116664e-08,15.6757182366593,"GBA3_HUMAN",18,55.0849380720583,2.17379402181484e-11,3.66458196197546e-09,1.8156728725,"Up in D5B",8.43597556043954,"GBA3","GBA3_HUMAN"
-0.745013000000002,12.6556366675,-38.0634578343583,1.34216052593433e-09,8.90792997881925e-08,12.9749881359494,"LARP1_HUMAN",63,-54.0636042574115,2.51458921480219e-11,4.11699917787634e-09,-0.745013000000002,"Up in D1C",8.38541921972678,"LARP1","LARP1_HUMAN"
-0.809580802499999,11.38024497125,-38.8585807584848,1.15653225119749e-09,8.19194146667531e-08,13.133244647515,"RRP5_HUMAN",81,-53.9360142028589,2.5612490577931e-11,4.11699917787634e-09,-0.809580802499999,"Up in D1C",8.38541921972678,"PDCD11","RRP5_HUMAN"
1.1014947925,14.68242168375,45.1815200327071,3.90327288484211e-10,4.86003991126528e-08,14.2739553844148,"DPP4_HUMAN",42,53.8621872311607,2.58869327829453e-11,4.11699917787634e-09,1.1014947925,"Up in D5B",8.38541921972678,"DPP4","DPP4_HUMAN"
-1.1643691075,12.11133027125,-46.5144011239432,3.16519406049101e-10,4.37367553047192e-08,14.490878012091,"MX1_HUMAN",35,-53.6573426207596,2.66659481767686e-11,4.16235698485153e-09,-1.1643691075,"Up in D1C",8.38066067522901,"MX1","MX1_HUMAN"
1.636062145,11.662175655,48.4732734041548,2.35082374522051e-10,3.60274424517522e-08,14.7967124569784,"NEP_HUMAN",38,53.5051148072826,2.72620006074371e-11,4.17802551127431e-09,1.636062145,"Up in D5B",8.37902891251946,"MME","NEP_HUMAN"
-1.0747981025,14.28147363625,-45.1174954139382,3.94337757012006e-10,4.86003991126528e-08,14.263347400756,"GALT2_HUMAN",36,-52.9454983180387,2.95860322987134e-11,4.42495680753619e-09,-1.0747981025,"Up in D1C",8.35409096413909,"GALNT2","GALT2_HUMAN"
1.548176525,13.7972849575,51.5734008303997,1.50323688576138e-10,2.81572971335171e-08,15.2517103957681,"QORX_HUMAN",20,52.8684466332706,2.99231863838608e-11,4.42495680753619e-09,1.548176525,"Up in D5B",8.35409096413909,"TP53I3","QORX_HUMAN"
-1.87825799,16.2141808275,-82.6639135993806,4.98548721647333e-12,5.26847612747207e-09,18.4651629940199,"A1AG2_HUMAN",9,-52.7144946872225,3.06098920479316e-11,4.44846172537958e-09,-1.87825799,"Up in D1C",8.3517901417548,"ORM2","A1AG2_HUMAN"
1.289248945,17.9606206425,45.8648914472942,3.50291702030759e-10,4.54247500987271e-08,14.3860963807325,"BHMT1_HUMAN",37,51.9945283563077,3.40665253248572e-11,4.86689393158002e-09,1.289248945,"Up in D5B",8.31274811860783,"BHMT","BHMT1_HUMAN"
1.174227,11.9169577375,46.8975913247455,2.98339027777983e-10,4.26220282227224e-08,14.551890902782,"CAP2_HUMAN",27,51.5632788267346,3.63469402475867e-11,5.10613932244847e-09,1.174227,"Up in D5B",8.29190733952294,"CAP2","CAP2_HUMAN"
0.777521370000004,13.929211735,38.5280848986314,1.22989400356321e-09,8.36030367422122e-08,13.0679095069852,"VILI_HUMAN",48,51.0735509186791,3.91479488240318e-11,5.40947640389778e-09,0.777521370000004,"Up in D5B",8.26684476925621,"VIL1","VILI_HUMAN"
1.03353404675,10.495296476625,50.2766667927964,1.80635501197077e-10,3.04515327918033e-08,15.0655139576474,"THNS2_HUMAN",20,50.8036470557404,4.07952667187378e-11,5.54618230922969e-09,1.03353404675,"Up in D5B",8.25600585877706,"THNSL2","THNS2_HUMAN"
-0.756552460000002,10.129781605,-38.132783720793,1.32469215968015e-09,8.86177001106665e-08,12.9889330349631,"MSH6_HUMAN",44,-50.1830729681476,4.48879030670758e-11,5.87110722812872e-09,-0.756552460000002,"Up in D1C",8.23127998772669,"MSH6","MSH6_HUMAN"
1.1827306725,15.23820114125,42.8364408255541,5.73140735133735e-10,5.75119435290744e-08,13.8735590208801,"ITIH2_HUMAN",51,50.1647231548353,4.50157791384974e-11,5.87110722812872e-09,1.1827306725,"Up in D5B",8.23127998772669,"ITIH2","ITIH2_HUMAN"
-1.0918333575,13.43909466375,-44.4717614362526,4.37518658408701e-10,4.86003991126528e-08,14.1553665082021,"CFAB_HUMAN",30,-50.1274901943975,4.52765126112334e-11,5.87110722812872e-09,-1.0918333575,"Up in D1C",8.23127998772669,"CFB","CFAB_HUMAN"
1.428731681,10.512191177,44.7508799510417,4.18225530890578e-10,4.86003991126528e-08,14.2022640281312,"ERBB2_HUMAN",39,49.8741592467463,4.70964250155184e-11,5.87110722812872e-09,1.428731681,"Up in D5B",8.23127998772669,"ERBB2","ERBB2_HUMAN"
-0.863242864999998,12.4687646625,-41.762519088067,6.88197778015614e-10,6.37452645153144e-08,13.6816620540248,"HEM1_HUMAN",32,-49.8276111886612,4.74397199008063e-11,5.87110722812872e-09,-0.863242864999998,"Up in D1C",8.23127998772669,"ALAS1","HEM1_HUMAN"
-0.964451315000002,11.3620190625,-42.7016922102141,5.86301751729726e-10,5.80762452135925e-08,13.8497859744925,"GTPB4_HUMAN",32,-49.674501383847,4.85889820038238e-11,5.87110722812872e-09,-0.964451315000002,"Up in D1C",8.23127998772669,"GTPBP4","GTPB4_HUMAN"
0.957422732499998,10.64002800125,40.3557876274352,8.8087133523392e-10,7.07129950922544e-08,13.4215854002983,"MILK2_HUMAN",50,49.6040301708668,4.91284757600496e-11,5.87110722812872e-09,0.957422732499998,"Up in D5B",8.23127998772669,"MICALL2","MILK2_HUMAN"
1.31209182825,10.217323303375,44.883944045171,4.09369968573892e-10,4.86003991126528e-08,14.2245016744214,"ITA2_HUMAN",31,49.5276296972625,4.97210073538195e-11,5.87110722812872e-09,1.31209182825,"Up in D5B",8.23127998772669,"ITGA2","ITA2_HUMAN"
1.900179625,16.315541865,45.9281551741748,3.46827975918612e-10,4.54247500987271e-08,14.3963787907145,"APOE_HUMAN",35,49.4449113273971,5.0371643222827e-11,5.87110722812872e-09,1.900179625,"Up in D5B",8.23127998772669,"APOE","APOE_HUMAN"
1.34889984,14.5659103375,44.3021464749993,4.49736757715852e-10,4.86003991126528e-08,14.1267001764432,"NHRF3_HUMAN",36,49.4050011633583,5.06889938495233e-11,5.87110722812872e-09,1.34889984,"Up in D5B",8.23127998772669,"PDZK1","NHRF3_HUMAN"
2.1022458075,12.86831522125,46.077922548977,3.3878235913139e-10,4.54247500987271e-08,14.4206547044551,"A0AAG2UXZ5_HUMAN",37,49.3852134854007,5.08471737636014e-11,5.87110722812872e-09,2.1022458075,"Up in D5B",8.23127998772669,"COL18A1","A0AAG2UXZ5_HUMAN"
-1.0386977175,11.36076998875,-42.6389748703024,5.92544440428159e-10,5.80762452135925e-08,13.8386916034813,"NOL6_HUMAN",33,-49.0132881162453,5.39263600467571e-11,6.11888536718249e-09,-1.0386977175,"Up in D1C",8.21332768291488,"NOL6","NOL6_HUMAN"
0.848092080000001,12.593595505,38.7504422604313,1.17997386233119e-09,8.21983445090048e-08,13.1119358094068,"DSG2_HUMAN",47,48.9530109669279,5.4444940388977e-11,6.11888536718249e-09,0.848092080000001,"Up in D5B",8.21332768291488,"DSG2","DSG2_HUMAN"
1.22639346,12.1760500675,49.5688235117269,2.00086661504953e-10,3.24332782658702e-08,14.9614091455387,"BODG_HUMAN",18,48.7905088800165,5.58712362444351e-11,6.19656118821505e-09,1.22639346,"Up in D5B",8.20784925748666,"BBOX1","BODG_HUMAN"
1.755043265,15.5206874625,47.4224791968697,2.75331949807049e-10,4.07153158758528e-08,14.6345159261869,"FGL1_HUMAN",19,48.4611268288716,5.88934336556181e-11,6.38594805697094e-09,1.755043265,"Up in D5B",8.19477461831499,"FGL1","FGL1_HUMAN"
1.189149855,12.7000210275,44.391686123723,4.43239131464566e-10,4.86003991126528e-08,14.1418489871926,"AS3MT_HUMAN",27,48.4399378625904,5.90940738455016e-11,6.38594805697094e-09,1.189149855,"Up in D5B",8.19477461831499,"AS3MT","AS3MT_HUMAN"
1.2327840325,14.36086404375,46.0609165633096,3.39685161158914e-10,4.54247500987271e-08,14.4179028590231,"GLNA_HUMAN",22,48.187272480325,6.1546953340126e-11,6.56682619878383e-09,1.2327840325,"Up in D5B",8.18264447783575,"GLUL","GLNA_HUMAN"
0.970820905,13.9230709075,40.7891332346358,8.15641744678628e-10,6.87504426589615e-08,13.5027882809054,"CAN2_HUMAN",37,48.0940424160319,6.24808728469714e-11,6.58314096533902e-09,0.970820905,"Up in D5B",8.18156684522489,"CAPN2","CAN2_HUMAN"
-1.0865206725,11.35269403625,-44.3052991505168,4.49506144682178e-10,4.86003991126528e-08,14.1272341676631,"GNL3_HUMAN",25,-47.9588647904892,6.38635201418383e-11,6.64574828735253e-09,-1.0865206725,"Up in D1C",8.17745611197155,"GNL3","GNL3_HUMAN"
-1.8557348225,14.80742239875,-45.4452874442847,3.74287268017278e-10,4.78010209411763e-08,14.3174733741011,"SQSTM_HUMAN",24,-47.724459537316,6.63436960369028e-11,6.73304284855648e-09,-1.8557348225,"Up in D1C",8.17178862170725,"SQSTM1","SQSTM_HUMAN"
-1.141696695,11.50677526,-40.3992591004388,8.74066737767832e-10,7.07129950922544e-08,13.4297758964484,"AKA12_HUMAN",65,-47.6784011225384,6.68436947848421e-11,6.73304284855648e-09,-1.141696695,"Up in D1C",8.17178862170725,"AKAP12","AKA12_HUMAN"
-1.2331058975,12.49994432875,-44.423744168052,4.40938793021488e-10,4.86003991126528e-08,14.1472641098553,"4F2_HUMAN",25,-47.6380235574487,6.72855215599899e-11,6.73304284855648e-09,-1.2331058975,"Up in D1C",8.17178862170725,"SLC3A2","4F2_HUMAN"
-1.003281355,10.632718205,-40.3937927445136,8.74919091471554e-10,7.07129950922544e-08,13.4287465252821,"BMS1_HUMAN",40,-47.5825808773846,6.78975729181755e-11,6.73304284855648e-09,-1.003281355,"Up in D1C",8.17178862170725,"BMS1","BMS1_HUMAN"
-1.93095899,11.34814036,-44.6296029084206,4.26486927540666e-10,4.86003991126528e-08,14.1819290081074,"APOA4_HUMAN",29,-47.4262619929209,6.96573161118804e-11,6.82722694775628e-09,-1.93095899,"Up in D1C",8.16575566027707,"APOA4","APOA4_HUMAN"
0.851597547500003,15.40763652125,43.7905303026196,4.89008917244569e-10,5.15232020431809e-08,14.0394547844772,"SCRB2_HUMAN",23,47.0091780832361,7.46097716341013e-11,7.17368751821173e-09,0.851597547500003,"Up in D5B",8.14425754487109,"SCARB2","SCRB2_HUMAN"
1.252565385,11.68684721,41.2556954480278,7.51478852063808e-10,6.59814087921442e-08,13.5891262481958,"PRG4_HUMAN",47,46.9861668369995,7.48943530196503e-11,7.17368751821173e-09,1.252565385,"Up in D5B",8.14425754487109,"PRG4","PRG4_HUMAN"
1.82161498,14.16360891,46.9039488346113,2.98047583345652e-10,4.26220282227224e-08,14.5528982003307,"FBX2_HUMAN",16,46.7144513848884,7.83489093353234e-11,7.42025794143193e-09,1.82161498,"Up in D5B",8.12958099760595,"FBXO2","FBX2_HUMAN"
1.317059515,10.7298409925,42.3012400998277,6.27489866923192e-10,5.94282257111863e-08,13.7786238760827,"MANBA_HUMAN",33,46.6327745155994,7.94222052828556e-11,7.43833075921322e-09,1.317059515,"Up in D5B",8.1285245138357,"MANBA","MANBA_HUMAN"
2.2461943625,12.60453128875,43.8905120368571,4.81036954936366e-10,5.13248163690966e-08,14.0565972042589,"HTRA1_HUMAN",27,46.1828069710479,8.56408072055345e-11,7.88156626901906e-09,2.2461943625,"Up in D5B",8.10338746850043,"HTRA1","HTRA1_HUMAN"
1.293798685,12.5820640325,55.1158827335824,9.30822988684873e-11,2.06471236095389e-08,15.7325009432088,"CAVN1_HUMAN",13,46.1562305180373,8.6024925465625e-11,7.88156626901906e-09,1.293798685,"Up in D5B",8.10338746850043,"CAVIN1","CAVN1_HUMAN"
-1.3343932635,10.44692218325,-50.9294387526697,1.64585521755509e-10,2.95168375080252e-08,15.1599630920741,"FADS3_HUMAN",14,-45.84782991129,9.06273946549935e-11,8.21396031770903e-09,-1.3343932635,"Up in D1C",8.08544739958824,"FADS3","FADS3_HUMAN"
-1.2023732675,11.18933784875,-42.9721215522376,5.60227245690253e-10,5.68934392038933e-08,13.8974096759479,"BYST_HUMAN",22,-44.9278637075371,1.06093894216038e-10,9.51346206752108e-09,-1.2023732675,"Up in D1C",8.02166140911877,"BYSL","BYST_HUMAN"
-1.0877838125,10.89438557625,-43.6296801120439,5.02151711956852e-10,5.22547750627692e-08,14.0117807874499,"CCN1_HUMAN",20,-44.468505660043,1.14916403827028e-10,1.01697393583278e-08,-1.0877838125,"Up in D1C",7.99269017752863,"CCN1","CCN1_HUMAN"
1.1822924575,15.39690494625,40.7899390120282,8.15525686082014e-10,6.87504426589615e-08,13.5029383582106,"BHMT2_HUMAN",28,44.4234350185767,1.1582571816342e-10,1.01697393583278e-08,1.1822924575,"Up in D5B",7.99269017752863,"BHMT2","BHMT2_HUMAN"
-1.61551928725,10.841868283875,-41.4463565181304,7.26926798190296e-10,6.51336401617611e-08,13.6240886524252,"IP3KC_HUMAN",29,-44.2854122509809,1.1866124229241e-10,1.03112949616775e-08,-1.61551928725,"Up in D1C",7.98668678967335,"ITPKC","IP3KC_HUMAN"
-1.57390452,11.3874177925,-41.6162770118723,7.05812427540758e-10,6.39708919542048e-08,13.6550934050151,"ZN622_HUMAN",26,-44.126873493935,1.22015297942431e-10,1.04945606771097e-08,-1.57390452,"Up in D1C",7.97903573711974,"ZNF622","ZN622_HUMAN"
-1.31319237,11.9117569925,-39.3807599189062,1.05053876641971e-09,7.90624219834977e-08,13.2352109457256,"DDX21_HUMAN",43,-43.8805527439692,1.27440742959482e-10,1.07981391885279e-08,-1.31319237,"Up in D1C",7.96665107875216,"DDX21","DDX21_HUMAN"
