"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D1CM_vs_D5B","Diff_Abund","negLog10_sca_adjPval","Genes","Protein.Names","D5B_vs_D1CM"
0.348318815000001,11.194262385,12.3633789750379,3.96699592564761e-06,1.82520789613994e-05,4.08826101293286,"CPSF2_HUMAN",37,-13.7321018435517,9.66416626230117e-07,5.18518506842371e-06,-0.348318815000001,"Non-significant",5.28523573826032,"CPSF2","CPSF2_HUMAN",0.348318815000001
-0.560298200000004,11.83315456,-14.1365900818295,1.55652907167114e-06,8.82906025916289e-06,5.14018000410226,"RNT2_HUMAN",13,13.7297628942361,9.67655624747224e-07,5.18853006424577e-06,0.560298200000004,"Up in D5B",5.28495566246119,"RNASET2","RNT2_HUMAN",-0.560298200000004
0.528447869749996,10.020566822625,17.3765211256474,3.63236539618056e-07,3.02242921267581e-06,6.77344641774794,"CAH12_HUMAN",9,-13.7285850625545,9.68280226475493e-07,5.1885785308086e-06,-0.528447869749996,"Up in D1CM",5.28495160569323,"CA12","CAH12_HUMAN",0.528447869749996
-0.298199412499999,12.19383561625,-11.8277630055326,5.39282160023331e-06,2.32037229547558e-05,3.74287769041894,"CYTSA_HUMAN",50,13.7230342696482,9.7122990447336e-07,5.19978351705832e-06,0.298199412499999,"Non-significant",5.2840147370006,"SPECC1L","CYTSA_HUMAN",-0.298199412499999
0.531939744750002,8.987609267125,13.1576440264768,2.57151656433207e-06,1.29559552425314e-05,4.57579941786873,"KLC2_HUMAN",22,-13.7223296510622,9.71605058650713e-07,5.19978351705832e-06,-0.531939744750002,"Up in D1CM",5.2840147370006,"KLC2","KLC2_HUMAN",0.531939744750002
-0.30557632475,9.729481220375,-15.1061145579822,9.76680816696104e-07,6.22991974697288e-06,5.66378187455167,"BT2A1_HUMAN",15,13.7183183680169,9.73743856522729e-07,5.20645739126694e-06,0.30557632475,"Non-significant",5.28345768144814,"BTN2A1","BT2A1_HUMAN",-0.30557632475
0.347290042499997,15.71386480375,12.7622157056684,3.18102859327052e-06,1.52606089998163e-05,4.33659875132659,"CGL_HUMAN",26,-13.7176748443416,9.74087472538613e-07,5.20645739126694e-06,-0.347290042499997,"Non-significant",5.28345768144814,"CTH","CGL_HUMAN",0.347290042499997
0.375271080000001,10.5023230325,13.7894921063968,1.85269083703027e-06,1.0114204057855e-05,4.94440417663748,"RUFY3_HUMAN",17,-13.7115086160019,9.7738690845002e-07,5.22078216180306e-06,-0.375271080000001,"Non-significant",5.28226442743678,"RUFY3","RUFY3_HUMAN",0.375271080000001
0.378850935000001,10.8591575625,12.9358593890625,2.89520768892986e-06,1.41799567751248e-05,4.44247664249155,"C19L1_HUMAN",24,-13.7037032771231,9.81581422535656e-07,5.23986688445411e-06,-0.378850935000001,"Non-significant",5.28067974585623,"CWF19L1","C19L1_HUMAN",0.378850935000001
-0.194025517500002,13.52245092375,-10.0765028721543,1.62060865727702e-05,5.58467308756664e-05,2.50534199850266,"KTN1_HUMAN",92,13.7010107245936,9.83033062903157e-07,5.24429473874096e-06,0.194025517500002,"Non-significant",5.28031290816965,"KTN1","KTN1_HUMAN",-0.194025517500002
0.3721418425,11.77362585125,14.3746311049149,1.38445621926899e-06,8.11514705995711e-06,5.27183091578827,"CP2CJ_HUMAN",15,-13.6950587205006,9.86250543368761e-07,5.25813145481043e-06,-0.3721418425,"Non-significant",5.27916856060601,"CYP2C19","CP2CJ_HUMAN",0.3721418425
0.982488392500002,11.33152091375,13.2852115999437,2.40401160811754e-06,1.23482107524819e-05,4.65153722312848,"RCL1_HUMAN",16,-13.6757625213558,9.96763141688589e-07,5.30336533700924e-06,-0.982488392500002,"Up in D1CM",5.27544845427272,"RCL1","RCL1_HUMAN",0.982488392500002
0.5232875345,9.7001315355,14.2201655827196,1.49349276810844e-06,8.5404684819444e-06,5.18664008076865,"PAR16_HUMAN",13,-13.6751244500512,9.97112907779282e-07,5.30336533700924e-06,-0.5232875345,"Up in D1CM",5.27544845427272,"PARP16","PAR16_HUMAN",0.5232875345
0.957178115749999,8.940341949375,13.2057671570954,2.50682078497757e-06,1.27024051677087e-05,4.60445080678568,"IRAK2_HUMAN",19,-13.6749239694573,9.9722283197815e-07,5.30336533700924e-06,-0.957178115749999,"Up in D1CM",5.27544845427272,"IRAK2","IRAK2_HUMAN",0.957178115749999
0.493505720000002,11.2776910075,13.6320852512046,2.00768941826655e-06,1.06756302562946e-05,4.85408409918522,"RPP30_HUMAN",16,-13.6748714363883,9.9725163829157e-07,5.30336533700924e-06,-0.493505720000002,"Non-significant",5.27544845427272,"RPP30","RPP30_HUMAN",0.493505720000002
1.1557996275,9.0007606745,13.0824614433564,2.67641345613899e-06,1.33468571366253e-05,4.530840923521,"ARHG2_HUMAN",35,-13.6636660767255,1.00341747639491e-06,5.33279061067636e-06,-1.1557996275,"Up in D1CM",5.27304546833533,"ARHGEF2","ARHG2_HUMAN",1.1557996275
0.475035189999998,12.1681649675,13.0690549566714,2.69562354316395e-06,1.34287298140242e-05,4.52279863606611,"NOC2L_HUMAN",22,-13.6449621766591,1.01380509156829e-06,5.38460183795155e-06,-0.475035189999998,"Non-significant",5.26884640489592,"NOC2L","NOC2L_HUMAN",0.475035189999998
1.0874114025,9.85620832375,17.5673914939521,3.36170539721627e-07,2.85355637393111e-06,6.86020459644691,"S38A2_HUMAN",4,-13.6352528383039,1.01924497862545e-06,5.40691069870589e-06,-1.0874114025,"Up in D1CM",5.26705080323361,"SLC38A2","S38A2_HUMAN",1.0874114025
0.391472337500002,12.62887239625,12.5355227303992,3.60352599674354e-06,1.68745114591951e-05,4.19634347604485,"FXR1_HUMAN",33,-13.6351757462034,1.01928830231862e-06,5.40691069870589e-06,-0.391472337500002,"Non-significant",5.26705080323361,"FXR1","FXR1_HUMAN",0.391472337500002
0.879893777499998,12.80586552625,22.9801193508333,4.96272768975256e-08,7.40735815033047e-07,8.9956349813816,"HS904_HUMAN",4,-13.6338405836338,1.02003895615717e-06,5.40748953550236e-06,-0.879893777499998,"Up in D1CM",5.26700431232863,"HSP90AA4P","HS904_HUMAN",0.879893777499998
0.84737014775,8.698964119125,12.9569733662127,2.86248165528737e-06,1.40441547569367e-05,4.45526043127527,"DNMT1_HUMAN",42,-13.6318860887375,1.02113893068021e-06,5.40768435535032e-06,-0.84737014775,"Up in D1CM",5.26698866594406,"DNMT1","DNMT1_HUMAN",0.84737014775
0.506662127500002,10.46798360375,13.2483641293847,2.45108977508723e-06,1.25061959529118e-05,4.62973071848787,"NELFE_HUMAN",19,-13.6314956610521,1.02135881999261e-06,5.40768435535032e-06,-0.506662127500002,"Up in D1CM",5.26698866594406,"NELFE","NELFE_HUMAN",0.506662127500002
0.585315702999999,10.290571451,14.6274281371791,1.22491815148598e-06,7.38543283181355e-06,5.40939479223393,"RHOD_HUMAN",11,-13.6283798045059,1.02311558140366e-06,5.41358520756525e-06,-0.585315702999999,"Up in D1CM",5.26651502321765,"RHOD","RHOD_HUMAN",0.585315702999999
0.447825193500002,9.65707862375,12.4117806308827,3.86076700143814e-06,1.78314548247244e-05,4.11879032596003,"ELYS_HUMAN",60,-13.6271251543146,1.02382392833147e-06,5.41393468751943e-06,-0.447825193500002,"Non-significant",5.26648698776407,"AHCTF1","ELYS_HUMAN",0.447825193500002
0.310752389999999,12.52677226,11.9542442920956,5.00995953935287e-06,2.18802844337852e-05,3.82571194118839,"PML_HUMAN",43,-13.6228224581702,1.02625732036736e-06,5.42339997076895e-06,-0.310752389999999,"Non-significant",5.2657283655641,"PML","PML_HUMAN",0.310752389999999
1.02324175825,9.452051043375,13.1167524868222,2.62797978413008e-06,1.31653099075738e-05,4.55137649717691,"WDR46_HUMAN",21,-13.620491464015,1.02757832836023e-06,5.42697852741125e-06,-1.02324175825,"Up in D1CM",5.26544189676312,"WDR46","WDR46_HUMAN",1.02324175825
0.316048857499998,11.39402496875,12.4511122010898,3.77681359433497e-06,1.75301551688598e-05,4.14351785030679,"RTF1_HUMAN",28,-13.6078600739559,1.03477002579624e-06,5.46153822632216e-06,-0.316048857499998,"Non-significant",5.26268502229186,"RTF1","RTF1_HUMAN",0.316048857499998
-0.204867364999998,15.7844998825,-10.3216243454509,1.37568082395462e-05,4.90093561500991e-05,2.68958340869846,"PLEC_HUMAN",400,13.600271239519,1.03911792025634e-06,5.48105441166503e-06,0.204867364999998,"Non-significant",5.26113588656699,"PLEC","PLEC_HUMAN",-0.204867364999998
0.364430904499999,9.72445344925,12.3398417543736,4.01984735103059e-06,1.84248468307976e-05,4.07337505591448,"TOP3B_HUMAN",36,-13.5910199132767,1.04444609630613e-06,5.50571366214157e-06,-0.364430904499999,"Non-significant",5.25918637888266,"TOP3B","TOP3B_HUMAN",0.364430904499999
-0.665025715000002,11.885159015,-13.2051575667689,2.5076286865663e-06,1.27024051677087e-05,4.6040884816701,"BIEA_HUMAN",18,13.5889765360171,1.04562708571483e-06,5.50849419093146e-06,0.665025715000002,"Up in D5B",5.25896710422361,"BLVRA","BIEA_HUMAN",-0.665025715000002
-0.3914928425,18.01106882375,-12.3322280942832,4.0371136997569e-06,1.84738498236975e-05,4.06855424263975,"SCP2_HUMAN",42,13.5858006784346,1.0474655818208e-06,5.51473291016085e-06,0.3914928425,"Non-significant",5.25847551648802,"SCP2","SCP2_HUMAN",-0.3914928425
-0.522983072499997,16.70626330375,-14.111271112074,1.57621711124732e-06,8.9167342487944e-06,5.12605369919177,"NADC_HUMAN",13,13.5840041297628,1.04850720742127e-06,5.51677106826085e-06,0.522983072499997,"Up in D5B",5.25831503776674,"QPRT","NADC_HUMAN",-0.522983072499997
-0.365111112499998,12.79169452125,-12.8068273170174,3.10465954799192e-06,1.49538144742994e-05,4.36392758732602,"PALMD_HUMAN",24,13.5825541989925,1.0493487150967e-06,5.51775441019968e-06,0.365111112499998,"Non-significant",5.25823763344521,"PALMD","PALMD_HUMAN",-0.365111112499998
-0.183336495000001,11.36132157,-10.1180167798799,1.57586680183213e-05,5.455023109915e-05,2.53682005442515,"RAI14_HUMAN",54,13.5785728861399,1.0516632853716e-06,5.52647745161923e-06,0.183336495000001,"Non-significant",5.25755159758702,"RAI14","RAI14_HUMAN",-0.183336495000001
0.679674150000004,11.0455658425,15.9494632339584,6.65938725397542e-07,4.73314822576254e-06,6.09371496012873,"SMN_HUMAN",8,-13.5673887961653,1.05819599570584e-06,5.5573420858595e-06,-0.679674150000004,"Up in D1CM",5.25513286910836,"SMN1","SMN_HUMAN",0.679674150000004
0.891286369999998,14.3461816325,13.4997647235431,2.14941961212828e-06,1.12740870632416e-05,4.77739625800903,"RL19_HUMAN",12,-13.5611764080557,1.06184438404029e-06,5.57303008286155e-06,-0.891286369999998,"Up in D1CM",5.25390861264351,"RPL19","RL19_HUMAN",0.891286369999998
-0.476154805000004,13.2973001,-15.5125517765908,8.10081086689151e-07,5.42780085826936e-06,5.87378669969316,"ITPA_HUMAN",11,13.5600491452268,1.06250791231607e-06,5.57304243491735e-06,0.476154805000004,"Non-significant",5.25390765007492,"ITPA","ITPA_HUMAN",-0.476154805000004
0.2636513725,15.83558916875,14.8629255158931,1.09482968017994e-06,6.78085034199003e-06,5.53552244026492,"MAAI_HUMAN",16,-13.5561414652072,1.06481165537181e-06,5.58165263876179e-06,-0.2636513725,"Non-significant",5.25323719431873,"GSTZ1","MAAI_HUMAN",0.2636513725
0.501300334999998,8.96838164325,15.1996549021041,9.35141872556361e-07,6.01910293177015e-06,5.71258998163706,"ARP6_HUMAN",11,-13.5530368952124,1.06664593125316e-06,5.58779276229512e-06,-0.501300334999998,"Up in D1CM",5.25275970919004,"ACTR6","ARP6_HUMAN",0.501300334999998
0.833743097500001,14.52998256625,12.9982954196584,2.79963907137148e-06,1.38401389204631e-05,4.48022345950029,"DHB13_HUMAN",24,-13.5498668942789,1.06852252918673e-06,5.59414683137573e-06,-0.833743097500001,"Up in D1CM",5.25226613874759,"HSD17B13","DHB13_HUMAN",0.833743097500001
0.65941834475,9.025679707625,14.1491245578857,1.54688554114964e-06,8.78026816589245e-06,5.1471645465865,"TRM61_HUMAN",11,-13.5331597883022,1.07847440057635e-06,5.64274408594542e-06,-0.65941834475,"Up in D1CM",5.24850964573953,"TRMT61A","TRM61_HUMAN",0.65941834475
0.710662125000002,10.2257395975,15.5535382281602,7.9515135087832e-07,5.37045732095622e-06,5.89467005407621,"CSTOS_HUMAN",8,-13.5228926280308,1.08464184613734e-06,5.67149263095014e-06,-0.710662125000002,"Up in D1CM",5.24630262786632,"CUSTOS","CSTOS_HUMAN",0.710662125000002
0.307546852500003,12.79155600125,11.652086536002,5.98079476365615e-06,2.52186688658618e-05,3.62647272954054,"SON_HUMAN",61,-13.5179853947515,1.08760358942148e-06,5.68134859754124e-06,-0.307546852500003,"Non-significant",5.24554856236086,"SON","SON_HUMAN",0.307546852500003
-0.231443402499997,13.64113879125,-10.7385789957483,1.04918075706361e-05,3.9339611215699e-05,2.99428474788015,"LMO7_HUMAN",76,13.5175367939669,1.08787479373966e-06,5.68134859754124e-06,0.231443402499997,"Non-significant",5.24554856236086,"LMO7","LMO7_HUMAN",-0.231443402499997
-0.833596229999999,10.23369813,-13.1646022352221,2.56204613242583e-06,1.2915961034819e-05,4.57994822358317,"RDH5_HUMAN",16,13.5105661633267,1.09209870716221e-06,5.69987616264414e-06,0.833596229999999,"Up in D5B",5.2441345798476,"RDH5","RDH5_HUMAN",-0.833596229999999
0.279830697500003,16.12352192375,12.3589727972939,3.97682957988709e-06,1.82574599830437e-05,4.08547634512747,"GCDH_HUMAN",26,-13.502250045098,1.09716204972448e-06,5.72275923089584e-06,-0.279830697500003,"Non-significant",5.24239452543408,"GCDH","GCDH_HUMAN",0.279830697500003
0.367025852499999,13.35257935625,12.1850946762021,4.38784902079235e-06,1.97464919360698e-05,3.97484983710396,"PDXD1_HUMAN",41,-13.4997647223188,1.09868037479842e-06,5.7263190735819e-06,-0.367025852499999,"Non-significant",5.24212445651784,"PDXDC1","PDXD1_HUMAN",0.367025852499999
0.293060780000003,13.4197325725,12.1010791998177,4.60353700320467e-06,2.04550413284197e-05,3.92087524763422,"CLPB_HUMAN",31,-13.4989097160458,1.09920325792567e-06,5.7263190735819e-06,-0.293060780000003,"Non-significant",5.24212445651784,"CLPB","CLPB_HUMAN",0.293060780000003
-0.313558575000002,17.0553865425,-12.1635264062307,4.44210751113679e-06,1.9905648171915e-05,3.96102630495913,"ACY1_HUMAN",32,13.497207802853,1.10024490320901e-06,5.72820524345195e-06,0.313558575000002,"Non-significant",5.24198142950926,"ACY1","ACY1_HUMAN",-0.313558575000002
-1.10903906775,9.717455506125,-12.9698328668343,2.84275523928775e-06,1.39962522850213e-05,4.46303691319815,"IDUA_HUMAN",24,13.4955845780975,1.10123942095359e-06,5.72984387606037e-06,1.10903906775,"Up in D5B",5.2418572113117,"IDUA","IDUA_HUMAN",-1.10903906775
0.240666152499998,15.38327753625,12.9303551174111,2.90380865732955e-06,1.42138229806218e-05,4.43914080177199,"RAB14_HUMAN",21,-13.4904384405044,1.10439903949496e-06,5.74273874392537e-06,-0.240666152499998,"Non-significant",5.2408809407539,"RAB14","RAB14_HUMAN",0.240666152499998
1.6220030785,8.813694477,14.0082624762541,1.65928086866871e-06,9.26844164480356e-06,5.06833332334497,"B3KNS4_HUMAN",5,-13.4882654599101,1.10573625997327e-06,5.74614730907193e-06,-1.6220030785,"Up in D1CM",5.24062324456457,"ERVK3-1","B3KNS4_HUMAN",1.6220030785
1.01785695525,8.232562601375,14.4297393864176,1.34776275544753e-06,7.94981964007504e-06,5.30201403445822,"LRP10_HUMAN",7,-13.4714951249084,1.11611787957319e-06,5.79652347931139e-06,-1.01785695525,"Up in D1CM",5.23683240064904,"LRP10","LRP10_HUMAN",1.01785695525
0.209619757500002,11.73677718625,10.9830408880707,8.98974952433595e-06,3.47430530676881e-05,3.16806845820736,"DDX42_HUMAN",38,-13.4679265950116,1.11834106715235e-06,5.80437200557691e-06,-0.209619757500002,"Non-significant",5.23624476115643,"DDX42","DDX42_HUMAN",0.209619757500002
0.812078954999997,10.76235366,14.2516424465406,1.47050587503139e-06,8.46090634120631e-06,5.20407118281011,"UBXN8_HUMAN",9,-13.4668602739038,1.11900634821005e-06,5.80437200557691e-06,-0.812078954999997,"Up in D1CM",5.23624476115643,"UBXN8","UBXN8_HUMAN",0.812078954999997
-4.26361668175,8.446067989125,-12.9576377336722,2.86145872775054e-06,1.40441547569367e-05,4.45566236803358,"CEMIP_HUMAN",54,13.4596526121659,1.12351490661948e-06,5.82417413769716e-06,4.26361668175,"Up in D5B",5.23476564847689,"CEMIP","CEMIP_HUMAN",-4.26361668175
0.644240617499998,10.53097689125,15.1939752506716,9.37606139448832e-07,6.01910293177015e-06,5.70963463433777,"RPB7_HUMAN",9,-13.4575361228004,1.12484269247342e-06,5.82747329739301e-06,-0.644240617499998,"Up in D1CM",5.23451970782393,"POLR2G","RPB7_HUMAN",0.644240617499998
0.350765939999999,13.427845835,12.4367411434174,3.80724664540621e-06,1.76519702827992e-05,4.13449122687291,"NEUA_HUMAN",28,-13.4543518902445,1.12684365233874e-06,5.83425377491599e-06,-0.350765939999999,"Non-significant",5.23401468411922,"CMAS","NEUA_HUMAN",0.350765939999999
-2.69596135625,7.885618507875,-14.0853616834461,1.59665710568666e-06,8.9841273323317e-06,5.11157309684748,"OMD_HUMAN",2,13.4524794064402,1.12802218094722e-06,5.83677038870724e-06,2.69596135625,"Up in D5B",5.23382739095895,"OMD","OMD_HUMAN",-2.69596135625
0.638882634999998,13.593694925,13.2951764145934,2.39145667616975e-06,1.22961822532187e-05,4.65742472220006,"PNKD_HUMAN",15,-13.4413727779594,1.13504114476236e-06,5.86629526898517e-06,-0.638882634999998,"Up in D1CM",5.23163608140598,"PNKD","PNKD_HUMAN",0.638882634999998
0.54985129825,8.022257864625,14.6080421557417,1.23638546660146e-06,7.43330463479579e-06,5.39892597751886,"TRI65_HUMAN",11,-13.4412482316074,1.13512013094256e-06,5.86629526898517e-06,-0.54985129825,"Up in D1CM",5.23163608140598,"TRIM65","TRI65_HUMAN",0.54985129825
0.548525807499999,10.56498456125,13.5889743838264,2.05266873861708e-06,1.0861233394729e-05,4.82917584618966,"MUL1_HUMAN",14,-13.4318973776802,1.14106803016575e-06,5.89219994665127e-06,-0.548525807499999,"Up in D1CM",5.22972252417599,"MUL1","MUL1_HUMAN",0.548525807499999
0.582887887499998,14.39898574375,13.244787871782,2.45571432953972e-06,1.25222117868665e-05,4.6276112521685,"IF4A2_HUMAN",16,-13.43096350187,1.14166397093224e-06,5.89219994665127e-06,-0.582887887499998,"Up in D1CM",5.22972252417599,"EIF4A2","IF4A2_HUMAN",0.582887887499998
0.832509519749999,10.089776040125,14.5976901445909,1.24255878467472e-06,7.45977777494533e-06,5.39333026560947,"EFMT4_HUMAN",8,-13.430077369983,1.14222976780498e-06,5.89219994665127e-06,-0.832509519749999,"Up in D1CM",5.22972252417599,"EEF1AKMT4","EFMT4_HUMAN",0.832509519749999
-3.389528513,8.003099084,-12.9229997075519,2.915347435644e-06,1.4262021784703e-05,4.43468102196847,"ITA7_HUMAN",30,13.4227003760086,1.14695223703612e-06,5.91294214432871e-06,3.389528513,"Up in D5B",5.22819637037037,"ITGA7","ITA7_HUMAN",-3.389528513
-0.930469752500001,12.06827556875,-12.9153478406835,2.92740643968148e-06,1.42795768981916e-05,4.43003898369614,"ASM_HUMAN",21,13.4120078484866,1.15383616607919e-06,5.94479525909625e-06,0.930469752500001,"Up in D5B",5.22586309804712,"SMPD1","ASM_HUMAN",-0.930469752500001
0.414523603000003,9.8062446125,12.5009422625351,3.67340420358449e-06,1.71228735457633e-05,4.17474228523313,"STK10_HUMAN",29,-13.4025658908211,1.15995357157229e-06,5.97266258691682e-06,-0.414523603000003,"Non-significant",5.22383201911853,"STK10","STK10_HUMAN",0.414523603000003
0.448365687499997,12.75380325375,13.9114015801166,1.74194018480665e-06,9.63739582033054e-06,5.01369056720237,"IMA3_HUMAN",14,-13.399420125114,1.16199978442718e-06,5.97954589922874e-06,-0.448365687499997,"Non-significant",5.22333179610313,"KPNA4","IMA3_HUMAN",0.448365687499997
0.209486010000003,15.7913692,10.5815468796092,1.16059232133299e-05,4.2812396833767e-05,2.88078186537055,"NDUS1_HUMAN",51,-13.3895558557898,1.1684424913219e-06,6.00643401282165e-06,-0.209486010000003,"Non-significant",5.22138328975884,"NDUFS1","NDUS1_HUMAN",0.209486010000003
0.236233709999999,15.61997366,11.156110575575,8.07325238763523e-06,3.1905958963877e-05,3.28901638896522,"SFPQ_HUMAN",42,-13.3888528875176,1.16890315440468e-06,6.00643401282165e-06,-0.236233709999999,"Non-significant",5.22138328975884,"SFPQ","SFPQ_HUMAN",0.236233709999999
-0.350248097499998,10.24921953625,-12.4270568284052,3.8279113773816e-06,1.77118965568195e-05,4.12840296407272,"PROX1_HUMAN",27,13.3874969522597,1.16979229052387e-06,6.00643401282165e-06,0.350248097499998,"Non-significant",5.22138328975884,"PROX1","PROX1_HUMAN",-0.350248097499998
0.440544366499999,10.19733703175,13.1503486671664,2.58148849191589e-06,1.29906665661845e-05,4.57144738547086,"MIER1_HUMAN",18,-13.3870656147016,1.17007529351681e-06,6.00643401282165e-06,-0.440544366499999,"Non-significant",5.22138328975884,"MIER1","MIER1_HUMAN",0.440544366499999
0.654165267999996,9.9959824085,17.4893231330567,3.46954197426764e-07,2.91572974088753e-06,6.82483152611992,"RP25L_HUMAN",7,-13.3813957601689,1.17380247527321e-06,6.02020036519464e-06,-0.654165267999996,"Up in D1CM",5.22038905424877,"RPP25L","RP25L_HUMAN",0.654165267999996
-0.450922967499992,17.81897258875,-12.3782543800585,3.93400000767936e-06,1.81299541086547e-05,4.09765538741138,"TBA1B_HUMAN",38,13.3808142745939,1.17418547874955e-06,6.02020036519464e-06,0.450922967499992,"Non-significant",5.22038905424877,"TUBA1B","TBA1B_HUMAN",-0.450922967499992
0.85115742675,8.694659352375,12.8585946767683,3.01863165462113e-06,1.46230150671273e-05,4.3955293201349,"TLR2_HUMAN",22,-13.3715924562386,1.18027836065286e-06,6.04776066987415e-06,-0.85115742675,"Up in D1CM",5.21840540365262,"TLR2","TLR2_HUMAN",0.85115742675
-0.383803367500001,11.69742274125,-12.2404878516565,4.25190376216508e-06,1.92788040942923e-05,4.01024956804761,"TAOK3_HUMAN",35,13.3626848456373,1.1861973817562e-06,6.07439716331895e-06,0.383803367500001,"Non-significant",5.21649681594115,"TAOK3","TAOK3_HUMAN",-0.383803367500001
0.578005075499998,8.59138882175,12.86905509676,3.00157817897443e-06,1.45655166785121e-05,4.40190058346319,"SFSWA_HUMAN",20,-13.3257587757563,1.21109254945246e-06,6.19779757238849e-06,-0.578005075499998,"Up in D1CM",5.20776261245142,"SFSWAP","SFSWA_HUMAN",0.578005075499998
-0.376158714999999,12.06177306,-14.3100838931633,1.42888302307239e-06,8.3119772266923e-06,5.23633799182474,"DIAC_HUMAN",14,13.3247726531492,1.21176538133779e-06,6.19779757238849e-06,0.376158714999999,"Non-significant",5.20776261245142,"CTBS","DIAC_HUMAN",-0.376158714999999
-0.545252565,11.3826781525,-13.466312483743,2.18702402869903e-06,1.14192634473415e-05,4.75789683036216,"KCC2G_HUMAN",14,13.3144753107841,1.21881640140764e-06,6.23008092629775e-06,0.545252565,"Up in D5B",5.2055063119899,"CAMK2G","KCC2G_HUMAN",-0.545252565
0.504739999750001,9.173528075375,12.2000842417119,4.35058228025578e-06,1.96101914653882e-05,3.98444370128429,"MDN1_HUMAN",141,-13.3102110349064,1.22174981288185e-06,6.24129040774612e-06,-0.504739999750001,"Up in D1CM",5.20472560919169,"MDN1","MDN1_HUMAN",0.504739999750001
-0.754756212250001,8.461290478625,-12.901336856564,2.94963388995682e-06,1.43630641585477e-05,4.42153251987535,"EMAL1_HUMAN",18,13.3062473221062,1.22448357859381e-06,6.25146704056159e-06,0.754756212250001,"Up in D5B",5.20401805419881,"EML1","EMAL1_HUMAN",-0.754756212250001
0.288411617499996,16.94855856875,12.9439841492189,2.88256463885618e-06,1.4126242640069e-05,4.44739820460051,"PRDX4_HUMAN",20,-13.3009787835331,1.22812792199087e-06,6.26341884602093e-06,-0.288411617499996,"Non-significant",5.20318854527882,"PRDX4","PRDX4_HUMAN",0.288411617499996
0.432956697500003,16.78167342875,12.5055875799401,3.66392857718617e-06,1.70996414334867e-05,4.17764726102499,"UDB10_HUMAN",27,-13.3007149292714,1.22831075483125e-06,6.26341884602093e-06,-0.432956697500003,"Non-significant",5.20318854527882,"UGT2B10","UDB10_HUMAN",0.432956697500003
-0.693317410000002,10.774698495,-12.8523420050781,3.02887769909051e-06,1.46642217838219e-05,4.39171862215146,"PA24C_HUMAN",19,13.2823832656791,1.2410885008962e-06,6.32474907742084e-06,0.693317410000002,"Up in D5B",5.19895669963091,"PLA2G4C","PA24C_HUMAN",-0.693317410000002
0.604518175000001,10.4122859225,14.5316428727489,1.2827783293662e-06,7.66846704838841e-06,5.35753965081659,"CH033_HUMAN",10,-13.2694087708287,1.25022236000814e-06,6.36481627025836e-06,-0.604518175000001,"Up in D1CM",5.19621412837554,"C8orf33","CH033_HUMAN",0.604518175000001
-0.480712652500001,10.98060667625,-12.9022157540501,2.94823397315401e-06,1.43630641585477e-05,4.42206637604999,"TTC19_HUMAN",19,13.269071219421,1.25046099698041e-06,6.36481627025836e-06,0.480712652500001,"Non-significant",5.19621412837554,"TTC19","TTC19_HUMAN",-0.480712652500001
0.465657712500001,11.23473095875,12.4620495826152,3.75383648541925e-06,1.74331061904126e-05,4.15038129502475,"GPKOW_HUMAN",29,-13.2673142383841,1.2517039472485e-06,6.36729787046327e-06,-0.465657712500001,"Non-significant",5.19604483280106,"GPKOW","GPKOW_HUMAN",0.465657712500001
0.946985722500003,11.14547681875,19.0437951941761,1.89538883015421e-07,1.89291853665519e-06,7.50156005126253,"SERF2_HUMAN",4,-13.2614854253374,1.25583740355464e-06,6.38447133568281e-06,-0.946985722500003,"Up in D1CM",5.19487505854172,"SERF2","SERF2_HUMAN",0.946985722500003
-0.435910224999999,11.4685583125,-12.507017723998,3.66101691146846e-06,1.70962390840818e-05,4.17854140889842,"SNTB2_HUMAN",26,13.2581556996282,1.25820553108867e-06,6.39265486530824e-06,0.435910224999999,"Non-significant",5.19431874216997,"SNTB2","SNTB2_HUMAN",-0.435910224999999
-0.25653434,11.5922404525,-11.6249710221479,6.07786011130242e-06,2.55003896854993e-05,3.60836344359363,"NIBA2_HUMAN",32,13.2485462547871,1.26506801692715e-06,6.42364958715598e-06,0.25653434,"Non-significant",5.19221815803375,"NIBAN2","NIBA2_HUMAN",-0.25653434
1.15999507925,9.355418682375,12.9912167005869,2.81029255352315e-06,1.38688266590437e-05,4.47595239478094,"SSF1_HUMAN",12,-13.242630056552,1.26931391273314e-06,6.44132869983601e-06,-1.15999507925,"Up in D1CM",5.19102453830992,"PPAN","SSF1_HUMAN",1.15999507925
0.451669214999999,15.47718525,13.4418468772717,2.2149985855321e-06,1.15206330712064e-05,4.74360693778904,"RL13A_HUMAN",15,-13.2376867854938,1.27287384068147e-06,6.45550758309514e-06,-0.451669214999999,"Non-significant",5.19006960438583,"RPL13A","RL13A_HUMAN",0.451669214999999
0.535390617499999,11.46845924875,13.646240251717,1.99316534983397e-06,1.06264331016765e-05,4.86224630749275,"CQ10B_HUMAN",13,-13.2365747858142,1.27367619842218e-06,6.45569252946517e-06,-0.535390617499999,"Up in D1CM",5.19005716229102,"COQ10B","CQ10B_HUMAN",0.535390617499999
