"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D1CM_vs_D8BM","Diff_Abund","negLog10_sca_adjPval","Genes","Protein.Names","D8BM_vs_D1CM"
0.329170227500001,17.70824289125,9.46832390269827,2.59970611700281e-05,9.88850309576564e-05,2.02062275743063,"MMSA_HUMAN",39,-10.6594460655034,7.72359845285297e-06,3.44638493166213e-05,-0.329170227500001,"Non-significant",4.46263621720706,"ALDH6A1","MMSA_HUMAN",0.329170227500001
-0.717796565,12.68710792,-18.1708400049382,2.87785454294061e-07,3.37015103926527e-06,7.08201686594588,"B2CL1_HUMAN",5,10.6559019651689,7.74204237535374e-06,3.45278704665908e-05,0.717796565,"Up in D8BM",4.46183020627633,"BCL2L1","B2CL1_HUMAN",-0.717796565
0.386699672500002,15.96439647625,9.76810195748463,2.10842853615067e-05,8.37509148502075e-05,2.2561897771632,"CP27A_HUMAN",33,-10.6510557077686,7.76734304995632e-06,3.46110889097619e-05,-0.386699672500002,"Non-significant",4.46078473702307,"CYP27A1","CP27A_HUMAN",0.386699672500002
0.59641218,14.942497015,11.7394975856019,6.03777727339308e-06,3.12415129757092e-05,3.66329537469091,"SPP_HUMAN",10,-10.6507552895956,7.76891448775293e-06,3.46110889097619e-05,-0.59641218,"Up in D1CM",4.46078473702307,"HM13","SPP_HUMAN",0.59641218
0.388300659999999,13.92420733,10.4613496606548,1.32631646358216e-05,5.87777154129023e-05,2.77768476923093,"AIMP2_HUMAN",18,-10.6462164526537,7.79269992288848e-06,3.46987150818949e-05,-0.388300659999999,"Non-significant",4.459686607145,"AIMP2","AIMP2_HUMAN",0.388300659999999
0.728083133999998,9.7803928855,10.9739803113165,9.57809482800011e-06,4.53051410242497e-05,3.1439870776246,"STX6_HUMAN",11,-10.6419698798952,7.81502789447784e-06,3.47661972199672e-05,-0.728083133999998,"Up in D1CM",4.45884281051617,"STX6","STX6_HUMAN",0.728083133999998
0.423624754999999,14.6142750975,10.4387006980037,1.34596824636215e-05,5.93987766941705e-05,2.76113488618192,"U2AF2_HUMAN",18,-10.6417654889535,7.81610436965687e-06,3.47661972199672e-05,-0.423624754999999,"Non-significant",4.45884281051617,"U2AF2","U2AF2_HUMAN",0.423624754999999
-0.410808087500003,15.55502724375,-10.4424747706169,1.34267085451065e-05,5.92847284696812e-05,2.76389485754939,"NDRG1_HUMAN",18,10.639494788006,7.82807479047792e-06,3.48010772199042e-05,0.410808087500003,"Non-significant",4.45840731285171,"NDRG1","NDRG1_HUMAN",-0.410808087500003
4.0545533885,9.96826964575,10.7870424399185,1.07679230379766e-05,4.97058177914048e-05,3.01221561608486,"CF210_HUMAN",1,-10.6386283945743,7.83264757302493e-06,3.48030502862558e-05,-4.0545533885,"Up in D1CM",4.45838269098344,"CFAP210","CF210_HUMAN",4.0545533885
0.430126905000002,16.1113411175,9.77875672297044,2.09300800067716e-05,8.3446661130522e-05,2.26444654250711,"HNRPU_HUMAN",40,-10.6330178279569,7.86233263639793e-06,3.49165446744985e-05,-0.430126905000002,"Non-significant",4.456968740426,"HNRNPU","HNRPU_HUMAN",0.430126905000002
0.587206365,12.5758605,11.3480560327854,7.61764495755568e-06,3.79262429694252e-05,3.40171632195077,"B4GT1_HUMAN",11,-10.6301345647306,7.87763692007608e-06,3.496608825662e-05,-0.587206365,"Up in D1CM",4.45635295057861,"B4GALT1","B4GT1_HUMAN",0.587206365
0.949774742999999,10.035358191,10.3971803311719,1.38285565276907e-05,6.07404392766571e-05,2.73071262284316,"PK1IP_HUMAN",16,-10.6282382972461,7.88772050546923e-06,3.49924190213685e-05,-0.949774742999999,"Up in D1CM",4.45602603375835,"PAK1IP1","PK1IP_HUMAN",0.949774742999999
0.330840824999999,12.40859401,9.69893167164362,2.21171708178627e-05,8.66692853666968e-05,2.20239625930722,"UFSP2_HUMAN",28,-10.6247214559604,7.90646006808714e-06,3.50571025323022e-05,-0.330840824999999,"Non-significant",4.45522398117527,"UFSP2","UFSP2_HUMAN",0.330840824999999
0.443304302499996,13.26342403875,11.0052717438117,9.39383907456566e-06,4.47348415590474e-05,3.16584717697325,"CD14_HUMAN",14,-10.6184635240734,7.93992944393974e-06,3.51869954169128e-05,-0.443304302499996,"Non-significant",4.45361781556221,"CD14","CD14_HUMAN",0.443304302499996
1.03873229025,9.264406085125,10.3697352103636,1.40786593076327e-05,6.15822622231636e-05,2.71054428730648,"MTSS2_HUMAN",16,-10.6114369093575,7.97769987045314e-06,3.53358025265631e-05,-1.03873229025,"Up in D1CM",4.45178504078905,"MTSS2","MTSS2_HUMAN",1.03873229025
0.561739682500001,14.46784961125,11.8816939342184,5.55860582534627e-06,2.9413224344451e-05,3.75635107174712,"NDUA7_HUMAN",10,-10.5990985233251,8.04451243476868e-06,3.56130227482486e-05,-0.561739682500001,"Up in D1CM",4.44839116288371,"NDUFA7","NDUA7_HUMAN",0.561739682500001
0.84428095925,9.584543824875,10.1888422039029,1.58610426309962e-05,6.70811481869882e-05,2.57642111244744,"SYTC2_HUMAN",29,-10.5945180049766,8.06947587994041e-06,3.57047833028964e-05,-0.84428095925,"Up in D1CM",4.44727359837249,"TARS3","SYTC2_HUMAN",0.84428095925
-0.321875570000001,13.5847580425,-9.89857444564153,1.92809573782253e-05,7.8284773478353e-05,2.35676269774616,"MAVS_HUMAN",23,10.5904583077798,8.09167367687411e-06,3.57842169057565e-05,0.321875570000001,"Non-significant",4.44630848235475,"MAVS","MAVS_HUMAN",-0.321875570000001
-0.681658739999998,11.0256176,-11.2792705187808,7.94117350205406e-06,3.91668528079659e-05,3.354906225206,"GSTP1_HUMAN",10,10.5839332167536,8.12749579128504e-06,3.59237871131314e-05,0.681658739999998,"Up in D8BM",4.44461788593462,"GSTP1","GSTP1_HUMAN",-0.681658739999998
0.303055525000001,12.68856895,9.76244388884991,2.11666957080612e-05,8.39595661756462e-05,2.25180195276046,"NMI_HUMAN",24,-10.5714367578008,8.19659869698462e-06,3.62050055641655e-05,-0.303055525000001,"Non-significant",4.44123138143887,"NMI","NMI_HUMAN",0.303055525000001
0.696185588499997,9.12097001075,10.2252586665374,1.5482618363912e-05,6.57777168293417e-05,2.60359000669776,"RPC3_HUMAN",21,-10.5708769018763,8.19971000379546e-06,3.62050055641655e-05,-0.696185588499997,"Up in D1CM",4.44123138143887,"POLR3C","RPC3_HUMAN",0.696185588499997
-0.278643134999999,14.0859715925,-8.99922704152779,3.65096470448377e-05,0.000129520124133391,1.63883583335697,"VIME_HUMAN",47,10.5690714955206,8.20975229506985e-06,3.62303675890805e-05,0.278643134999999,"Non-significant",4.44092725964199,"VIM","VIME_HUMAN",-0.278643134999999
0.3243951825,12.13610100625,11.1752207019902,8.46057460186727e-06,4.10559489459639e-05,3.28360493838822,"FA50A_HUMAN",15,-10.5534293064899,8.29734046969773e-06,3.65977408786406e-05,-0.3243951825,"Non-significant",4.43654572209798,"FAM50A","FA50A_HUMAN",0.3243951825
-2.2001758815,7.398301065,-12.0069928179137,5.17185265772139e-06,2.78731112864026e-05,3.83750719032451,"MFAP4_HUMAN",1,10.5518775982265,8.30608632993384e-06,3.6617155687768e-05,2.2001758815,"Up in D8BM",4.43631539343361,"MFAP4","MFAP4_HUMAN",-2.2001758815
-0.4341406775,11.75333714625,-9.78715805162618,2.08093868663808e-05,8.32678648970103e-05,2.27095152695848,"S12A7_HUMAN",33,10.5402071434115,8.37219718795427e-06,3.68728335035346e-05,0.4341406775,"Non-significant",4.43329348762669,"SLC12A7","S12A7_HUMAN",-0.4341406775
-0.458251234999999,15.913253665,-11.1323953712377,8.68544350888651e-06,4.19539274134123e-05,3.2540841279915,"COF2_HUMAN",13,10.5400955334545,8.37283228446617e-06,3.68728335035346e-05,0.458251234999999,"Non-significant",4.43329348762669,"CFL2","COF2_HUMAN",-0.458251234999999
-0.702651974999998,13.3776726725,-10.3598896657215,1.41696239385244e-05,6.18517660164796e-05,2.70329767439689,"HPCL1_HUMAN",16,10.5362582844091,8.39470042445965e-06,3.69474448647814e-05,0.702651974999998,"Up in D8BM",4.4324155902731,"HPCAL1","HPCL1_HUMAN",-0.702651974999998
0.24921655499999,16.655398605,9.08610704438904,3.42453061368555e-05,0.000123145770233598,1.71080294923528,"AL1B1_HUMAN",31,-10.5355854828392,8.39854126953627e-06,3.69474448647814e-05,-0.24921655499999,"Non-significant",4.4324155902731,"ALDH1B1","AL1B1_HUMAN",0.24921655499999
0.321723457499999,10.40951395125,9.32480881226592,2.87980259952829e-05,0.00010707479537461,1.90556594205339,"DHX36_HUMAN",40,-10.5329024136341,8.41387784836294e-06,3.69956058340382e-05,-0.321723457499999,"Non-significant",4.4318498563481,"DHX36","DHX36_HUMAN",0.321723457499999
0.889177441749995,8.476912200375,10.2379491291044,1.53531517949065e-05,6.53264596058893e-05,2.6130378406205,"PXK_HUMAN",19,-10.531398469854,8.42248823989916e-06,3.70141571293587e-05,-0.889177441749995,"Up in D1CM",4.43163213573838,"PXK","PXK_HUMAN",0.889177441749995
-0.263076779999997,12.0280828475,-8.94607110153757,3.79781758408648e-05,0.000133861644896711,1.59451411062728,"SPG7_HUMAN",40,10.5206263354096,8.48445118165873e-06,3.7267034398229e-05,0.263076779999997,"Non-significant",4.4286751657578,"SPG7","SPG7_HUMAN",-0.263076779999997
-0.568027022500001,13.28538227125,-15.6440758374833,8.23675632537791e-07,7.04848924534116e-06,5.90312924223478,"VAMP8_HUMAN",7,10.5173968595905,8.50312728928172e-06,3.73296145423727e-05,0.568027022500001,"Up in D8BM",4.42794649448261,"VAMP8","VAMP8_HUMAN",-0.568027022500001
-0.328137877500003,11.58897042375,-10.1002753720773,1.68258328498031e-05,7.03147967729255e-05,2.5099866784632,"OFUT2_HUMAN",20,10.5110491047385,8.53997123513242e-06,3.74718467157372e-05,0.328137877500003,"Non-significant",4.42629490315143,"POFUT2","OFUT2_HUMAN",-0.328137877500003
0.353629587499999,18.02679705625,9.39397271132872,2.74077350991596e-05,0.000102949999621576,1.9612031762994,"CATA_HUMAN",45,-10.5062821942345,8.56775751039893e-06,3.75742081452407e-05,-0.353629587499999,"Non-significant",4.42511016315027,"CAT","CATA_HUMAN",0.353629587499999
0.263780114999996,17.639784575,9.2080239866081,3.13301940665681e-05,0.000114715202767205,1.81081536948109,"HAOX1_HUMAN",30,-10.5041961934599,8.57994872973047e-06,3.76081060025471e-05,-0.263780114999996,"Non-significant",4.42471853771173,"HAO1","HAOX1_HUMAN",0.263780114999996
0.4066286075,10.85183501375,9.7067822271653,2.19971123660297e-05,8.64702181249373e-05,2.20851832338158,"RPAP3_HUMAN",32,-10.4957715996435,8.62938331039022e-06,3.78051309372553e-05,-0.4066286075,"Non-significant",4.42244925342959,"RPAP3","RPAP3_HUMAN",0.4066286075
0.591348171250001,9.934542894375,9.97688330341238,1.82826126839829e-05,7.48441681948964e-05,2.41657232540151,"SMG8_HUMAN",30,-10.4949383794911,8.63428991965594e-06,3.7806976484561e-05,-0.591348171250001,"Up in D1CM",4.42242805282989,"SMG8","SMG8_HUMAN",0.591348171250001
-0.3958687775,12.42143201625,-9.55313785191118,2.44870419650438e-05,9.42085925008465e-05,2.08791596169703,"EXOC8_HUMAN",42,10.4884916585089,8.672359052419e-06,3.79539535061473e-05,0.3958687775,"Non-significant",4.42074297875466,"EXOC8","EXOC8_HUMAN",-0.3958687775
-0.48769736,13.9545477625,-10.9515497883733,9.7126921878703e-06,4.58132526309786e-05,3.12828269446305,"VATE1_HUMAN",13,10.4862484288085,8.68564995737062e-06,3.79771470972775e-05,0.48769736,"Non-significant",4.42047766325478,"ATP6V1E1","VATE1_HUMAN",-0.48769736
-0.260196445,11.3151081775,-9.26305924998686,3.01068566310345e-05,0.000111302936203066,1.855593911941,"HOOK2_HUMAN",28,10.4860764626395,8.68666978331367e-06,3.79771470972775e-05,0.260196445,"Non-significant",4.42047766325478,"HOOK2","HOOK2_HUMAN",-0.260196445
0.521716595000003,11.3190486425,12.0147121295132,5.14904181962791e-06,2.78035064046404e-05,3.84248154138085,"MPZL1_HUMAN",10,-10.4794737306739,8.72592848011544e-06,3.81290052664038e-05,-0.521716595000003,"Up in D1CM",4.41874452472756,"MPZL1","MPZL1_HUMAN",0.521716595000003
0.503350973000002,9.59357583525,10.0531739997959,1.73658474951157e-05,7.2137010365645e-05,2.47444706185302,"F120C_HUMAN",22,-10.4760915054407,8.74611578860441e-06,3.81974144985215e-05,-0.503350973000002,"Up in D1CM",4.41796603256019,"FAM120C","F120C_HUMAN",0.503350973000002
0.424212692499999,11.37718760875,9.88111754984655,1.95118237385931e-05,7.89938339541795e-05,2.34337343921224,"NUP50_HUMAN",25,-10.4722303440981,8.76922587014095e-06,3.82785110613247e-05,-0.424212692499999,"Non-significant",4.41704496353957,"NUP50","NUP50_HUMAN",0.424212692499999
0.687637329000001,8.38836407675,12.997158258496,2.99367788171114e-06,1.84052461190982e-05,4.45266862006342,"EAPP_HUMAN",7,-10.4667658107029,8.80204991316659e-06,3.84019040983857e-05,-0.687637329000001,"Up in D1CM",4.41564724128559,"EAPP","EAPP_HUMAN",0.687637329000001
-0.507934095,14.406509875,-12.1128093766574,4.86887284379375e-06,2.6649174805414e-05,3.90544125542345,"GSTT2_HUMAN",10,10.4592745592475,8.847272496143e-06,3.85792342834917e-05,0.507934095,"Up in D8BM",4.41364639643694,"GSTT2B","GSTT2_HUMAN",-0.507934095
0.242246389999998,15.3824874175,9.78168562578771,2.08879139134214e-05,8.34032337168305e-05,2.26671488598538,"RAB14_HUMAN",21,-10.4575112571632,8.8579549722275e-06,3.86058440852666e-05,-0.242246389999998,"Non-significant",4.4133469476114,"RAB14","RAB14_HUMAN",0.242246389999998
0.408410547500001,14.67063760875,9.75724127806718,2.12427936225064e-05,8.41821849760725e-05,2.24776538559932,"EIF3E_HUMAN",28,-10.4559817118698,8.86723303601708e-06,3.86263086618026e-05,-0.408410547500001,"Non-significant",4.41311679339309,"EIF3E","EIF3E_HUMAN",0.408410547500001
0.797564507499999,11.97780680625,10.0314159917596,1.76218983726456e-05,7.2954313056498e-05,2.45798057209441,"TM214_HUMAN",30,-10.4469665416678,8.92214045852109e-06,3.88454142173937e-05,-0.797564507499999,"Up in D1CM",4.41066024321137,"TMEM214","TM214_HUMAN",0.797564507499999
0.702740430750001,7.854478478375,10.1811518820099,1.59422882876372e-05,6.72560300182652e-05,2.57067273490376,"UHRF2_HUMAN",18,-10.4406531139162,8.9608201865178e-06,3.89879325866782e-05,-0.702740430750001,"Up in D1CM",4.4090697935374,"UHRF2","UHRF2_HUMAN",0.702740430750001
-1.236323115,16.626051545,-10.2932827684442,1.48027693197893e-05,6.36919564045454e-05,2.65411251276132,"LEG1_HUMAN",12,10.4401150400957,8.96412544228049e-06,3.89879325866782e-05,1.236323115,"Up in D8BM",4.4090697935374,"LGALS1","LEG1_HUMAN",-1.236323115
-0.486209392499999,11.55689835375,-10.1487665847274,1.62896311101055e-05,6.85498255751768e-05,2.54642331897522,"APOA_HUMAN",19,10.438324364875,8.97513499000755e-06,3.9015684801843e-05,0.486209392499999,"Non-significant",4.40876076596102,"LPA","APOA_HUMAN",-0.486209392499999
-0.855847595000002,11.7521716375,-10.9401765021778,9.78175626218058e-06,4.60230018425685e-05,3.12030882512258,"HSPB8_HUMAN",9,10.4365660271371,8.98596050299944e-06,3.90313662079158e-05,0.855847595000002,"Up in D8BM",4.40858624692079,"HSPB8","HSPB8_HUMAN",-0.855847595000002
0.28994608,15.593117475,9.04995486314609,3.51677045306689e-05,0.000125711866619596,1.68092729643547,"SFPQ_HUMAN",42,-10.4362344536562,8.98800353654817e-06,3.90313662079158e-05,-0.28994608,"Non-significant",4.40858624692079,"SFPQ","SFPQ_HUMAN",0.28994608
-0.730436324999999,10.9587788575,-13.779309740491,1.99624292203883e-06,1.35652685303174e-05,4.90844059107027,"DNJC5_HUMAN",6,10.4210060208302,9.08240031951103e-06,3.94209847029652e-05,0.730436324999999,"Up in D8BM",4.40427253161104,"DNAJC5","DNJC5_HUMAN",-0.730436324999999
-1.2161700725,15.45432055125,-27.3040208925476,1.60539479021598e-08,4.77645401536719e-07,10.2888643395128,"TBB2A_HUMAN",1,10.419893011404,9.08934311153323e-06,3.94308147643405e-05,1.2161700725,"Up in D8BM",4.40416424894754,"TUBB2A","TBB2A_HUMAN",-1.2161700725
0.436128854999998,10.9412401925,9.54328119526664,2.46573376816794e-05,9.46800143000608e-05,2.08012197189055,"NOTC2_HUMAN",52,-10.4173311015142,9.10534660448214e-06,3.94799210541049e-05,-0.436128854999998,"Non-significant",4.40362372443707,"NOTCH2","NOTC2_HUMAN",0.436128854999998
0.350883002499998,11.69283986125,10.2543448861444,1.51876931258913e-05,6.47531944148394e-05,2.62522893323253,"WDR82_HUMAN",18,-10.4159144803399,9.11420940807e-06,3.94906233436751e-05,-0.350883002499998,"Non-significant",4.40350601104487,"WDR82","WDR82_HUMAN",0.350883002499998
0.463598727500006,16.92407870375,9.67490807519081,2.2489188121678e-05,8.78412264493159e-05,2.18363533067413,"HSDL2_HUMAN",39,-10.4154391993212,9.11718507851367e-06,3.94906233436751e-05,-0.463598727500006,"Non-significant",4.40350601104487,"HSDL2","HSDL2_HUMAN",0.463598727500006
0.25493908,16.5728387825,9.77787439987087,2.09428012624902e-05,8.3446661130522e-05,2.26376309518383,"GDAH_HUMAN",21,-10.4127681652413,9.13392837973491e-06,3.95428260466284e-05,-0.25493908,"Non-significant",4.40293229575584,"AGMAT","GDAH_HUMAN",0.25493908
0.490804192500001,16.57285618875,9.80377886835421,2.05729229355649e-05,8.25757940113697e-05,2.28380641179691,"TXND5_HUMAN",30,-10.4086750678962,9.15965291438572e-06,3.96338369688692e-05,-0.490804192500001,"Non-significant",4.40193388139422,"TXNDC5","TXND5_HUMAN",0.490804192500001
-0.502853152500002,12.42150866875,-10.057037391727,1.7320823763172e-05,7.20262572766537e-05,2.47736761631307,"PP2BA_HUMAN",20,10.396108287412,9.23914332775179e-06,3.99572801999075e-05,0.502853152500002,"Up in D8BM",4.39840408086577,"PPP3CA","PP2BA_HUMAN",-0.502853152500002
-0.232771392500002,16.74663901375,-9.22045535832881,3.1049034978963e-05,0.000113886995577754,1.82094985587038,"ADHX_HUMAN",25,10.3942326853459,9.25107366995505e-06,3.99883589559236e-05,0.232771392500002,"Non-significant",4.3980664180973,"ADH5","ADHX_HUMAN",-0.232771392500002
0.337697985000002,11.04899454,9.75777872480064,2.12349181563089e-05,8.41821849760725e-05,2.24818246276964,"ASH2L_HUMAN",23,-10.3902330998141,9.27657210730532e-06,4.00780247526789e-05,-0.337697985000002,"Non-significant",4.39709369083719,"ASH2L","ASH2L_HUMAN",0.337697985000002
-0.675691605000003,10.128304005,-10.460140849095,1.32735707384426e-05,5.87929205225081e-05,2.77680227826396,"WIPF3_HUMAN",13,10.3865474109581,9.30013928954165e-06,4.01540730051038e-05,0.675691605000003,"Up in D8BM",4.39627039574208,"WIPF3","WIPF3_HUMAN",-0.675691605000003
0.437882184999999,13.96969688,10.0319729995976,1.76152904354796e-05,7.2954313056498e-05,2.45840250649475,"AADAT_HUMAN",20,-10.3859911413457,9.30370204994279e-06,4.01540730051038e-05,-0.437882184999999,"Non-significant",4.39627039574208,"AADAT","AADAT_HUMAN",0.437882184999999
0.4180588725,9.5219762325,9.79367975875323,2.07162384449287e-05,8.30719190543788e-05,2.27599781174507,"GLE1_HUMAN",25,-10.3832317548401,9.32139787703461e-06,4.02098580888049e-05,-0.4180588725,"Non-significant",4.39566745963416,"GLE1","GLE1_HUMAN",0.4180588725
-0.580559494999999,13.45852816,-9.85441974269196,1.98709694007389e-05,8.01782676298841e-05,2.32285655708547,"MA1A1_HUMAN",31,10.3797620850824,9.34370240752607e-06,4.02854565693285e-05,0.580559494999999,"Up in D8BM",4.39485170997906,"MAN1A1","MA1A1_HUMAN",-0.580559494999999
0.373267650000001,13.1907777775,9.71587850030808,2.18589231593607e-05,8.60975996776875e-05,2.2156064638058,"ERG1_HUMAN",25,-10.3766323719766,9.36387299399688e-06,4.03517819357872e-05,-0.373267650000001,"Non-significant",4.39413728206231,"SQLE","ERG1_HUMAN",0.373267650000001
0.688997270000003,9.8332386025,10.1170805134157,1.66377785817721e-05,6.97017075873543e-05,2.52263154448029,"TAF7_HUMAN",18,-10.3740622883702,9.38047342458847e-06,4.04026624914952e-05,-0.688997270000003,"Up in D1CM",4.39359001441256,"TAF7","TAF7_HUMAN",0.688997270000003
0.736665248750002,8.740235328625,13.5666448491067,2.2239468678661e-06,1.47371447714177e-05,4.78697406580612,"SL9A8_HUMAN",6,-10.3726847889456,9.38938444008154e-06,4.04203888894011e-05,-0.736665248750002,"Up in D1CM",4.39339951240141,"SLC9A8","SL9A8_HUMAN",0.736665248750002
0.671557665000002,9.528618455,10.1108303627654,1.67074405702109e-05,6.9924040003132e-05,2.51793083454824,"TF3C2_HUMAN",18,-10.3659398590098,9.43315476299843e-06,4.05759076715919e-05,-0.671557665000002,"Up in D1CM",4.3917317563482,"GTF3C2","TF3C2_HUMAN",0.671557665000002
-0.595910310250002,10.374080299875,-11.9161621979631,5.4490422111742e-06,2.90696055683464e-05,3.77875413084176,"TIA1_HUMAN",9,10.3656350635123,9.4351380989821e-06,4.05759076715919e-05,0.595910310250002,"Up in D8BM",4.3917317563482,"TIA1","TIA1_HUMAN",-0.595910310250002
-0.471695184499998,9.12143790725,-9.7681419125334,2.10837047028838e-05,8.37509148502075e-05,2.25622075439712,"TTC7A_HUMAN",28,10.3586058484843,9.48100816304045e-06,4.07523803193615e-05,0.471695184499998,"Non-significant",4.38984701933204,"TTC7A","TTC7A_HUMAN",-0.471695184499998
0.879528284500001,9.67946660525,10.2696759223141,1.50348015047035e-05,6.43291075548963e-05,2.63661281177455,"YJU2_HUMAN",13,-10.3509657294755,9.53114910261687e-06,4.09470212976338e-05,-0.879528284500001,"Up in D1CM",4.38777768562646,"YJU2","YJU2_HUMAN",0.879528284500001
0.834550857499998,9.0512709615,10.0796307352592,1.7060150236065e-05,7.11528977435882e-05,2.49442751933931,"MET16_HUMAN",18,-10.3464483647414,9.5609359828188e-06,4.10473606242967e-05,-0.834550857499998,"Up in D1CM",4.38671476310375,"METTL16","MET16_HUMAN",0.834550857499998
-0.2762970925,11.18413352875,-10.062732159231,1.72546977332215e-05,7.18576320125118e-05,2.48167081731208,"ITIH3_HUMAN",19,10.3459475946024,9.56424442592462e-06,4.10473606242967e-05,0.2762970925,"Non-significant",4.38671476310375,"ITIH3","ITIH3_HUMAN",-0.2762970925
-0.36277175,11.5134938975,-9.2017504868978,3.14731716843182e-05,0.000114942532117469,1.80569656980482,"ERBIN_HUMAN",64,10.337681105903,9.61904498424245e-06,4.1261542072356e-05,0.36277175,"Non-significant",4.38445454512195,"ERBIN","ERBIN_HUMAN",-0.36277175
0.447038650250004,10.176524162375,9.54616582953927,2.46073611113957e-05,9.45375783080921e-05,2.08240366736188,"WDR33_HUMAN",43,-10.3340792785794,9.64303262593866e-06,4.13433987813006e-05,-0.447038650250004,"Non-significant",4.38359382351692,"WDR33","WDR33_HUMAN",0.447038650250004
0.325187207500001,16.57523131375,9.83119077043193,2.01895384441454e-05,8.13468544673525e-05,2.3049659917768,"ADH6_HUMAN",21,-10.3303678881512,9.66782026062636e-06,4.14286003949261e-05,-0.325187207500001,"Non-significant",4.38269973846197,"ADH6","ADH6_HUMAN",0.325187207500001
0.580872055,10.956605435,10.9784364879988,9.55160705620312e-06,4.52111332188189e-05,3.14710356702661,"GLTP_HUMAN",11,-10.3223764676539,9.72143672017339e-06,4.16371900987508e-05,-0.580872055,"Up in D1CM",4.38051858669712,"GLTP","GLTP_HUMAN",0.580872055
-0.408941027500001,14.18420612875,-10.0334881996429,1.75973293710804e-05,7.29242326788776e-05,2.45955016931739,"SHLB2_HUMAN",19,10.3190329254155,9.74396843609945e-06,4.1700773526197e-05,0.408941027500001,"Non-significant",4.37985588903,"SH3GLB2","SHLB2_HUMAN",-0.408941027500001
-0.268509149999996,12.2509275675,-8.75861364450165,4.3715203982312e-05,0.000149665091131969,1.4364222675515,"EP15R_HUMAN",47,10.3179770621442,9.75109595064281e-06,4.1700773526197e-05,0.268509149999996,"Non-significant",4.37985588903,"EPS15L1","EP15R_HUMAN",-0.268509149999996
-3.31372535175,8.322549879375,-10.0220040710175,1.77339794085081e-05,7.32177253958844e-05,2.45084792120841,"EMIL1_HUMAN",33,10.3179729012006,9.75112405031845e-06,4.1700773526197e-05,3.31372535175,"Up in D8BM",4.37985588903,"EMILIN1","EMIL1_HUMAN",-3.31372535175
-3.12845242,8.15295904875,-10.0202450268812,1.77550161002714e-05,7.32177253958844e-05,2.44951421138104,"DREB_HUMAN",25,10.3136716462869,9.78021998261452e-06,4.18039930189948e-05,3.12845242,"Up in D8BM",4.37878223345721,"DBN1","DREB_HUMAN",-3.12845242
0.708146810000002,12.767109275,16.9325486620565,4.72849845002459e-07,4.81561397371384e-06,6.52577780283966,"ST1A2_HUMAN",5,-10.3121030708881,9.79085490202704e-06,4.18282392139817e-05,-0.708146810000002,"Up in D1CM",4.37853041693375,"SULT1A2","ST1A2_HUMAN",0.708146810000002
3.063171029,8.1826693415,10.36116466878,1.41578065846525e-05,6.18517660164796e-05,2.70423645770488,"MT1M_HUMAN",3,-10.3009608243535,9.86677413322977e-06,4.21312255162076e-05,-3.063171029,"Up in D1CM",4.37539590789937,"MT1M","MT1M_HUMAN",3.063171029
0.51518392575,9.285493135625,9.81505006943691,2.0414295868215e-05,8.20563184898352e-05,2.29251301260224,"PAXB1_HUMAN",25,-10.298116808612,9.88625800743244e-06,4.21930474656446e-05,-0.51518392575,"Up in D1CM",4.37475910581707,"PAXBP1","PAXB1_HUMAN",0.51518392575
0.520186422500004,12.22144579875,9.82700196659049,2.0247597154466e-05,8.15028636174757e-05,2.3017359291014,"PAFA2_HUMAN",24,-10.2831261967034,9.9896731093201e-06,4.26107373114237e-05,-0.520186422500004,"Up in D1CM",4.37048095095532,"PAFAH2","PAFA2_HUMAN",0.520186422500004
2.76395452,7.8167205455,10.0611836760404,1.72726499850943e-05,7.18968724564739e-05,2.48050093099338,"LYOX_HUMAN",9,-10.2824685873483,9.99423747356562e-06,4.26107373114237e-05,-2.76395452,"Up in D1CM",4.37048095095532,"LOX","LYOX_HUMAN",2.76395452
-0.330886362499996,17.06731819875,-9.17992844836766,3.19762800668221e-05,0.000116477123890771,1.78786792610107,"AL9A1_HUMAN",40,10.2810763358071,1.00039086067792e-05,4.26304073036108e-05,0.330886362499996,"Non-significant",4.37028051795419,"ALDH9A1","AL9A1_HUMAN",-0.330886362499996
0.195954801999999,10.0713858615,7.82768606275641,9.14936027916862e-05,0.000277310168260022,0.607247198617138,"XRN1_HUMAN",57,-10.2774370469657,1.00292382452955e-05,4.27167504646768e-05,-0.195954801999999,"Non-significant",4.36940179223738,"XRN1","XRN1_HUMAN",0.195954801999999
0.236229894999999,14.4088530525,9.15400470930721,3.25857917792533e-05,0.000118194998079646,1.76664127554839,"ACSF2_HUMAN",25,-10.2750386476531,1.00459706084137e-05,4.27664072011714e-05,-0.236229894999999,"Non-significant",4.36889723321865,"ACSF2","ACSF2_HUMAN",0.236229894999999
0.242038489999999,14.040925385,8.45568836335602,5.51757441936384e-05,0.000181883593198349,1.17488061416067,"SF3B2_HUMAN",51,-10.2715128192443,1.00706254082154e-05,4.28497231528759e-05,-0.242038489999999,"Non-significant",4.36805197965833,"SF3B2","SF3B2_HUMAN",0.242038489999999
