"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D1CM_vs_D8BM","Diff_Abund","negLog10_sca_adjPval","Genes","Protein.Names","D8BM_vs_D1CM"
0.112030029500001,8.294219017,2.17887638914683,0.0647799095034234,0.0862606409485554,-6.5295303091314,"AGAP1_HUMAN",18,-2.22881117832294,0.0581189687217241,0.078607956892717,-0.112030029500001,"Non-significant",1.10453349136899,"AGAP1","AGAP1_HUMAN",0.112030029500001
0.435165166750002,7.655140161375,2.17204076687491,0.0654441269024877,0.0870763292282666,-6.53973649449883,"KICS2_HUMAN",13,-2.2259562239431,0.0583730384213077,0.0789389284218198,-0.435165166750002,"Non-significant",1.1027087733503,"KICS2","KICS2_HUMAN",0.435165166750002
1.0142167805,8.4450532795,2.22645736917228,0.0603399856801459,0.0808980021151502,-6.4583131698692,"ZN888_HUMAN;ZNF28_HUMAN;ZN468_HUMAN",1,-2.22472632195253,0.0584828318844215,0.079074717669841,-1.0142167805,"Non-significant",1.1019623500243,"ZNF888;ZNF28;ZNF468","ZN888_HUMAN;ZNF28_HUMAN;ZN468_HUMAN",1.0142167805
0.938662052000002,8.5058608055,2.18078873433315,0.0645952981318198,0.0860419987283675,-6.5266738372557,"TPC6A_HUMAN",5,-2.22404976591925,0.0585433159350917,0.0791438027292523,-0.938662052000002,"Non-significant",1.10158308643474,"TRAPPC6A","TPC6A_HUMAN",0.938662052000002
-1.021902919,8.1719263195,-2.15905531114003,0.0667247485602702,0.0885984413381408,-6.5591065552734,"COCA1_HUMAN",29,2.221787254486,0.058746037976387,0.0794051241345359,1.021902919,"Non-significant",1.1001514709791,"COL12A1","COCA1_HUMAN",-1.021902919
0.497920513250001,9.273204326875,2.4668736637134,0.0421872286792467,0.0586501980104521,-6.0949146445359,"CSRP3_HUMAN",1,-2.22132525196682,0.0587875196338605,0.0794484532617942,-0.497920513250001,"Non-significant",1.09991455341452,"CSRP3","CSRP3_HUMAN",0.497920513250001
1.3730353115,7.63222032775,2.16068060285431,0.0665631009067316,0.0884534727325934,-6.55668348812856,"R3HCL_HUMAN",11,-2.22121960843426,0.0587970091163711,0.0794485395706784,-1.3730353115,"Non-significant",1.09991408161865,"R3HCC1L","R3HCL_HUMAN",1.3730353115
1.247278094,7.275176108,2.18767012547904,0.0639353411236601,0.0852572362492219,-6.51639091169642,"POP5_HUMAN",2,-2.22039262944485,0.0588713457281222,0.0795362354772146,-1.247278094,"Non-significant",1.09943496841872,"POP5","POP5_HUMAN",1.247278094
-0.380132078999999,7.94685536625,-2.19379646109029,0.0633534852457803,0.084601794540032,-6.50723083096389,"FERY3_HUMAN",9,2.2202522791481,0.0588839710282767,0.0795405435572667,0.380132078999999,"Non-significant",1.09941144549594,"FERRY3","FERY3_HUMAN",-0.380132078999999
0.0610005875000006,12.67827260375,2.15862594922999,0.0667675173533167,0.0886412669351247,-6.55974660512711,"RAB43_HUMAN",19,-2.21944985668325,0.0589562053261455,0.0796253572655153,-0.0610005875000006,"Non-significant",1.09894860604631,"RAB43","RAB43_HUMAN",0.0610005875000006
-1.12865102325,7.444032251875,-2.15638363429027,0.0669913201508019,0.0889243838663165,-6.56308878398566,"PDE5A_HUMAN",15,2.21767949132799,0.0591158868519987,0.0798268025639603,1.12865102325,"Non-significant",1.09785126590167,"PDE5A","PDE5A_HUMAN",-1.12865102325
-0.194171190249998,8.940020680375,-2.14165215132074,0.068480398961525,0.0907295320412912,-6.58502747512408,"ZFYV9_HUMAN",25,2.21758634343443,0.0591243004397679,0.0798268025639603,0.194171190249998,"Non-significant",1.09785126590167,"ZFYVE9","ZFYV9_HUMAN",-0.194171190249998
0.517239927999999,7.54092377425,2.20154074208109,0.0626255558899501,0.0836960219750102,-6.49564439730471,"ING3_HUMAN",6,-2.21729187906577,0.0591509058022194,0.0798499335373009,-0.517239927999999,"Non-significant",1.09772544100822,"ING3","ING3_HUMAN",0.517239927999999
0.103497505000004,11.494060995,2.20500717402069,0.0623024507022854,0.08331438643152,-6.49045560457726,"NUP43_HUMAN",16,-2.21546109411196,0.0593165884203684,0.0800607724251858,-0.103497505000004,"Non-significant",1.09658022414376,"NUP43","NUP43_HUMAN",0.103497505000004
-0.103857760000002,12.1670275925,-2.26391699995157,0.0570607828297176,0.0770037365468604,-6.40204719653071,"RT26_HUMAN",14,2.21507627187125,0.0593514729220524,0.0800942489811546,0.103857760000002,"Non-significant",1.09639866650524,"MRPS26","RT26_HUMAN",-0.103857760000002
-1.403845787,7.03805613525,-2.16139499923668,0.0664921726382023,0.0883731509251667,-6.55561830770336,"ACTMP_HUMAN",5,2.21497788060949,0.0593603954662799,0.0800942489811546,1.403845787,"Non-significant",1.09639866650524,"ACTMAP","ACTMP_HUMAN",-1.403845787
0.205724834750001,7.421271026125,2.15307845164322,0.0673225739051864,0.0893078337184161,-6.56801381697296,"KDM6A_HUMAN",19,-2.21481346529701,0.0593753083408584,0.0801015483362828,-0.205724834750001,"Non-significant",1.09635908906676,"KDM6A","KDM6A_HUMAN",0.205724834750001
-0.0998284800000011,11.399908185,-2.27316985614903,0.0562788466686178,0.0760825017754257,-6.38812441646524,"TPC6B_HUMAN",14,2.21451579601331,0.0594023171825481,0.080125161070843,0.0998284800000011,"Non-significant",1.0962310844359,"TRAPPC6B","TPC6B_HUMAN",-0.0998284800000011
-0.0770642775000034,10.75798237375,-2.11425468146427,0.0713381072458476,0.0941457501135508,-6.62573969093962,"NUD12_HUMAN",21,2.21315751151267,0.0595257158353006,0.0802787614041198,0.0770642775000034,"Non-significant",1.09539933672648,"NUDT12","NUD12_HUMAN",-0.0770642775000034
-0.070623877500001,18.07368969875,-2.01272660742859,0.0829984581598816,0.108062095123516,-6.77547997231095,"HSP7C_HUMAN",30,2.21286262048444,0.0595525401026055,0.0803020893496819,0.070623877500001,"Non-significant",1.0952731548305,"HSPA8","HSP7C_HUMAN",-0.070623877500001
-0.149687770000002,12.66137314,-2.28419375378704,0.055361358141059,0.0749813565377689,-6.37152473369446,"CD276_HUMAN",11,2.21200888518862,0.0596302666531736,0.0803940367273832,0.149687770000002,"Non-significant",1.09477616409284,"CD276","CD276_HUMAN",-0.149687770000002
1.362682581,7.315617442,2.15450614352279,0.0671792867364484,0.0891598500868405,-6.56588662043483,"RFNG_HUMAN",7,-2.21150158001281,0.0596765010790961,0.080443503533616,-1.362682581,"Non-significant",1.09450902295618,"RFNG","RFNG_HUMAN",1.362682581
-0.22156572325,8.433492183625,-2.22792179096867,0.0602082948951685,0.0807471308944114,-6.45611667639427,"NB5R2_HUMAN",10,2.21097213161661,0.0597247916793227,0.0804957257858988,0.22156572325,"Non-significant",1.09422717946915,"CYB5R2","NB5R2_HUMAN",-0.22156572325
-0.2354233265,7.77829742425,-2.19951461634148,0.0628151886735755,0.0839361485937806,-6.49867650942786,"NFAC3_HUMAN",11,2.21009836665285,0.0598045723234578,0.0805903661254078,0.2354233265,"Non-significant",1.09371687120535,"NFATC3","NFAC3_HUMAN",-0.2354233265
1.26236641425,6.792358934875,2.16193189721617,0.066438916887982,0.088321127462613,-6.55481773225033,"ADAT2_HUMAN",4,-2.20975740314933,0.0598357333937506,0.0806194687941055,-1.26236641425,"Non-significant",1.09356006776259,"ADAT2","ADAT2_HUMAN",1.26236641425
0.0530574350000013,13.20965731,2.10670711551074,0.0721460118004746,0.0950928433879907,-6.63693408090992,"COQ6_HUMAN",20,-2.20959473195763,0.0598506058126193,0.0806266192096161,-0.0530574350000013,"Non-significant",1.09352155041261,"COQ6","COQ6_HUMAN",0.0530574350000013
-0.0731022349999986,13.3858853575,-2.2097547074404,0.0618626480344969,0.08276829528298,-6.48334663059751,"MARE1_HUMAN",17,2.20881812376492,0.0599216589809777,0.0807094380873539,0.0731022349999986,"Non-significant",1.09307567631155,"MAPRE1","MARE1_HUMAN",-0.0731022349999986
-0.0995075699999965,11.5470923175,-2.38886861631769,0.0473701284375142,0.0652529518875318,-6.21333466729688,"FHR1_HUMAN",12,2.20805057429534,0.0599919659341217,0.0807912255725694,0.0995075699999965,"Non-significant",1.09263580373457,"CFHR1","FHR1_HUMAN",-0.0995075699999965
0.235215184999998,14.77272129,2.69864237973909,0.0299674807518755,0.0428637188626435,-5.74170765739165,"NDUB3_HUMAN",4,-2.20764056632865,0.0600295560267677,0.0808289341453075,-0.235215184999998,"Non-significant",1.09243314800911,"NDUFB3","NDUB3_HUMAN",0.235215184999998
-0.175502780000002,11.95813489,-2.50035546807578,0.0401443435712713,0.0560597534728705,-6.0439836849625,"UBE2H_HUMAN",7,2.20646525363105,0.0601374403976151,0.0809505810195588,0.175502780000002,"Non-significant",1.09178002976814,"UBE2H","UBE2H_HUMAN",-0.175502780000002
-0.14697289475,9.234140992125,-2.09380111799982,0.0735486185325075,0.0967448978792924,-6.65605400272249,"ABCA1_HUMAN",51,2.20644710680301,0.0601391076455661,0.0809505810195588,0.14697289475,"Non-significant",1.09178002976814,"ABCA1","ABCA1_HUMAN",-0.14697289475
0.0628080349999998,14.2907650475,2.00034830326979,0.0845429629602885,0.109818559838538,-6.79360180462555,"RMD3_HUMAN",27,-2.20629329324186,0.0601532411846633,0.0809566773024952,-0.0628080349999998,"Non-significant",1.09174732484721,"RMDN3","RMD3_HUMAN",0.0628080349999998
0.0620436674999958,12.96642851625,2.08823217334769,0.0741621765635703,0.0974151451230068,-6.66429552333968,"MPI_HUMAN",21,-2.20573454117936,0.0602046113454774,0.0810007973290672,-0.0620436674999958,"Non-significant",1.09151070613481,"MPI","MPI_HUMAN",0.0620436674999958
0.271409273000002,8.60791814325,2.40068776391372,0.0465448286727995,0.0642108409715276,-6.19541688103377,"TLE5_HUMAN",5,-2.20572767103866,0.0602052432396021,0.0810007973290672,-0.271409273000002,"Non-significant",1.09151070613481,"TLE5","TLE5_HUMAN",0.271409273000002
-0.212299107499998,10.62791979375,-3.52089722821681,0.0093205457961853,0.0150821425448351,-4.50421564228571,"SSXT_HUMAN",3,2.20471550138149,0.0602984116684446,0.0811078885980933,0.212299107499998,"Non-significant",1.09093690401313,"SS18","SSXT_HUMAN",-0.212299107499998
-0.104851009999999,15.9956837875,-2.1230439184255,0.0704086309413818,0.0930794150258637,-6.61269198707066,"RCN1_HUMAN",21,2.20465391044583,0.0603040856381837,0.0811078885980933,0.104851009999999,"Non-significant",1.09093690401313,"RCN1","RCN1_HUMAN",-0.104851009999999
0.0539209824999975,11.26665604125,2.04212042565969,0.0794412945394948,0.10389614766073,-6.73232444581902,"RFC2_HUMAN",22,-2.20405131903624,0.0603596265001574,0.0811610548045232,-0.0539209824999975,"Non-significant",1.09065231732121,"RFC2","RFC2_HUMAN",0.0539209824999975
0.414688587250001,9.283409118625,2.24165469040506,0.0589873260528698,0.0792736242505803,-6.43550597815012,"C10_HUMAN",5,-2.20401611825172,0.060362872531683,0.0811610548045232,-0.414688587250001,"Non-significant",1.09065231732121,"C12orf57","C10_HUMAN",0.414688587250001
1.0128563645,8.18834406125,2.14113435758813,0.0685333350717836,0.0907711315713488,-6.58579799653505,"LENG8_HUMAN",21,-2.20285242498403,0.0604702801433873,0.0812925026042443,-1.0128563645,"Non-significant",1.08994950640778,"LENG8","LENG8_HUMAN",1.0128563645
0.1128573415,9.2443897725,2.18253604272173,0.0644270795642977,0.0858479083098807,-6.52406343685834,"ITFG2_HUMAN",16,-2.2018318095038,0.060564638479635,0.0814063686405427,-0.1128573415,"Non-significant",1.08934161774899,"ITFG2","ITFG2_HUMAN",0.1128573415
-1.0048750635,8.52628928425,-2.20326830858416,0.0624643202017845,0.0834937765589663,-6.49305865429715,"RTL8B_HUMAN",1,2.20170649821388,0.0605762339084769,0.0814089725150752,1.0048750635,"Non-significant",1.08932772657223,"RTL8B","RTL8B_HUMAN",-1.0048750635
-0.126674649999998,12.03482604,-2.14007197527717,0.0686420744793773,0.0908865921750976,-6.58737878380906,"CTL1_HUMAN",19,2.20127065372944,0.0606165811207415,0.0814502091928471,0.126674649999998,"Non-significant",1.08910779593273,"SLC44A1","CTL1_HUMAN",-0.126674649999998
0.9073880915,8.0839377045,2.13924811513295,0.068726518590086,0.0909412598423603,-6.58860453929628,"AP5B1_HUMAN",14,-2.19933231474717,0.0607963423441092,0.0816787328049882,-0.9073880915,"Non-significant",1.08789100867911,"AP5B1","AP5B1_HUMAN",0.9073880915
0.925448656,8.493116498,2.15966255902024,0.0666643072665411,0.0885570610074293,-6.55820128463967,"PYGO2_HUMAN",4,-2.1954438058397,0.0611585636339627,0.0821522761546887,-0.925448656,"Non-significant",1.08538039926815,"PYGO2","PYGO2_HUMAN",0.925448656
-0.531809330000002,7.9415409565,-2.19104323715675,0.0636143162283654,0.0849231978918106,-6.5113480726743,"MP2K5_HUMAN",5,2.19440930407789,0.0612552904289441,0.0822690954470315,0.531809330000002,"Non-significant",1.08476327775789,"MAP2K5","MP2K5_HUMAN",-0.531809330000002
0.159301995,11.338911415,2.82061861056571,0.0250759952325979,0.0365305156957427,-5.55573195217178,"PRIO_HUMAN",6,-2.19402903702552,0.0612908839710025,0.0823037854057002,-0.159301995,"Non-significant",1.08458018978164,"PRNP","PRIO_HUMAN",0.159301995
1.78820407425,9.631576597875,2.13161644542102,0.0695136916733542,0.0919251501591941,-6.59995409997147,"BAZ2A_HUMAN",22,-2.19293687787471,0.0613932261027301,0.0824280826409544,-1.78820407425,"Non-significant",1.08392480215967,"BAZ2A","BAZ2A_HUMAN",1.78820407425
1.0351116655,8.089560628,2.15977881186282,0.0666527424973292,0.0885570610074293,-6.55802797151951,"ARL5A_HUMAN",3,-2.19252398490501,0.0614319610248818,0.0824669532535003,-1.0351116655,"Non-significant",1.08372005017598,"ARL5A","ARL5A_HUMAN",1.0351116655
0.0529830450000031,12.279005885,1.80200285771015,0.113472110128288,0.142989447790602,-7.07908623995341,"A2MG_HUMAN",60,-2.19193213474119,0.0614875269501271,0.082528402016341,-0.0529830450000031,"Non-significant",1.08339656398073,"A2M","A2MG_HUMAN",0.0529830450000031
1.71945631525,7.503815591375,2.13776873373449,0.0688784125700345,0.0911136439976178,-6.59080533016488,"MFS10_HUMAN",4,-2.19169799880687,0.0615095226308695,0.0825447804896671,-1.71945631525,"Non-significant",1.08331038304567,"MFSD10","MFS10_HUMAN",1.71945631525
-0.126542327500001,10.75857818125,-2.13952025777581,0.0686986130271058,0.0909231390744547,-6.58819965160269,"TRM11_HUMAN",18,2.19156638919597,0.0615218900086596,0.0825482347792091,0.126542327500001,"Non-significant",1.08329220930422,"TRMT11","TRM11_HUMAN",-0.126542327500001
-1.961765051,7.566443205,-2.13385475172329,0.0692818931865819,0.0916329950839006,-6.59662630458859,"PCDGK_HUMAN",5,2.19094280032289,0.0615805223974011,0.0826137550991077,1.961765051,"Non-significant",1.08294763710697,"PCDHGC3","PCDGK_HUMAN",-1.961765051
0.233727215000002,10.61712587,2.67524234264166,0.0310145014433454,0.0442561761750394,-5.7774039988122,"ALG8_HUMAN",4,-2.19039698934561,0.0616318874033424,0.0826695065122172,-0.233727215000002,"Non-significant",1.08265465484423,"ALG8","ALG8_HUMAN",0.233727215000002
0.173624515000002,10.3480734825,2.6580709485386,0.0318069698765174,0.0453026274229748,-5.80359859628701,"TM2D3_HUMAN",6,-2.18930033904124,0.0617352194841201,0.0827949347703498,-0.173624515000002,"Non-significant",1.08199623167617,"TM2D3","TM2D3_HUMAN",0.173624515000002
0.106945037499999,10.85432982375,2.73261120638818,0.0285125936362652,0.0409779079045807,-5.68989372996657,"IF3M_HUMAN",9,-2.18795155279769,0.0618625454278504,0.0829524968837657,-0.106945037499999,"Non-significant",1.08117053710772,"MTIF3","IF3M_HUMAN",0.106945037499999
0.158428430499999,8.86761152725,2.14417330516873,0.0682232337491984,0.0904030242527894,-6.5812751974368,"PANK2_HUMAN",16,-2.1845667167593,0.0621832263332455,0.0833692404585536,-0.158428430499999,"Non-significant",1.07899415515598,"PANK2","PANK2_HUMAN",0.158428430499999
3.12260138925,11.473016082875,2.12177240676639,0.0705423457516251,0.0932269414143067,-6.61458032745888,"ZBT40_HUMAN",17,-2.18267806950726,0.0623628753873326,0.0835967997200741,-3.12260138925,"Non-significant",1.07781034804562,"ZBTB40","ZBT40_HUMAN",3.12260138925
-0.0635471350000003,12.8083732125,-2.00413599765851,0.0840673762239486,0.10931871554947,-6.78805996443306,"LRRF2_HUMAN",25,2.18052157035131,0.0625686335037189,0.0838592799813717,0.0635471350000003,"Non-significant",1.07644887078363,"LRRFIP2","LRRF2_HUMAN",-0.0635471350000003
0.294575333750001,8.002382457375,2.11107264672092,0.0716776147754381,0.0945493920097289,-6.63046035913241,"DAPK1_HUMAN",28,-2.1794094718587,0.0626750057055137,0.0839884933373251,-0.294575333750001,"Non-significant",1.075780209443,"DAPK1","DAPK1_HUMAN",0.294575333750001
0.167642829999998,11.1807583575,2.50060958416044,0.0401292334467341,0.0560479384792911,-6.0435969439739,"PPR1A_HUMAN",7,-2.17917905339204,0.0626970676902343,0.0840047025212184,-0.167642829999998,"Non-significant",1.07569640177321,"PPP1R1A","PPR1A_HUMAN",0.167642829999998
-0.0570926625000006,14.10733032125,-1.88809261872766,0.0998968963373915,0.127812832305385,-6.95639347680932,"ACSM5_HUMAN",36,2.17810122648671,0.062800369393451,0.0841297383371581,0.0570926625000006,"Non-significant",1.07505046183805,"ACSM5","ACSM5_HUMAN",-0.0570926625000006
-0.0971739267499956,10.102355836625,-2.19900474196854,0.0628630004166054,0.0839867222240557,-6.49943945473261,"ACY2_HUMAN",15,2.17622396086237,0.0629806952471387,0.0843579024691137,0.0971739267499956,"Non-significant",1.0738742273846,"ASPA","ACY2_HUMAN",-0.0971739267499956
-0.0659217825000002,14.41726136125,-1.88380326558601,0.100534461007532,0.128550511503715,-6.96255383253865,"DDB1_HUMAN",66,2.17589862262579,0.063011998748239,0.0843864215838746,0.0659217825000002,"Non-significant",1.07372742903322,"DDB1","DDB1_HUMAN",-0.0659217825000002
0.976546764499997,8.093199253,2.12661555204944,0.0700343794134325,0.0925991818158153,-6.60738632290159,"RBM38_HUMAN",6,-2.17540346860159,0.0630596713023518,0.0844368497867392,-0.976546764499997,"Non-significant",1.07346797794322,"RBM38","RBM38_HUMAN",0.976546764499997
0.14132642725,9.059500217375,2.15251574492661,0.0673791325684058,0.0893687975482444,-6.56885214135594,"PKHM2_HUMAN",15,-2.17501669777392,0.0630969338320504,0.0844733251700052,-0.14132642725,"Non-significant",1.07328041010809,"PLEKHM2","PKHM2_HUMAN",0.14132642725
0.0874969949999951,15.421514155,2.32999571109655,0.0517086239679289,0.0706176266081776,-6.30242581304251,"FKBP3_HUMAN",13,-2.1727898353865,0.0633119014716793,0.0847476603945982,-0.0874969949999951,"Non-significant",1.07187228240796,"FKBP3","FKBP3_HUMAN",0.0874969949999951
1.01838779425,8.121923685125,2.12261149846264,0.0704540767776184,0.0931248883736154,-6.61333420924523,"TM168_HUMAN",6,-2.17232928172516,0.0633564511771703,0.0847938277186994,-1.01838779425,"Non-significant",1.07163575959788,"TMEM168","TM168_HUMAN",1.01838779425
0.133014200000002,15.2689797875,2.08950497610927,0.0740214992924024,0.0972615123450318,-6.66241236375274,"NB5R1_HUMAN",23,-2.17100519295508,0.0634847047414853,0.0849519886118399,-0.133014200000002,"Non-significant",1.07082645042601,"CYB5R1","NB5R1_HUMAN",0.133014200000002
0.317399740250004,9.504330754125,3.14153712212005,0.0158101723475635,0.0241445893414274,-5.06918029168441,"LRIQ3_HUMAN",1,-2.17002280902222,0.0635800267095527,0.085065630434413,-0.317399740250004,"Non-significant",1.07024587502349,"LRRIQ3","LRIQ3_HUMAN",0.317399740250004
0.547988891249999,7.359437227375,2.1618952380219,0.0664425518140265,0.088321127462613,-6.55487239657998,"RBM23_HUMAN",5,-2.16992203033977,0.0635898134259386,0.085065630434413,-0.547988891249999,"Non-significant",1.07024587502349,"RBM23","RBM23_HUMAN",0.547988891249999
0.0771205399999957,12.614833235,2.19829886439964,0.0629292519629422,0.0840619120119873,-6.50049563053819,"ACATN_HUMAN",16,-2.16958286178481,0.0636227614027318,0.0850962005496075,-0.0771205399999957,"Non-significant",1.07008983024651,"SLC33A1","ACATN_HUMAN",0.0771205399999957
0.186322569500003,8.2423384785,2.11032673793267,0.0717574318441187,0.0946398674720821,-6.63156670273671,"PSD4_HUMAN",18,-2.16676001153774,0.0638976408142422,0.0854502957993412,-0.186322569500003,"Non-significant",1.0682864295635,"PSD4","PSD4_HUMAN",0.186322569500003
0.547957897,7.259302616,2.17783521462175,0.0648806430301568,0.0863759417821879,-6.53108529809873,"GLT18_HUMAN",4,-2.16609888513913,0.0639621891810556,0.0855216261804505,-0.547957897,"Non-significant",1.06792404967859,"GALNT18","GLT18_HUMAN",0.547957897
-0.188684462499999,10.24735331625,-2.16202088734743,0.0664300939382672,0.088321127462613,-6.55468503386986,"TAM41_HUMAN",12,2.16600590727358,0.0639712721636897,0.0855216261804505,0.188684462499999,"Non-significant",1.06792404967859,"TAMM41","TAM41_HUMAN",-0.188684462499999
0.151885509749999,9.341198921125,2.22586048375925,0.060393744758219,0.0809572001537895,-6.45920836555109,"TMED8_HUMAN",11,-2.16511638137989,0.0640582344310125,0.0856243035234704,-0.151885509749999,"Non-significant",1.0674029480793,"TMED8","TMED8_HUMAN",0.151885509749999
0.14812612525,9.642658710625,2.28088568726124,0.0556350807623123,0.075296739843534,-6.37650733827925,"DEN2D_HUMAN",10,-2.1647773789505,0.0640914070146587,0.0856550609999299,-0.14812612525,"Non-significant",1.06724697129267,"DENND2D","DEN2D_HUMAN",0.14812612525
-0.097107884999998,11.5563597675,-2.00293342342841,0.0842180870411906,0.109464033256776,-6.78981979273751,"WNK1_HUMAN",46,2.16459133851523,0.064109618970603,0.0856658177398878,0.097107884999998,"Non-significant",1.06719243511649,"WNK1","WNK1_HUMAN",-0.097107884999998
-0.104602335000001,12.240693805,-2.51155288830774,0.0394840455196774,0.0552383435162425,-6.02693975572186,"COMD3_HUMAN",10,2.16430906563739,0.0641372611630523,0.0856773449293071,0.104602335000001,"Non-significant",1.06713400039769,"COMMD3","COMD3_HUMAN",-0.104602335000001
-0.161824226499997,9.33713459975,-2.06992487534441,0.0762151794298424,0.0999405332007065,-6.69135048816359,"PLPL7_HUMAN",38,2.16429565480601,0.0641385747424283,0.0856773449293071,0.161824226499997,"Non-significant",1.06713400039769,"PNPLA7","PLPL7_HUMAN",-0.161824226499997
0.20097088925,9.941073060625,2.9268609440016,0.0214969838420392,0.0318170459709479,-5.39407089709836,"RM32_HUMAN",4,-2.16353632375307,0.0642129941220081,0.0857631639129149,-0.20097088925,"Non-significant",1.06669920567633,"MRPL32","RM32_HUMAN",0.20097088925
0.2701786755,7.69560879475,2.15100220889208,0.0675314963999235,0.0895567940772428,-6.57110678361359,"BLNK_HUMAN",10,-2.16281615849075,0.0642836541485263,0.0858439354907997,-0.2701786755,"Non-significant",1.06629038047874,"BLNK","BLNK_HUMAN",0.2701786755
-0.0600535900000025,13.33445966,-1.95371250411651,0.0906193880015481,0.116900952167899,-6.86158429557008,"HNRLL_HUMAN",27,2.16188701684738,0.064374932151644,0.0859522102179958,0.0600535900000025,"Non-significant",1.06574295116846,"HNRNPLL","HNRLL_HUMAN",-0.0600535900000025
0.164078472499998,10.40385496625,2.08329327838134,0.0747105669330565,0.098104902426972,-6.67160014558314,"AVL9_HUMAN",25,-2.16178067597718,0.064385387174705,0.0859525544022155,-0.164078472499998,"Non-significant",1.06574121209732,"AVL9","AVL9_HUMAN",0.164078472499998
0.0878224374999999,8.260549307,2.00189591401091,0.084348324737724,0.10959951120923,-6.79133782770456,"TT21B_HUMAN",34,-2.16155782884088,0.0644073021065138,0.0859681946881718,-0.0878224374999999,"Non-significant",1.06566219324776,"TTC21B","TT21B_HUMAN",0.0878224374999999
0.654475688750001,7.195261239875,2.10282753219562,0.0725648225206961,0.095614958422221,-6.6426845303829,"FES_HUMAN",14,-2.1607480434682,0.0644869992337116,0.0860609430875483,-0.654475688750001,"Non-significant",1.06519389906831,"FES","FES_HUMAN",0.654475688750001
0.8017743825,7.15006762725,2.1038821965057,0.0724507302844478,0.0954795505890574,-6.64112151963657,"NEDD1_HUMAN",11,-2.16020771261569,0.0645402316938282,0.0861183493663571,-0.8017743825,"Non-significant",1.06490430290745,"NEDD1","NEDD1_HUMAN",0.8017743825
-0.141957041749999,10.083827136625,-2.09890173264304,0.0729910818411647,0.0961165175502543,-6.64850091948302,"DPOG2_HUMAN",19,2.15898395075592,0.0646609557676052,0.0862657797032517,0.141957041749999,"Non-significant",1.06416144800851,"POLG2","DPOG2_HUMAN",-0.141957041749999
0.0791809575000002,11.93036925875,1.93685776700135,0.0929189481610877,0.119629420200062,-6.88603466419222,"MON2_HUMAN",61,-2.15870613376719,0.064688393580332,0.0862887275658519,-0.0791809575000002,"Non-significant",1.06404593517358,"MON2","MON2_HUMAN",0.0791809575000002
0.287197352499998,12.01663959125,2.30725265955246,0.0534908350752637,0.072803850936444,-6.33676242337077,"NU1M_HUMAN",5,-2.15845233959158,0.0647134689383177,0.0863085173546013,-0.287197352499998,"Non-significant",1.06394634382618,"MT-ND1","NU1M_HUMAN",0.287197352499998
0.835616111750001,7.197478652125,2.10125229862433,0.0727355618502522,0.0958099782521918,-6.64501867719004,"ALKB8_HUMAN",10,-2.15657958119677,0.0648987992998033,0.0865419995725426,-0.835616111750001,"Non-significant",1.06277307454879,"ALKBH8","ALKB8_HUMAN",0.835616111750001
-0.13772845275,8.332911372125,-2.07039336679341,0.0761619466273371,0.0998862685734906,-6.69065888190092,"S14L1_HUMAN",25,2.15597961393786,0.0649582839843718,0.0866076203265217,0.13772845275,"Non-significant",1.062443894124,"SEC14L1","S14L1_HUMAN",-0.13772845275
0.0482838149999996,11.6383394,1.97939945234593,0.0872214278831001,0.112984388447311,-6.82419800457517,"RDH13_HUMAN",22,-2.15507703161975,0.0650478737419943,0.0867133524863625,-0.0482838149999996,"Non-significant",1.06191402288534,"RDH13","RDH13_HUMAN",0.0482838149999996
-0.9548546075,7.1352805495,-2.09834553748033,0.0730516737948098,0.0961812806023823,-6.64932475766447,"AMNLS_HUMAN",10,2.15477798289393,0.0650775841375092,0.0867255284540294,0.9548546075,"Non-significant",1.06185304514437,"AMN","AMNLS_HUMAN",-0.9548546075
0.0830097225000017,11.58212947625,2.26038494483499,0.0573621520192146,0.0773856561091485,-6.4073593972478,"NUP35_HUMAN",14,-2.15476723014523,0.0650786526701526,0.0867255284540294,-0.0830097225000017,"Non-significant",1.06185304514437,"NUP35","NUP35_HUMAN",0.0830097225000017
0.045289039999993,16.58907318,1.75360152900625,0.121863852838346,0.152560584520187,-7.14712336036511,"EFTU_HUMAN",39,-2.1546744386247,0.0650878743623431,0.0867255284540294,-0.045289039999993,"Non-significant",1.06185304514437,"TUFM","EFTU_HUMAN",0.045289039999993
1.3003053665,8.17736911775,2.09417590994827,0.0735075073035501,0.0967210082831133,-6.65549915455769,"DEN2B_HUMAN",14,-2.15370185161172,0.0651846087711579,0.0868406934300758,-1.3003053665,"Non-significant",1.06127671732663,"DENND2B","DEN2B_HUMAN",1.3003053665
-0.986668825,7.3386206625,-2.09606189587534,0.0733009780484903,0.0964643159985519,-6.65270674668821,"SUSD2_HUMAN",11,2.15358254804905,0.0651964846219872,0.0868427890137058,0.986668825,"Non-significant",1.06126623733862,"SUSD2","SUSD2_HUMAN",-0.986668825
0.850792765499998,8.621234715,2.09184021385,0.0737640841151565,0.0969829145229534,-6.65895656602142,"TADA3_HUMAN",14,-2.15047683700871,0.0655063924045781,0.0872418046418374,-0.850792765499998,"Non-significant",1.05927535939451,"TADA3","TADA3_HUMAN",0.850792765499998
