"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D5B_vs_D8C","Diff_Abund","negLog10_sca_adjPval","Genes","Protein.Names"
1.610760212,10.5032434465,29.9735486235548,8.01165062505609e-09,1.0976520257981e-06,11.2665830585521,"ITA7_HUMAN",30,31.625147838307,1.97637541467287e-09,2.92260848601362e-07,1.610760212,"Up in D8C",6.53422935903605,"ITGA7","ITA7_HUMAN"
-0.7931570975,10.98015189125,-29.4281356562598,9.13493996920753e-09,1.18459090769924e-06,11.1308673317016,"PACN3_HUMAN",23,-31.5267380239134,2.02404399745963e-09,2.94149428527366e-07,-0.7931570975,"Up in D5B",6.53143199102174,"PACSIN3","PACN3_HUMAN"
1.2356779575,11.05729734875,31.4207674666829,5.71922556820322e-09,9.45242202242842e-07,11.6131135671561,"MMP14_HUMAN",16,31.3164479723877,2.13032053410662e-09,2.96076870681241e-07,1.2356779575,"Up in D8C",6.52859551806781,"MMP14","MMP14_HUMAN"
0.9377520075,10.76102650125,28.8138913784067,1.06203820299294e-08,1.32113614569495e-06,10.9744841904662,"EPHA2_HUMAN",28,31.2967999627757,2.14056791855801e-09,2.96076870681241e-07,0.9377520075,"Up in D8C",6.52859551806781,"EPHA2","EPHA2_HUMAN"
1.372428895,13.1956379425,33.7876965451722,3.40172745945754e-09,7.16829018894191e-07,12.1408461352747,"CAV1_HUMAN",12,31.2386219725907,2.17123838652107e-09,2.96076870681241e-07,1.372428895,"Up in D8C",6.52859551806781,"CAV1","CAV1_HUMAN"
-0.927845477500004,15.42098140625,-30.9677546469485,6.34499301218316e-09,9.81878440076671e-07,11.5066971956284,"NDRG1_HUMAN",18,-31.2138992648848,2.18442175501821e-09,2.96076870681241e-07,-0.927845477500004,"Up in D5B",6.52859551806781,"NDRG1","NDRG1_HUMAN"
-1.72280454625,8.562134981125,-30.5012673059547,7.07215471083132e-09,1.04581038697539e-06,11.3951787135837,"EXT1_HUMAN",17,-31.160996864903,2.21293662983962e-09,2.96076870681241e-07,-1.72280454625,"Up in D5B",6.52859551806781,"EXT1","EXT1_HUMAN"
-3.47177839225,10.346679448875,-29.9644955514587,8.02896344665955e-09,1.0976520257981e-06,11.2643539282752,"AMY1B_HUMAN;AMY1C_HUMAN;AMY1A_HUMAN",20,-30.9960151872193,2.3045981480829e-09,3.03522777971731e-07,-3.47177839225,"Up in D5B",6.5178087115863,"AMY1B;AMY1C;AMY1A","AMY1B_HUMAN;AMY1C_HUMAN;AMY1A_HUMAN"
-0.681586979999999,14.8197122825,-25.2288505304795,2.740251713382e-08,2.78284116772251e-06,9.97863173608234,"APOB_HUMAN",250,-30.8766740142708,2.37357556336317e-09,3.07797975747511e-07,-0.681586979999999,"Up in D5B",6.51173424065976,"APOB","APOB_HUMAN"
0.992241142500003,11.54963862875,33.3869951426763,3.70490820286806e-09,7.45737171204261e-07,12.0546916756797,"PAG15_HUMAN",14,30.7908307870229,2.42463337547955e-09,3.09655071544199e-07,0.992241142500003,"Up in D8C",6.50912180270229,"PLA2G15","PAG15_HUMAN"
0.569358827499997,15.48722004875,24.0186880694847,3.88885491322887e-08,3.56295196343545e-06,9.60616981472381,"AMPN_HUMAN",49,29.9734038389245,2.97820987894875e-09,3.72770266440666e-07,0.569358827499997,"Up in D8C",6.42855873589888,"ANPEP","AMPN_HUMAN"
-0.710370064999999,13.5642530925,-25.973786696708,2.22699416845327e-08,2.3741637733687e-06,10.1981816129159,"A0AAG2UXZ5_HUMAN",37,-29.9353232349021,3.00728177932913e-09,3.72770266440666e-07,-0.710370064999999,"Up in D5B",6.42855873589888,"COL18A1","A0AAG2UXZ5_HUMAN"
0.641871694999997,14.57238996,27.2054484154785,1.60035395675969e-08,1.89991316922922e-06,10.5461245493879,"HEXA_HUMAN",24,29.8264789777233,3.09215900742596e-09,3.77736351791208e-07,0.641871694999997,"Up in D8C",6.42281121844849,"HEXA","HEXA_HUMAN"
-1.5460228925,12.98786854875,-34.4844193336291,2.93936432808412e-09,6.8757816308604e-07,12.287728529225,"ANGL8_HUMAN",9,-29.4560714152462,3.40192929101957e-09,4.09640885628628e-07,-1.5460228925,"Up in D5B",6.38759670360265,"ANGPTL8","ANGL8_HUMAN"
0.609553099999999,13.85584414,29.9411303915088,8.07384335027672e-09,1.0976520257981e-06,11.2585971091439,"NEUR1_HUMAN",18,29.3292135003589,3.51595932098205e-09,4.17249967917025e-07,0.609553099999999,"Up in D8C",6.37960368804227,"NEU1","NEUR1_HUMAN"
0.521900180000001,12.34128952,23.7482983117974,4.215159544541e-08,3.73995576851959e-06,9.52012471346905,"ITB5_HUMAN",36,29.2259977387596,3.61192672585918e-09,4.17249967917025e-07,0.521900180000001,"Up in D8C",6.37960368804227,"ITGB5","ITB5_HUMAN"
0.960241795000002,16.1060645575,27.2062242018591,1.60002838273564e-08,1.89991316922922e-06,10.5463380630397,"ZYX_HUMAN",27,29.2241988524857,3.61362530050336e-09,4.17249967917025e-07,0.960241795000002,"Up in D8C",6.37960368804227,"ZYX","ZYX_HUMAN"
-0.561189889999998,14.093512655,-23.2668825297924,4.87630801068489e-08,3.87758492660971e-06,9.36424088589543,"PLMN_HUMAN",53,-29.0408014001499,3.79162393736025e-09,4.31886461729859e-07,-0.561189889999998,"Up in D5B",6.36463040949306,"PLG","PLMN_HUMAN"
0.889882322499997,13.80145108625,36.5156673783626,1.95107062987813e-09,5.87341940687242e-07,12.695947452176,"RRAS2_HUMAN",12,28.9762466196753,3.85661712263171e-09,4.33432343022169e-07,0.889882322499997,"Up in D8C",6.36307868445144,"RRAS2","RRAS2_HUMAN"
-0.518535612500003,10.66485810125,-22.0994600540984,7.03083310486626e-08,4.89753920672605e-06,8.97120154560701,"SORL_HUMAN",72,-28.670979274859,4.18149611113469e-09,4.63760930536241e-07,-0.518535612500003,"Up in D5B",6.33370584122459,"SORL1","SORL_HUMAN"
-0.633796214999998,15.276186465,-23.9163936569853,4.0088017418185e-08,3.63335375072991e-06,9.57374246927183,"THRB_HUMAN",47,-28.4731487948318,4.40850907271431e-09,4.81494131779529e-07,-0.633796214999998,"Up in D5B",6.31740900148088,"F2","THRB_HUMAN"
0.646054030000004,15.7896476975,26.3398505387565,2.01549788909775e-08,2.32720982290478e-06,10.303502789932,"GBP1_HUMAN",23,28.4335228130236,4.45563439065171e-09,4.81494131779529e-07,0.646054030000004,"Up in D8C",6.31740900148088,"GBP1","GBP1_HUMAN"
-0.659562347500003,12.16066729875,-23.6947365822774,4.28343191893267e-08,3.76094246298786e-06,9.50295268831091,"COBL1_HUMAN",67,-28.383113950149,4.51640718152317e-09,4.81883495355175e-07,-0.659562347500003,"Up in D5B",6.31705794815184,"COBLL1","COBL1_HUMAN"
0.623624799999998,11.14434266,24.3741384719284,3.50270080767433e-08,3.28047390087632e-06,9.71767977748367,"BMP1_HUMAN",34,28.2568524191721,4.67277733881089e-09,4.92335502360463e-07,0.623624799999998,"Up in D8C",6.30773884608116,"BMP1","BMP1_HUMAN"
-0.685152532499998,15.53402471375,-25.9126974425016,2.26469377024949e-08,2.3741637733687e-06,10.1804434867081,"SERC_HUMAN",24,-28.0585267772196,4.9308924733274e-09,5.1311719330465e-07,-0.685152532499998,"Up in D5B",6.28978343295281,"PSAT1","SERC_HUMAN"
-0.79603052,11.435985565,-28.265879624939,1.2181167517869e-08,1.48804436243649e-06,10.8316812443063,"ST1E1_HUMAN",17,-27.8649461021423,5.19845455290855e-09,5.3436309056666e-07,-0.79603052,"Up in D5B",6.27216354700858,"SULT1E1","ST1E1_HUMAN"
0.541914462499999,14.03745961125,22.5679797556466,6.05714268833108e-08,4.47856629122304e-06,9.13157679564801,"ACOX3_HUMAN",46,27.8032503129693,5.28714383408452e-09,5.36931751536125e-07,0.541914462499999,"Up in D8C",6.27008091321091,"ACOX3","ACOX3_HUMAN"
0.654286147500004,14.37761819375,22.6571274594786,5.88976679208851e-08,4.39334905225788e-06,9.16168519927109,"EPIPL_HUMAN",173,27.2113795502288,6.2305632345436e-09,6.25207351237714e-07,0.654286147500004,"Up in D8C",6.2039759241538,"EPPK1","EPIPL_HUMAN"
-0.476720335,13.747437715,-21.3001957715193,9.13263934320582e-08,5.73127524486915e-06,8.68899650277143,"GEPH_HUMAN",45,-27.0260997609319,6.56390452688735e-09,6.50907661848629e-07,-0.476720335,"Non-significant",6.18648061633798,"GPHN","GEPH_HUMAN"
0.929794075,13.62644422,26.2590240539497,2.06015536142052e-08,2.34662831640724e-06,10.2803899366468,"PLBL2_HUMAN",19,26.9387412576144,6.72802194335414e-09,6.57549287517232e-07,0.929794075,"Up in D8C",6.18207168847393,"PLBD2","PLBL2_HUMAN"
0.508746384999997,13.023589255,24.1544109788131,3.7359600909526e-08,3.46048435237796e-06,9.64896082596547,"GNA13_HUMAN",24,26.9079850665283,6.78690093890131e-09,6.57549287517232e-07,0.508746384999997,"Up in D8C",6.18207168847393,"GNA13","GNA13_HUMAN"
1.1140804305,9.62985658725,26.0873991682221,2.15876402499262e-08,2.3741637733687e-06,10.2310466548308,"AJUBA_HUMAN",19,26.8312393188559,6.93637426526891e-09,6.64394303203996e-07,1.1140804305,"Up in D8C",6.1775741000281,"AJUBA","AJUBA_HUMAN"
0.483211042500001,13.84512686875,21.8663547043589,7.58082743710854e-08,5.0314011391644e-06,8.89004056938154,"RAGP1_HUMAN",33,26.3613971490347,7.93667402503096e-09,7.51665453449281e-07,0.483211042500001,"Non-significant",6.12397540947337,"RANGAP1","RAGP1_HUMAN"
0.5454366225,11.80186402875,22.1361503190853,6.9484664812725e-08,4.89753920672605e-06,8.98389228393407,"MX1_HUMAN",35,26.0417196665863,8.71029850102851e-09,8.15767845168548e-07,0.5454366225,"Up in D8C",6.08843341711292,"MX1","MX1_HUMAN"
-0.45599365,15.7024288175,-21.2627848257681,9.24728239770086e-08,5.73127524486915e-06,8.6755113760441,"DPYS_HUMAN",33,-25.9224693462614,9.02040611304769e-09,8.1587321301321e-07,-0.45599365,"Non-significant",6.08837732551932,"DPYS","DPYS_HUMAN"
0.441674475000001,14.996259095,21.3246741368337,9.0585019269164e-08,5.73127524486915e-06,8.69780630346241,"LPP_HUMAN",31,25.9216317665408,9.02262783960856e-09,8.1587321301321e-07,0.441674475000001,"Non-significant",6.08837732551932,"LPP","LPP_HUMAN"
0.588736774999999,11.1411086325,23.2107802593585,4.96076032306056e-08,3.88363846015066e-06,9.34584636213557,"ITB3_HUMAN",27,25.9017664799016,9.07550305772284e-09,8.1587321301321e-07,0.588736774999999,"Up in D8C",6.08837732551932,"ITGB3","ITB3_HUMAN"
0.937557222499997,18.13702821875,23.303342775626,4.82230019255783e-08,3.87115888791142e-06,9.37616941818092,"MYH9_HUMAN",152,25.8931306488925,9.09859793845554e-09,8.1587321301321e-07,0.937557222499997,"Up in D8C",6.08837732551932,"MYH9","MYH9_HUMAN"
-2.2904980175,9.56426441625,-24.5788891799324,3.30015059555184e-08,3.22170083233711e-06,9.78110346810158,"NID1_HUMAN",42,-25.6623372679379,9.74108018713721e-09,8.5929863249777e-07,-2.2904980175,"Up in D5B",6.06585587935048,"NID1","NID1_HUMAN"
0.656818627500005,13.11032473875,22.074009367485,7.08862004058107e-08,4.89753920672605e-06,8.962385132973,"MDR1_HUMAN",54,25.6465836879701,9.78676814803487e-09,8.5929863249777e-07,0.656818627500005,"Up in D8C",6.06585587935048,"ABCB1","MDR1_HUMAN"
-1.5917952055,9.58676326225,-24.387847027759,3.48870621866866e-08,3.28047390087632e-06,9.7219444597515,"APOA4_HUMAN",29,-25.5453077429849,1.00863251116277e-08,8.76470457380512e-07,-1.5917952055,"Up in D5B",6.05726271780504,"APOA4","APOA4_HUMAN"
