"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D5B_vs_D8C","Diff_Abund","negLog10_sca_adjPval","Genes","Protein.Names"
-0.109345917500001,12.37226772375,-4.13058454309233,0.00414408335104108,0.013019186942201,-3.18217048012501,"ELP3_HUMAN",34,-4.74867728223346,0.00160803013468974,0.00594477456372798,-0.109345917500001,"Non-significant",2.22586460994105,"ELP3","ELP3_HUMAN"
-0.216035607499999,13.77762162625,-4.71896086754444,0.00200436707106221,0.00727284117175349,-2.38763748929024,"DDRGK_HUMAN",16,-4.74801267354792,0.0016093658836766,0.00594710435489263,-0.216035607499999,"Non-significant",2.22569444079173,"DDRGK1","DDRGK_HUMAN"
-0.266211747749997,9.031465888125,-4.70766902638734,0.00203152871842098,0.00734294835659109,-2.4024208892059,"CY24B_HUMAN",15,-4.74735148958031,0.0016106959532764,0.00594941112627818,-0.266211747749997,"Non-significant",2.22552601868562,"CYBB","CY24B_HUMAN"
-0.0987658519999997,10.0482356565,-3.83141920895013,0.0061154653563816,0.0177994673649656,-3.60465270983711,"SMHD1_HUMAN",73,-4.74627792290358,0.00161285815219693,0.00595478815806742,-0.0987658519999997,"Non-significant",2.22513368395766,"SMCHD1","SMHD1_HUMAN"
1.50324165825,6.431723058125,4.61915622740347,0.00225904113684735,0.00797047205629399,-2.51893557197786,"ZC3HA_HUMAN",7,4.74230554026473,0.00162088629653277,0.00598180849101346,1.50324165825,"Up in D8C",2.22316749512072,"ZC3H10","ZC3HA_HUMAN"
-0.231607202500001,10.94384801375,-4.44030267979774,0.0028093120244119,0.0095213876372207,-2.75779467736941,"TCOF_HUMAN",44,-4.7395511128998,0.0016264786075899,0.00599939026762726,-0.231607202500001,"Non-significant",2.22189288575982,"TCOF1","TCOF_HUMAN"
-0.246792079999999,11.017452835,-4.94963437390385,0.00152862220326026,0.00586203664753445,-2.08962666288001,"UB2J1_HUMAN",12,-4.73925850388354,0.0016270739295048,0.00599939026762726,-0.246792079999999,"Non-significant",2.22189288575982,"UBE2J1","UB2J1_HUMAN"
0.158258677499997,12.36027943875,4.54332940508275,0.0024763569253081,0.00858391883892029,-2.61964354818709,"RM39_HUMAN",21,4.73884094070933,0.00162792388694203,0.00599967670363258,0.158258677499997,"Non-significant",2.22187215121823,"MRPL39","RM39_HUMAN"
0.0907063474999976,10.23593568875,3.86701424402962,0.00583467682244393,0.0171237824634366,-3.55376101197161,"BCR_HUMAN",41,4.73852113153122,0.00162857519253901,0.00599967670363258,0.0907063474999976,"Non-significant",2.22187215121823,"BCR","BCR_HUMAN"
0.174000025000002,13.69065678,4.52282659399207,0.00253899500047176,0.008751533941041,-2.64701535280015,"GDIA_HUMAN",22,4.73577406587533,0.00163418145906771,0.00601770009544856,0.174000025000002,"Non-significant",2.22056946002188,"GDI1","GDIA_HUMAN"
0.387165548500004,10.05115294575,4.82357662535391,0.00177091767904042,0.00660197484150008,-2.25154115347572,"S22A7_HUMAN",10,4.73470730163525,0.00163636421627054,0.00602310654102375,0.387165548500004,"Non-significant",2.22017945464953,"SLC22A7","S22A7_HUMAN"
0.117224217500002,11.41152214875,4.31508932827924,0.00328174668334817,0.0107843441691781,-2.92773263606956,"K319L_HUMAN",26,4.73301824146488,0.00163982680285828,0.00603321698877891,0.117224217500002,"Non-significant",2.21945105470437,"KIAA0319L","K319L_HUMAN"
0.396981954750002,8.957519412125,4.70587693398617,0.00203587663135985,0.00735550969812779,-2.40476879499335,"GALC_HUMAN",12,4.73152913243796,0.00164288613094087,0.00604183560109102,0.396981954750002,"Non-significant",2.21883109609524,"GALC","GALC_HUMAN"
0.283549307500005,10.38773083625,4.67607236251755,0.00210971122553617,0.00755427184368918,-2.44388463637887,"NTAN1_HUMAN",15,4.73078136708035,0.00164442474388779,0.00604485659233762,0.283549307500005,"Non-significant",2.21861399784625,"NTAN1","NTAN1_HUMAN"
-0.159547330000002,13.7108829025,-4.81493829901149,0.00178901144876617,0.00666059076928006,-2.26271961029503,"KFA_HUMAN",16,-4.73031725862414,0.00164538049227379,0.0060457332909223,-0.159547330000002,"Non-significant",2.21855101574828,"AFMID","KFA_HUMAN"
-0.1735990045,9.6388863325,-4.60480999170614,0.00229849194480777,0.00807249525116029,-2.53792609112309,"REXO4_HUMAN",19,-4.72855834907929,0.00164900816623495,0.00605642258526988,-0.1735990045,"Non-significant",2.21778382966916,"REXO4","REXO4_HUMAN"
0.322380781250002,9.406083226125,4.9364485003702,0.00155216608685959,0.00593611975777655,-2.10645725086983,"ISY1_HUMAN",10,4.72695207871788,0.00165232866589164,0.00606597488013967,0.322380781250002,"Non-significant",2.21709939248222,"ISY1","ISY1_HUMAN"
-0.190963270000003,10.377949475,-4.45432877767145,0.00276122134487118,0.00938859811049584,-2.73889758057773,"PROD_HUMAN",27,-4.72536961830857,0.00165560709228557,0.00607536446707665,-0.190963270000003,"Non-significant",2.21642766319594,"PRODH","PROD_HUMAN"
0.216592788749999,10.020585775625,5.24600467164341,0.00109113394210885,0.00450399999903797,-1.71781618868788,"PIP30_HUMAN",11,4.72332249608717,0.00165985872202372,0.00608541537513889,0.216592788749999,"Non-significant",2.21570977257378,"PSME3IP1","PIP30_HUMAN"
0.138037680000002,13.165230035,5.04989980370028,0.00136198324450398,0.00535704935507422,-1.96245363110435,"VPS25_HUMAN",15,4.7233208616112,0.00165986212139972,0.00608541537513889,0.138037680000002,"Non-significant",2.21570977257378,"VPS25","VPS25_HUMAN"
0.105797290000002,11.3629591475,4.42132466715843,0.00287585067427679,0.00969621813339163,-2.78340804873829,"RFC2_HUMAN",22,4.72300847271689,0.00166051196616674,0.00608541537513889,0.105797290000002,"Non-significant",2.21570977257378,"RFC2","RFC2_HUMAN"
0.5238471025,11.06638097625,4.98055936953943,0.00147493767703339,0.00568981678705467,-2.05025055273504,"COA4_HUMAN",6,4.7213468384834,0.00166397324487386,0.00609312294635115,0.5238471025,"Up in D8C",2.21516005864179,"COA4","COA4_HUMAN"
0.254247429999996,12.240427375,4.81075427827011,0.00179784851451626,0.00668168656475201,-2.26813779000019,"RNT2_HUMAN",13,4.72130482476344,0.00166406086398153,0.00609312294635115,0.254247429999996,"Non-significant",2.21516005864179,"RNASET2","RNT2_HUMAN"
0.218142509249999,8.936726570125,4.6841363300333,0.00208944757715131,0.00749763883687033,-2.43328884067743,"MMP15_HUMAN",16,4.71724522892572,0.001672550929789,0.00612155092800327,0.218142509249999,"Non-significant",2.21313853306008,"MMP15","MMP15_HUMAN"
0.219786167500001,18.21285414625,4.50098547443723,0.00260764326068594,0.00895308555776854,-2.67623998067312,"THTR_HUMAN",24,4.71654544736613,0.0016740192003857,0.00612426555557772,0.219786167500001,"Non-significant",2.21294598603034,"TST","THTR_HUMAN"
0.439194917499998,10.49997341625,4.89398809392036,0.00163074541837366,0.00615013562929377,-2.16082221085589,"RB27B_HUMAN",8,4.71599567687988,0.00167517370806715,0.00612517456722839,0.439194917499998,"Non-significant",2.21288152941181,"RAB27B","RB27B_HUMAN"
-0.182946922500001,12.28285157625,-4.4255448407856,0.00286090618231133,0.00967291544753399,-2.77770792096216,"SSRP1_HUMAN",28,-4.71573519025775,0.00167572102883244,0.00612517456722839,-0.182946922500001,"Non-significant",2.21288152941181,"SSRP1","SSRP1_HUMAN"
0.161191939999998,13.4500708575,6.06775593864174,0.000455237274258324,0.00230673371278954,-0.749623484082356,"PBDC1_HUMAN",11,4.71423469430109,0.001678877599043,0.00613405257144926,0.161191939999998,"Non-significant",2.21225250624847,"PBDC1","PBDC1_HUMAN"
0.103182315000002,10.71824336,4.07219303827431,0.00446639086625595,0.0138104213542448,-3.26368067029705,"WDR24_HUMAN",33,4.71135124768369,0.00168496171615966,0.00615361451711862,0.103182315000002,"Non-significant",2.21086971288736,"WDR24","WDR24_HUMAN"
0.154482364999998,11.079143285,4.35584464246458,0.00311904602104138,0.0103424228604869,-2.87217566430622,"GPKOW_HUMAN",29,4.70798494142496,0.0016920951727726,0.00617699013048949,0.154482364999998,"Non-significant",2.20922309257155,"GPKOW","GPKOW_HUMAN"
0.216829540000003,11.9478601225,4.89565675652203,0.00162757564345789,0.00614092887139953,-2.15868086268239,"RT25_HUMAN",13,4.70613875066231,0.00169602139587889,0.00618864257396673,0.216829540000003,"Non-significant",2.20840459932956,"MRPS25","RT25_HUMAN"
0.627328869999999,16.6506958025,5.09114462785864,0.00129935583673641,0.00516129611114572,-1.91055288984463,"TYB4_HUMAN",4,4.70538128687586,0.00169763514381809,0.00619185055267965,0.627328869999999,"Up in D8C",2.20817953438747,"TMSB4X","TYB4_HUMAN"
0.334816694500002,7.73760521425,4.79625210343693,0.00182885331876175,0.00677302487866556,-2.28693703144819,"DIXC1_HUMAN",11,4.70489054792265,0.00169868154006853,0.00619298732752494,0.334816694500002,"Non-significant",2.20809980866984,"DIXDC1","DIXC1_HUMAN"
-0.204634904749998,9.185821175625,-4.44902731733464,0.00277929116895202,0.00943481484619275,-2.74603683904039,"MAST3_HUMAN",27,-4.70376673117341,0.00170108049549032,0.0061990520953255,-0.204634904749998,"Non-significant",2.20767471392793,"MAST3","MAST3_HUMAN"
-0.544641018250001,8.491096019875,-4.63488792228207,0.0022166350285114,0.00786364337345225,-2.49814497796414,"RAVR1_HUMAN",11,-4.70224769655074,0.00170432898758737,0.00620820615227913,-0.544641018250001,"Up in D5B",2.20703387014698,"RAVER1","RAVR1_HUMAN"
1.6817250255,7.3483145235,4.54321610124979,0.00247669837658727,0.00858391883892029,-2.61979464656295,"SMC6_HUMAN",37,4.70184669915821,0.0017051876604631,0.00620865088122827,1.6817250255,"Up in D8C",2.20700276028913,"SMC6","SMC6_HUMAN"
0.189906599999999,12.692617655,4.65191331468206,0.00217172648559043,0.00773035580533858,-2.47568462168091,"TNR6_HUMAN",17,4.70023024155297,0.00170865384617639,0.00621858517677928,0.189906599999999,"Non-significant",2.2063084127064,"FAS","TNR6_HUMAN"
-0.164299488249998,9.513208389125,-4.42299826427644,0.00286991390152457,0.00968782710290374,-2.78114724160013,"NHSL1_HUMAN",25,-4.69901870251371,0.0017112568077602,0.00622537057946081,-0.164299488249998,"Non-significant",2.2058347910877,"NHSL1","NHSL1_HUMAN"
0.124010087499999,11.08181738875,4.39754668471376,0.00296167058342377,0.00992206730829847,-2.8155720289834,"RIOX1_HUMAN",23,4.69639844747387,0.00171690118929353,0.0062432097172369,0.124010087499999,"Non-significant",2.20459207632788,"RIOX1","RIOX1_HUMAN"
0.215322735000001,13.669511675,4.78598211976723,0.00185116661526142,0.0068406327926517,-2.30026824840086,"SORCN_HUMAN",14,4.69336924439695,0.00172345186016005,0.00626432761073269,0.215322735000001,"Non-significant",2.20312553769773,"SRI","SORCN_HUMAN"
0.210574624999998,11.5869908325,5.24975963162012,0.00108656711705557,0.00449174802827924,-1.71318442379345,"CC127_HUMAN",11,4.6929981904096,0.00172425614198892,0.00626454957794164,0.210574624999998,"Non-significant",2.20311014938599,"CCDC127","CC127_HUMAN"
0.4813398125,8.07729393225,4.68706256760971,0.00208214743337757,0.00748099774762981,-2.42944616169047,"ATAT_HUMAN",10,4.69241531949596,0.00172552037776546,0.0062658237140588,0.4813398125,"Non-significant",2.20302182794912,"ATAT1","ATAT_HUMAN"
0.165803195000001,11.6505869625,4.98079149290689,0.00147454268386767,0.00568981678705467,-2.04995550843444,"NUP35_HUMAN",14,4.69215120721192,0.0017260935655528,0.0062658237140588,0.165803195000001,"Non-significant",2.20302182794912,"NUP35","NUP35_HUMAN"
0.124493357500002,13.20450866125,4.79569998242312,0.00183004532074736,0.00677446289353513,-2.28765334276543,"TIPRL_HUMAN",17,4.6897984810763,0.00173120874113658,0.00628168681835569,0.124493357500002,"Non-significant",2.2019237197125,"TIPRL","TIPRL_HUMAN"
-0.439375758250002,8.121282875625,-4.86157591780995,0.00169368755953938,0.00634775119580144,-2.20249457332697,"KMCP1_HUMAN",8,-4.68910450610532,0.00173272070634608,0.00628446765653661,-0.439375758250002,"Non-significant",2.20173150455246,"SLC25A30","KMCP1_HUMAN"
0.235431192499998,10.65526104125,5.60960025441204,0.000733303357303753,0.00331244051377992,-1.27831447283255,"GOGA7_HUMAN",9,4.68761257192251,0.00173597607359617,0.00629356659111487,0.235431192499998,"Non-significant",2.20110316824965,"GOLGA7","GOGA7_HUMAN"
0.348417520999998,9.5708214045,4.59640518725129,0.00232195613197413,0.00814472252867662,-2.54906546617915,"HLAF_HUMAN",15,4.68690228634008,0.00173752824784288,0.00629648564104371,0.348417520999998,"Non-significant",2.20090178269925,"HLA-F","HLAF_HUMAN"
-0.991987230749999,10.905996562125,-5.22563934647548,0.00111627611921288,0.00459428291447529,-1.74297112308594,"PEMT_HUMAN",1,-4.68353415581539,0.00174490922922453,0.00632051563950733,-0.991987230749999,"Up in D5B",2.19924748971481,"PEMT","PEMT_HUMAN"
0.409761667500002,9.17269361025,5.58865851055165,0.000749929578743147,0.00336231724426914,-1.30314048875602,"C99L2_HUMAN",5,4.68176088713242,0.00174880895801903,0.00633192040684812,0.409761667500002,"Non-significant",2.19846455291959,"CD99L2","C99L2_HUMAN"
0.306102275000001,14.5515308375,4.92335728114681,0.00157593797418436,0.00598899061514879,-2.1231914760721,"GHITM_HUMAN",10,4.67997456866516,0.00175274701234779,0.00634345408633727,0.306102275000001,"Non-significant",2.19767419919184,"GHITM","GHITM_HUMAN"
-0.385923623999997,9.2373126745,-4.56130473949827,0.00242283639858217,0.00842147958913365,-2.59569548645754,"HOME2_HUMAN",16,-4.67927183932165,0.00175429887825163,0.00634634559861932,-0.385923623999997,"Non-significant",2.19747628151286,"HOMER2","HOME2_HUMAN"
0.2035779975,13.91173315125,4.66262455630517,0.00214398688323435,0.00764776362199844,-2.46157534756073,"EDF1_HUMAN",16,4.67883488193371,0.00175526458572503,0.00634670812024876,0.2035779975,"Non-significant",2.19745147406357,"EDF1","EDF1_HUMAN"
0.134046314999999,10.43680346,4.15833125461433,0.00399990297858037,0.0126606016546954,-3.14360316226042,"Z3H7B_HUMAN",42,4.67854525108191,0.0017559050108459,0.00634670812024876,0.134046314999999,"Non-significant",2.19745147406357,"ZC3H7B","Z3H7B_HUMAN"
0.107999324999998,16.316506625,4.60573489428581,0.00229592581568774,0.00806684397683701,-2.53670088214264,"STA10_HUMAN",19,4.67632224677489,0.00176082897201869,0.00636177771330712,0.107999324999998,"Non-significant",2.19642150963461,"STARD10","STA10_HUMAN"
-0.0871334099999999,15.0113096225,-3.95863311703455,0.00517432744609767,0.0155953854475426,-3.42353422775962,"IF2G_HUMAN",30,-4.6723604338339,0.00176964182813916,0.00638834497932971,-0.0871334099999999,"Non-significant",2.19461163940677,"EIF2S3","IF2G_HUMAN"
0.213578700249997,9.855487822875,4.39229737642124,0.00298099267305051,0.00997886705367067,-2.82268350092403,"EFNMT_HUMAN",33,4.67233519327969,0.00176969812869081,0.00638834497932971,0.213578700249997,"Non-significant",2.19461163940677,"METTL13","EFNMT_HUMAN"
-0.140500065000001,11.889891385,-4.43520347386004,0.00282702271940583,0.00956986927786012,-2.76467169541372,"AMFR_HUMAN",22,-4.6715467730457,0.00177145773196068,0.00638929967160371,-0.140500065000001,"Non-significant",2.1945467420648,"AMFR","AMFR_HUMAN"
-0.446485280000003,13.4752599,-6.74453725237339,0.000235492196563115,0.00138953199091674,-0.016612211364551,"AQP9_HUMAN",3,-4.67153741657371,0.00177147862528626,0.00638929967160371,-0.446485280000003,"Non-significant",2.1945467420648,"AQP9","AQP9_HUMAN"
0.222268105000001,12.2969655975,4.42008887606811,0.00288024306118088,0.00970714464721856,-2.78507769424877,"LARP4_HUMAN",28,4.66384685845838,0.00178874327116944,0.00644850245326883,0.222268105000001,"Non-significant",2.19054113060425,"LARP4","LARP4_HUMAN"
-0.252328637499998,14.43435275625,-4.46522097985425,0.00272449907449183,0.00929372832816336,-2.7242420852568,"GCST_HUMAN",24,-4.66354569233987,0.00178942309149315,0.00644850245326883,-0.252328637499998,"Non-significant",2.19054113060425,"AMT","GCST_HUMAN"
0.151350977499998,13.77694201375,5.04633547602657,0.00136755028385373,0.00537393069585225,-1.96695010030062,"TACO1_HUMAN",14,4.66260032872648,0.00179155888804096,0.0064534401142296,0.151350977499998,"Non-significant",2.19020871569816,"TACO1","TACO1_HUMAN"
-0.444903373749998,9.366078853625,-4.48261826257039,0.00266695278838435,0.00912327315474501,-2.70086911454054,"PUM3_HUMAN",28,-4.66005602590071,0.00179732090014361,0.00647143010137141,-0.444903373749998,"Non-significant",2.1889997353277,"PUM3","PUM3_HUMAN"
0.142313480000002,14.48971796,4.61568764509867,0.00226851064527012,0.00799718788330481,-2.52352433001867,"NPS3A_HUMAN",18,4.65892206234061,0.00179989547230549,0.00647793293597906,0.142313480000002,"Non-significant",2.188563552418,"NIPSNAP3A","NPS3A_HUMAN"
0.1759133325,10.71857285625,4.69065190971146,0.002073231370609,0.00745850073532363,-2.42473438176291,"SRA1_HUMAN",16,4.65850625606363,0.00180084053546193,0.00647856802108774,0.1759133325,"Non-significant",2.18852097704068,"SRA1","SRA1_HUMAN"
0.388642549499998,10.10568010775,4.51560858567633,0.0025614594982718,0.00881606456142631,-2.65666590072256,"S27A1_HUMAN",18,4.65583509433309,0.00180692460687889,0.00649768238540194,0.388642549499998,"Non-significant",2.18724152131337,"SLC27A1","S27A1_HUMAN"
0.192636014999994,17.6345851425,4.2653650658502,0.00349296305439761,0.0113733400805012,-2.99583391281282,"EF2_HUMAN",81,4.65242740743738,0.00181471885223673,0.00652052430741917,0.192636014999994,"Non-significant",2.1857174817736,"EEF2","EF2_HUMAN"
-0.191015957499999,10.55244982125,-4.31920528438466,0.00326490041559487,0.0107415478544298,-2.9221111573483,"OAS3_HUMAN",39,-4.65238162167031,0.00181482382550782,0.00652052430741917,-0.191015957499999,"Non-significant",2.1857174817736,"OAS3","OAS3_HUMAN"
0.143344880000003,12.6187813275,4.17838322689007,0.00389911975912238,0.0124068253868035,-3.11579790084872,"EXOC8_HUMAN",42,4.651504447089,0.00181683620901709,0.0065249733301257,0.143344880000003,"Non-significant",2.18542125910124,"EXOC8","EXOC8_HUMAN"
0.367740153249999,9.857391356875,4.97347487183376,0.00148704947249183,0.00572867459032614,-2.05925909914606,"EFMT4_HUMAN",8,4.64951530502884,0.00182140866189803,0.00653860886334688,0.367740153249999,"Non-significant",2.18451464116159,"EEF1AKMT4","EFMT4_HUMAN"
0.727549195249999,7.723994314625,4.57548070767744,0.00238152506433215,0.00829498957324616,-2.57684184610668,"HEG1_HUMAN",9,4.64735884467951,0.00182637992769244,0.00655175700297828,0.727549195249999,"Up in D8C",2.18364221842448,"HEG1","HEG1_HUMAN"
-0.274373650249996,8.135844647875,-4.37864383373375,0.00303190034760973,0.0101331831998424,-2.84119891255366,"HECD4_HUMAN",67,-4.64725235076599,0.00182662581053493,0.00655175700297828,-0.274373650249996,"Non-significant",2.18364221842448,"HECTD4","HECD4_HUMAN"
0.1009171,14.9930707225,4.04078621612804,0.00465098009080889,0.0142972688495362,-3.30771570142128,"NDUS2_HUMAN",31,4.64338921912632,0.00183556983956962,0.00658103708112815,0.1009171,"Non-significant",2.18170566214272,"NDUFS2","NDUS2_HUMAN"
0.409184933000001,8.69945073125,4.9900294492392,0.00145891744048108,0.00564915918121978,-2.03821965256353,"ACVR1_HUMAN",7,4.64018941768584,0.00184301431184941,0.00660304290443495,0.409184933000001,"Non-significant",2.18025588081289,"ACVR1","ACVR1_HUMAN"
-0.123346805000002,11.7900443075,-3.97296528592458,0.0050785913954174,0.0153541775007078,-3.40326341344368,"ROCK1_HUMAN",87,-4.64007787930393,0.00184327440433449,0.00660304290443495,-0.123346805000002,"Non-significant",2.18025588081289,"ROCK1","ROCK1_HUMAN"
0.244838714500002,8.522409439,4.54239903981994,0.00247916219752719,0.00858892649525553,-2.62088430800838,"UBP3_HUMAN",17,4.63508735779749,0.00185495272987431,0.00664165691632328,0.244838714500002,"Non-significant",2.17772356222091,"USP3","UBP3_HUMAN"
0.199039220000001,13.007210135,4.68287303741307,0.00209260784774894,0.00750578363773439,-2.43494815140221,"IAH1_HUMAN",15,4.63479915474343,0.00185562961655491,0.00664165691632328,0.199039220000001,"Non-significant",2.17772356222091,"IAH1","IAH1_HUMAN"
0.387087105999999,9.37875258925,4.52927341225921,0.00251911363496894,0.00869873364569979,-2.6384021942438,"RPA49_HUMAN",15,4.6323919459471,0.00186129383736394,0.00665910261253848,0.387087105999999,"Non-significant",2.17658429285398,"POLR1E","RPA49_HUMAN"
0.1195275825,12.87189257125,4.11817860184164,0.00421037605922478,0.0131783363546995,-3.19944894365204,"HNRL1_HUMAN",33,4.62834440174835,0.00187086039593365,0.00669048887455441,0.1195275825,"Non-significant",2.17454214714037,"HNRNPUL1","HNRL1_HUMAN"
-1.2777994875,7.73762494325,-4.49084533102419,0.0026402055274049,0.00904562050955844,-2.68983123606261,"IF2B2_HUMAN",10,-4.62489791881134,0.00187904862823448,0.00671685045129447,-1.2777994875,"Up in D5B",2.17283432103294,"IGF2BP2","IF2B2_HUMAN"
-0.510734319500001,8.91500628,-4.77222413602934,0.00188153011876114,0.00693459439048434,-2.31815079265311,"MP2K6_HUMAN",7,-4.62457172629485,0.00187982562754819,0.00671685045129447,-0.510734319500001,"Up in D5B",2.17283432103294,"MAP2K6","MP2K6_HUMAN"
0.114089489000001,9.63374447825,3.96063533142079,0.0051608358275282,0.0155637514097442,-3.42070072725566,"TNR6B_HUMAN",50,4.62093569836549,0.00188851052225842,0.00674200478116518,0.114089489000001,"Non-significant",2.17121094383034,"TNRC6B","TNR6B_HUMAN"
-0.0939211875000012,16.59426522125,-3.93086480229378,0.00536544975850967,0.0160316823872662,-3.46288665151111,"GALK1_HUMAN",33,-4.62070095068978,0.0018890727355886,0.00674200478116518,-0.0939211875000012,"Non-significant",2.17121094383034,"GALK1","GALK1_HUMAN"
0.0915870675000026,12.42599630375,4.58172297887544,0.00236358015432975,0.00823929574890217,-2.56854892630869,"AASD1_HUMAN",19,4.62036165050914,0.00188988567171501,0.00674200478116518,0.0915870675000026,"Non-significant",2.17121094383034,"AARSD1","AASD1_HUMAN"
0.385735749999998,9.50577461725,5.66433435562971,0.000691751941322447,0.00316622802714799,-1.21370542602076,"TPK1_HUMAN",5,4.62028685365794,0.00189006493034682,0.00674200478116518,0.385735749999998,"Non-significant",2.17121094383034,"TPK1","TPK1_HUMAN"
0.172942402500002,11.70039904125,4.65432392241203,0.00216544928847878,0.00771452749475386,-2.47250783964325,"THOC3_HUMAN",16,4.61905705451129,0.00189301493733297,0.00674790498102614,0.172942402500002,"Non-significant",2.1708310414514,"THOC3","THOC3_HUMAN"
0.273202656500001,10.15195763175,5.44515173328205,0.000875805287017706,0.00380658351259341,-1.47485717682823,"NUP58_HUMAN",8,4.6189299498843,0.00189332011865308,0.00674790498102614,0.273202656500001,"Non-significant",2.1708310414514,"NUP58","NUP58_HUMAN"
-0.224089622499999,8.7266237735,-4.50581281456882,0.00259229682244548,0.00890765182078798,-2.66977486017008,"EMAL1_HUMAN",18,-4.61638439760118,0.00189944337068107,0.00676249053378714,-0.224089622499999,"Non-significant",2.16989332981541,"EML1","EMAL1_HUMAN"
-0.294169426,8.290214777,-4.42153689637069,0.0028750970852762,0.00969621813339163,-2.78312133320487,"MRC1_HUMAN",26,-4.61628487551836,0.00189968320671439,0.00676249053378714,-0.294169426,"Non-significant",2.16989332981541,"MRC1","MRC1_HUMAN"
-0.276337144999996,16.2902848725,-4.72609017910438,0.00198742429222522,0.00722834474434055,-2.37831312189508,"H31_HUMAN",12,-4.61622837383552,0.00189981938355771,0.00676249053378714,-0.276337144999996,"Non-significant",2.16989332981541,"H3C1","H31_HUMAN"
0.10452652,11.8318333625,4.19596870128869,0.00381301483572369,0.0121834351972384,-3.09145892234106,"TRNT1_HUMAN",25,4.61569062648796,0.00190111596205037,0.00676424923770476,0.10452652,"Non-significant",2.1697803986252,"TRNT1","TRNT1_HUMAN"
0.156588075000004,12.143125295,4.25090137719348,0.00355716249192898,0.0115231831838852,-3.01570847389278,"MAP7_HUMAN",32,4.61247953323505,0.00190887845014178,0.00678900272415404,0.156588075000004,"Non-significant",2.16819401706065,"MAP7","MAP7_HUMAN"
-0.243721722500002,13.21608865375,-5.80604250129708,0.000595836297920854,0.00281971505123996,-1.0482770364312,"PGPI_HUMAN",8,-4.61200573313246,0.00191002673835194,0.00679022158480326,-0.243721722500002,"Non-significant",2.16811605318826,"PGPEP1","PGPI_HUMAN"
0.223492149999998,12.0010705,4.34086400767259,0.00317779984786749,0.0105000685682772,-2.89256966972152,"TAOK3_HUMAN",35,4.61149128514258,0.00191127439316889,0.00679179252108794,0.223492149999998,"Non-significant",2.1680155895961,"TAOK3","TAOK3_HUMAN"
-0.259347677500003,8.7107321025,-4.48521963419495,0.00265846335491559,0.00909792432748011,-2.69737792869338,"KLDC2_HUMAN",18,-4.60663400308209,0.00192309835387459,0.006830929635402,-0.259347677500003,"Non-significant",2.16552018825823,"KLHDC2","KLDC2_HUMAN"
0.283195495000001,13.54854083,4.63303891246615,0.00222157345261118,0.00787739552974026,-2.50058674174536,"TSN_HUMAN",13,4.605263059196,0.00192645003366242,0.00683995254159249,0.283195495000001,"Non-significant",2.16494691158339,"TSN","TSN_HUMAN"
0.458377718750001,8.022355854375,5.57201496528313,0.00076344251190656,0.00340460754927541,-1.32291308128334,"CD320_HUMAN",4,4.60479946014873,0.00192758488093511,0.00684110019427454,0.458377718750001,"Non-significant",2.16487404888229,"CD320","CD320_HUMAN"
0.269976855000001,11.0275362725,6.8113535664698,0.000221256022984169,0.00132737866030858,0.0528321512574443,"TNR5_HUMAN",6,4.60352742120655,0.0019307024618136,0.0068492807452133,0.269976855000001,"Non-significant",2.1643550321259,"CD40","TNR5_HUMAN"
0.415936470000004,13.3641486175,7.1902678311336,0.000156699007036614,0.00101134451019266,0.437283127328044,"RBX1_HUMAN",3,4.60271114732122,0.00193270592692109,0.00685350368448376,0.415936470000004,"Non-significant",2.16408734940929,"RBX1","RBX1_HUMAN"
0.533470867499998,15.94508993625,10.8417748202866,1.02427074139064e-05,0.000134899657487214,3.48287046140543,"TBB2A_HUMAN",1,4.60118974725032,0.00193644611211269,0.00686387900714796,0.533470867499998,"Up in D8C",2.16343038060677,"TUBB2A","TBB2A_HUMAN"
0.199243067499999,10.45593667125,4.83583953428761,0.00174557774719983,0.00652482254152875,-2.23569059925511,"CCNH_HUMAN",13,4.60012242041975,0.00193907472397594,0.0068703072082359,0.199243067499999,"Non-significant",2.16302384287369,"CCNH","CCNH_HUMAN"
0.131859064999999,11.7776178125,4.29709950209175,0.00335650335669873,0.0109871715703354,-2.95233083386811,"TAP1_HUMAN",24,4.59655033305266,0.00194790041298999,0.00689867755508095,0.131859064999999,"Non-significant",2.16123415354908,"TAP1","TAP1_HUMAN"
0.114372729999999,16.39014554,4.43612327707939,0.0028238189970035,0.00956286473513157,-2.76343093345864,"AT5F1_HUMAN",20,4.59382139116359,0.0019546724388303,0.00691975387942065,0.114372729999999,"Non-significant",2.15990935217769,"ATP5PB","AT5F1_HUMAN"
0.200942277499998,13.46658766375,6.03038197483256,0.000472835427866615,0.00237596277940293,-0.791736102289545,"RHOG_HUMAN",9,4.59314367632357,0.00195635820542743,0.00692281415346256,0.200942277499998,"Non-significant",2.15971732709275,"RHOG","RHOG_HUMAN"
0.158234357499998,10.67975413875,4.23839431375436,0.00361371887682473,0.0116794618147069,-3.03291813770066,"RPAP3_HUMAN",32,4.59281228721049,0.00195718308916003,0.00692282679753666,0.158234357499998,"Non-significant",2.15971653388258,"RPAP3","RPAP3_HUMAN"
