"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D1BM_vs_D2BM","Diff_Abund","negLog10_sca_adjPval","Genes","Protein.Names","D2BM_vs_D1BM"
-0.479448079999999,8.78588640675,-4.97986990679218,0.00153874310304231,0.00474398888644609,-2.14997703071037,"3BP2_HUMAN",12,5.06439627935986,0.00118251925190693,0.00375563480569839,0.479448079999999,"Non-significant",2.42531664472885,"SH3BP2","3BP2_HUMAN",-0.479448079999999
-0.184050559999999,9.67692112925,-4.78872254812899,0.00191879463263537,0.00568889200087357,-2.39342403068096,"ARAP1_HUMAN",35,5.06388447224124,0.00118323344701543,0.00375648765532694,0.184050559999999,"Non-significant",2.42521803401235,"ARAP1","ARAP1_HUMAN",-0.184050559999999
0.0874488324999998,12.97871506125,4.35765502174036,0.00321832604727073,0.00865982075728805,-2.96162025635333,"RBM25_HUMAN",38,-5.06313827952347,0.00118427556367223,0.00375838054450046,-0.0874488324999998,"Non-significant",2.42499924871408,"RBM25","RBM25_HUMAN",0.0874488324999998
0.259239436249999,10.055108666875,4.97700221451731,0.00154378827726865,0.00475346857561503,-2.15359096317545,"P4R3B_HUMAN",16,-5.06275985881225,0.00118480444397285,0.00375864383072907,-0.259239436249999,"Non-significant",2.42496882610252,"PPP4R3B","P4R3B_HUMAN",0.259239436249999
0.2329311375,11.70178079375,5.36589864789923,0.00100065858524804,0.00335369829624483,-1.67403101719565,"RPAB3_HUMAN",10,-5.06194906567821,0.00118593848296914,0.00376082598681223,-0.2329311375,"Non-significant",2.42471676089177,"POLR2H","RPAB3_HUMAN",0.2329311375
0.221146107499997,10.15069699375,5.62211846372529,0.000760354649935652,0.00270994898279392,-1.36945826129607,"TISB_HUMAN",9,-5.06086269264646,0.00118745984319445,0.00376294826527769,-0.221146107499997,"Non-significant",2.42447175251693,"ZFP36L1","TISB_HUMAN",0.221146107499997
-0.437001467000002,9.2603679895,-5.50241355529002,0.000863530093791957,0.0029978151402687,-1.51064849149708,"PPT2_HUMAN",5,5.06083362464034,0.00118750057962257,0.00376294826527769,0.437001467000002,"Non-significant",2.42447175251693,"PPT2","PPT2_HUMAN",-0.437001467000002
0.0940952300000006,13.763667345,5.36811350601814,0.000998249103527314,0.00334828559237236,-1.67135994838096,"KFA_HUMAN",16,-5.06001727109358,0.00118864526071984,0.00376516005359169,-0.0940952300000006,"Non-significant",2.42421655760027,"AFMID","KFA_HUMAN",0.0940952300000006
-0.321563959250003,9.063355326625,-4.88719380819462,0.00171144616006571,0.00517981317170336,-2.2673603348564,"TTC7A_HUMAN",28,5.05849101217599,0.00119078862223366,0.00377014795055063,0.321563959250003,"Non-significant",2.42364160659873,"TTC7A","TTC7A_HUMAN",-0.321563959250003
0.354288100000002,10.8160803325,4.99414432379911,0.00151390007586682,0.00468625183234721,-2.13200540927417,"SAS10_HUMAN",13,-5.05825923467954,0.00119111448479254,0.00377014795055063,-0.354288100000002,"Non-significant",2.42364160659873,"UTP3","SAS10_HUMAN",0.354288100000002
0.0624370575000057,17.04391527125,3.8406395329936,0.00620646650009791,0.0150414911240153,-3.67771330927251,"S2513_HUMAN",49,-5.05456411432478,0.0011963228381474,0.00378521216319236,-0.0624370575000057,"Non-significant",2.42190977304069,"SLC25A13","S2513_HUMAN",0.0624370575000057
0.154198409999999,14.612148165,6.79892875281368,0.000238519054807019,0.00110283988643355,-0.0784157239599601,"CBX3_HUMAN",9,-5.05022201595568,0.00120247518188229,0.00380122010600073,-0.154198409999999,"Non-significant",2.42007698226379,"CBX3","CBX3_HUMAN",0.154198409999999
0.104153394999999,13.7930635225,4.36955151039648,0.00317155337664938,0.00857102385757537,-2.94558263113861,"SMC1A_HUMAN",74,-5.05016895444358,0.00120255058010386,0.00380122010600073,-0.104153394999999,"Non-significant",2.42007698226379,"SMC1A","SMC1A_HUMAN",0.104153394999999
-0.416969537750001,8.314463973125,-5.22368910287949,0.00116978531169079,0.00380696799186657,-1.84694778840594,"DTWD2_HUMAN",7,5.05003912526356,0.00120273508396061,0.00380122010600073,0.416969537750001,"Non-significant",2.42007698226379,"DTWD2","DTWD2_HUMAN",-0.416969537750001
0.140798567500001,15.81074047125,5.09503051783334,0.00135048025711933,0.00427618260227603,-2.00580951132827,"FAHD1_HUMAN",16,-5.04911817585598,0.00120404476553105,0.0038039213865131,-0.140798567500001,"Non-significant",2.41976846695974,"FAHD1","FAHD1_HUMAN",0.140798567500001
0.185602669999998,12.3148672575,5.99837811095214,0.000515710096674317,0.0020087432554842,-0.937966234160591,"NCBP2_HUMAN",9,-5.04880368007024,0.00120449236927316,0.0038039213865131,-0.185602669999998,"Non-significant",2.41976846695974,"NCBP2","NCBP2_HUMAN",0.185602669999998
-0.0951895725000025,11.58838057375,-4.52715372072862,0.00261759802342173,0.00733428682422882,-2.73502628541473,"SNX4_HUMAN",30,5.04632847805383,0.00120802158156634,0.00381363816892235,0.0951895725000025,"Non-significant",2.41866051440874,"SNX4","SNX4_HUMAN",-0.0951895725000025
-0.243110417499999,14.65742528625,-6.03926540459927,0.000494919250341012,0.00194504039589246,-0.892175196049803,"NTF2_HUMAN",7,5.04479660946737,0.00121021146336152,0.00381912108748568,0.243110417499999,"Non-significant",2.4180365718458,"NUTF2","NTF2_HUMAN",-0.243110417499999
-0.1252861,12.42112422,-4.70178502800052,0.0021250939885385,0.00616606445073701,-2.50587426037477,"VATC1_HUMAN",28,5.04426675188346,0.00121096993765033,0.00382008443280487,0.1252861,"Non-significant",2.41792703805792,"ATP6V1C1","VATC1_HUMAN",-0.1252861
0.171199322499998,10.61623406125,4.98193153388298,0.00153512733475636,0.00474151275363188,-2.14737964027353,"RUFY3_HUMAN",17,-5.04051580046471,0.00121635429044533,0.0038356342364997,-0.171199322499998,"Non-significant",2.41616281355651,"RUFY3","RUFY3_HUMAN",0.171199322499998
0.149044512500002,11.65689039125,4.66813219234573,0.00221142822455122,0.0063618186023011,-2.54969352756138,"HTSF1_HUMAN",40,-5.02915642470327,0.00123282162418869,0.00388610825365987,-0.149044512500002,"Non-significant",2.41048510561161,"HTATSF1","HTSF1_HUMAN",0.149044512500002
0.134856222499998,17.45526647625,4.66414901116396,0.00222190040868138,0.00638976408897146,-2.55489076228764,"ROA2_HUMAN",33,-5.02814963482958,0.00123429292991423,0.00388929162850357,-0.134856222499998,"Non-significant",2.41012949117977,"HNRNPA2B1","ROA2_HUMAN",0.134856222499998
-0.240170242250002,9.930851579625,-4.8364092271881,0.00181510657018449,0.00542921691983146,-2.33220233965826,"SPN90_HUMAN",27,5.02698231750326,0.00123600124716041,0.00389248932550431,0.240170242250002,"Non-significant",2.4097725697376,"NCKIPSD","SPN90_HUMAN",-0.240170242250002
-0.274538517,8.7493338585,-5.05561694567519,0.00141187457518212,0.00443228707419371,-2.05494005256437,"ALKB4_HUMAN",12,5.02682523076893,0.00123623133519694,0.00389248932550431,0.274538517,"Non-significant",2.4097725697376,"ALKBH4","ALKB4_HUMAN",-0.274538517
0.0965754975000017,11.69957697375,4.372342550402,0.00316068848019033,0.0085498854940707,-2.94182295591225,"OGT1_HUMAN",44,-5.02289160399005,0.00124200839101824,0.00390921909181953,-0.0965754975000017,"Non-significant",2.40790998889191,"OGT","OGT1_HUMAN",0.0965754975000017
0.254441740000003,10.88322091,7.53360732926885,0.000124650916024117,0.000666254008349575,0.646868704676891,"CA122_HUMAN",5,-5.02104300498594,0.00124473356051095,0.00391633414764717,-0.254441740000003,"Non-significant",2.40712026061551,"C1orf122","CA122_HUMAN",0.254441740000003
-0.0683000074999995,14.77217233125,-4.14631078607584,0.00418902560137836,0.0108878497668881,-3.24987201084558,"FUBP1_HUMAN",33,5.01984228650795,0.00124650716118525,0.00391985344612598,0.0683000074999995,"Non-significant",2.4067301699001,"FUBP1","FUBP1_HUMAN",-0.0683000074999995
0.119014979999999,11.1922189,4.64538830185253,0.00227196542455587,0.00650047405416884,-2.57940023173033,"MTU1_HUMAN",29,-5.01961190331543,0.00124684778177504,0.00391985344612598,-0.119014979999999,"Non-significant",2.4067301699001,"TRMU","MTU1_HUMAN",0.119014979999999
-0.589970827249999,8.663964390625,-5.02789934342822,0.00145690218065358,0.00454150461565422,-2.08962223307443,"MXRA7_HUMAN",7,5.01934181621415,0.00124724723484516,0.00391985344612598,0.589970827249999,"Up in D2BM",2.4067301699001,"MXRA7","MXRA7_HUMAN",-0.589970827249999
-0.226302627500004,17.65220522875,-5.12923360928895,0.00129959582219877,0.00414307609126832,-1.96335102255198,"ACTA_HUMAN",12,5.01719729426285,0.00125042393943381,0.00392837248806844,0.226302627500004,"Non-significant",2.40578733915317,"ACTA2","ACTA_HUMAN",-0.226302627500004
0.367912054250001,9.398694157625,4.91474053405072,0.00165797060924623,0.00503968058612929,-2.23234223949521,"KAT8_HUMAN",15,-5.01607453331655,0.00125209064759185,0.00393004849198782,-0.367912054250001,"Non-significant",2.4056020909292,"KAT8","KAT8_HUMAN",0.367912054250001
-0.142297747499999,11.49644613375,-6.3833980866595,0.000352754882434025,0.00150322088171709,-0.515001333041606,"RM23_HUMAN",10,5.01591850468707,0.00125232246124193,0.00393004849198782,0.142297747499999,"Non-significant",2.4056020909292,"MRPL23","RM23_HUMAN",-0.142297747499999
-0.135270115000001,10.9064579,-4.86682971489499,0.00175220515099856,0.0052597354764127,-2.29331715032783,"PISD_HUMAN",20,5.01589581132633,0.00125235618097986,0.00393004849198782,0.135270115000001,"Non-significant",2.4056020909292,"PISD","PISD_HUMAN",-0.135270115000001
-0.312135338500002,7.7714512945,-4.89835930062123,0.00168954430696447,0.00512088060532308,-2.25315346259747,"M3K11_HUMAN",17,5.01230653403614,0.0012577020316122,0.00394535557292863,0.312135338500002,"Non-significant",2.40391385014735,"MAP3K11","M3K11_HUMAN",-0.312135338500002
-0.304235220249998,9.075591921875,-4.82633203129843,0.00183649087676745,0.00547956870806118,-2.3451126990426,"INT6_HUMAN",34,5.0116046152869,0.00125875039794306,0.00394581508126238,0.304235220249998,"Non-significant",2.40386327161022,"INTS6","INT6_HUMAN",-0.304235220249998
0.132739545000003,13.640909195,5.07820237858319,0.00137632366118456,0.00434170364525625,-2.02675968763188,"BUB3_HUMAN",16,-5.01158161863741,0.00125878476136132,0.00394581508126238,-0.132739545000003,"Non-significant",2.40386327161022,"BUB3","BUB3_HUMAN",0.132739545000003
0.0773344025000018,14.49806570875,4.50526486485869,0.00268773501128707,0.00748180925037605,-2.76405729684826,"MPPB_HUMAN",25,-5.00884910231626,0.00126287526090349,0.00395716564095002,-0.0773344025000018,"Non-significant",2.40261577044538,"PMPCB","MPPB_HUMAN",0.0773344025000018
-0.397287132500001,15.11392032875,-4.87929769675295,0.00172712449544967,0.00521602736372099,-2.27741799296671,"TXTP_HUMAN",18,5.00809783709457,0.00126400244513079,0.00395922579338813,0.397287132500001,"Non-significant",2.40238972986531,"SLC25A1","TXTP_HUMAN",-0.397287132500001
0.508986950000004,11.8877830525,4.914847867188,0.00165776589720934,0.00503968058612929,-2.23220600605288,"S10A9_HUMAN",12,-5.00558465054865,0.0012677812350861,0.0039695869355649,-0.508986950000004,"Up in D1BM",2.40125468239004,"S100A9","S10A9_HUMAN",0.508986950000004
0.123579500000002,13.5513718125,4.5879390981612,0.00243317680221495,0.00688923320989916,-2.65476726861521,"NOP56_HUMAN",35,-5.00408371328095,0.00127004394861017,0.00397519511430937,-0.123579500000002,"Non-significant",2.40064155002932,"NOP56","NOP56_HUMAN",0.123579500000002
0.865615964000001,7.4362418055,4.95343940078995,0.00158594327987496,0.00486106032947856,-2.18332951420659,"TRI44_HUMAN",6,-5.00037287348373,0.00127565725832893,0.00399128249088886,-0.865615964000001,"Up in D1BM",2.39888753307979,"TRIM44","TRI44_HUMAN",0.865615964000001
-0.371229410249999,8.898272871875,-4.87949156445359,0.00172673765888178,0.00521602736372099,-2.27717094796992,"ZMYM3_HUMAN",17,5.00000203185498,0.00127621972101178,0.00399156067844465,0.371229410249999,"Non-significant",2.39885726433521,"ZMYM3","ZMYM3_HUMAN",-0.371229410249999
-0.118310455,14.796104195,-4.67613967939797,0.00219054011753882,0.00632114435150109,-2.53925228165564,"COR1B_HUMAN",26,4.99968841297399,0.00127669560576863,0.0039915679751572,0.118310455,"Non-significant",2.39885647043043,"CORO1B","COR1B_HUMAN",-0.118310455
-0.259424447499997,12.99936997875,-5.04562323627084,0.00142792920219303,0.00447392359575821,-2.06743237661207,"MOT1_HUMAN",12,4.99826293215504,0.0012788610893986,0.00399616575031216,0.259424447499997,"Non-significant",2.39835650669404,"SLC16A1","MOT1_HUMAN",-0.259424447499997
-0.0626189724999993,15.25214230875,-3.89375819390963,0.00579079001952033,0.0142015039495306,-3.60246118293392,"FKBP5_HUMAN",41,4.99809636444287,0.00127911439012246,0.00399616575031216,0.0626189724999993,"Non-significant",2.39835650669404,"FKBP5","FKBP5_HUMAN",-0.0626189724999993
0.26099920275,8.733930349375,5.31298758342161,0.00106018583350957,0.00351243023497582,-1.73804096427143,"LS14B_HUMAN",9,-4.99638236583032,0.00128172408849309,0.00400283525079964,-0.26099920275,"Non-significant",2.39763228427437,"LSM14B","LS14B_HUMAN",0.26099920275
0.139890912499999,14.64241802625,4.75514113757107,0.00199573755212408,0.00587567999540827,-2.43673200277527,"IWS1_HUMAN",24,-4.99558113330508,0.00128294603679557,0.00400516746079624,-0.139890912499999,"Non-significant",2.39737932083335,"IWS1","IWS1_HUMAN",0.139890912499999
0.0790903575000002,14.41553819125,4.28507124512808,0.0035206318562196,0.00933188865285377,-3.05990595292865,"CN37_HUMAN",33,-4.99500970670496,0.00128381829421051,0.00400640666490202,-0.0790903575000002,"Non-significant",2.3972449703297,"CNP","CN37_HUMAN",0.0790903575000002
0.1463713675,15.25709724375,4.84616917466731,0.00179465764755938,0.00537377240187495,-2.31971223937458,"RAB6A_HUMAN",20,-4.9927150325537,0.00128732758813323,0.00401587129547556,-0.1463713675,"Non-significant",2.39622021432928,"RAB6A","RAB6A_HUMAN",0.1463713675
0.1570296325,12.75189304375,4.94611245428952,0.00159931012366963,0.00488960831835904,-2.19259288363672,"SF3A2_HUMAN",17,-4.99079586558516,0.00129027071460279,0.00402305048267633,-0.1570296325,"Non-significant",2.39544451771206,"SF3A2","SF3A2_HUMAN",0.1570296325
-0.1701211925,13.46968126125,-4.61308437899389,0.00236111346211128,0.00670998832506269,-2.62172117892547,"GCN1_HUMAN",168,4.99023066228549,0.00129113888881181,0.00402305048267633,0.1701211925,"Non-significant",2.39544451771206,"GCN1","GCN1_HUMAN",-0.1701211925
-0.330569505749999,9.535042643375,-5.21842543776396,0.00117662779814202,0.00382041437231859,-1.85340178186079,"CRTC1_HUMAN",8,4.99012859889418,0.00129129573062382,0.00402305048267633,0.330569505749999,"Non-significant",2.39544451771206,"CRTC1","CRTC1_HUMAN",-0.330569505749999
-0.32281708675,9.233552813625,-4.89945539186991,0.00168741102330336,0.00511625450195108,-2.25175976256977,"MET15_HUMAN",15,4.98997090902021,0.00129153809539947,0.00402305048267633,0.32281708675,"Non-significant",2.39544451771206,"METTL15","MET15_HUMAN",-0.32281708675
-0.50039792075,8.433793187125,-5.81811401912429,0.000619782902765406,0.00230443321014981,-1.14239423546103,"MFSD3_HUMAN",3,4.98929857664148,0.00129257201243004,0.00402343349638877,0.50039792075,"Up in D2BM",2.3954031727613,"MFSD3","MFSD3_HUMAN",-0.50039792075
0.1604213725,16.35658311875,5.90121399715234,0.000569146419560334,0.00216388595871631,-1.04763633704974,"TCP4_HUMAN",10,-4.98927016731605,0.00129261572051498,0.00402343349638877,-0.1604213725,"Non-significant",2.3954031727613,"SUB1","TCP4_HUMAN",0.1604213725
-0.560652013249998,10.422085165875,-7.53576264096283,0.000124423193860928,0.000665881334002389,0.648914220221917,"T184C_HUMAN",1,4.9873297862442,0.00129560487078834,0.00403124896857693,0.560652013249998,"Up in D2BM",2.3945603791379,"TMEM184C","T184C_HUMAN",-0.560652013249998
0.142687800000004,14.0858592975,4.73460614964647,0.00204446386578631,0.00598568458656229,-2.4632942895376,"AAKG1_HUMAN",25,-4.98620399282436,0.00129734263635295,0.00403516645085572,-0.142687800000004,"Non-significant",2.39413854589924,"PRKAG1","AAKG1_HUMAN",0.142687800000004
0.2307992,10.5840442175,6.8710368275762,0.00022327428600509,0.00104554386485384,-0.00466347639029685,"TSSC4_HUMAN",6,-4.98556455663662,0.00129833080633976,0.0040367504118915,-0.2307992,"Non-significant",2.39396810173885,"TSSC4","TSSC4_HUMAN",0.2307992
0.0620899225000073,17.11126041375,3.98831613224072,0.00512388083456532,0.0128692465895563,-3.46943188386497,"AL3A2_HUMAN",34,-4.98507419726378,0.00129908915729829,0.0040376189184614,-0.0620899225000073,"Non-significant",2.39387467336152,"ALDH3A2","AL3A2_HUMAN",0.0620899225000073
0.478557347750002,8.598713755625,4.85750783991479,0.00177122029831925,0.00530925174058782,-2.30521887221761,"SIR1_HUMAN",17,-4.98411617324797,0.00130057216747079,0.0040407382232257,-0.478557347750002,"Non-significant",2.39353928415055,"SIRT1","SIR1_HUMAN",0.478557347750002
-0.3917195795,8.37647759925,-5.95798486044101,0.000537212593091171,0.00206859979313179,-0.983412155928088,"CA052_HUMAN",4,4.98060026819563,0.00130603072564589,0.00405620227946544,0.3917195795,"Non-significant",2.39188039522671,"C1orf52","CA052_HUMAN",-0.3917195795
-0.0949020375000025,11.41136956375,-4.37953436002493,0.00313288031313642,0.00849101226991219,-2.93214033005611,"MA2C1_HUMAN",37,4.97792120410943,0.00131020697580104,0.00406767388546112,0.0949020375000025,"Non-significant",2.39065387271634,"MAN2C1","MA2C1_HUMAN",-0.0949020375000025
-0.163831235,13.8559587,-5.19954464598956,0.00120153991471303,0.00388633151999852,-1.87658401375956,"VATE1_HUMAN",13,4.97647520251118,0.00131246717185684,0.00407319064491212,0.163831235,"Non-significant",2.3900652623678,"ATP6V1E1","VATE1_HUMAN",-0.163831235
-0.1274242375,13.02892303625,-4.97684030700878,0.00154407366947846,0.00475346857561503,-2.15379503753494,"EFTS_HUMAN",17,4.97293838445738,0.00131801354399776,0.004087280922633,0.1274242375,"Non-significant",2.38856551179744,"TSFM","EFTS_HUMAN",-0.1274242375
-0.495437264499998,8.36702221625,-4.81298213510877,0.00186525010127327,0.00555554526630119,-2.36223819556909,"DMXL2_HUMAN",51,4.97289049692847,0.00131808881697347,0.004087280922633,0.495437264499998,"Non-significant",2.38856551179744,"DMXL2","DMXL2_HUMAN",-0.495437264499998
0.157524584999999,14.30275655,5.38138821051311,0.000983942435032,0.00330997306640133,-1.65536504931051,"JUPI2_HUMAN",12,-4.97265308035576,0.00131846207481779,0.004087280922633,-0.157524584999999,"Non-significant",2.38856551179744,"JPT2","JUPI2_HUMAN",0.157524584999999
-0.474179029999998,10.618008255,-4.88854146595754,0.00170878604511735,0.00517361981835278,-2.26564464528295,"REEP3_HUMAN",12,4.97230982929027,0.00131900192739881,0.00408745119339874,0.474179029999998,"Non-significant",2.38854742003543,"REEP3","REEP3_HUMAN",-0.474179029999998
-0.11771989,10.8134547475,-4.71629832528537,0.00208901482861347,0.00608862586112827,-2.48702662772134,"WDR37_HUMAN",23,4.96968942897987,0.00132313121644401,0.00409874054516964,0.11771989,"Non-significant",2.38734957213664,"WDR37","WDR37_HUMAN",-0.11771989
0.119892120000001,11.460510015,4.81786654516727,0.00185467042954867,0.00552598693908299,-2.35596942998594,"ALAT2_HUMAN",20,-4.96846941333383,0.00132505859451376,0.00410183324926492,-0.119892120000001,"Non-significant",2.38702199886675,"GPT2","ALAT2_HUMAN",0.119892120000001
-0.155869242499998,12.18441331375,-4.82387968693961,0.0018417369127993,0.00549327687119083,-2.3482567038209,"SIL1_HUMAN",20,4.96844142173839,0.00132510285179124,0.00410183324926492,0.155869242499998,"Non-significant",2.38702199886675,"SIL1","SIL1_HUMAN",-0.155869242499998
-0.0767087924999981,13.05093932125,-4.32699423447509,0.00334240255845706,0.00892967073383028,-3.00304678992805,"PPP5_HUMAN",29,4.96707407894444,0.00132726672641803,0.00410702321474946,0.0767087924999981,"Non-significant",2.38647284231092,"PPP5C","PPP5_HUMAN",-0.0767087924999981
0.23014616975,9.362556099875,4.87209582844024,0.00174156299581242,0.00523578126173854,-2.28659910546148,"DEN6A_HUMAN",17,-4.96637992774836,0.00132836673524422,0.00410891860967836,-0.23014616975,"Non-significant",2.38627246124912,"DENND6A","DEN6A_HUMAN",0.23014616975
-0.161192657499999,11.33735311125,-4.87862211511669,0.00172847327583624,0.00521823110387666,-2.2782789263472,"GAS2_HUMAN",18,4.96602933088828,0.00132892270074642,0.00410913039053249,0.161192657499999,"Non-significant",2.38625007752852,"GAS2","GAS2_HUMAN",-0.161192657499999
-0.133826255000001,10.0265262125,-4.51309021457621,0.00266242593729929,0.00743098947864097,-2.75367071604515,"APC1_HUMAN",59,4.96436000162199,0.00133157338270053,0.00411581666402008,0.133826255000001,"Non-significant",2.38554397880215,"ANAPC1","APC1_HUMAN",-0.133826255000001
0.318871737500002,10.98443567875,6.03730408802603,0.000495894897225109,0.00194776238989303,-0.894366916738471,"DDA1_HUMAN",5,-4.96301969794067,0.00133370582204492,0.00412089676466885,-0.318871737500002,"Non-significant",2.38500826513963,"DDA1","DDA1_HUMAN",0.318871737500002
0.154650689999999,13.75352764,5.39006787087128,0.000974711360832841,0.0032962645041998,-1.64491984178861,"CH082_HUMAN",12,-4.96123342949417,0.00133655363608203,0.00412818270375061,-0.154650689999999,"Non-significant",2.38424109009334,"C8orf82","CH082_HUMAN",0.154650689999999
0.0886259079999974,9.13478994375,4.09917578830052,0.00444674628474256,0.0114500056607348,-3.31501367818859,"MDN1_HUMAN",141,-4.96053883887896,0.00133766281373546,0.00413009518570556,-0.0886259079999974,"Non-significant",2.38403993910624,"MDN1","MDN1_HUMAN",0.0886259079999974
-0.177314280000003,13.6169905675,-5.60930566312042,0.000770713624923058,0.00273760857331498,-1.38447902910713,"RET5_HUMAN",10,4.95599274104075,0.0013449474236262,0.00414986767958038,0.177314280000003,"Non-significant",2.38196575074435,"RBP5","RET5_HUMAN",-0.177314280000003
-0.142456294999999,11.8675669425,-4.78273023287368,0.00193228070047237,0.00571770578834402,-2.40114014315543,"GALNS_HUMAN",21,4.95592803030007,0.00134505142966112,0.00414986767958038,0.142456294999999,"Non-significant",2.38196575074435,"GALNS","GALNS_HUMAN",-0.142456294999999
-0.1594378975,12.00654470875,-5.85707508481399,0.000595441749950866,0.00224362025495568,-1.09785624202364,"C4BPB_HUMAN",10,4.95412817098948,0.00134794779168202,0.00415728208418871,0.1594378975,"Non-significant",2.38119050629719,"C4BPB","C4BPB_HUMAN",-0.1594378975
0.1046986575,11.31240558875,4.64128953852288,0.00228306826736834,0.00652338387310092,-2.58476167850804,"SHC1_HUMAN",24,-4.95326995650221,0.00134933125786045,0.00416002676390115,-0.1046986575,"Non-significant",2.3809038752922,"SHC1","SHC1_HUMAN",0.1046986575
-0.2030341625,10.55477106625,-4.76004721050259,0.00198428695926539,0.0058475243326621,-2.43039486434494,"GLCE_HUMAN",25,4.95221786174616,0.00135102939501251,0.0041637392214115,0.2030341625,"Non-significant",2.38051647854876,"GLCE","GLCE_HUMAN",-0.2030341625
0.132648464999999,11.7659230225,4.57721506644052,0.00246464510966224,0.00696196167203185,-2.66888844196023,"TRI56_HUMAN",35,-4.95028229550051,0.00135415964345746,0.00417186097759611,-0.132648464999999,"Non-significant",2.37967017236172,"TRIM56","TRI56_HUMAN",0.132648464999999
0.161491870749998,9.179908037125,4.80493937403504,0.00188281644630579,0.00559402884240801,-2.37256788956104,"GAN_HUMAN",20,-4.94825004439639,0.0013574548367893,0.00418048477139094,-0.161491870749998,"Non-significant",2.37877335426975,"GAN","GAN_HUMAN",0.161491870749998
0.157575132500007,16.13498234875,5.87005412428812,0.000587571463957076,0.00222091473977318,-1.0830630064686,"TEBP_HUMAN",10,-4.94253936718941,0.00136676169911732,0.00420760933596053,-0.157575132500007,"Non-significant",2.37596458993624,"PTGES3","TEBP_HUMAN",0.157575132500007
-0.255851267499997,12.01474547375,-5.26287343930871,0.00112021484275926,0.00367833693401552,-1.79902326672156,"TRAM1_HUMAN",9,4.94074668303082,0.00136969774004501,0.00421510852531557,0.255851267499997,"Non-significant",2.37519123922691,"TRAM1","TRAM1_HUMAN",-0.255851267499997
0.225577117499997,11.72858941625,6.09417719851992,0.000468455756678157,0.00186984755417646,-0.831009070805286,"UB2R2_HUMAN",7,-4.93962087227699,0.00137154512614714,0.00421925323660375,-0.225577117499997,"Non-significant",2.37476440778733,"UBE2R2","UB2R2_HUMAN",0.225577117499997
0.526373029000003,7.777864635,4.90078364977587,0.00168482987522179,0.00511210619807216,-2.25007108755549,"GABP1_HUMAN",9,-4.93865492313757,0.00137313237262586,0.00422259495398154,-0.526373029000003,"Up in D1BM",2.37442057561686,"GABPB1","GABP1_HUMAN",0.526373029000003
-0.0891058450000024,15.752049565,-4.65351479125004,0.0022501278324283,0.00645475603277894,-2.56877738274045,"GBB2_HUMAN",22,4.93772702344639,0.00137465899800335,0.00422574788262955,0.0891058450000024,"Non-significant",2.37409641747041,"GNB2","GBB2_HUMAN",-0.0891058450000024
-0.153162240999997,9.0890682935,-5.94557885734698,0.000544016336235471,0.00209193143162809,-0.997411704967155,"CEP44_HUMAN",10,4.9368285702058,0.00137613895474502,0.00422875510373525,0.153162240999997,"Non-significant",2.37378746504843,"CEP44","CEP44_HUMAN",-0.153162240999997
0.590499400999998,7.94293308275,5.19608577478333,0.00120616686324537,0.00389681122663672,-1.88083627042502,"DJC15_HUMAN",4,-4.9354850859228,0.00137835524754059,0.00423402200492698,-0.590499400999998,"Up in D1BM",2.37324688920902,"DNAJC15","DJC15_HUMAN",0.590499400999998
-0.0716605175000016,11.00304555875,-4.08061813032902,0.00455292885291676,0.0116610869952098,-3.34074527621619,"STRN_HUMAN",37,4.93357406804693,0.00138151454089848,0.00424205632740623,0.0716605175000016,"Non-significant",2.37242356907752,"STRN","STRN_HUMAN",-0.0716605175000016
0.0584645299999949,16.93370986,3.88171348626772,0.00588231705093439,0.0143632822776147,-3.61949206524969,"HNRPK_HUMAN",34,-4.93313258224454,0.00138224553623984,0.00424205632740623,-0.0584645299999949,"Non-significant",2.37242356907752,"HNRNPK","HNRPK_HUMAN",0.0584645299999949
-0.242814540749999,8.649551391625,-4.8057389569684,0.00188106190251808,0.00559275865126098,-2.37154053404174,"RUSD3_HUMAN",19,4.93299068726202,0.00138248057081325,0.00424205632740623,0.242814540749999,"Non-significant",2.37242356907752,"RPUSD3","RUSD3_HUMAN",-0.242814540749999
-0.259717937500001,11.06451797625,-7.05008171507384,0.000189935741021755,0.000920625854555704,0.175984567133591,"RAB8B_HUMAN",5,4.93230192754595,0.00138362205539144,0.00424401393919012,0.259717937500001,"Non-significant",2.37222319835613,"RAB8B","RAB8B_HUMAN",-0.259717937500001
0.0884926299999975,12.519631505,5.26683767331311,0.00111533124792348,0.00366515675974541,-1.79418666267114,"KDSR_HUMAN",16,-4.92995469845169,0.00138751991684153,0.00425442174574653,-0.0884926299999975,"Non-significant",2.37115946018513,"KDSR","KDSR_HUMAN",0.0884926299999975
0.404304981500003,8.4077985285,4.78203884869929,0.00193384342969184,0.00571942676100791,-2.40203074683595,"KIFC3_HUMAN",24,-4.92903064378923,0.00138905773265991,0.00425758822857833,-0.404304981500003,"Non-significant",2.37083634353267,"KIFC3","KIFC3_HUMAN",0.404304981500003
0.182728052249999,9.717289328625,4.93217542526872,0.00162508164555368,0.00495758711196958,-2.21023433951761,"OLFM4_HUMAN",15,-4.92506971288484,0.0013956707903576,0.00427630283239701,-0.182728052249999,"Non-significant",2.36893154719992,"OLFM4","OLFM4_HUMAN",0.182728052249999
