"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D5BM_vs_D8B","Diff_Abund","negLog10_sca_adjPval","Genes","Protein.Names"
0.7068247825,10.56081914875,20.8410340746594,1.14950124348191e-07,4.79033176827148e-05,8.60174516798802,"EPHA2_HUMAN",28,22.3970781500146,3.24108974646307e-08,1.30457340115128e-05,0.7068247825,"Up in D8B",4.88453148052071,"EPHA2","EPHA2_HUMAN"
0.336623910000002,13.479498505,16.8037665574797,5.2140107388357e-07,0.000112689478250375,7.1320880846554,"PCSK6_HUMAN",46,22.3886840982101,3.25021253104483e-08,1.30457340115128e-05,0.336623910000002,"Non-significant",4.88453148052071,"PCSK6","PCSK6_HUMAN"
-0.493538145,15.0333007575,-24.055426755738,4.1751338328711e-08,2.99268856852467e-05,9.5303932520907,"GNMT_HUMAN",16,-22.2447516768854,3.41124326517448e-08,1.30697134009799e-05,-0.493538145,"Non-significant",4.88373393573527,"GNMT","GNMT_HUMAN"
0.484677789999999,14.216655255,19.5672710574743,1.79204273123159e-07,5.59449191909297e-05,8.17953474186589,"APOA5_HUMAN",27,21.7157931771317,4.08549085716861e-08,1.49724358413366e-05,0.484677789999999,"Non-significant",4.82470753924313,"APOA5","APOA5_HUMAN"
-0.275223732499999,11.25275444875,-14.5602073382656,1.41553520996403e-06,0.000183562250535182,6.1184294234423,"VCIP1_HUMAN",60,-21.4302554557246,4.51130951696736e-08,1.57180332586157e-05,-0.275223732499999,"Non-significant",4.80360179661508,"VCPIP1","VCIP1_HUMAN"
0.488948825000001,12.611777545,20.097145432755,1.48488377024998e-07,5.01776904263586e-05,8.35935006119701,"MFGM_HUMAN",22,21.3365007949425,4.66189146358277e-08,1.57180332586157e-05,0.488948825000001,"Non-significant",4.80360179661508,"MFGE8","MFGM_HUMAN"
0.579285619999999,10.561528205,18.3285268997929,2.83729672872023e-07,7.47361691449464e-05,7.73406830256808,"TENA_HUMAN",61,20.9084121488514,5.42568087528475e-08,1.67963512265346e-05,0.579285619999999,"Up in D8B",4.77478505245807,"TNC","TENA_HUMAN"
0.592775347500002,14.30828666625,18.0933060430075,3.10643698015276e-07,7.70122273697283e-05,7.6452514072602,"EPIPL_HUMAN",173,20.8643753074069,5.51196595756149e-08,1.67963512265346e-05,0.592775347500002,"Up in D8B",4.77478505245807,"EPPK1","EPIPL_HUMAN"
0.311471937500002,12.07291269125,15.8366180921039,7.88793474624359e-07,0.000135244487652726,6.7154847882591,"UBA7_HUMAN",41,20.830437565398,5.5795211097754e-08,1.67963512265346e-05,0.311471937500002,"Non-significant",4.77478505245807,"UBA7","UBA7_HUMAN"
0.241341115000004,17.003338575,12.5763408444854,3.89499402553094e-06,0.000320902727471955,5.06475351214035,"FLNB_HUMAN",187,20.1617897744408,7.12144541189764e-08,2.06988494403053e-05,0.241341115000004,"Non-significant",4.68405379442781,"FLNB","FLNB_HUMAN"
0.408504007500003,12.12561488125,20.7303324893091,1.19346265433267e-07,4.79033176827148e-05,8.56639096708928,"ACY3_HUMAN",17,19.705642966015,8.44947913206847e-08,2.37402198680684e-05,0.408504007500003,"Non-significant",4.62451526318064,"ACY3","ACY3_HUMAN"
-1.5102863335,9.44033289075,-20.5907892191447,1.25162897683871e-07,4.79544574807886e-05,8.52147337837818,"CDO1_HUMAN",8,-19.3406827002022,9.71519983349908e-08,2.57548341447026e-05,-1.5102863335,"Up in D5BM",4.58914124253248,"CDO1","CDO1_HUMAN"
0.455978632500001,11.67078506875,16.8534459377387,5.10746648765364e-07,0.000112689478250375,7.15272161180075,"ARVC_HUMAN",38,19.324098042827,9.77760935615711e-08,2.57548341447026e-05,0.455978632500001,"Non-significant",4.58914124253248,"ARVCF","ARVC_HUMAN"
0.554050682499998,12.79108059375,22.325009540722,7.07598033428285e-08,4.23814816654821e-05,9.0529531446799,"1433S_HUMAN",13,19.2190119429239,1.01837416009808e-07,2.60117448347475e-05,0.554050682499998,"Up in D8B",4.58483051490575,"SFN","1433S_HUMAN"
0.599765537500001,13.39189159875,28.4470498968137,1.27277895820605e-08,1.51764395630544e-05,10.5488390628471,"BAX_HUMAN",10,18.9233664669757,1.14323866367807e-07,2.83422314592426e-05,0.599765537500001,"Up in D8B",4.54756595958311,"BAX","BAX_HUMAN"
0.453096389999997,11.83496523,19.142252889637,2.09125391213195e-07,6.29542115191436e-05,8.03077270751432,"SFXN3_HUMAN",17,18.6294901474371,1.28475500695203e-07,3.09405712959962e-05,0.453096389999997,"Non-significant",4.50947167161894,"SFXN3","SFXN3_HUMAN"
0.616143227500002,12.51391053125,20.2297776304884,1.41768479096991e-07,5.01776904263586e-05,8.40341065868817,"ANGL4_HUMAN",13,18.3749779737789,1.42344275576189e-07,3.33283305231028e-05,0.616143227500002,"Up in D8B",4.47718644039777,"ANGPTL4","ANGL4_HUMAN"
0.366911409999997,11.9070796975,16.0797492103623,7.0925228416154e-07,0.000129962771808644,6.82295828376729,"TCAF2_HUMAN",28,18.2630099915847,1.48975067280472e-07,3.39381308677594e-05,0.366911409999997,"Non-significant",4.46931207999628,"TCAF2","TCAF2_HUMAN"
-0.297200202500004,15.35700488125,-14.2283038655934,1.66111687716775e-06,0.000197204988135872,5.95348560594679,"FKBP5_HUMAN",41,-18.0822958126965,1.60425950893511e-07,3.52122781011062e-05,-0.297200202500004,"Non-significant",4.45330587681182,"FKBP5","FKBP5_HUMAN"
0.217192172499999,12.91157364875,11.8892025139123,5.72650598153041e-06,0.000395645237035408,4.65788950947351,"MRP3_HUMAN",58,18.0448198568416,1.62923104276087e-07,3.52122781011062e-05,0.217192172499999,"Non-significant",4.45330587681182,"ABCC3","MRP3_HUMAN"
0.693111660000005,13.5883349175,18.5247068765477,2.63299232901905e-07,7.39783078043387e-05,7.80707697023328,"IL18_HUMAN",13,17.4996787385688,2.0469184941446e-07,4.24476595974329e-05,0.693111660000005,"Up in D8B",4.3721462501065,"IL18","IL18_HUMAN"
0.323457957499999,12.83848774625,13.9914539042089,1.8660313926689e-06,0.000215462720668577,5.83315378293304,"HS74L_HUMAN",51,17.4705643890918,2.07241604994381e-07,4.24476595974329e-05,0.323457957499999,"Non-significant",4.3721462501065,"HSPA4L","HS74L_HUMAN"
0.428937199999996,12.3323301075,15.3839194061829,9.6547127594688e-07,0.000147962861544659,6.51020614463862,"ITB5_HUMAN",36,17.4227403951428,2.11508091480862e-07,4.24476595974329e-05,0.428937199999996,"Non-significant",4.3721462501065,"ITGB5","ITB5_HUMAN"
-0.394401314999998,14.3267611275,-15.9672347579934,7.44869801536125e-07,0.000133585267173362,6.77345847900001,"AACT_HUMAN",24,-17.2842598976048,2.24432132651337e-07,4.32356918413135e-05,-0.394401314999998,"Non-significant",4.36415758721546,"SERPINA3","AACT_HUMAN"
0.39825368,11.875306725,14.9261189737671,1.19132554106342e-06,0.00016196262880038,6.29547598947055,"S12A4_HUMAN",39,17.2196534239855,2.30764873750877e-07,4.32356918413135e-05,0.39825368,"Non-significant",4.36415758721546,"SLC12A4","S12A4_HUMAN"
0.487043377499999,14.04033589375,15.6691546879984,8.49479035951742e-07,0.000137177804817348,6.64034313432938,"HDAC6_HUMAN",32,17.2190708371512,2.3082288917536e-07,4.32356918413135e-05,0.487043377499999,"Non-significant",4.36415758721546,"HDAC6","HDAC6_HUMAN"
0.249274494999998,15.28448379,12.7578832643343,3.52932801633339e-06,0.000303117595801679,5.16836608039536,"PFKAL_HUMAN",43,17.0404728168348,2.49409794263307e-07,4.48993756066149e-05,0.249274494999998,"Non-significant",4.34775969847301,"PFKL","PFKAL_HUMAN"
-0.569398642499998,11.17375266625,-16.2102186678958,6.70350800982035e-07,0.000127412043837286,6.87985499733595,"PACN3_HUMAN",23,-17.0317644580519,2.50358364398019e-07,4.48993756066149e-05,-0.569398642499998,"Up in D5BM",4.34775969847301,"PACSIN3","PACN3_HUMAN"
0.5149066475,11.84353411125,16.1763324078893,6.8021615525897e-07,0.000127412043837286,6.86512892473405,"ANGL3_HUMAN",21,16.8414902384916,2.72135751015914e-07,4.7788171777357e-05,0.5149066475,"Up in D8B",4.32067958387956,"ANGPTL3","ANGL3_HUMAN"
0.696556092500003,16.86842823125,16.5466479542139,5.80746749427643e-07,0.000116550341688705,7.02413170262464,"LEG4_HUMAN",17,16.7385060456586,2.84809401852911e-07,4.88951779851969e-05,0.696556092500003,"Up in D8B",4.3107339686408,"LGALS4","LEG4_HUMAN"
0.734071970749998,10.150731444625,15.7982298189941,8.02257015379794e-07,0.000135244487652726,6.69834104951031,"ITA7_HUMAN",30,16.6974900988657,2.90041392722724e-07,4.88951779851969e-05,0.734071970749998,"Up in D8B",4.3107339686408,"ITGA7","ITA7_HUMAN"
0.370991227500003,18.62543034375,14.2334277120484,1.65697536219699e-06,0.000197204988135872,5.95606429609845,"ANXA2_HUMAN",42,16.6521878963494,2.9594658162683e-07,4.89124262065206e-05,0.370991227500003,"Non-significant",4.31058079430466,"ANXA2","ANXA2_HUMAN"
0.748427150000003,13.278273225,28.0679515935244,1.39986655521681e-08,1.51764395630544e-05,10.4703748701335,"SPP24_HUMAN",7,16.6015939199624,3.02702496369997e-07,4.90669104212058e-05,0.748427150000003,"Up in D8B",4.30921128722521,"SPP2","SPP24_HUMAN"
0.502357242500004,12.65964591375,16.6198241173795,5.63109538291646e-07,0.000115986119220456,7.05505682271233,"TNR6_HUMAN",17,16.52628754628,3.13083041768994e-07,4.97920180956764e-05,0.502357242500004,"Up in D8B",4.30284027119282,"FAS","TNR6_HUMAN"
0.338501932499994,18.32549142875,15.1915080568646,1.05387986828095e-06,0.000155844796662108,6.42085180938874,"ST2A1_HUMAN",23,16.4402527585706,3.25437179915621e-07,5.07983331390513e-05,0.338501932499994,"Non-significant",4.29415053811744,"SULT2A1","ST2A1_HUMAN"
-0.396784782499997,11.96130561875,-15.1152428801658,1.09144012628616e-06,0.000158616359042517,6.38507799718346,"ATTY_HUMAN",25,-16.3946528215151,3.32207515938785e-07,5.09123118517822e-05,-0.396784782499997,"Non-significant",4.29317718185333,"TAT","ATTY_HUMAN"
0.5407211775,11.61973297625,16.3018503621957,6.44478231917287e-07,0.000126332721321647,6.9194962989787,"FSTL1_HUMAN",17,16.3067468501715,3.45712445649124e-07,5.20358965067226e-05,0.5407211775,"Up in D8B",4.28369695874291,"FSTL1","FSTL1_HUMAN"
-0.3116502775,12.23128628625,-13.4865380922794,2.40626824123736e-06,0.000250400432165305,5.56900717011543,"SAMH1_HUMAN",37,-16.122032045984,3.76157278107443e-07,5.5546057250701e-05,-0.3116502775,"Non-significant",4.25534676255631,"SAMHD1","SAMH1_HUMAN"
0.617071865,12.8070436725,17.6998439657071,3.62419119516131e-07,8.48564099555964e-05,7.49348096974245,"CAV1_HUMAN",12,16.0368030289951,3.9121614929818e-07,5.5546057250701e-05,0.617071865,"Up in D8B",4.25534676255631,"CAV1","CAV1_HUMAN"
0.223498339999999,11.620241165,11.1352257526859,8.95465212489282e-06,0.000513460971161371,4.1826693803226,"MYO5B_HUMAN",77,16.0059642228944,3.96831614574774e-07,5.5546057250701e-05,0.223498339999999,"Non-significant",4.25534676255631,"MYO5B","MYO5B_HUMAN"
1.081054688,10.4515986435,15.634866871974,8.62548778659321e-07,0.000137177804817348,6.6248438809133,"DDB2_HUMAN",17,16.0045318562384,3.97094636721658e-07,5.5546057250701e-05,1.081054688,"Up in D8B",4.25534676255631,"DDB2","DDB2_HUMAN"
-0.458581927500003,12.30113506375,-14.0578738106565,1.80580764652318e-06,0.000211404897951998,5.8671235949334,"COBL1_HUMAN",67,-15.9781072444355,4.01982381337378e-07,5.5546057250701e-05,-0.458581927500003,"Non-significant",4.25534676255631,"COBLL1","COBL1_HUMAN"
-0.397515297500004,11.25952863875,-14.3912440310773,1.53497927318692e-06,0.000191081388029369,6.03498910095306,"DCA11_HUMAN",28,-15.8172954030235,4.33232442105078e-07,5.88986492661888e-05,-0.397515297500004,"Non-significant",4.2298946648558,"DCAF11","DCA11_HUMAN"
0.437328814999997,14.0925185675,15.7016226388823,8.37310051099207e-07,0.000137177804817348,6.65498380673419,"CBPQ_HUMAN",18,15.7813330251285,4.40590282298264e-07,5.894818237289e-05,0.437328814999997,"Non-significant",4.22952958153741,"CPQ","CBPQ_HUMAN"
-0.440152885000002,11.20683968,-14.2402754495798,1.65145874910852e-06,0.000197204988135872,5.95950897006109,"PLSL_HUMAN",33,-15.7063576114902,4.56387904656218e-07,6.0107713255426e-05,-0.440152885000002,"Non-significant",4.221069794065,"LCP1","PLSL_HUMAN"
-0.432232617500002,11.73190128875,-15.0080014136296,1.14685703703207e-06,0.00016196262880038,6.33442646016783,"PDCD4_HUMAN",21,-15.6595629591185,4.66571226059657e-07,6.05035209916438e-05,-0.432232617500002,"Non-significant",4.21821935092197,"PDCD4","PDCD4_HUMAN"
0.298047302500001,11.04673087625,13.1256581629384,2.90173878698406e-06,0.000268590693575313,5.37355843851829,"BMP1_HUMAN",34,15.5501738505887,4.91391485047008e-07,6.19938706875634e-05,0.298047302500001,"Non-significant",4.20765124692363,"BMP1","BMP1_HUMAN"
0.286827804999998,11.448302865,13.2769096317617,2.68119079128094e-06,0.000262369278296578,5.45617011133973,"BI2L1_HUMAN",30,15.5442663773542,4.92773678498843e-07,6.19938706875634e-05,0.286827804999998,"Non-significant",4.20765124692363,"BAIAP2L1","BI2L1_HUMAN"
-0.284741879999997,10.395830155,-13.1061947749904,2.93158664241652e-06,0.000268590693575313,5.36285372150595,"CO6_HUMAN",31,-15.440507840777,5.17779764567906e-07,6.41818475815129e-05,-0.284741879999997,"Non-significant",4.19258778516967,"C6","CO6_HUMAN"
0.365278242500001,14.18618774375,14.3824166002386,1.54152739186108e-06,0.000191081388029369,6.0305998604513,"KCC2B_HUMAN",23,15.3851852707774,5.31695675298906e-07,6.49516354651373e-05,0.365278242500001,"Non-significant",4.18740990903218,"CAMK2B","KCC2B_HUMAN"
0.510395290000002,11.4742752325,17.8366880574316,3.43372843596657e-07,8.26939913907492e-05,7.54672810705282,"TIGAR_HUMAN",12,15.3373392759272,5.44071728493426e-07,6.51417066266468e-05,0.510395290000002,"Up in D8B",4.18614086768047,"TIGAR","TIGAR_HUMAN"
-0.3851394675,14.52152919875,-13.820626913025,2.03168103250562e-06,0.0002249996949791,5.74496665616232,"AK1D1_HUMAN",30,-15.3197299322278,5.48708170659856e-07,6.51417066266468e-05,-0.3851394675,"Non-significant",4.18614086768047,"AKR1D1","AK1D1_HUMAN"
-0.3418560025,14.00783610375,-13.7974646198119,2.05540117610519e-06,0.0002249996949791,5.73291763555828,"NUCB2_HUMAN",26,-15.1916613102368,5.83800415068812e-07,6.83451902585419e-05,-0.3418560025,"Non-significant",4.16529204316892,"NUCB2","NUCB2_HUMAN"
0.612176415000004,13.5262980475,15.8634399885334,7.79538838713982e-07,0.000135244487652726,6.72743463951875,"CAVN1_HUMAN",13,15.058245040248,6.2307475070151e-07,7.19437955296306e-05,0.612176415000004,"Up in D8B",4.1430066538946,"CAVIN1","CAVN1_HUMAN"
0.662936927500001,11.85281145625,14.9519328313235,1.17709860466193e-06,0.00016196262880038,6.30778131215096,"INHBE_HUMAN",16,15.0287182632198,6.32164120067213e-07,7.20069103790073e-05,0.662936927500001,"Up in D8B",4.14262582307625,"INHBE","INHBE_HUMAN"
-0.3141767975,11.14399087375,-13.5392638841858,2.34225342107166e-06,0.000247480625389988,5.59708975222144,"5MP1_HUMAN",25,-14.9098759282692,6.70291089505066e-07,7.53317812458426e-05,-0.3141767975,"Non-significant",4.12302176340381,"BZW2","5MP1_HUMAN"
-0.553579330000002,12.3225035675,-17.5088632988449,3.91042513664262e-07,8.9083712099353e-05,7.41832874482893,"TTC36_HUMAN",11,-14.8762726902981,6.81537129730565e-07,7.5587848243407e-05,-0.553579330000002,"Up in D5BM",4.12154801752817,"TTC36","TTC36_HUMAN"
0.272366049999999,15.1209726325,11.9880299252842,5.41100066569931e-06,0.000386606300869379,4.71788709717269,"ES8L2_HUMAN",44,14.8093857573873,7.04561266110648e-07,7.71265832733331e-05,0.272366049999999,"Non-significant",4.11279590756403,"EPS8L2","ES8L2_HUMAN"
0.337749720000001,12.981075645,12.4148852292489,4.25663536659874e-06,0.000331005547570096,4.97127388129526,"MDR1_HUMAN",54,14.6423709444337,7.65979861157042e-07,8.27749262781117e-05,0.337749720000001,"Non-significant",4.08210119737171,"ABCB1","MDR1_HUMAN"
0.281953335000001,18.534523725,11.9097748118316,5.65914697207194e-06,0.000394222725847887,4.67042107389461,"GATM_HUMAN",48,14.6160488291396,7.76199889572972e-07,8.28175806229187e-05,0.281953335000001,"Non-significant",4.08187746083513,"GATM","GATM_HUMAN"
0.335780857500001,14.12721169125,13.1380040224152,2.88298471392075e-06,0.000268590693575313,5.38033976413991,"TES_HUMAN",27,14.5107702392156,8.18641963147954e-07,8.38210415287792e-05,0.335780857500001,"Non-significant",4.07664694708853,"TES","TES_HUMAN"
0.282621622500001,13.14932548875,13.0191868665801,3.06934737224481e-06,0.00027636617572883,5.31479128880701,"AT2L2_HUMAN",25,14.4835578611754,8.30033749589241e-07,8.38210415287792e-05,0.282621622500001,"Non-significant",4.07664694708853,"PHYKPL","AT2L2_HUMAN"
0.455790522500003,17.42162942875,13.2577506718358,2.70804688715177e-06,0.000262369278296578,5.44576177142512,"APOE_HUMAN",35,14.4833671570712,8.3011421120581e-07,8.38210415287792e-05,0.455790522500003,"Non-significant",4.07664694708853,"APOE","APOE_HUMAN"
0.7576537125,13.86162233375,16.6153301408993,5.64174977819279e-07,0.000115986119220456,7.05316224606721,"ANGL8_HUMAN",9,14.475391103731,8.33487344511928e-07,8.38210415287792e-05,0.7576537125,"Up in D8B",4.07664694708853,"ANGPTL8","ANGL8_HUMAN"
0.342058659999998,13.553733825,13.6539146128848,2.20961550625915e-06,0.00023878011669562,5.65774724534175,"HRG_HUMAN",22,14.4710574654787,8.35326549818181e-07,8.38210415287792e-05,0.342058659999998,"Non-significant",4.07664694708853,"HRG","HRG_HUMAN"
0.539292574999999,10.78170073,18.3587789149069,2.80464719667458e-07,7.47361691449464e-05,7.74538936445594,"ENPP7_HUMAN",10,14.4225644039252,8.56222194296098e-07,8.49070220673154e-05,0.539292574999999,"Up in D8B",4.07105639080463,"ENPP7","ENPP7_HUMAN"
0.724160195000001,11.6465423125,15.3245478730914,9.91819171122295e-07,0.000149286496310533,6.4827709465169,"NAT8_HUMAN",11,14.3540093898676,8.86775442723144e-07,8.69143047292253e-05,0.724160195000001,"Up in D8B",4.0609087396192,"NAT8","NAT8_HUMAN"
-0.204522610000001,17.772072555,-10.3203442534259,1.4987004239469e-05,0.000732167925195128,3.63143825852256,"PDIA4_HUMAN",55,-14.3218987008922,9.01507609821428e-07,8.73426165883312e-05,-0.204522610000001,"Non-significant",4.05877380173398,"PDIA4","PDIA4_HUMAN"
0.360946180000003,15.133227825,12.0321416415781,5.27657180646407e-06,0.000383415722040393,4.74450258433428,"APOB_HUMAN",250,14.2304799362545,9.44983542736194e-07,9.05143895650384e-05,0.360946180000003,"Non-significant",4.04328237314923,"APOB","APOB_HUMAN"
0.312151910000004,18.786226275,12.4048193438047,4.28041341619889e-06,0.000331005547570096,4.96540378030817,"LDHA_HUMAN",32,14.1478563933657,9.86318532669066e-07,9.12083442707862e-05,0.312151910000004,"Non-significant",4.03996542806428,"LDHA","LDHA_HUMAN"
0.267279627500002,16.75431394625,11.4721361326082,7.30900193701922e-06,0.000459754374225811,4.39893158584,"GLGB_HUMAN",47,14.1398512593481,9.90430476947693e-07,9.12083442707862e-05,0.267279627500002,"Non-significant",4.03996542806428,"GBE1","GLGB_HUMAN"
0.146203517499998,16.35470891125,8.04702670368594,7.82185620062891e-05,0.00196807241537615,1.84264965813076,"SPTB2_HUMAN",209,14.1329586907078,9.9398642222604e-07,9.12083442707862e-05,0.146203517499998,"Non-significant",4.03996542806428,"SPTBN1","SPTB2_HUMAN"
0.365405559999999,16.959610225,12.460448499711,4.15086091663554e-06,0.000330071761003028,4.9977827205346,"TKFC_HUMAN",41,14.1300108254253,9.95511647041444e-07,9.12083442707862e-05,0.365405559999999,"Non-significant",4.03996542806428,"TKFC","TKFC_HUMAN"
0.622572900000003,11.0012290475,13.3648329498677,2.56175768916136e-06,0.000257653558044564,5.50372911462935,"EHD2_HUMAN",29,14.1023885440842,1.0099322914892e-06,9.15346159673386e-05,0.622572900000003,"Up in D8B",4.03841463620019,"EHD2","EHD2_HUMAN"
-0.631836412499997,13.63233256375,-15.4490789873231,9.37465729418477e-07,0.000146331456171636,6.54017710433546,"MBL2_HUMAN",11,-14.0652773773075,1.02967887332063e-06,9.23315236512718e-05,-0.631836412499997,"Up in D5BM",4.03464999766932,"MBL2","MBL2_HUMAN"
-0.2680788025,11.62169122625,-11.1810937365729,8.70765623322627e-06,0.000510925905222629,4.21249613007415,"ABCBB_HUMAN",63,-13.9985401420994,1.06629409292455e-06,9.46083464132744e-05,-0.2680788025,"Non-significant",4.02407054815071,"ABCB11","ABCBB_HUMAN"
0.483509302750004,9.925746083625,13.5337561241968,2.34884921475846e-06,0.000247480625389988,5.59416178003348,"AAPK2_HUMAN",18,13.7366050671711,1.22489049734397e-06,0.000107547937522004,0.483509302750004,"Non-significant",3.96839791378792,"PRKAA2","AAPK2_HUMAN"
0.349180220000001,17.793581485,12.3180043056644,4.49186276986457e-06,0.000340739807024175,4.91456835037014,"CLUS_HUMAN",30,13.6184764007465,1.30498740327472e-06,0.000113399369301058,0.349180220000001,"Non-significant",3.94538936087373,"CLU","CLUS_HUMAN"
0.47441101125,9.750857115125,12.5697248870995,3.90910967643654e-06,0.000320902727471955,5.06094783204933,"ANPRB_HUMAN",34,13.5684984310983,1.34063861233257e-06,0.000115308600646441,0.47441101125,"Non-significant",3.9381382983082,"NPR2","ANPRB_HUMAN"
0.832487109499999,10.31164312525,13.3374914581849,2.59823851391481e-06,0.000257653558044564,5.48897589760044,"TRI22_HUMAN",15,13.5034365285242,1.38870538698393e-06,0.000118022479967458,0.832487109499999,"Up in D8B",3.92803526391439,"TRIM22","TRI22_HUMAN"
-0.232814787500002,12.82953977625,-10.8921676596161,1.04035701003325e-05,0.000572620145228469,4.02253781256586,"TFR1_HUMAN",38,-13.4882592845545,1.40019551509619e-06,0.000118022479967458,-0.232814787500002,"Non-significant",3.92803526391439,"TFRC","TFR1_HUMAN"
