"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D2B_vs_D8CM","Diff_Abund","negLog10_sca_adjPval","Genes","Protein.Names"
2.6082673075,11.46993637125,48.9560512956629,3.15451203878973e-10,3.90557288275588e-08,14.519826664548,"FSTL1_HUMAN",17,49.8948060578327,9.80971016699477e-11,1.11737901348107e-08,2.6082673075,"Up in D8CM",7.9517994897818,"FSTL1","FSTL1_HUMAN"
2.575652835,11.7714055775,60.698772360095,6.90104890389167e-11,2.35944698020561e-08,16.0428444692761,"SPP24_HUMAN",7,49.5203840759548,1.03782647857906e-10,1.16637858505905e-08,2.575652835,"Up in D8CM",7.93316046268527,"SPP2","SPP24_HUMAN"
-0.758464095000001,13.90035093,-38.7923595183763,1.63087579389857e-09,1.16497051413314e-07,12.7985476072915,"PARP1_HUMAN",57,-49.3935897213024,1.0579192348705e-10,1.17331595141098e-08,-0.758464095000001,"Up in D2B",7.93058502498773,"PARP1","PARP1_HUMAN"
-1.3345251125,15.78029060375,-48.9040878098891,3.17826960107414e-10,3.90557288275588e-08,14.5121218848861,"NDRG1_HUMAN",18,-49.2164836189776,1.08672680387075e-10,1.18961301686059e-08,-1.3345251125,"Up in D2B",7.92459429236791,"NDRG1","NDRG1_HUMAN"
-1.560626982,10.1671490665,-46.2237604999972,4.73277603846339e-10,5.18085314652051e-08,14.1009829488512,"ASNS_HUMAN",27,-48.8973310574297,1.14091205374798e-10,1.23291637192843e-08,-1.560626982,"Up in D2B",7.90906638037243,"ASNS","ASNS_HUMAN"
0.910452602500001,15.61757910125,43.583360485476,7.16969576983295e-10,6.86742791408204e-08,13.6676701107296,"BHMT2_HUMAN",28,48.7474552594137,1.16740929377516e-10,1.2455813844596e-08,0.910452602500001,"Up in D8CM",7.90462789103635,"BHMT2","BHMT2_HUMAN"
1.120251895,12.785886645,44.0162459046572,6.68644265013386e-10,6.62571015354612e-08,13.7407676410061,"ENAH_HUMAN",32,48.5955426513116,1.19498041119121e-10,1.25906123574134e-08,1.120251895,"Up in D8CM",7.89995314701857,"ENAH","ENAH_HUMAN"
0.6977508075,11.70136725875,38.5924900528847,1.6913978042153e-09,1.19804975560763e-07,12.7596875802087,"S12A4_HUMAN",39,48.2810224273528,1.25444122203992e-10,1.30539321735488e-08,0.6977508075,"Up in D8CM",7.88425864816908,"SLC12A4","S12A4_HUMAN"
1.03626442,15.89836502,44.3526821126076,6.33644360969998e-10,6.35831942692395e-08,13.797006702049,"HEXB_HUMAN",26,48.1293150746576,1.28431523980942e-10,1.32018209223824e-08,1.03626442,"Up in D8CM",7.8793661625819,"HEXB","HEXB_HUMAN"
1.1239001775,13.58572256375,62.6834689412531,5.49664671924085e-11,2.31656175982406e-08,16.263571905846,"RRAS2_HUMAN",12,47.7566021071745,1.36119363509017e-10,1.38234953616567e-08,1.1239001775,"Up in D8CM",7.85938212886172,"RRAS2","RRAS2_HUMAN"
-1.123858695,12.4715479625,-45.0085988893984,5.71248382966213e-10,5.87201539027099e-08,13.9052409537988,"DEOC_HUMAN",23,-47.5520535258229,1.40559368691128e-10,1.41044633178275e-08,-1.123858695,"Up in D2B",7.85064343432537,"DERA","DEOC_HUMAN"
0.949368709999998,13.964641215,43.0468330263555,7.82491879386845e-10,7.32847116816857e-08,13.5759003755341,"TES_HUMAN",27,47.3841738722098,1.44326249698216e-10,1.43120701024266e-08,0.949368709999998,"Up in D8CM",7.84429754520323,"TES","TES_HUMAN"
-1.086362125,12.581130625,-43.4650622755699,7.30860725671786e-10,6.92182590639044e-08,13.6475482125843,"HUTU_HUMAN",27,-47.097583797549,1.51024096823786e-10,1.47479828441059e-08,-1.086362125,"Up in D2B",7.83126737626761,"UROC1","HUTU_HUMAN"
1.2186119575,14.93818056625,48.5383529522672,3.35137683706095e-10,4.02291122454801e-08,14.4576157112539,"FBX2_HUMAN",16,47.0478699989538,1.52221438775325e-10,1.47479828441059e-08,1.2186119575,"Up in D8CM",7.83126737626761,"FBXO2","FBX2_HUMAN"
-0.782046314999997,13.6275336725,-43.9479765546673,6.76012662480681e-10,6.62571015354612e-08,13.7292949232866,"HUTI_HUMAN",22,-46.9250899123343,1.55224916357726e-10,1.48680774997644e-08,-0.782046314999997,"Up in D2B",7.82774518381304,"AMDHD1","HUTI_HUMAN"
0.867443562499998,12.59900045375,40.2817360961444,1.25021160308014e-09,1.00362224784405e-07,13.081221081749,"LIMD1_HUMAN",33,46.0913159881726,1.77490821649746e-10,1.67286238574753e-08,0.867443562499998,"Up in D8CM",7.77653978382459,"LIMD1","LIMD1_HUMAN"
-1.1256995225,14.45371055625,-42.2614146212157,8.91114821736146e-10,7.90653350780418e-08,13.4391611268252,"AK1D1_HUMAN",30,-46.0522845479212,1.78618596176626e-10,1.67286238574753e-08,-1.1256995225,"Up in D2B",7.77653978382459,"AKR1D1","AK1D1_HUMAN"
-0.361712457500001,15.10763668875,-24.2646911231724,4.4251441169377e-08,9.9998766117072e-07,9.19817113980145,"SYEP_HUMAN",106,-45.7222507608818,1.88486004075072e-10,1.74587750367998e-08,-0.361712457500001,"Non-significant",7.75798623104403,"EPRS1","SYEP_HUMAN"
-3.0900361525,12.79437053125,-43.6546822013555,7.0874024035104e-10,6.86663389186082e-08,13.6797711323094,"TSP1_HUMAN",52,-45.5010209255901,1.95445995936369e-10,1.79066771711702e-08,-3.0900361525,"Up in D2B",7.74698499595493,"THBS1","TSP1_HUMAN"
1.070445775,14.001824975,40.9899633454842,1.10552501386828e-09,9.16773098445284e-08,13.2115272493168,"CHDH_HUMAN",33,45.2210892478642,2.0467385587902e-10,1.85504938839168e-08,1.070445775,"Up in D8CM",7.73164452334249,"CHDH","CHDH_HUMAN"
-0.635926962499999,12.43034422375,-34.0978281997742,4.04909728342598e-09,2.07213755895188e-07,11.821576146566,"LARP1_HUMAN",63,-45.1452115732282,2.07259479840211e-10,1.85850016550334e-08,-0.635926962499999,"Up in D2B",7.73083739589342,"LARP1","LARP1_HUMAN"
1.1183588525,15.63351952875,56.5674863857703,1.13597866482189e-10,2.42567652539734e-08,15.5522381710318,"CSRP1_HUMAN",12,44.9367138011335,2.1455694795688e-10,1.90368475192478e-08,1.1183588525,"Up in D8CM",7.72040496868,"CSRP1","CSRP1_HUMAN"
1.42328286,11.8879987,41.2644642568144,1.05465756975458e-09,9.16464809841375e-08,13.2613470710293,"HKDC1_HUMAN",46,44.7599109508329,2.2097371439678e-10,1.94019524859423e-08,1.42328286,"Up in D8CM",7.71215456330673,"HKDC1","HKDC1_HUMAN"
1.1470997325,11.64512002625,39.5214351152457,1.43012223629217e-09,1.1161574379358e-07,12.9384192189091,"ACD10_HUMAN",56,44.2724275409485,2.39822185904842e-10,2.0609211161236e-08,1.1470997325,"Up in D8CM",7.68593863097084,"ACAD10","ACD10_HUMAN"
