"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D2B_vs_D8CM","Diff_Abund","negLog10_sca_adjPval","Genes","Protein.Names"
-0.2222888475,10.20699894375,-7.22810141525191,0.000163565777724752,0.000498443940868379,-0.0272622394254096,"WDR70_HUMAN",28,-7.71605572636522,7.99672390157661e-05,0.000264123768677074,-0.2222888475,"Non-significant",3.57819251457947,"WDR70","WDR70_HUMAN"
-0.365022422500001,13.10012566875,-7.49761331695846,0.000129624467727156,0.000412926923080953,0.233713859601441,"CP3A7_HUMAN",20,-7.71304946200403,8.01777772133586e-05,0.000264715426608461,-0.365022422500001,"Non-significant",3.5772207489302,"CYP3A7","CP3A7_HUMAN"
0.177806137499999,12.87046420625,8.74019542667777,4.80933374466311e-05,0.000182182352287716,1.34830165817589,"ELMD2_HUMAN",14,7.70953164492484,8.04249288599496e-05,0.000265427457071462,0.177806137499999,"Non-significant",3.57605415367263,"ELMOD2","ELMD2_HUMAN"
-0.140874145000002,14.00183356,-7.17306959009118,0.000171665458661024,0.000518440756378994,-0.0814696637062831,"TOIP2_HUMAN",23,-7.70843473465595,8.05021688328859e-05,0.00026557838790309,-0.140874145000002,"Non-significant",3.57580726965163,"TOR1AIP2","TOIP2_HUMAN"
0.247775077499998,14.45604801125,7.30780443366758,0.000152585915671229,0.000471980434199189,0.0506886746444248,"LIS1_HUMAN",26,7.7063102778431,8.06520005972455e-05,0.000265968588824015,0.247775077499998,"Non-significant",3.57516965098517,"PAFAH1B1","LIS1_HUMAN"
0.385078902499998,12.80890560125,8.23284228579419,7.10150578668613e-05,0.00025076913395885,0.909833337783697,"SCO2_HUMAN",10,7.70566554696189,8.06975332802525e-05,0.000266014668759972,0.385078902499998,"Non-significant",3.5750944145499,"SCO2","SCO2_HUMAN"
-0.400830264999998,10.9850626,-7.98125170941679,8.68046843558324e-05,0.0002969467063455,0.684124581064392,"GLTP_HUMAN",11,-7.69982453023934,8.11113550790454e-05,0.000267274281454759,-0.400830264999998,"Non-significant",3.57304282934542,"GLTP","GLTP_HUMAN"
-0.223683120000002,15.0710371725,-7.62647250563671,0.00011625664257271,0.000378496423424245,0.355917779443232,"S61A1_HUMAN",18,-7.69766630138308,8.12648605584118e-05,0.00026767546293351,-0.223683120000002,"Non-significant",3.57239143755786,"SEC61A1","S61A1_HUMAN"
0.199836015000001,12.664383055,8.81548775293665,4.54650320793865e-05,0.000174749090468376,1.4115561950179,"ARL3_HUMAN",13,7.69677030218649,8.132868455223e-05,0.000267714207379376,0.199836015000001,"Non-significant",3.57232858053985,"ARL3","ARL3_HUMAN"
0.223342420000002,10.7450788025,7.72099862843881,0.00010743640741241,0.000354573797211904,0.444531902727293,"DPTOR_HUMAN",17,7.69660949209274,8.13401453432889e-05,0.000267714207379376,0.223342420000002,"Non-significant",3.57232858053985,"DEPTOR","DPTOR_HUMAN"
0.447199106500001,8.742160678,7.37161748001893,0.000144391122633941,0.00045160399728441,0.112628180312583,"LMTK2_HUMAN",35,7.68518914048821,8.21587028050546e-05,0.00027030277359243,0.447199106500001,"Non-significant",3.56814949795756,"LMTK2","LMTK2_HUMAN"
0.231667045,12.69969821,7.34676828501647,0.000147521869788651,0.000459011384440214,0.0885579930711202,"STK25_HUMAN",23,7.68458106214636,8.22025447080403e-05,0.000270328554618682,0.231667045,"Non-significant",3.56810807765184,"STK25","STK25_HUMAN"
-0.656524654999997,11.604310275,-7.69862185537626,0.000109454176155324,0.00035982420078519,0.423632515724575,"RS4Y1_HUMAN",10,-7.6841910021517,8.22306814618934e-05,0.000270328554618682,-0.656524654999997,"Up in D2B",3.56810807765184,"RPS4Y1","RS4Y1_HUMAN"
0.455616712499999,8.93747222425,7.36555402937924,0.000145148101768821,0.000453112253085071,0.106760612903395,"RPOM_HUMAN",38,7.6833946941075,8.22881561397886e-05,0.00027037803158182,0.455616712499999,"Non-significant",3.56802859804985,"POLRMT","RPOM_HUMAN"
0.234724762499999,10.25721418875,7.14152076780402,0.000176511750725384,0.000531173704699842,-0.112689149396278,"IQEC1_HUMAN",34,7.6830937904235,8.23098859934691e-05,0.00027037803158182,0.234724762499999,"Non-significant",3.56802859804985,"IQSEC1","IQEC1_HUMAN"
2.91880619525,7.568293988625,7.47359223025372,0.000132303317523363,0.000419557811664569,0.210751780996246,"TGFB2_HUMAN",11,7.68134486936115,8.24363120248459e-05,0.000270687835628136,2.91880619525,"Up in D8CM",3.56753126044035,"TGFB2","TGFB2_HUMAN"
-0.299333095250001,10.177826402375,-7.5916816309752,0.000119706087315622,0.00038822724508787,0.323084560787018,"DDB2_HUMAN",17,-7.67744483534473,8.27190208057405e-05,0.000271510368524761,-0.299333095250001,"Non-significant",3.56621358078192,"DDB2","DDB2_HUMAN"
0.3383600725,10.67798316625,7.56023523300295,0.000122923366479393,0.000396222201168185,0.29330565184452,"STS_HUMAN",17,7.67494840249241,8.29005534679161e-05,0.000272000297851718,0.3383600725,"Non-significant",3.56543062039489,"STS","STS_HUMAN"
0.771914243749999,8.963777184375,7.58213017123218,0.000120673157879163,0.000390762215813854,0.314049844486407,"PAOX_HUMAN",11,7.67434804584133,8.294427593937e-05,0.000272037860658735,0.771914243749999,"Up in D8CM",3.56537064916095,"PAOX","PAOX_HUMAN"
0.169517989999999,12.0913658125,6.59088658560309,0.000291595554178555,0.00080585538562985,-0.674993973269777,"RHG35_HUMAN",74,7.67268491045325,8.3065532693081e-05,0.00027232958968105,0.169517989999999,"Non-significant",3.56490516829265,"ARHGAP35","RHG35_HUMAN"
0.546300172999999,9.916934371,10.5497703360229,1.38094205956315e-05,6.72337063118769e-05,2.75390065493959,"S38A2_HUMAN",4,7.67158872177226,8.31455626133847e-05,0.000272485982608173,0.546300172999999,"Up in D8CM",3.56465583405707,"SLC38A2","S38A2_HUMAN"
0.400176763499999,9.467893958,7.47460450515702,0.00013218917791487,0.000419511513796853,0.211720589876171,"NDOR1_HUMAN",19,7.66961389032597,8.32899577380797e-05,0.000272853110677915,0.400176763499999,"Non-significant",3.56407109065286,"NDOR1","NDOR1_HUMAN"
0.369841340000002,11.5211726425,9.0831309228153,3.73536633914992e-05,0.000148796799965476,1.63278573231487,"RAB35_HUMAN",8,7.66753325466561,8.34423925492018e-05,0.000273246280807002,0.369841340000002,"Non-significant",3.56344574058041,"RAB35","RAB35_HUMAN"
-4.93528604475,9.063453912625,-7.53544249642021,0.000125528628855906,0.000402433744384963,0.269758972155088,"CF210_HUMAN",1,-7.66706181184492,8.34769754869731e-05,0.000273253369467843,-4.93528604475,"Up in D2B",3.56343447409091,"CFAP210","CF210_HUMAN"
-0.303481102500001,10.75502753125,-7.52604225962388,0.000126532632001518,0.000404914030045861,0.260815306417797,"SCAF4_HUMAN",18,-7.66481943054897,8.36416861951978e-05,0.000273614398941764,-0.303481102500001,"Non-significant",3.56286105162879,"SCAF4","SCAF4_HUMAN"
-0.198158980000004,10.9495939025,-8.3859128313181,6.30056881301685e-05,0.000227929161051155,1.04441894891343,"NOSIP_HUMAN",14,-7.66467660425069,8.36521895922322e-05,0.000273614398941764,-0.198158980000004,"Non-significant",3.56286105162879,"NOSIP","NOSIP_HUMAN"
0.0950141000000002,11.9805014125,5.52857686837305,0.000844596086969098,0.00201886430165226,-1.86144362955859,"WAC2C_HUMAN",57,7.66395708178107,8.37051254712933e-05,0.000273681343133255,0.0950141000000002,"Non-significant",3.56275480745085,"WASHC2C","WAC2C_HUMAN"
-0.409649849250002,9.100936889625,-7.38047023395307,0.000143293883726344,0.000448921487233892,0.121188232580465,"PER1_HUMAN",26,-7.66304831141485,8.37720380365351e-05,0.000273793915707621,-0.409649849250002,"Non-significant",3.56257620705654,"PER1","PER1_HUMAN"
0.36423826,11.50804472,9.13934670357301,3.58659378479041e-05,0.000143685356520905,1.67854979774195,"RM27_HUMAN",8,7.66032587585958,8.39728487431573e-05,0.000274343853510106,0.36423826,"Non-significant",3.56170476543527,"MRPL27","RM27_HUMAN"
-0.27244735,12.318580985,-7.48788180641631,0.000130702305470905,0.000415418451287427,0.224418309237956,"MARC1_HUMAN",19,-7.65836347645213,8.41179320538669e-05,0.000274711371283241,-0.27244735,"Non-significant",3.56112336321012,"MTARC1","MARC1_HUMAN"
0.200253247500001,12.61173665625,7.32668926547171,0.000150107474984156,0.000465681231741425,0.0690624236899868,"TAP2_HUMAN",22,7.65551048306666,8.43293587900939e-05,0.000275295184059528,0.200253247500001,"Non-significant",3.56020138597197,"TAP2","TAP2_HUMAN"
0.187843322500001,14.29798722375,6.74694767767407,0.000252125344776843,0.000714341018865213,-0.512200821278356,"PREP_HUMAN",62,7.65120593060811,8.46494821085602e-05,0.000276216167863163,0.187843322500001,"Non-significant",3.55875090429376,"PITRM1","PREP_HUMAN"
0.243332147500002,12.30508220375,8.24438387618336,7.03726393331543e-05,0.000249022240528614,0.920052301605702,"TM1L1_HUMAN",13,7.65083652985191,8.46770171738539e-05,0.000276216167863163,0.243332147500002,"Non-significant",3.55875090429376,"TOM1L1","TM1L1_HUMAN"
-0.600587368000001,9.0690817835,-9.69151610771994,2.43293827296199e-05,0.000104795687633675,2.11568929676987,"GEMI7_HUMAN",4,-7.64878082574512,8.48304321087279e-05,0.000276609559862463,-0.600587368000001,"Up in D2B",3.55813281437938,"GEMIN7","GEMI7_HUMAN"
0.135353804999998,12.7724474675,6.12358967474521,0.000457975336936777,0.00118777665078157,-1.17954929344823,"ACACA_HUMAN",110,7.64687102941137,8.49732367325694e-05,0.000276968063580366,0.135353804999998,"Non-significant",3.55757030534145,"ACACA","ACACA_HUMAN"
0.289165259999999,10.6371790175,7.39731184519223,0.000141232287493693,0.00044303943106972,0.137451058881254,"TFB1M_HUMAN",21,7.64084138503845,8.54258697602393e-05,0.000278335777429091,0.289165259999999,"Non-significant",3.55543096563376,"TFB1M","TFB1M_HUMAN"
0.231675625000001,10.940306425,7.55313325330544,0.000123663378208859,0.000398150731444795,0.286566806073258,"PPM1L_HUMAN",18,7.63601147184566,8.57903870987371e-05,0.000279415445461845,0.231675625000001,"Non-significant",3.55374959072918,"PPM1L","PPM1L_HUMAN"
-0.261456487499999,12.13090515125,-10.3789805309198,1.54052276257299e-05,7.29088510147542e-05,2.63064450418639,"ZFPL1_HUMAN",9,-7.63167295886796,8.61193017716398e-05,0.000280378367954095,-0.261456487499999,"Non-significant",3.55225549655621,"ZFPL1","ZFPL1_HUMAN"
-0.202173469999998,13.52053988,-8.27937200824927,6.84648793639259e-05,0.000244219410985413,0.950959584135976,"AUHM_HUMAN",14,-7.6185666303978,8.71215261993463e-05,0.000283531793179262,-0.202173469999998,"Non-significant",3.54739823543723,"AUH","AUHM_HUMAN"
0.2120273125,14.06996357375,7.30321601465981,0.000153195029181768,0.000472823471612274,0.0462189058009237,"BPNT1_HUMAN",22,7.61749935166055,8.7203712315577e-05,0.000283689730261674,0.2120273125,"Non-significant",3.54715638564022,"BPNT1","BPNT1_HUMAN"
0.2814104575,10.86889970375,8.94734906110439,4.12436674528148e-05,0.000161169621214546,1.52124927314792,"GGPPS_HUMAN",10,7.61588641780285,8.73280813579051e-05,0.000283984721360255,0.2814104575,"Non-significant",3.54670502476784,"GGPS1","GGPPS_HUMAN"
0.356983422500001,10.58315837375,7.53059799351231,0.000126044926848129,0.000403813260510405,0.265150859412877,"GPI8_HUMAN",16,7.61438358098384,8.74441396596858e-05,0.000284160206442203,0.356983422500001,"Non-significant",3.54643674038672,"PIGK","GPI8_HUMAN"
-0.167150259499998,10.01552927525,-7.03032223701888,0.000194861326909239,0.00057590677577769,-0.223568668911144,"TXLNG_HUMAN",26,-7.61431462302095,8.74494691554246e-05,0.000284160206442203,-0.167150259499998,"Non-significant",3.54643674038672,"TXLNG","TXLNG_HUMAN"
0.141345020000003,17.561608315,6.68824188689288,0.000266223171791589,0.000747749121969778,-0.573113368239865,"ADT2_HUMAN",31,7.60789519585092,8.79471966874151e-05,0.000285667406889488,0.141345020000003,"Non-significant",3.54413930744896,"SLC25A5","ADT2_HUMAN"
0.439281463499999,10.10490059825,7.78462257627645,0.000101924533548754,0.000339439704971334,0.503693635857259,"WIPI2_HUMAN",11,7.606375047754,8.80655241563282e-05,0.000285941565143948,0.439281463499999,"Non-significant",3.54372270997749,"WIPI2","WIPI2_HUMAN"
-0.258312704,10.1693754205,-7.09734688918342,0.000183558016196916,0.00054787907879738,-0.156578630306569,"IFIH1_HUMAN",38,-7.60569171567037,8.81187723372049e-05,0.000286004286496072,-0.258312704,"Non-significant",3.54362745782326,"IFIH1","IFIH1_HUMAN"
-0.479354855000004,18.126515865,-7.30013701507373,0.000153605300666994,0.000473620023123266,0.043218311656199,"HPT_HUMAN",37,-7.60098304580517,8.84866725987083e-05,0.000287050027507676,-0.479354855000004,"Non-significant",3.54204240717842,"HP","HPT_HUMAN"
-0.861117127500002,16.43824350875,-7.69395254216935,0.0001098805832202,0.000360663331761318,0.419265417959028,"MT2_HUMAN",7,-7.60069698729177,8.85090783595266e-05,0.000287050027507676,-0.861117127500002,"Up in D2B",3.54204240717842,"MT2A","MT2_HUMAN"
-0.390179635000001,14.43492675,-7.49366954207598,0.000130060059808491,0.00041384531677077,0.229947897560191,"YBOX3_HUMAN",16,-7.5994275875491,8.86085816829103e-05,0.00028726220577125,-0.390179635000001,"Non-significant",3.5417215090749,"YBX3","YBOX3_HUMAN"
-1.175277233,9.189811468,-7.68526110551675,0.000110679288615244,0.000362861036070749,0.411130933171146,"RETN_HUMAN",5,-7.59844253174094,8.86858825964327e-05,0.00028740227005203,-1.175277233,"Up in D2B",3.54150980590542,"RETN","RETN_HUMAN"
0.383810045000001,16.1287217125,8.81345573179336,4.55337988633601e-05,0.000174853936500803,1.40985501795742,"TXD17_HUMAN",8,7.59776149088269,8.87393704451862e-05,0.00028746508588873,0.383810045000001,"Non-significant",3.54141489506701,"TXNDC17","TXD17_HUMAN"
-0.161249637499999,12.22853302875,-6.64095861644061,0.00027822258561591,0.000776021897470716,-0.622458809734133,"CUL3_HUMAN",42,-7.59347566984362,8.90768009321542e-05,0.000288447312738044,-0.161249637499999,"Non-significant",3.53993350270506,"CUL3","CUL3_HUMAN"
0.5264387175,13.41220426625,10.7388683315758,1.22570796093849e-05,6.14969785878006e-05,2.88831329190014,"CD99_HUMAN",4,7.59210280088813,8.91851926514137e-05,0.000288687399715348,0.5264387175,"Up in D8CM",3.53957217127521,"CD99","CD99_HUMAN"
0.191731217499996,15.29218089625,7.38025532889828,0.000143320408369487,0.000448921487233892,0.120980527233458,"PDXK_HUMAN",20,7.58800950541569,8.95092459056201e-05,0.000289625118517647,0.191731217499996,"Non-significant",3.53816377548406,"PDXK","PDXK_HUMAN"
0.689840554999996,12.5001381625,9.87809282732004,2.14323840242706e-05,9.52311886877051e-05,2.25853458254337,"AL1A3_HUMAN",3,7.58744053309526,8.95543937893988e-05,0.000289660009689502,0.689840554999996,"Up in D8CM",3.53811145912832,"ALDH1A3","AL1A3_HUMAN"
-0.468066215499999,8.5662169455,-7.42389928216141,0.000138045285646141,0.000434497278831711,0.163066397309791,"CMTR2_HUMAN",17,-7.58682786171273,8.96030376656507e-05,0.000289706177400755,-0.468066215499999,"Non-significant",3.53804224424236,"CMTR2","CMTR2_HUMAN"
0.242042542500004,10.62496709875,7.3316076953409,0.000149469438257315,0.000463872568140983,0.0738417472884532,"CIAO3_HUMAN",21,7.58472535681434,8.97701937185768e-05,0.000290135338517594,0.242042542500004,"Non-significant",3.5373993708578,"CIAO3","CIAO3_HUMAN"
0.814911129999999,14.1534861325,8.90973123989217,4.24009803172212e-05,0.000165003630237238,1.49009533379788,"TYB10_HUMAN",3,7.57898628838717,9.02282463440542e-05,0.000291503981768506,0.814911129999999,"Up in D8CM",3.53535550866387,"TMSB10","TYB10_HUMAN"
-0.251799107499998,19.08062481875,-6.98064030042845,0.000203745246691271,0.000598386301170985,-0.273536472814191,"HYEP_HUMAN",55,-7.57307343024046,9.07029050196987e-05,0.000292925205521471,-0.251799107499998,"Non-significant",3.533243256697,"EPHX1","HYEP_HUMAN"
-0.796409368500003,7.66345572475,-7.62495698220642,0.000116404550378252,0.000378831642910534,0.354489993344234,"MKNK2_HUMAN",8,-7.57131299926044,9.08447637467513e-05,0.000293270974194319,-0.796409368500003,"Up in D2B",3.53273091816855,"MKNK2","MKNK2_HUMAN"
-0.306435824999999,15.9114307175,-7.12717694063324,0.000178765865028688,0.000536233977340502,-0.126917964673128,"CP4F2_HUMAN",42,-7.56670396859337,9.1217344333445e-05,0.000294361024267461,-0.306435824999999,"Non-significant",3.53111969455924,"CYP4F2","CP4F2_HUMAN"
-0.422989605,13.6800249825,-9.74382901110194,2.34746883092702e-05,0.000102257440702242,2.15598052518975,"S67A1_HUMAN",6,-7.56036519051615,9.17325467061033e-05,0.000295910308528796,-0.422989605,"Non-significant",3.52883990520371,"SLC67A1","S67A1_HUMAN"
3.1990306375,8.47269976125,7.34606205226837,0.000147611957589148,0.000459122210523589,0.0878729806994798,"LX15B_HUMAN",19,7.55853254595922,9.18821059138721e-05,0.000296279369069636,3.1990306375,"Up in D8CM",3.52829858885461,"ALOX15B","LX15B_HUMAN"
-0.204720737499999,10.30235302375,-7.28853668463039,0.000155162164871924,0.000477670521440997,0.0319046183600804,"GDAP2_HUMAN",21,-7.55579298545236,9.21061857925192e-05,0.000296888351833707,-0.204720737499999,"Non-significant",3.52740684125064,"GDAP2","GDAP2_HUMAN"
0.202076912499997,11.49973058875,7.0894257041043,0.00018485469120905,0.000550572023219468,-0.16447072130129,"PLGT3_HUMAN",26,7.55529088582734,9.21473208027226e-05,0.000296907403305103,0.202076912499997,"Non-significant",3.52737897325452,"POGLUT3","PLGT3_HUMAN"
-0.272958280000001,14.5058121675,-7.09126836966651,0.00018455213567538,0.000549948297965681,-0.162634227568773,"HACL2_HUMAN",36,-7.550921696554,9.25061393607421e-05,0.000297949655587197,-0.272958280000001,"Non-significant",3.52585711225855,"ILVBL","HACL2_HUMAN"
0.382601738,9.226840496,7.3768415241317,0.000143742498912793,0.000449742213561966,0.117680462474326,"PTN9_HUMAN",18,7.54329700047272,9.31360639105219e-05,0.000299863973530095,0.382601738,"Non-significant",3.52307570842162,"PTPN9","PTN9_HUMAN"
-0.151726007500001,13.97758853375,-7.33806995438991,0.000148635763843487,0.000461625222342208,0.080117474865455,"HMOX2_HUMAN",20,-7.54117519518377,9.3312211735861e-05,0.000300269553825749,-0.151726007500001,"Non-significant",3.5224887013535,"HMOX2","HMOX2_HUMAN"
-2.5793972015,7.78903818125,-7.35257668230834,0.000146783286780955,0.000457388659621688,0.0941899336995533,"SEPR_HUMAN",8,-7.54092169546829,9.33332816494796e-05,0.000300269553825749,-2.5793972015,"Up in D2B",3.5224887013535,"FAP","SEPR_HUMAN"
-0.352945089249999,8.628182768875,-8.17515326552723,7.43269485060342e-05,0.000260175186444087,0.85857926738424,"SIR6_HUMAN",10,-7.53945442629108,9.345533992575e-05,0.000300489983167478,-0.352945089249999,"Non-significant",3.52217000062496,"SIRT6","SIR6_HUMAN"
-0.119150402499999,14.63563501875,-6.28294974937596,0.000391543971769569,0.00103426014981062,-1.00453262992052,"DDX17_HUMAN",35,-7.53924114429562,9.34730971485501e-05,0.000300489983167478,-0.119150402499999,"Non-significant",3.52217000062496,"DDX17","DDX17_HUMAN"
-0.686806440250001,9.072069049125,-7.32149612040656,0.00015078447684493,0.000467093846132274,0.0640134663120797,"WDR46_HUMAN",21,-7.5385797963904,9.35281829923963e-05,0.000300552441648078,-0.686806440250001,"Up in D2B",3.5220797395304,"WDR46","WDR46_HUMAN"
-1.276158929,8.08624094725,-7.67086078648233,0.000112017052998184,0.000366676403775414,0.397637360572446,"PLGB_HUMAN",4,-7.53566882380647,9.37710793602159e-05,0.000301218150886913,-1.276158929,"Up in D2B",3.52111886184544,"PLGLB1","PLGB_HUMAN"
-0.252857687499999,13.73642969125,-7.20063007388938,0.000167554029969798,0.000508209038724516,-0.0542824640556887,"CP51A_HUMAN",24,-7.53401847194653,9.39091006858162e-05,0.000301546594164093,-0.252857687499999,"Non-significant",3.52064557233013,"CYP51A1","CP51A_HUMAN"
-0.0887172225000015,15.55778872875,-5.30426778660267,0.00107623430177102,0.0024894563473183,-2.13065517236782,"AT2A2_HUMAN",57,-7.526155862142,9.45697887115921e-05,0.000303552455845396,-0.0887172225000015,"Non-significant",3.51776624918277,"ATP2A2","AT2A2_HUMAN"
0.639765260500001,9.96659135725,7.24981636649536,0.000160488719500292,0.000491019751966591,-0.00595948109722677,"PLCG2_HUMAN",58,7.52462795219238,9.46987797869357e-05,0.000303850786000792,0.639765260500001,"Up in D8CM",3.51733963588285,"PLCG2","PLCG2_HUMAN"
-1.542487502,7.16234940275,-7.33410086845902,0.000149147180552857,0.000463042941023954,0.0762634615181064,"CHRD_HUMAN",12,-7.52404799781069,9.47477928966056e-05,0.000303892369225833,-1.542487502,"Up in D2B",3.51728020497014,"CHRD","CHRD_HUMAN"
-0.661763909250006,10.526670812875,-8.36676210939608,6.39496546623186e-05,0.000230542927996765,1.02769182791423,"S29A1_HUMAN",5,-7.51989542428081,9.50995649421875e-05,0.000304904615023849,-0.661763909250006,"Up in D2B",3.51583600212126,"SLC29A1","S29A1_HUMAN"
-0.435313939749998,9.610064625875,-7.3067679244741,0.000152723273863808,0.000472119969896864,0.0496791572727098,"PUS3_HUMAN",20,-7.51728517462435,9.53214312366288e-05,0.000305499750529865,-0.435313939749998,"Non-significant",3.51498914006479,"PUS3","PUS3_HUMAN"
-0.608023643500001,9.63836812975,-7.41052720227146,0.000139637946102824,0.000438691109839995,0.150192152340512,"P20D2_HUMAN",13,-7.51445822880736,9.55623692867742e-05,0.000306155534290468,-0.608023643500001,"Up in D2B",3.51405788553386,"PM20D2","P20D2_HUMAN"
-0.184993030000003,12.347900985,-6.88017640966109,0.000223135484063765,0.000644093059709894,-0.375398591263821,"SPS2L_HUMAN",31,-7.51379695641367,9.56188271515275e-05,0.000306191395888695,-0.184993030000003,"Non-significant",3.51400701732999,"SPATS2L","SPS2L_HUMAN"
-2.9353580475,8.1835291385,-7.30123768067493,0.000153458497042217,0.000473463276562537,0.0442910612094991,"ANGL2_HUMAN",23,-7.51347632997342,9.56462148979633e-05,0.000306191395888695,-2.9353580475,"Up in D2B",3.51400701732999,"ANGPTL2","ANGL2_HUMAN"
-0.421106814999998,12.957513095,-9.6601165104582,2.48592870038357e-05,0.000106794903682227,2.09141461774922,"RL36A_HUMAN",6,-7.50886628875356,9.60409734275079e-05,0.000307338407372993,-0.421106814999998,"Non-significant",3.51238316357091,"RPL36A","RL36A_HUMAN"
0.243862869999999,11.3788515325,6.92159431234795,0.000214900892011869,0.000625267386526767,-0.333270482839835,"TBCD_HUMAN",49,7.50526547495416,9.63505788238385e-05,0.000308212155182594,0.243862869999999,"Non-significant",3.51115023769861,"TBCD","TBCD_HUMAN"
-0.291492940499998,10.13270711975,-7.11460272991109,0.000180768531736955,0.000540893842389348,-0.139409264200046,"DCAF6_HUMAN",31,-7.50435836655556,9.64287497205736e-05,0.000308345194004065,-0.291492940499998,"Non-significant",3.51096281627864,"DCAF6","DCAF6_HUMAN"
-0.509428262499998,9.60073649875,-7.44578642208928,0.000135482377400719,0.000428082982529683,0.184099840658535,"SRPK2_HUMAN",13,-7.50297185362605,9.65483707925915e-05,0.000308610624729145,-0.509428262499998,"Up in D2B",3.51058912629034,"SRPK2","SRPK2_HUMAN"
0.171788454999996,11.77099526,7.29668132744116,0.000154067238125358,0.000474820018339542,0.0398494604578374,"SMAD4_HUMAN",20,7.50078801138217,9.67371178368571e-05,0.000309096727159541,0.171788454999996,"Non-significant",3.50990559339699,"SMAD4","SMAD4_HUMAN"
-0.338521718999999,9.471374631,-7.25072299868105,0.000160361671005175,0.000490866356678299,-0.0050711233415015,"CCNT1_HUMAN",22,-7.49969994709802,9.68313119558784e-05,0.000309280457929556,-0.338521718999999,"Non-significant",3.50964752028612,"CCNT1","CCNT1_HUMAN"
0.323191405000001,12.0607320075,8.03062779396566,8.34168054253374e-05,0.000287105044071119,0.728871428485238,"A0ABB0MV19_HUMAN",11,7.49888376865935,9.69020361246756e-05,0.000309358553567564,0.323191405000001,"Non-significant",3.50953787151132,"","A0ABB0MV19_HUMAN"
0.168475389999998,13.88681519,6.93880420498005,0.000211580104278778,0.000617737685821207,-0.315820800291775,"IMA4_HUMAN",26,7.49857085868137,9.69291659712821e-05,0.000309358553567564,0.168475389999998,"Non-significant",3.50953787151132,"KPNA3","IMA4_HUMAN"
-0.326806070000002,10.48755479,-7.42832778887806,0.000137522350086655,0.000433013032827947,0.1673260608358,"ATG4A_HUMAN",16,-7.49027399990697,9.76516250232851e-05,0.000311546384300254,-0.326806070000002,"Non-significant",3.50647728465175,"ATG4A","ATG4A_HUMAN"
-0.540284875000001,12.33008802,-7.87369738472605,9.47351646622932e-05,0.000319664813025808,0.585877424923364,"CIA2A_HUMAN",8,-7.48671697815176,9.79631990304965e-05,0.00031242217352556,-0.540284875000001,"Up in D2B",3.50525815053719,"CIAO2A","CIA2A_HUMAN"
-0.313991308250001,9.222363591125,-7.3057743607777,0.000152855071520766,0.000472119969896864,0.0487113634488896,"KCTD3_HUMAN",19,-7.4848564820573,9.81266100052426e-05,0.000312824960565125,-0.313991308250001,"Non-significant",3.50469860150985,"KCTD3","KCTD3_HUMAN"
0.6356258425,11.51421976125,10.3610097779958,1.55849641704984e-05,7.36767599512794e-05,2.61757082314311,"LFA3_HUMAN",3,7.48333810635198,9.82601977203057e-05,0.000313132403245541,0.6356258425,"Up in D8CM",3.5042719888424,"CD58","LFA3_HUMAN"
0.260003092500003,17.27484512375,7.07462559615194,0.000187305112465584,0.000557484037066529,-0.179234384837468,"QCR1_HUMAN",29,7.48229286832317,9.83522766102977e-05,0.000313307384560922,0.260003092500003,"Non-significant",3.5040293688072,"UQCRC1","QCR1_HUMAN"
0.267162325000003,13.0687124725,7.31187181702439,0.000152048247280188,0.000470489969282197,0.0546490730018157,"ACOT8_HUMAN",19,7.47872170098398,9.86676024960444e-05,0.000314193132391068,0.267162325000003,"Non-significant",3.50280331196714,"ACOT8","ACOT8_HUMAN"
-0.737657787249997,10.341577171375,-7.30606371490195,0.000152816675076812,0.000472119969896864,0.0489932231175541,"RRS1_HUMAN",15,-7.47726206178914,9.87968105151507e-05,0.000314402174188995,-0.737657787249997,"Up in D2B",3.50251445934059,"RRS1","RRS1_HUMAN"
-0.237983467499998,14.80602443375,-7.32179581445728,0.0001507453140981,0.000467093846132274,0.0643049144761658,"DHRS1_HUMAN",19,-7.4771374607352,9.88078490243978e-05,0.000314402174188995,-0.237983467499998,"Non-significant",3.50251445934059,"DHRS1","DHRS1_HUMAN"
0.288773297499999,12.42486846375,7.77082985287876,0.000103091829749218,0.000342650249588392,0.490900975775386,"HDHD2_HUMAN",13,7.47340279711465,9.91393467427775e-05,0.000315337944790518,0.288773297499999,"Non-significant",3.50122376721079,"HDHD2","HDHD2_HUMAN"
0.284545902499996,17.07317972125,8.65903989136705,5.11203620834746e-05,0.000191347198134,1.27960837632435,"RET4_HUMAN",10,7.47011583295366,9.94321344318413e-05,0.000316149928753674,0.284545902499996,"Non-significant",3.50010691172168,"RBP4","RET4_HUMAN"
0.213445902499998,13.26565563625,7.50104754950397,0.000129246492417504,0.000412034298255349,0.236991992493598,"CAF17_HUMAN",17,7.46969203887495,9.9469954359815e-05,0.000316150922058401,0.213445902499998,"Non-significant",3.50010554722324,"IBA57","CAF17_HUMAN"
