"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D1C_vs_D2BM","Diff_Abund","negLog10_sca_adjPval","Genes","Protein.Names","D2BM_vs_D1C"
1.806340455,13.4392868275,47.3570955815755,3.40593602105752e-10,1.11855934165425e-07,14.4444644213875,"ISG20_HUMAN",10,-42.3265495192534,2.66601690486352e-10,4.8976045223527e-08,-1.806340455,"Up in D1C",7.31001628672748,"ISG20","ISG20_HUMAN",1.806340455
-0.638978004999998,14.936163425,-32.7783884837389,4.67456745785514e-09,4.79382679248779e-07,11.756998770579,"AMPN_HUMAN",49,42.3123588023252,2.67279402097786e-10,4.8976045223527e-08,0.638978004999998,"Up in D2BM",7.31001628672748,"ANPEP","AMPN_HUMAN",-0.638978004999998
-1.0118696675,12.57038605375,-45.0679031068083,4.84834017210395e-10,1.20196056796071e-07,14.0942372726142,"VISL1_HUMAN",15,42.0001858338275,2.82692334073007e-10,5.06981634872633e-08,1.0118696675,"Up in D2BM",7.29500777245746,"VSNL1","VISL1_HUMAN",-1.0118696675
-0.6291849625,15.05769503125,-32.8769086263308,4.57592869872094e-09,4.79382679248779e-07,11.7795884989201,"PH4H_HUMAN",41,41.6553837870787,3.00896505296966e-10,5.2838680065586e-08,0.6291849625,"Up in D2BM",7.27704803979696,"PAH","PH4H_HUMAN",-0.6291849625
-1.0917932975,12.68454849625,-36.9949878642775,1.97709932112617e-09,3.24817797308144e-07,12.6604970114557,"PLOD1_HUMAN",42,41.2400302458885,3.24610880555175e-10,5.5446936136994e-08,1.0917932975,"Up in D2BM",7.25612244690994,"PLOD1","PLOD1_HUMAN",-1.0917932975
0.870985505,11.3102812775,35.166318188419,2.83555499558295e-09,3.79379254885217e-07,12.2839377293937,"RRP12_HUMAN",49,-41.1684821252152,3.28905778484957e-10,5.5446936136994e-08,-0.870985505,"Up in D1C",7.25612244690994,"RRP12","RRP12_HUMAN",0.870985505
0.742110728750005,9.981869220625,32.9432662928954,4.5108273688037e-09,4.79382679248779e-07,11.7947607446974,"ZNFX1_HUMAN",74,-40.9580228752474,3.4191654548307e-10,5.61009372149065e-08,-0.742110728750005,"Up in D1C",7.25102988341652,"ZNFX1","ZNFX1_HUMAN",0.742110728750005
-0.542095419999999,13.759387375,-31.1231292305279,6.75477242160695e-09,5.80979354507397e-07,11.3656625069723,"TFR1_HUMAN",38,40.8923229952226,3.46096658580513e-10,5.61009372149065e-08,0.542095419999999,"Up in D2BM",7.25102988341652,"TFRC","TFR1_HUMAN",-0.542095419999999
0.480148077499997,12.98100650375,28.4162919827239,1.28842746449422e-08,9.12618075480825e-07,10.6731782896324,"DTX3L_HUMAN",49,-40.7013322153317,3.58580344471155e-10,5.6737378319205e-08,-0.480148077499997,"Non-significant",7.24613073564992,"DTX3L","DTX3L_HUMAN",0.480148077499997
0.506215335,11.05221951,28.6114934285603,1.22736108286012e-08,8.76731065036264e-07,10.7254918912674,"AQR_HUMAN",58,-40.5886023562428,3.66187345700984e-10,5.6737378319205e-08,-0.506215335,"Up in D1C",7.24613073564992,"AQR","AQR_HUMAN",0.506215335
-0.69637775,12.6894376275,-34.0522685127254,3.56490910371407e-09,4.23219983594449e-07,12.0433324331486,"CADH2_HUMAN",34,40.5299597104504,3.70216610221411e-10,5.6737378319205e-08,0.69637775,"Up in D2BM",7.24613073564992,"CDH2","CADH2_HUMAN",-0.69637775
1.2344543925,11.14863932125,38.8381198811009,1.39880333163234e-09,2.62011406273977e-07,13.0187378515115,"HSP76_HUMAN",21,-40.3522888946559,3.82733601808145e-10,5.72995216646288e-08,-1.2344543925,"Up in D1C",7.24184900349996,"HSPA6","HSP76_HUMAN",1.2344543925
-0.460801125000001,10.9113929275,-27.5136406669145,1.61981306942017e-08,1.09227234897141e-06,10.4260817983605,"TENS2_HUMAN",52,40.2866222348422,3.87480452590324e-10,5.72995216646288e-08,0.460801125000001,"Non-significant",7.24184900349996,"TNS2","TENS2_HUMAN",-0.460801125000001
-1.63388252,12.6341335775,-37.7415296986991,1.71509140475676e-09,3.05271912504632e-07,12.8080645839024,"A0AAG2UXZ5_HUMAN",37,40.1542386389955,3.97253914284608e-10,5.77319524742235e-08,1.63388252,"Up in D2BM",7.23858375456715,"COL18A1","A0AAG2UXZ5_HUMAN",-1.63388252
-0.872274157499998,13.47336113375,-34.8441629656876,3.02733922451193e-09,3.98710036303297e-07,12.215265743947,"BGH3_HUMAN",36,39.6030824401947,4.4105430786536e-10,6.30109620507987e-08,0.872274157499998,"Up in D2BM",7.20058388953003,"TGFBI","BGH3_HUMAN",-0.872274157499998
-0.736443042500001,10.80797529125,-32.8115355047176,4.64111265407404e-09,4.79382679248779e-07,11.7646075907513,"PTPRK_HUMAN",45,39.3509278039787,4.62895441570438e-10,6.50290946166203e-08,0.736443042500001,"Up in D2BM",7.18689229252052,"PTPRK","PTPRK_HUMAN",-0.736443042500001
-1.2441864005,9.73524975725,-35.6989501041259,2.54803706213976e-09,3.64023803335186e-07,12.3959075480171,"BMP1_HUMAN",34,38.5004345319167,5.46109081254388e-10,7.36749331301251e-08,1.2441864005,"Up in D2BM",7.1326802496583,"BMP1","BMP1_HUMAN",-1.2441864005
1.167648079,9.893002153,41.9037131486238,8.14374955039321e-10,1.6160349797898e-07,13.5721490538496,"INGR1_HUMAN",13,-38.3854683092044,5.58605155918853e-10,7.36749331301251e-08,-1.167648079,"Up in D1C",7.1326802496583,"IFNGR1","INGR1_HUMAN",1.167648079
-1.4318459025,11.54332959625,-42.7938346280135,7.01133848454849e-10,1.51534800221177e-07,13.7237690660009,"TSK_HUMAN",11,38.3408408734676,5.63542745752333e-10,7.36749331301251e-08,1.4318459025,"Up in D2BM",7.1326802496583,"TSKU","TSK_HUMAN",-1.4318459025
1.59956789,9.5337605475,46.0533302677594,4.15575441231423e-10,1.12532697676198e-07,14.2476671421033,"TR10A_HUMAN",9,-38.3098579690352,5.66999732039219e-10,7.36749331301251e-08,-1.59956789,"Up in D1C",7.1326802496583,"TNFRSF10A","TR10A_HUMAN",1.59956789
-0.832368610750001,9.977461694625,-34.088457801739,3.53809032355828e-09,4.23219983594449e-07,12.0512886491275,"ITA2_HUMAN",31,38.2306256789457,5.75949869089544e-10,7.36749331301251e-08,0.832368610750001,"Up in D2BM",7.1326802496583,"ITGA2","ITA2_HUMAN",-0.832368610750001
-2.36995816249999,17.02931773625,-36.53034736694,2.16312688508604e-09,3.25589223471254e-07,12.5668911372055,"FIBG_HUMAN",40,38.2224465285713,5.76882855212748e-10,7.36749331301251e-08,2.36995816249999,"Up in D2BM",7.1326802496583,"FGG","FIBG_HUMAN",-2.36995816249999
-1.2759840475,16.00344407625,-35.4022644845431,2.70385935606268e-09,3.75421858474251e-07,12.3337770840735,"APOE_HUMAN",35,38.1189125387263,5.88841829087101e-10,7.38829965273056e-08,1.2759840475,"Up in D2BM",7.13145549887225,"APOE","APOE_HUMAN",-1.2759840475
0.644753455000002,11.2891139975,33.279774997926,4.19650580113962e-09,4.71631298637412e-07,11.8711742867529,"ASNS_HUMAN",27,-38.0545627401034,5.96415934616981e-10,7.38829965273056e-08,-0.644753455000002,"Up in D1C",7.13145549887225,"ASNS","ASNS_HUMAN",0.644753455000002
-1.1265799975,14.90553390875,-34.4424721877959,3.28751580698383e-09,4.13589115478608e-07,12.1286153999194,"THRB_HUMAN",47,37.9843340340721,6.04808015231236e-10,7.38829965273056e-08,1.1265799975,"Up in D2BM",7.13145549887225,"F2","THRB_HUMAN",-1.1265799975
0.658569575249999,10.079683184875,31.4805884246485,6.22855169234965e-09,5.75865152698827e-07,11.4521107332565,"WDR6_HUMAN",38,-37.8951385418282,6.15659742186786e-10,7.41342280984631e-08,-0.658569575249999,"Up in D1C",7.12998123004867,"WDR6","WDR6_HUMAN",0.658569575249999
0.579965357500001,13.80773866125,30.9303143602972,7.05954377236024e-09,6.01059539971964e-07,11.3185724139872,"RAGP1_HUMAN",33,-37.7501755477932,6.33769363566082e-10,7.52400276830776e-08,-0.579965357500001,"Up in D1C",7.12355105333158,"RANGAP1","RAGP1_HUMAN",0.579965357500001
-2.0875511155,9.51289534475,-41.903254533075,8.14438439713592e-10,1.6160349797898e-07,13.5720699314742,"CDO1_HUMAN",8,37.206362759548,7.07283743841944e-10,8.25958207522581e-08,2.0875511155,"Up in D2BM",7.08304192689452,"CDO1","CDO1_HUMAN",-2.0875511155
-1.1213166725,11.40480291875,-33.9849206098114,3.61543742287002e-09,4.23257250519047e-07,12.0285003751431,"NEP_HUMAN",38,37.0832865194729,7.25231060975398e-10,8.25958207522581e-08,1.1213166725,"Up in D2BM",7.08304192689452,"MME","NEP_HUMAN",-1.1213166725
-0.909418584999997,15.90097356,-36.9251522731072,2.00385875667618e-09,3.24817797308144e-07,12.6465155006329,"NDRG1_HUMAN",18,37.0710036575188,7.27050271157391e-10,8.25958207522581e-08,0.909418584999997,"Up in D2BM",7.08304192689452,"NDRG1","NDRG1_HUMAN",-0.909418584999997
-1.65375280125,9.184461353875,-37.2805578564187,1.87183010782864e-09,3.21992979160971e-07,12.7173519113007,"CP7A1_HUMAN",14,37.0182304128451,7.34925442688262e-10,8.25958207522581e-08,1.65375280125,"Up in D2BM",7.08304192689452,"CYP7A1","CP7A1_HUMAN",-1.65375280125
-2.61213481525,9.017887652375,-35.269772322035,2.77693170820444e-09,3.77528344652503e-07,12.3058376335742,"AFAM_HUMAN",21,36.4178227294051,8.31658325772063e-10,9.22374740517463e-08,2.61213481525,"Up in D2BM",7.03509259882273,"AFM","AFAM_HUMAN",-2.61213481525
1.18782830225,10.054458498875,35.7472918718644,2.52362915976882e-09,3.64023803335186e-07,12.4059747381652,"RIOX2_HUMAN",18,-36.3164706134755,8.49369092383947e-10,9.29783386974583e-08,-1.18782830225,"Up in D1C",7.03161821789666,"RIOX2","RIOX2_HUMAN",1.18782830225
-0.912726639999999,12.0192166575,-35.8777336197954,2.45908680409731e-09,3.6364285389011e-07,12.4330612004847,"BODG_HUMAN",18,36.0783595406917,8.92681128472034e-10,9.58551919515125e-08,0.912726639999999,"Up in D2BM",7.01838435879192,"BBOX1","BODG_HUMAN",-0.912726639999999
1.2703690525,15.10010528375,34.3534757239634,3.34855087885376e-09,4.15072578792034e-07,12.1092615220006,"SQSTM_HUMAN",24,-36.0479322815852,8.98393660478051e-10,9.58551919515125e-08,-1.2703690525,"Up in D1C",7.01838435879192,"SQSTM1","SQSTM_HUMAN",1.2703690525
-0.558757305,13.8017175175,-26.7987565132485,1.95206717508519e-08,1.19231697237631e-06,10.2240804092208,"LRP1_HUMAN",202,35.7639711507195,9.53746050630499e-10,9.95243309803075e-08,0.558757305,"Up in D2BM",7.00207073313635,"LRP1","LRP1_HUMAN",-0.558757305
-0.89222741,14.3375741225,-32.0651629651098,5.46545013165563e-09,5.29520450111785e-07,11.5911524807238,"NHRF3_HUMAN",36,35.7199116682479,9.62675518384755e-10,9.95243309803075e-08,0.89222741,"Up in D2BM",7.00207073313635,"PDZK1","NHRF3_HUMAN",-0.89222741
-0.507644655,15.36198473,-26.0632407723623,2.37744463325324e-08,1.40136229466375e-06,10.0101100012039,"CO4B_HUMAN",87,35.6398049260392,9.79153921833307e-10,9.95243309803075e-08,0.507644655,"Up in D2BM",7.00207073313635,"C4B","CO4B_HUMAN",-0.507644655
0.791474580000001,10.728942515,30.6720708821977,7.49258570553808e-09,6.13155387494956e-07,11.2549902398733,"NOTC2_HUMAN",52,-35.6356763309561,9.80011801087379e-10,9.95243309803075e-08,-0.791474580000001,"Up in D1C",7.00207073313635,"NOTCH2","NOTC2_HUMAN",0.791474580000001
-1.15573025,15.2814772125,-33.1058571077738,4.35572654404576e-09,4.79382679248779e-07,11.8317908969747,"APOA1_HUMAN",30,35.4309281500784,1.02364218060172e-09,1.02717618336808e-07,1.15573025,"Up in D2BM",6.98835505893228,"APOA1","APOA1_HUMAN",-1.15573025
0.702480080000001,11.4832242725,30.8794724690774,7.14249580830995e-09,6.02040971682446e-07,11.3061012745557,"PAR12_HUMAN",32,-35.3063051344227,1.05127229620682e-09,1.03302404365354e-07,-0.702480080000001,"Up in D1C",6.98588957015072,"PARP12","PAR12_HUMAN",0.702480080000001
-1.4053645175,11.95365500375,-34.0678500350478,3.55333382488895e-09,4.23219983594449e-07,12.0467592091574,"PDCD4_HUMAN",21,35.2863231063422,1.05578049332265e-09,1.03302404365354e-07,1.4053645175,"Up in D2BM",6.98588957015072,"PDCD4","PDCD4_HUMAN",-1.4053645175
-0.674080372499997,17.65303635625,-30.0102393880001,8.74755797344502e-09,6.70301510528801e-07,11.0892981921241,"BHMT1_HUMAN",37,35.1635663851124,1.08396041781779e-09,1.03302404365354e-07,0.674080372499997,"Up in D2BM",6.98588957015072,"BHMT","BHMT1_HUMAN",-0.674080372499997
6.0649890885,9.09762549325,36.7622218933584,2.06790975813545e-09,3.25589223471254e-07,12.6137759942953,"DEN5A_HUMAN",3,-35.1367554747465,1.09022768846312e-09,1.03302404365354e-07,-6.0649890885,"Up in D1C",6.98588957015072,"DENND5A","DEN5A_HUMAN",6.0649890885
0.894873382499995,12.12091648625,31.2986207924177,6.49035348278426e-09,5.75865152698827e-07,11.4082408377832,"DDX21_HUMAN",43,-35.1345379175683,1.09074789281249e-09,1.03302404365354e-07,-0.894873382499995,"Up in D1C",6.98588957015072,"DDX21","DDX21_HUMAN",0.894873382499995
-1.369882105,11.3154230125,-34.510149558049,3.24194940193678e-09,4.13589115478608e-07,12.1432949295553,"EKI2_HUMAN",17,34.9795721878126,1.12780538439252e-09,1.04651861195832e-07,1.369882105,"Up in D2BM",6.98025304348495,"ETNK2","EKI2_HUMAN",-1.369882105
1.6232526325,11.02445351875,34.5000974470801,3.24867165767992e-09,4.13589115478608e-07,12.1411166583808,"IMA1_HUMAN",16,-34.9407667451212,1.13730658849744e-09,1.04651861195832e-07,-1.6232526325,"Up in D1C",6.98025304348495,"KPNA2","IMA1_HUMAN",1.6232526325
-3.05279398225,10.997163058875,-36.5682686173399,2.14721872742168e-09,3.25589223471254e-07,12.5745823560127,"F13A_HUMAN",7,34.9207471838002,1.14224359117529e-09,1.04651861195832e-07,3.05279398225,"Up in D2BM",6.98025304348495,"F13A1","F13A_HUMAN",-3.05279398225
0.887320037500002,11.47831225375,30.6168735371884,7.58902313363458e-09,6.15075730705826e-07,11.2413231386929,"JAK1_HUMAN",56,-34.7260302912836,1.1915478651414e-09,1.07995236078246e-07,-0.887320037500002,"Up in D1C",6.96659540183307,"JAK1","JAK1_HUMAN",0.887320037500002
