"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D1C_vs_D2BM","Diff_Abund","negLog10_sca_adjPval","Genes","Protein.Names","D2BM_vs_D1C"
0.142704010000003,14.93139672,6.9301383564768,0.000204543314678703,0.000835722539712453,-0.0865213465018737,"CLYBL_HUMAN",21,-7.27785327172725,0.000110837246109455,0.000482316544892407,-0.142704010000003,"Non-significant",3.31666784022982,"CLYBL","CLYBL_HUMAN",0.142704010000003
0.299098014999998,13.9748101225,7.66993337180886,0.000106973271861754,0.000506615589500363,0.638813121861244,"ROA0_HUMAN",12,-7.27608376940583,0.000111019141446565,0.00048275945085516,-0.299098014999998,"Non-significant",3.31626921539617,"HNRNPA0","ROA0_HUMAN",0.299098014999998
0.1718609325,13.93832075625,7.40738795030536,0.000133848424101455,0.000602032212780773,0.38784632716489,"SDSL_HUMAN",17,-7.27574916890756,0.00011105357399551,0.00048275945085516,-0.1718609325,"Non-significant",3.31626921539617,"SDSL","SDSL_HUMAN",0.1718609325
0.337483167500002,15.47301662125,7.14117322766964,0.000169105637992292,0.00072281512304109,0.126214748823406,"RL15_HUMAN",17,-7.27447299194409,0.000111185010216967,0.000483081675834442,-0.337483167500002,"Non-significant",3.31597943577971,"RPL15","RL15_HUMAN",0.337483167500002
0.412027120000001,11.9438864,8.67125205180184,4.80173996281267e-05,0.000276059828809928,1.53682775360336,"IMPA2_HUMAN",7,-7.27122096186593,0.000111520728841039,0.000484290686966058,-0.412027120000001,"Non-significant",3.31489388246727,"IMPA2","IMPA2_HUMAN",0.412027120000001
0.199427842500002,13.83711755125,7.84695244595084,9.22897505829303e-05,0.000455769603575268,0.804221390042843,"RAB21_HUMAN",14,-7.27013311310069,0.000111633283551464,0.000484529838854425,-0.199427842500002,"Non-significant",3.31467947258475,"RAB21","RAB21_HUMAN",0.199427842500002
-0.96708500425,7.922113597375,-7.02697141209019,0.000187340893031727,0.000782118071998229,0.0116903068480863,"CYTSB_HUMAN",31,7.26331686816785,0.000112341419494529,0.000487181812796235,0.96708500425,"Up in D2BM",3.31230893291555,"SPECC1","CYTSB_HUMAN",-0.96708500425
0.676584244000001,8.48980188375,7.0260804396144,0.000187491580804302,0.000782359670593794,0.0107913012198289,"KDM2A_HUMAN",24,-7.26313979809189,0.000112359881845519,0.000487181812796235,-0.676584244000001,"Up in D1C",3.31230893291555,"KDM2A","KDM2A_HUMAN",0.676584244000001
-0.350805997749998,9.504608035125,-7.03941925478335,0.000185249777959499,0.000774254346792391,0.0242413999503874,"I5P1_HUMAN",20,7.26035630280892,0.000112650550285954,0.000488190996586277,0.350805997749998,"Non-significant",3.31141023427761,"INPP5A","I5P1_HUMAN",-0.350805997749998
0.206942080000001,13.905118225,6.97024506134033,0.000197211982516037,0.000811856953304688,-0.0457194721210534,"RMD2_HUMAN",21,-7.25011601014104,0.000113727139878939,0.000492603320678095,-0.206942080000001,"Non-significant",3.30750266487346,"RMDN2","RMD2_HUMAN",0.206942080000001
0.279202220000002,10.9642907375,6.8770141141366,0.00021472949195595,0.000869752468859539,-0.140838927039896,"NADAP_HUMAN",27,-7.24684735484546,0.000114073194321686,0.00049383185887699,-0.279202220000002,"Non-significant",3.30642089559453,"SLC4A1AP","NADAP_HUMAN",0.279202220000002
0.283875705000002,14.1033560025,7.02485650536386,0.000187698803377064,0.000782836820220322,0.00955619165138621,"AADAT_HUMAN",20,-7.24633120666391,0.000114127946505205,0.00049383185887699,-0.283875705000002,"Non-significant",3.30642089559453,"AADAT","AADAT_HUMAN",0.283875705000002
0.160326005000005,12.8789579875,7.25324019138335,0.000153127464992762,0.000669803530059156,0.237251133487035,"UBE2Z_HUMAN",18,-7.23660162295531,0.000115165547713108,0.000498065880797222,-0.160326005000005,"Non-significant",3.30271320789423,"UBE2Z","UBE2Z_HUMAN",0.160326005000005
0.262053728249999,9.470250964125,8.15727706736361,7.17042541258269e-05,0.00037331387154206,1.08710070010472,"SENP3_HUMAN",11,-7.23372023661292,0.000115474845835302,0.000499147423356799,-0.262053728249999,"Non-significant",3.30177116641167,"SENP3","SENP3_HUMAN",0.262053728249999
0.1848154065,9.53466844575,6.60851840165125,0.000275748858839586,0.00105601414409762,-0.420211290166455,"TRI32_HUMAN",30,-7.23039542498819,0.00011583289438243,0.000500438476037676,-0.1848154065,"Non-significant",3.30064930711518,"TRIM32","TRI32_HUMAN",0.1848154065
-1.84863364725,7.543311893875,-7.16840054430787,0.000165058114731606,0.000709472131092659,0.153313451182079,"TGBR3_HUMAN",4,7.22655601065435,0.000116247901432124,0.000501740710033045,1.84863364725,"Up in D2BM",3.29952065993412,"TGFBR3","TGBR3_HUMAN",-1.84863364725
-0.438620090749998,9.225916624125,-7.11179141110136,0.000173598965921814,0.000736620957328348,0.0968833590379994,"SNTA1_HUMAN",15,7.22650557429087,0.000116253364182529,0.000501740710033045,0.438620090749998,"Non-significant",3.29952065993412,"SNTA1","SNTA1_HUMAN",-0.438620090749998
-0.147150042500002,11.58988261375,-6.14111305934022,0.000434255099996379,0.00152636077223091,-0.926673670799158,"WNK1_HUMAN",46,7.22434695970857,0.000116487431707363,0.000502493634524752,0.147150042500002,"Non-significant",3.2988694354165,"WNK1","WNK1_HUMAN",-0.147150042500002
0.246755597500002,11.41527819625,6.66279963716821,0.000261991536717144,0.00101532260367302,-0.363069322887897,"TCOF_HUMAN",44,-7.21973037331368,0.000116989793067957,0.000504402540035708,-0.246755597500002,"Non-significant",3.29722273510309,"TCOF1","TCOF_HUMAN",0.246755597500002
0.571851849750001,8.180944859875,7.06121031031417,0.000181651875212072,0.000763338359848582,0.046172923860146,"CEP97_HUMAN",15,-7.21898400223184,0.000117071237269,0.000504495633405113,-0.571851849750001,"Up in D1C",3.29714258838896,"CEP97","CEP97_HUMAN",0.571851849750001
0.138217687500001,13.78572857375,7.8608709333505,9.12350797374016e-05,0.000452099051796918,0.817100286553741,"KFA_HUMAN",16,-7.21605033066895,0.00011739197340674,0.000505619286584269,-0.138217687500001,"Non-significant",3.29617636847296,"AFMID","KFA_HUMAN",0.138217687500001
0.345819232499998,14.24831068375,6.90766136853142,0.000208785435381258,0.000851404177469098,-0.109465204700216,"TF3C4_HUMAN",26,-7.21403411704533,0.000117612972590321,0.000506312434097967,-0.345819232499998,"Non-significant",3.29558140701208,"GTF3C4","TF3C4_HUMAN",0.345819232499998
0.216393704999998,14.609239935,7.89686285702586,8.85701532526698e-05,0.000441228027048909,0.850319382997036,"GLYL1_HUMAN",13,-7.20802920281328,0.000118273930214587,0.000508897885543008,-0.216393704999998,"Non-significant",3.29336935360482,"GLYATL1","GLYL1_HUMAN",0.216393704999998
-0.661323547749999,9.555182457125,-7.25455853078778,0.000152949879981871,0.00066937411130176,0.238549506635708,"LIME1_HUMAN",9,7.2049932980926,0.000118609665983437,0.000510082078864483,0.661323547749999,"Up in D2BM",3.29235993462797,"LIME1","LIME1_HUMAN",-0.661323547749999
0.347742794999998,10.99866426,7.1504278686758,0.000167717499265321,0.000717973997616756,0.135434491361485,"KRR1_HUMAN",15,-7.20283247585931,0.000118849275090817,0.000510851881560681,-0.347742794999998,"Non-significant",3.29170500269421,"KRR1","KRR1_HUMAN",0.347742794999998
0.233657359999999,11.443346025,6.71221352983821,0.000250133845665404,0.000981097340676448,-0.311345413409503,"PWP2_HUMAN",31,-7.20054106120165,0.000119103955077009,0.000511685645945011,-0.233657359999999,"Non-significant",3.29099676589736,"PWP2","PWP2_HUMAN",0.233657359999999
0.684352158749999,9.678074240375,7.08464490607778,0.000177869897218592,0.000751409302003428,0.0697015434180379,"SSF1_HUMAN",12,-7.19942432156169,0.000119228295934826,0.000511958892732882,-0.684352158749999,"Up in D1C",3.29076490889915,"PPAN","SSF1_HUMAN",0.684352158749999
0.137587550000001,11.13424611,6.07878436096231,0.000462237253054602,0.00160271402961631,-0.996222348824386,"VPS53_HUMAN",41,-7.19655238461868,0.000119548730487694,0.000513073446680638,-0.137587550000001,"Non-significant",3.28982046099942,"VPS53","VPS53_HUMAN",0.137587550000001
-0.165412185000001,13.713522315,-6.37219000966211,0.000345864377563077,0.00127528033179316,-0.673008937955363,"DC1L1_HUMAN",36,7.1885970623252,0.000120441365276216,0.000516438010283898,0.165412185000001,"Non-significant",3.28698180078004,"DYNC1LI1","DC1L1_HUMAN",-0.165412185000001
0.35908555975,8.117367029125,6.92251464541198,0.000205971216461475,0.00084074159009868,-0.0942971731458861,"PHLP1_HUMAN",23,-7.18847402209639,0.000120455229353202,0.000516438010283898,-0.35908555975,"Non-significant",3.28698180078004,"PHLPP1","PHLP1_HUMAN",0.35908555975
0.149858474999998,17.4229459775,6.15996376607486,0.000426168863113979,0.00150237446557412,-0.905734666769801,"ACS2A_HUMAN",44,-7.18727661703206,0.000120590244972047,0.000516754028911737,-0.149858474999998,"Non-significant",3.28671612867781,"ACSM2A","ACS2A_HUMAN",0.149858474999998
-1.17153620725,7.752187371375,-6.96193783583197,0.000198705959390387,0.000815826854214111,-0.0541562175181198,"PTPRS_HUMAN",25,7.18559145971297,0.000120780543892807,0.000517306506337639,1.17153620725,"Up in D2BM",3.28625205928903,"PTPRS","PTPRS_HUMAN",-1.17153620725
-0.175593135000002,12.394984365,-9.2624943239337,3.10147300837262e-05,0.000197449516522453,2.02735497951538,"CSRP2_HUMAN",12,7.18355678449819,0.00012101075894332,0.000518029297680674,0.175593135000002,"Non-significant",3.28564567758828,"CSRP2","CSRP2_HUMAN",-0.175593135000002
0.433653593500003,8.901505351,7.31668397430168,0.000144837993424209,0.000641197188325976,0.299529259018772,"FICD_HUMAN",11,-7.18209658539245,0.000121176275922715,0.000518443178673718,-0.433653593500003,"Non-significant",3.28529883530333,"FICD","FICD_HUMAN",0.433653593500003
-0.214021450000004,12.2477465875,-6.7194684574741,0.000248444089003936,0.000976286818747867,-0.303774796913263,"CPNE8_HUMAN",27,7.18123284704706,0.000121274301475918,0.000518443178673718,0.214021450000004,"Non-significant",3.28529883530333,"CPNE8","CPNE8_HUMAN",-0.214021450000004
0.158050302500001,12.97875678625,7.06661917702766,0.000180771019673082,0.000761098364048157,0.0516087313371791,"SHPK_HUMAN",19,-7.18107731589896,0.000121291962076708,0.000518443178673718,-0.158050302500001,"Non-significant",3.28529883530333,"SHPK","SHPK_HUMAN",0.158050302500001
0.353511095250003,9.822462201375,7.07484343208208,0.000179440841235802,0.000756631741258916,0.0598679216933835,"DAPK3_HUMAN",16,-7.17956972436322,0.000121463298144487,0.000518912387257923,-0.353511095250003,"Non-significant",3.2849059618864,"DAPK3","DAPK3_HUMAN",0.353511095250003
1.1583549975,8.1594918965,7.2514444725056,0.000153369727517826,0.000670167668868717,0.235482319169613,"EF2KT_HUMAN",5,-7.1760527401764,0.00012186404931398,0.000520360725262176,-1.1583549975,"Up in D1C",3.28369548967692,"EEF2KMT","EF2KT_HUMAN",1.1583549975
0.202728507500002,15.35236918875,8.46982301884923,5.60517122556914e-05,0.000308797308890995,1.36327448342418,"MMAB_HUMAN",12,-7.1750531131819,0.000121978223064924,0.000520584527703417,-0.202728507500002,"Non-significant",3.28350874370447,"MMAB","MMAB_HUMAN",0.202728507500002
0.1359868075,13.03741192875,6.71979787211855,0.00024836766876971,0.000976286818747867,-0.303431190388748,"HDAC1_HUMAN",22,-7.17147510743818,0.000122387868218954,0.000522068492519008,-0.1359868075,"Non-significant",3.282272516209,"HDAC1","HDAC1_HUMAN",0.1359868075
-1.6391156905,9.15222722275,-6.95921167061123,0.000199198999359856,0.00081705516574415,-0.0569265319387888,"ALS_HUMAN",15,7.1684427109177,0.000122736247580197,0.000523055828637235,1.6391156905,"Up in D2BM",3.2814519540102,"IGFALS","ALS_HUMAN",-1.6391156905
1.76925873775,8.820872664375,7.12290509945298,0.000171883781778283,0.000732461272299873,0.107988786525825,"DR9C7_HUMAN",4,-7.16838023465273,0.00012274343683052,0.000523055828637235,-1.76925873775,"Up in D1C",3.2814519540102,"SDR9C7","DR9C7_HUMAN",1.76925873775
0.146952630000001,16.817316055,6.25888387398521,0.000386401150034445,0.00139234873945778,-0.79657541105836,"6PGD_HUMAN",34,-7.16749796873354,0.000122845010812854,0.000523224151663235,-0.146952630000001,"Non-significant",3.28131221748962,"PGD","6PGD_HUMAN",0.146952630000001
-0.274229050000001,13.3366966225,-8.35676390898018,6.12198822463359e-05,0.000330360043184613,1.26435548617837,"CRIP2_HUMAN",10,7.16295854058371,0.000123369112102204,0.000525191033287616,0.274229050000001,"Non-significant",3.27968269733304,"CRIP2","CRIP2_HUMAN",-0.274229050000001
-0.349721669999997,11.8366378525,-6.88118041267922,0.00021391039479952,0.000867685619713742,-0.136567762177977,"FKBP9_HUMAN",24,7.16080105517533,0.000123619078836415,0.000525989508082857,0.349721669999997,"Non-significant",3.27902291863555,"FKBP9","FKBP9_HUMAN",-0.349721669999997
0.427047255249999,10.111522437375,7.62586291689495,0.000111026140628261,0.00052159560229777,0.597162743248562,"KBRS1_HUMAN",9,-7.15907781393246,0.000123819139543453,0.000526329546209462,-0.427047255249999,"Non-significant",3.27874224959975,"NKIRAS1","KBRS1_HUMAN",0.427047255249999
0.220200062499998,16.83067679375,6.73485137298306,0.000244903393107439,0.000964171275339842,-0.287742314679589,"UDB17_HUMAN",26,-7.15903701349613,0.000123823880665958,0.000526329546209462,-0.220200062499998,"Non-significant",3.27874224959975,"UGT2B17","UDB17_HUMAN",0.220200062499998
0.211877587499998,14.93761050625,6.50808833036004,0.000303389732323535,0.00114368159828045,-0.526835969792405,"IF4B_HUMAN",43,-7.15569736534025,0.000124212644022521,0.000527715915557372,-0.211877587499998,"Non-significant",3.27759980759564,"EIF4B","IF4B_HUMAN",0.211877587499998
-0.284897090000001,10.63132298,-7.10887719842727,0.000174051893415451,0.000737969521931004,0.093969131388052,"F234A_HUMAN",16,7.15213241305945,0.000124629136748728,0.000529218636602028,0.284897090000001,"Non-significant",3.27636487039741,"FAM234A","F234A_HUMAN",-0.284897090000001
-3.8854665745,9.74386239025,-6.96685475835877,0.000197820169043601,0.000813378636521227,-0.0491617228598642,"COMP_HUMAN",4,7.14843644748166,0.000125062580029406,0.000530791786036184,3.8854665745,"Up in D2BM",3.27507580643074,"COMP","COMP_HUMAN",-3.8854665745
0.518380642,9.5240807535,7.00237170283065,0.000191551789165257,0.000793880060260103,-0.0131628089974711,"KC1G3_HUMAN",15,-7.14693155856291,0.000125239546607467,0.000531275359010738,-0.518380642,"Up in D1C",3.27468032655936,"CSNK1G3","KC1G3_HUMAN",0.518380642
0.265869142499998,17.36552143125,6.62225277861805,0.000272193007442614,0.00104811094551567,-0.405720957601544,"FTCD_HUMAN",51,-7.14610456022447,0.000125336915851402,0.000531420957601342,-0.265869142499998,"Non-significant",3.27456132235491,"FTCD","FTCD_HUMAN",0.265869142499998
-0.291307924999996,10.483633995,-6.79378850846766,0.000231851850783886,0.00092313615978147,-0.226564454278559,"ITB3_HUMAN",27,7.1427391488585,0.000125734024433176,0.000532783041330115,0.291307924999996,"Non-significant",3.27344960736247,"ITGB3","ITB3_HUMAN",-0.291307924999996
0.101660009999998,11.43281424,5.37318305449589,0.000968986433372913,0.00292221346937398,-1.81854678798203,"LUZP1_HUMAN",53,-7.14231152392975,0.000125784583253877,0.000532783041330115,-0.101660009999998,"Non-significant",3.27344960736247,"LUZP1","LUZP1_HUMAN",0.101660009999998
0.182799101000001,9.989435792,7.36658258543576,0.000138671948065295,0.000619430763244499,0.34821902250745,"NMNA3_HUMAN",16,-7.14111552585565,0.000125926108497435,0.00053311459996227,-0.182799101000001,"Non-significant",3.27317942365357,"NMNAT3","NMNA3_HUMAN",0.182799101000001
0.172228817499999,14.38653874375,8.48255320689877,5.55012658106159e-05,0.000307371990484679,1.37434398765148,"CLPP_HUMAN",13,-7.1344989778506,0.000126712274277701,0.000536173574240331,-0.172228817499999,"Non-significant",3.27069459438972,"CLPP","CLPP_HUMAN",0.172228817499999
-0.176896097499998,10.56966948375,-6.68233883464069,0.000257229059700238,0.00100239655303435,-0.342583316277056,"NSUN6_HUMAN",24,7.13390300845377,0.000126783354380972,0.000536205165116516,0.176896097499998,"Non-significant",3.27066900689399,"NSUN6","NSUN6_HUMAN",-0.176896097499998
-0.255321745,12.48035419,-9.54491317445712,2.5383343535935e-05,0.000170755149772064,2.2522841779288,"ISCU_HUMAN",9,7.1317731691914,0.000127037739597326,0.000537011588297823,0.255321745,"Non-significant",3.2700163424578,"ISCU","ISCU_HUMAN",-0.255321745
0.250177144999999,11.3558303125,8.1369447834394,7.28819934990898e-05,0.000377812006890423,1.06883594251994,"DUT_HUMAN",11,-7.13103166688058,0.000127126437134652,0.000537117162209513,-0.250177144999999,"Non-significant",3.26993097062988,"DUT","DUT_HUMAN",0.250177144999999
0.374859333,9.61250162125,6.8711129127681,0.000215895700134954,0.000873217301553518,-0.146891957875704,"CYLD_HUMAN",23,-7.13023402058782,0.000127221927613005,0.000537251316558124,-0.374859333,"Non-significant",3.26982251157737,"CYLD","CYLD_HUMAN",0.374859333
-0.148492575000002,11.865398765,-6.02246003052954,0.000489264772869344,0.00167779201404219,-1.05949013857686,"KANK1_HUMAN",57,7.12950901002643,0.000127308791844492,0.000537348926618538,0.148492575000002,"Non-significant",3.26974361431115,"KANK1","KANK1_HUMAN",-0.148492575000002
0.294025899999999,10.6613936425,7.22828826944527,0.000156532649180915,0.000680110154611305,0.212642882205895,"DAXX_HUMAN",14,-7.12859903888726,0.000127417909953253,0.000537540321819802,-0.294025899999999,"Non-significant",3.26958895301787,"DAXX","DAXX_HUMAN",0.294025899999999
0.223098754999995,16.6131291375,6.86165827135529,0.000217778987034381,0.000878726223893152,-0.15659791530018,"PCBP2_HUMAN",21,-7.12674928513687,0.000127640042453062,0.000538177048848252,-0.223098754999995,"Non-significant",3.26907482714286,"PCBP2","PCBP2_HUMAN",0.223098754999995
-0.427806140000001,11.61757338,-7.58083476253761,0.000115346416089028,0.000537740196035177,0.554410619940745,"CANB1_HUMAN",9,7.12612350831077,0.000127715288177423,0.000538177048848252,0.427806140000001,"Non-significant",3.26907482714286,"PPP3R1","CANB1_HUMAN",-0.427806140000001
0.171052937499997,17.85486173625,6.54616042366768,0.000292561686619661,0.00111081191735005,-0.486276934021978,"ETFB_HUMAN",27,-7.12574867031283,0.000127760383763834,0.000538177048848252,-0.171052937499997,"Non-significant",3.26907482714286,"ETFB","ETFB_HUMAN",0.171052937499997
0.337273360750002,9.953574777125,7.07614322017773,0.000179231622814567,0.000756127802154146,0.0611725660251672,"C1GLC_HUMAN",15,-7.12133718341821,0.000128292451618116,0.000540148388955593,-0.337273360750002,"Non-significant",3.26748691489607,"C1GALT1C1","C1GLC_HUMAN",0.337273360750002
0.275305269999997,12.1070203775,7.86218093012908,9.11365156944845e-05,0.000451981943705532,0.818311497205411,"S35B2_HUMAN",11,-7.12032972079508,0.000128414307442648,0.000540195501946869,-0.275305269999997,"Non-significant",3.2674490363792,"SLC35B2","S35B2_HUMAN",0.275305269999997
0.221760272500001,11.18874883625,6.85483164617063,0.000219150251656571,0.000883293876706756,-0.163612179571626,"SYPM_HUMAN",21,-7.12018504487101,0.000128431817048467,0.000540195501946869,-0.221760272500001,"Non-significant",3.2674490363792,"PARS2","SYPM_HUMAN",0.221760272500001
0.421549320499999,8.726577282,6.77700403615097,0.000235487532679489,0.000935402645125078,-0.243947121133909,"SHRM2_HUMAN",51,-7.11799344599534,0.000128697384090791,0.000541042518953255,-0.421549320499999,"Non-significant",3.26676860361585,"SHROOM2","SHRM2_HUMAN",0.421549320499999
-0.294163468999997,10.0522671955,-9.53588037429106,2.55444869851439e-05,0.000171544939958411,2.24517968307237,"RN167_HUMAN",8,7.11626296059357,0.000128907508144865,0.000541655725898839,0.294163468999997,"Non-significant",3.26627666152123,"RNF167","RN167_HUMAN",-0.294163468999997
0.159886597499998,15.42182385875,6.07786285086989,0.000462665797966068,0.00160288122114919,-0.997254248741191,"MYO1B_HUMAN",68,-7.11493817074277,0.00012906862906629,0.000542062518385528,-0.159886597499998,"Non-significant",3.26595062153532,"MYO1B","MYO1B_HUMAN",0.159886597499998
1.8132772425,10.08979368125,7.26313941042149,0.000151799643827928,0.000665936773257386,0.246996002019731,"MT1A_HUMAN",2,-7.11357371568511,0.000129234808737329,0.000542490140860032,-1.8132772425,"Up in D1C",3.2656081502149,"MT1A","MT1A_HUMAN",1.8132772425
-0.2537179,10.5769760625,-6.84933380280528,0.000220261646252414,0.00088619828938501,-0.169264909961804,"GYS1_HUMAN",21,7.10202485658556,0.000130650957170947,0.000548161731206529,0.2537179,"Non-significant",3.26109128712188,"GYS1","GYS1_HUMAN",-0.2537179
-0.944485664500002,9.16633844375,-7.52667818966248,0.000120795069970604,0.000558519827088437,0.502726109766824,"TSN4_HUMAN",4,7.09968993947344,0.000130939367131861,0.000549098470425101,0.944485664500002,"Up in D2BM",3.26034976606455,"TSPAN4","TSN4_HUMAN",-0.944485664500002
0.165677550000003,10.452357055,6.39335719025102,0.000338831507218351,0.00125373607302172,-0.650096721234556,"DJC16_HUMAN",31,-7.09776290802126,0.000131177929371058,0.000549825343942638,-0.165677550000003,"Non-significant",3.25977524542969,"DNAJC16","DJC16_HUMAN",0.165677550000003
0.316362377500003,11.96086573625,7.82965821034538,9.36193921936453e-05,0.000460933327570231,0.788193384993251,"PQBP1_HUMAN",10,-7.09462554973164,0.000131567364385687,0.00055118355586827,-0.316362377500003,"Non-significant",3.25870374774448,"PQBP1","PQBP1_HUMAN",0.316362377500003
0.204803942500003,15.13114833875,6.39081562705532,0.000339667437146147,0.00125627767779942,-0.652844975406018,"USO1_HUMAN",51,-7.09137858111096,0.000131971762418248,0.000552603072738903,-0.204803942500003,"Non-significant",3.25758670452657,"USO1","USO1_HUMAN",0.204803942500003
-0.203693870000002,13.0029327875,-6.61713589333743,0.000273511737494304,0.00105126786837186,-0.411116932142207,"CSN4_HUMAN",27,7.09048369631722,0.000132083460400128,0.000552796170661707,0.203693870000002,"Non-significant",3.25743497407498,"COPS4","CSN4_HUMAN",-0.203693870000002
0.620752334250001,8.014199733875,7.41098416298306,0.000133432447941451,0.000600802405821844,0.391330583324409,"STEA2_HUMAN",7,-7.08044647672344,0.000133343533057821,0.000557792873520781,-0.620752334250001,"Up in D1C",3.25352703867228,"STEAP2","STEA2_HUMAN",0.620752334250001
0.863672017749999,8.079519391125,7.64398363591652,0.000109339142464334,0.000515279819471627,0.614311350756722,"DJC15_HUMAN",4,-7.07684132949948,0.000133799388569514,0.000559284954912329,-0.863672017749999,"Up in D1C",3.25236686328652,"DNAJC15","DJC15_HUMAN",0.863672017749999
-0.2691848275,13.14169132625,-10.3699051277658,1.45434245289476e-05,0.000114218104145337,2.87761337761943,"CSN8_HUMAN",8,7.07531615711338,0.000133992762655791,0.000559284954912329,0.2691848275,"Non-significant",3.25236686328652,"COPS8","CSN8_HUMAN",-0.2691848275
0.424608469250002,9.181919455375,6.76453674237815,0.000238229457294081,0.000944513685574697,-0.256879297087076,"BRAT1_HUMAN",36,-7.07529640350683,0.000133995269224984,0.000559284954912329,-0.424608469250002,"Non-significant",3.25236686328652,"BRAT1","BRAT1_HUMAN",0.424608469250002
0.22065592,15.31007576,6.36632263780718,0.000347842639617919,0.00128156480848371,-0.679369538365998,"LPPRC_HUMAN",100,-7.07523327670861,0.000134003279843554,0.000559284954912329,-0.22065592,"Non-significant",3.25236686328652,"LRPPRC","LPPRC_HUMAN",0.22065592
0.387531043249997,9.916040063375,6.81146685841897,0.000228090456139552,0.000911604767567704,-0.208290297980872,"F263_HUMAN",24,-7.07500709653283,0.000134031985872927,0.000559284954912329,-0.387531043249997,"Non-significant",3.25236686328652,"PFKFB3","F263_HUMAN",0.387531043249997
0.270272970000002,11.2115548875,6.79998453931138,0.000230525670373315,0.000918723818239561,-0.220155606954391,"RED_HUMAN",22,-7.07279935160791,0.000134312545628512,0.000560178350867256,-0.270272970000002,"Non-significant",3.25167367930497,"IK","RED_HUMAN",0.270272970000002
0.497084617499999,11.47785782875,7.75519657773915,9.95959996129313e-05,0.000481483647486801,0.718858942754018,"FADD_HUMAN",7,-7.06412286153062,0.00013542150932795,0.000564524185027345,-0.497084617499999,"Non-significant",3.24831744754074,"FADD","FADD_HUMAN",0.497084617499999
-0.242490529999998,10.647313715,-8.72586786555316,4.60689075235014e-05,0.000267988144593232,1.58330488975759,"GGPPS_HUMAN",10,7.06147734277361,0.000135761666524179,0.000565662425670936,0.242490529999998,"Non-significant",3.24744266846789,"GGPS1","GGPPS_HUMAN",-0.242490529999998
-0.260326624250002,9.463907599375,-8.37489118652512,6.03562165775762e-05,0.000326326202394092,1.28028971336784,"CBG_HUMAN",10,7.05481315533841,0.000136622766323916,0.000568688520645427,0.260326624250002,"Non-significant",3.24512553818121,"SERPINA6","CBG_HUMAN",-0.260326624250002
0.637659547750001,10.199738738625,8.50848822293304,5.43986084340965e-05,0.000303659516881457,1.39685315614527,"CAP7_HUMAN",4,-7.05481227978358,0.000136622879856091,0.000568688520645427,-0.637659547750001,"Up in D1C",3.24512553818121,"AZU1","CAP7_HUMAN",0.637659547750001
0.74039888375,10.028003215625,6.83199166787564,0.000223809011664309,0.000897472007287564,-0.187117694412597,"BAZ2A_HUMAN",22,-7.05274533472684,0.000136891191499029,0.000569472822861533,-0.74039888375,"Up in D1C",3.24452699706847,"BAZ2A","BAZ2A_HUMAN",0.74039888375
0.288091657499999,13.03549051375,7.27796643111238,0.000149834968182128,0.000659164377247992,0.261572755712985,"SFXN5_HUMAN",13,-7.05232040643261,0.000136946424479811,0.000569472822861533,-0.288091657499999,"Non-significant",3.24452699706847,"SFXN5","SFXN5_HUMAN",0.288091657499999
-0.382916927749999,10.297663926125,-6.83527315537663,0.00022313289125461,0.000895612923992908,-0.18373700666073,"KKCC2_HUMAN",20,7.04941528552788,0.000137324703445332,0.000570764262988514,0.382916927749999,"Non-significant",3.24354322699531,"CAMKK2","KKCC2_HUMAN",-0.382916927749999
-1.5434367655,7.46908557425,-6.98476764486955,0.00019463041452488,0.000803398513237127,-0.0309885698190957,"RAB3B_HUMAN",5,7.04612036667504,0.000137755148141385,0.000572271140307409,1.5434367655,"Up in D2BM",3.24239815505487,"RAB3B","RAB3B_HUMAN",-1.5434367655
0.2441794875,10.17347514625,6.66693596993195,0.000260975160702168,0.00101231460172967,-0.358728903716765,"ZC11A_HUMAN",26,-7.04210056332666,0.00013828232808814,0.000574178198746273,-0.2441794875,"Non-significant",3.24095330146672,"ZC3H11A","ZC11A_HUMAN",0.2441794875
-0.293610572749998,9.718731880375,-7.4005353415706,0.000134645111652255,0.000605292611262325,0.381203412263678,"PHAF1_HUMAN",12,7.03885794099874,0.000138709222283639,0.000575667176085076,0.293610572749998,"Non-significant",3.23982853283691,"PHAF1","PHAF1_HUMAN",-0.293610572749998
-0.14561295525,9.720586418875,-5.97334705908654,0.000514277426481699,0.00174090137663223,-1.1149848314696,"TNR6B_HUMAN",50,7.03614333933583,0.000139067731402043,0.000576871017710541,0.14561295525,"Non-significant",3.23892127966651,"TNRC6B","TNR6B_HUMAN",-0.14561295525
0.365072967499998,12.30396521125,7.75489280106823,9.96212458437514e-05,0.000481483647486801,0.7185749983782,"ZFPL1_HUMAN",9,-7.03477257794018,0.000139249155846425,0.000577339466123718,-0.365072967499998,"Non-significant",3.23856875371926,"ZFPL1","ZFPL1_HUMAN",0.365072967499998
0.2478408825,11.03941798125,6.81569662637397,0.000227200672507837,0.000908910521389918,-0.203923173839764,"AATF_HUMAN",20,-7.03123948514276,0.000139717988406444,0.000578998487845582,-0.2478408825,"Non-significant",3.23732257050603,"AATF","AATF_HUMAN",0.2478408825
