"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D1C_vs_D1CM","Diff_Abund","negLog10_sca_adjPval","Genes","Protein.Names"
0.629865765750002,7.760804593375,0.99371801025603,0.352381604660791,0.962552091646452,-5.48792393888877,"FZR1_HUMAN",12,1.03062241881339,0.333612764362451,0.962671346251211,0.629865765750002,"Non-significant",0.0165219546938003,"FZR1","FZR1_HUMAN"
0.178098678250001,7.523559450875,1.00505600304138,0.347249243990345,0.962552091646452,-5.47739321217764,"ARI4B_HUMAN",9,1.03051921642237,0.333658243024338,0.962671346251211,0.178098678250001,"Non-significant",0.0165219546938003,"ARID4B","ARI4B_HUMAN"
0.27191972725,8.123498439875,1.02896431451216,0.336616844900565,0.962552091646452,-5.45489970900277,"THA11_HUMAN",3,1.03031990867209,0.333746086462455,0.962671346251211,0.27191972725,"Non-significant",0.0165219546938003,"THAP11","THA11_HUMAN"
-0.0771329402500012,9.500730395375,-1.18894662645424,0.271963529523585,0.962552091646452,-5.29493266019678,"RCAN1_HUMAN",6,-1.03028257350277,0.333762543658461,0.962671346251211,-0.0771329402500012,"Non-significant",0.0165219546938003,"RCAN1","RCAN1_HUMAN"
-0.0394823550000005,9.3352543115,-0.949135518256377,0.373128782908077,0.962552091646452,-5.52846159314266,"ARI1B_HUMAN",46,-1.02980634657055,0.333972517773396,0.962671346251211,-0.0394823550000005,"Non-significant",0.0165219546938003,"ARID1B","ARI1B_HUMAN"
-0.0265393274999983,12.34368824875,-0.923940993163432,0.38525454702914,0.962552091646452,-5.55074209684169,"ELP3_HUMAN",34,-1.02975099400399,0.333996930013767,0.962671346251211,-0.0265393274999983,"Non-significant",0.0165219546938003,"ELP3","ELP3_HUMAN"
0.0187706975000008,15.42427110625,0.838332993033558,0.428630749977063,0.962552091646452,-5.62291273185382,"ACD11_HUMAN",44,1.02946338758738,0.33412379582723,0.962671346251211,0.0187706975000008,"Non-significant",0.0165219546938003,"ACAD11","ACD11_HUMAN"
-0.0342273725000002,11.31273055125,-0.966092298856092,0.365131035869477,0.962552091646452,-5.51320866456419,"CAP2_HUMAN",27,-1.02936142465241,0.334168781566993,0.962671346251211,-0.0342273725000002,"Non-significant",0.0165219546938003,"CAP2","CAP2_HUMAN"
-0.0301916599999998,10.71145332,-0.979683018908186,0.35881549839421,0.962552091646452,-5.50083638283963,"IRAK4_HUMAN",23,-1.02894637209637,0.334351949908513,0.962671346251211,-0.0301916599999998,"Non-significant",0.0165219546938003,"IRAK4","IRAK4_HUMAN"
0.0427951800000024,13.2780385025,1.09469491906595,0.30870165838042,0.962552091646452,-5.39110923203227,"COQ3_HUMAN",12,1.02863012386074,0.334491566730302,0.962671346251211,0.0427951800000024,"Non-significant",0.0165219546938003,"COQ3","COQ3_HUMAN"
0.0238139600000018,10.7852405325,0.954119061332305,0.370764656429421,0.962552091646452,-5.52400011379825,"TBCEL_HUMAN",25,1.02858324926441,0.334512264700509,0.962671346251211,0.0238139600000018,"Non-significant",0.0165219546938003,"TBCEL","TBCEL_HUMAN"
0.0845240352500003,7.824780404625,1.04669303217283,0.328898366791299,0.962552091646452,-5.43797226253437,"KLH12_HUMAN",9,1.02820995379782,0.334677132620908,0.962671346251211,0.0845240352500003,"Non-significant",0.0165219546938003,"KLHL12","KLH12_HUMAN"
-0.0437691200000003,15.311955095,-1.00184503996465,0.348696845849797,0.962552091646452,-5.48038452807364,"SPRE_HUMAN",19,-1.02802079565612,0.334760699321611,0.962671346251211,-0.0437691200000003,"Non-significant",0.0165219546938003,"SPR","SPRE_HUMAN"
0.0314037774999996,10.46492302375,0.935317732342969,0.379743120133722,0.962552091646452,-5.54073829326578,"INT13_HUMAN",37,1.02793411123695,0.334799000350759,0.962671346251211,0.0314037774999996,"Non-significant",0.0165219546938003,"INTS13","INT13_HUMAN"
-0.0395557874999994,12.64044869125,-0.962639362208076,0.366748995932492,0.962552091646452,-5.51633125352574,"UBP2L_HUMAN",31,-1.02781179576632,0.334853050530638,0.962671346251211,-0.0395557874999994,"Non-significant",0.0165219546938003,"UBAP2L","UBP2L_HUMAN"
0.075857401249996,9.912859797375,0.979175121048373,0.359050004693933,0.962552091646452,-5.50130108219526,"VPS39_HUMAN",41,1.0276350593139,0.334931160812495,0.962671346251211,0.075857401249996,"Non-significant",0.0165219546938003,"VPS39","VPS39_HUMAN"
-0.024722814999997,12.572927595,-0.913058620255794,0.390581965498928,0.962552091646452,-5.5602223519709,"DP13A_HUMAN",34,-1.02757872375869,0.334956061786335,0.962671346251211,-0.024722814999997,"Non-significant",0.0165219546938003,"APPL1","DP13A_HUMAN"
0.09499955175,9.609479069625,0.998674125883482,0.350130967675352,0.962552091646452,-5.48333158585334,"MANEA_HUMAN",15,1.02746317014635,0.335007142315995,0.962671346251211,0.09499955175,"Non-significant",0.0165219546938003,"MANEA","MANEA_HUMAN"
0.0291094824999973,11.19508361875,1.02860646341623,0.336774091064555,0.962552091646452,-5.45523922888502,"IGSF8_HUMAN",18,1.02684472548176,0.335280628525782,0.962671346251211,0.0291094824999973,"Non-significant",0.0165219546938003,"IGSF8","IGSF8_HUMAN"
-0.0416207300000053,10.4815416325,-0.986391671692988,0.355728979049522,0.962552091646452,-5.49468140592548,"DEN11_HUMAN",22,-1.02614054221951,0.335592239957687,0.962671346251211,-0.0416207300000053,"Non-significant",0.0165219546938003,"DENND11","DEN11_HUMAN"
-0.731240987750001,9.413683771875,-0.992080766324856,0.353127543329854,0.962552091646452,-5.48943728475997,"NEB1_HUMAN",4,-1.02601837060247,0.335646325483112,0.962671346251211,-0.731240987750001,"Non-significant",0.0165219546938003,"PPP1R9A","NEB1_HUMAN"
-0.0388772500000023,10.93605554,-1.66623853074466,0.138152836114238,0.962552091646452,-4.74013836811759,"NFYC_HUMAN",8,-1.02581313263207,0.335737199756802,0.962671346251211,-0.0388772500000023,"Non-significant",0.0165219546938003,"NFYC","NFYC_HUMAN"
0.0487477799999958,13.28154242,1.04591806881319,0.32923282119881,0.962552091646452,-5.43871655740473,"CATS_HUMAN",13,1.02561011834393,0.335827108152475,0.962671346251211,0.0487477799999958,"Non-significant",0.0165219546938003,"CTSS","CATS_HUMAN"
0.0539264700000004,11.659174205,1.33018794867903,0.223799205129838,0.962552091646452,-5.14144275848947,"CYBC1_HUMAN",7,1.02510834473383,0.336049407145238,0.962671346251211,0.0539264700000004,"Non-significant",0.0165219546938003,"CYBC1","CYBC1_HUMAN"
-0.0485425000000017,13.715789795,-1.02117883797246,0.340050911079508,0.962552091646452,-5.46226694017439,"RSU1_HUMAN",15,-1.02509114015516,0.336057031245335,0.962671346251211,-0.0485425000000017,"Non-significant",0.0165219546938003,"RSU1","RSU1_HUMAN"
0.0307433625000009,15.25486457375,1.10973394973316,0.302582752839812,0.962552091646452,-5.37612511689173,"NDUB9_HUMAN",14,1.02505280444359,0.336074019954,0.962671346251211,0.0307433625000009,"Non-significant",0.0165219546938003,"NDUFB9","NDUB9_HUMAN"
0.073142767500002,11.40343964125,1.04284306137563,0.330562559493204,0.962552091646452,-5.44166596496059,"COQ4_HUMAN",10,1.02470541721837,0.336227997021525,0.962671346251211,0.073142767500002,"Non-significant",0.0165219546938003,"COQ4","COQ4_HUMAN"
-0.0860300024999994,16.38685274125,-1.04013752764783,0.331736019481787,0.962552091646452,-5.44425581547159,"RS21_HUMAN",9,-1.02425458811447,0.336427905287077,0.962671346251211,-0.0860300024999994,"Non-significant",0.0165219546938003,"RPS21","RS21_HUMAN"
0.201883196750001,7.204143464375,1.01804857547631,0.341439309198833,0.962552091646452,-5.46521752492964,"SMBT1_HUMAN",5,1.02393294398852,0.336570586006383,0.962671346251211,0.201883196750001,"Non-significant",0.0165219546938003,"SFMBT1","SMBT1_HUMAN"
0.0650546524999953,11.42157328375,1.52436564343221,0.169806105345086,0.962552091646452,-4.9148796854034,"HPTR_HUMAN",5,1.02382954246196,0.336616464654108,0.962671346251211,0.0650546524999953,"Non-significant",0.0165219546938003,"HPR","HPTR_HUMAN"
-0.0504465149999991,12.2396442875,-0.963761943417518,0.366222386213385,0.962552091646452,-5.51531699944061,"AMPE_HUMAN",38,-1.02381256859186,0.336623996321779,0.962671346251211,-0.0504465149999991,"Non-significant",0.0165219546938003,"ENPEP","AMPE_HUMAN"
0.0767061724999998,13.72987306125,1.11737513678437,0.299511584967711,0.962552091646452,-5.36845789700239,"SGMR1_HUMAN",7,1.02336725797561,0.336821636633785,0.962671346251211,0.0767061724999998,"Non-significant",0.0165219546938003,"SIGMAR1","SGMR1_HUMAN"
-0.023416042500001,10.50279188125,-0.865322369680382,0.414592818601136,0.962552091646452,-5.6007624800179,"METH_HUMAN",59,-1.02321876104208,0.33688756331678,0.962671346251211,-0.023416042500001,"Non-significant",0.0165219546938003,"MTR","METH_HUMAN"
-0.0334663400000039,16.9186081875,-0.933855094266132,0.380448371297261,0.962552091646452,-5.54202970976147,"AL9A1_HUMAN",40,-1.02320695397688,0.33689280560785,0.962671346251211,-0.0334663400000039,"Non-significant",0.0165219546938003,"ALDH9A1","AL9A1_HUMAN"
-0.0356528775000022,15.01712429625,-0.948432921055587,0.373462998012756,0.962552091646452,-5.52908915433471,"MAOX_HUMAN",33,-1.02283368712697,0.337058567116257,0.962671346251211,-0.0356528775000022,"Non-significant",0.0165219546938003,"ME1","MAOX_HUMAN"
-0.0454900265000031,9.18182814125,-0.991028265897056,0.353607710681615,0.962552091646452,-5.49040915715479,"GAN_HUMAN",20,-1.02260536609822,0.337159991669299,0.962671346251211,-0.0454900265000031,"Non-significant",0.0165219546938003,"GAN","GAN_HUMAN"
0.133717894499998,6.95494276275,1.02298172260208,0.339253259609815,0.962552091646452,-5.46056453856008,"E2F3_HUMAN",7,1.02221251356113,0.337334559401791,0.962671346251211,0.133717894499998,"Non-significant",0.0165219546938003,"E2F3","E2F3_HUMAN"
0.0891625882500016,8.574260830875,1.61564977475571,0.148753195654772,0.962552091646452,-4.80321852350526,"SAP30_HUMAN",3,1.02200460736807,0.337426972708934,0.962671346251211,0.0891625882500016,"Non-significant",0.0165219546938003,"SAP30","SAP30_HUMAN"
0.0222053550000005,14.1508419525,0.86042772722619,0.417113872740351,0.962552091646452,-5.60482139825921,"SF3B2_HUMAN",51,1.02159834301749,0.337607611663488,0.962671346251211,0.0222053550000005,"Non-significant",0.0165219546938003,"SF3B2","SF3B2_HUMAN"
-0.249111652250002,7.078429341375,-1.05137986656979,0.326881359434272,0.962552091646452,-5.43346247494376,"ARG35_HUMAN",2,-1.0214410009362,0.337677591351751,0.962671346251211,-0.249111652250002,"Non-significant",0.0165219546938003,"ARHGEF35","ARG35_HUMAN"
0.034624814999999,11.1419922125,0.926660685643644,0.383931609266625,0.962552091646452,-5.54835921810495,"NOTC2_HUMAN",52,1.02140235706665,0.337694780366265,0.962671346251211,0.034624814999999,"Non-significant",0.0165219546938003,"NOTCH2","NOTC2_HUMAN"
-0.715581714999999,6.263138026,-0.986563576706812,0.355650157435138,0.962552091646452,-5.49452327604188,"TPC2_HUMAN",5,-1.02118113034688,0.337793196274578,0.962671346251211,-0.715581714999999,"Non-significant",0.0165219546938003,"TPCN2","TPC2_HUMAN"
-0.040658950000001,10.93211341,-0.963670344001094,0.366265334537052,0.962552091646452,-5.51539979319975,"TCAF2_HUMAN",28,-1.02108523780045,0.337835862336354,0.962671346251211,-0.040658950000001,"Non-significant",0.0165219546938003,"TCAF2","TCAF2_HUMAN"
