"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D1C_vs_D8C","Diff_Abund","negLog10_sca_adjPval","Genes","Protein.Names"
1.3333940475,11.99463868125,50.3411473108612,1.98609217276451e-10,3.28250410279059e-08,14.9784202492107,"PALLD_HUMAN",30,57.8531140020552,1.9242447075178e-11,3.86177586658751e-09,1.3333940475,"Up in D8C",8.41321293582046,"PALLD","PALLD_HUMAN"
1.15522504,15.1942869425,45.4391583739688,4.13995371535471e-10,4.84662081482289e-08,14.2274430331294,"AMPN_HUMAN",49,57.5574738149548,2.0015086372152e-11,3.92342239606673e-09,1.15522504,"Up in D8C",8.40633493316392,"ANPEP","AMPN_HUMAN"
-2.5824303625,15.24956822375,-54.0281039836122,1.19624013253925e-10,2.52077701929333e-08,15.4870559174258,"AACT_HUMAN",24,-56.7342248472924,2.23579317433526e-11,4.28306833328908e-09,-2.5824303625,"Up in D1C",8.3682449966906,"SERPINA3","AACT_HUMAN"
1.32945585000001,13.495892765,57.268621005082,7.87618781959173e-11,2.1387339920245e-08,15.8996296047659,"NEUR1_HUMAN",18,55.6693010793517,2.58618409573394e-11,4.84421016509808e-09,1.32945585000001,"Up in D8C",8.31477702334021,"NEU1","NEUR1_HUMAN"
1.0653018975,13.60443067625,41.323272628923,8.17444437003163e-10,7.36649808536131e-08,13.5189913406824,"MYLK_HUMAN",99,54.8798805154594,2.88610313529365e-11,5.26153764582765e-09,1.0653018975,"Up in D8C",8.2788873179166,"MYLK","MYLK_HUMAN"
-1.39752841,14.601469875,-48.5049644893801,2.59248149301924e-10,3.80780242202888e-08,14.7078189799885,"AK1D1_HUMAN",30,-54.762846468915,2.93382689944121e-11,5.26153764582765e-09,-1.39752841,"Up in D1C",8.2788873179166,"AKR1D1","AK1D1_HUMAN"
1.840361835,12.59020388,50.9342259957654,1.82607791701535e-10,3.20666890885883e-08,15.0632732848871,"FA10_HUMAN",25,54.397829551898,3.08849550159848e-11,5.42352678811949e-09,1.840361835,"Up in D8C",8.26571821041568,"F10","FA10_HUMAN"
-1.6558413505,9.82045197475,-54.2818738492457,1.15669386384761e-10,2.49994168676192e-08,15.5204758815865,"RIOX2_HUMAN",18,-54.1234127366509,3.21084746407724e-11,5.4240003093267e-09,-1.6558413505,"Up in D1C",8.2656802943735,"RIOX2","RIOX2_HUMAN"
-1.185856345,12.0709669575,-42.4062268566947,6.79166885742535e-10,6.43224458418407e-08,13.7130828871447,"SPTN2_HUMAN",127,-54.0772526072923,3.23196183929795e-11,5.4240003093267e-09,-1.185856345,"Up in D1C",8.2656802943735,"SPTBN2","SPTN2_HUMAN"
1.9724988935,10.78407478325,49.0789350548346,2.38277153096157e-10,3.65170567899546e-08,14.7937184582146,"ERBB2_HUMAN",39,53.9696065017941,3.28181297633956e-11,5.4240003093267e-09,1.9724988935,"Up in D8C",8.2656802943735,"ERBB2","ERBB2_HUMAN"
3.36713790975,10.531288147625,60.5955328396032,5.25195886668152e-11,1.84453172030244e-08,16.2933410282904,"ANGL8_HUMAN",9,53.6185273737326,3.45053568651577e-11,5.49409589950539e-09,3.36713790975,"Up in D8C",8.26010376423426,"ANGPTL8","ANGL8_HUMAN"
1.6024181875,14.09211671375,50.0896570143281,2.0587223552072e-10,3.33710975616182e-08,14.9420705403863,"HEXA_HUMAN",24,53.5851913870572,3.46705934047835e-11,5.49409589950539e-09,1.6024181875,"Up in D8C",8.26010376423426,"HEXA","HEXA_HUMAN"
1.27619624,12.807647585,44.5655993460835,4.75792366855452e-10,5.27691297397975e-08,14.083505794013,"DSG2_HUMAN",47,53.4800420593833,3.51976721524844e-11,5.49409589950539e-09,1.27619624,"Up in D8C",8.26010376423426,"DSG2","DSG2_HUMAN"
0.876174687499999,12.58450686875,38.396708446765,1.38322383884456e-09,9.71229609026828e-08,12.9639600115718,"MRP3_HUMAN",58,53.2966756052099,3.613862767815e-11,5.49727331633784e-09,0.876174687499999,"Up in D8C",8.25985267001508,"ABCC3","MRP3_HUMAN"
1.41259003,15.6881327625,49.8028860282671,2.14525916783337e-10,3.41177160861651e-08,14.9003498895119,"SCRB2_HUMAN",23,53.2234315709682,3.65223995390816e-11,5.49727331633784e-09,1.41259003,"Up in D8C",8.25985267001508,"SCARB2","SCRB2_HUMAN"
-0.994674680000003,13.713400125,-40.8295774762158,8.90933662296572e-10,7.36649808536131e-08,13.4285604693301,"HS105_HUMAN",48,-52.7450698436415,3.9145057047164e-11,5.78866115527273e-09,-0.994674680000003,"Up in D1C",8.23742187152531,"HSPH1","HS105_HUMAN"
2.822592735,10.193602085,50.6647813696723,1.89688099144099e-10,3.26302242384818e-08,15.0248734565841,"FBLI1_HUMAN",20,52.3357574814771,4.15588750035883e-11,6.03965098974562e-09,2.822592735,"Up in D8C",8.21898815700916,"FBLIM1","FBLI1_HUMAN"
1.33608770499999,17.8793485175,44.1603097042271,5.07985304827412e-10,5.38719174134674e-08,14.0155975375471,"GATM_HUMAN",48,52.1575889039394,4.26617598908703e-11,6.09484701898552e-09,1.33608770499999,"Up in D8C",8.21503719072554,"GATM","GATM_HUMAN"
-3.5227541955,10.55224275725,-49.654287484777,2.19172550078928e-10,3.42112115669497e-08,14.8786163403741,"APOA4_HUMAN",29,-52.0312809139497,4.34636514923462e-11,6.1059186404831e-09,-3.5227541955,"Up in D1C",8.21424898684126,"APOA4","APOA4_HUMAN"
0.995208022499998,13.90409910625,43.5234365211971,5.63715431180697e-10,5.65661591597868e-08,13.9074019367758,"ACOT9_HUMAN",29,51.5723111620212,4.65242280583855e-11,6.42873308695297e-09,0.995208022499998,"Up in D8C",8.19187460523397,"ACOT9","ACOT9_HUMAN"
3.0442605025,12.85890197875,52.4607193404919,1.47752586467198e-10,2.89629430542329e-08,15.2762202222307,"IL18_HUMAN",13,51.4467802611557,4.74031998318313e-11,6.44454147391138e-09,3.0442605025,"Up in D8C",8.19080797705908,"IL18","IL18_HUMAN"
1.6386163245,10.00475204025,46.3885603129628,3.56962849495331e-10,4.51233774527834e-08,14.3802241569526,"FIL1L_HUMAN",33,51.2827497298044,4.85801540794768e-11,6.47272955547411e-09,1.6386163245,"Up in D8C",8.18891253835808,"FILIP1L","FIL1L_HUMAN"
-0.808912277499999,10.95032000625,-36.0807827508764,2.15898772688502e-09,1.30117978053041e-07,12.4898001386714,"GEMI5_HUMAN",61,-51.2054296457912,4.91463627417657e-11,6.47272955547411e-09,-0.808912277499999,"Up in D1C",8.18891253835808,"GEMIN5","GEMI5_HUMAN"
1.1241107,10.9345715025,40.6795394368396,9.1473764296222e-10,7.48575106070733e-08,13.4008295649069,"AGRIN_HUMAN",69,51.0381569735751,5.03969774555255e-11,6.53532496880961e-09,1.1241107,"Up in D8C",8.18473281226831,"AGRN","AGRIN_HUMAN"
1.7712175835,10.52916967825,47.5793874036444,2.97651444706994e-10,4.11295742202501e-08,14.5666935321996,"APBA1_HUMAN",25,50.7193928625635,5.2881038223185e-11,6.73802532236769e-09,1.7712175835,"Up in D8C",8.17146736121719,"APBA1","APBA1_HUMAN"
-2.11614466,16.0952374925,-77.9613020452397,8.60134483630553e-12,7.25007356252193e-09,17.9608368698397,"A1AG2_HUMAN",9,-50.6083256592232,5.37788237594047e-11,6.73802532236769e-09,-2.11614466,"Up in D1C",8.17146736121719,"ORM2","A1AG2_HUMAN"
4.33437418975,10.865478635125,56.1954906587742,9.02119583144958e-11,2.17256170466539e-08,15.7663365197874,"SPP24_HUMAN",7,50.4666507770828,5.49491100642676e-11,6.73802532236769e-09,4.33437418975,"Up in D8C",8.17146736121719,"SPP2","SPP24_HUMAN"
-1.2995398025,11.98242294875,-44.3506528955473,4.9256687388689e-10,5.32287971793923e-08,14.0475808969931,"LPIN2_HUMAN",32,-50.4417640444931,5.51576399624357e-11,6.73802532236769e-09,-1.2995398025,"Up in D1C",8.17146736121719,"LPIN2","LPIN2_HUMAN"
2.1071710575,12.51301169375,55.8291457625735,9.45463529411742e-11,2.21369780261433e-08,15.7200922080956,"GELS_HUMAN",12,49.6400210689226,6.23788431787023e-11,7.51130384504688e-09,2.1071710575,"Up in D8C",8.12428466971222,"GSN","GELS_HUMAN"
1.4395101075,11.25566160625,44.1202400051672,5.11300675415517e-10,5.38719174134674e-08,14.0088440922027,"DTNA_HUMAN",32,49.2004076374774,6.67883217535497e-11,7.88979412574313e-09,1.4395101075,"Up in D8C",8.10293432901114,"DTNA","DTNA_HUMAN"
1.5110473625,13.26430606875,48.4331989204619,2.62015115052408e-10,3.80780242202888e-08,14.6969926451006,"PCP_HUMAN",19,49.1425796466392,6.73941365587264e-11,7.88979412574313e-09,1.5110473625,"Up in D8C",8.10293432901114,"PRCP","PCP_HUMAN"
2.16774606825,10.275876045875,46.9172950515919,3.29108092480885e-10,4.4032573198752e-08,14.4637128202373,"SCMC1_HUMAN",22,48.9270983422817,6.9706842012088e-11,8.026279927661e-09,2.16774606825,"Up in D8C",8.09548569771475,"SLC25A24","SCMC1_HUMAN"
-0.710519074999997,14.337168575,-33.2091229143011,3.90692550130218e-09,1.77281589513066e-07,11.852686881102,"XDH_HUMAN",58,-48.8582622537783,7.04644340546819e-11,8.026279927661e-09,-0.710519074999997,"Up in D1C",8.09548569771475,"XDH","XDH_HUMAN"
1.2169921425,14.95900738125,41.4456563627657,8.00311016638256e-10,7.36649808536131e-08,13.5412170382297,"PLOD2_HUMAN",41,48.6578807071548,7.27232599387619e-11,8.17312477365099e-09,1.2169921425,"Up in D8C",8.08761187094606,"PLOD2","PLOD2_HUMAN"
2.00900816875,10.162302613125,44.7571717718083,4.61388465148816e-10,5.26663612216434e-08,14.1153534064723,"EHD2_HUMAN",29,47.8133790635289,8.31857588108475e-11,9.17675221827607e-09,2.00900816875,"Up in D8C",8.03731099453388,"EHD2","EHD2_HUMAN"
1.280409574,10.150765538,46.5015800480649,3.50790084597243e-10,4.51233774527834e-08,14.3981649240417,"IRF6_HUMAN",20,47.7652929364945,8.38308127663136e-11,9.17675221827607e-09,1.280409574,"Up in D8C",8.03731099453388,"IRF6","IRF6_HUMAN"
4.14092779075,11.194943904625,45.5450020013642,4.07148720340407e-10,4.84593589992128e-08,14.2446616660158,"PEG10_HUMAN",23,47.2770003370289,9.07111007573045e-11,9.72594824874576e-09,4.14092779075,"Up in D8C",8.01206804561957,"PEG10","PEG10_HUMAN"
1.2658622225,14.83140265875,42.7274554953224,6.43422045818156e-10,6.23379818873705e-08,13.7695572470103,"ANX11_HUMAN",27,47.0984833531018,9.33839762735735e-11,9.72594824874576e-09,1.2658622225,"Up in D8C",8.01206804561957,"ANXA11","ANX11_HUMAN"
1.43050432,11.89145136,44.3828267305046,4.90013681797201e-10,5.32287971793923e-08,14.0529712007493,"RIR2B_HUMAN",23,47.0798553901294,9.36679752982944e-11,9.72594824874576e-09,1.43050432,"Up in D8C",8.01206804561957,"RRM2B","RIR2B_HUMAN"
0.631583452499996,11.90010345125,31.1865574623145,6.12119031938210e-09,2.29313392009207e-07,11.3667160699281,"RAPH1_HUMAN",50,47.0464795007736,9.41792620734433e-11,9.72594824874576e-09,0.631583452499996,"Up in D8C",8.01206804561957,"RAPH1","RAPH1_HUMAN"
0.887287617499993,16.73928952375,34.787976386431,2.80288712002148e-09,1.49544548786144e-07,12.2101483799217,"FAS_HUMAN",166,47.0180587852533,9.4617126159349e-11,9.72594824874576e-09,0.887287617499993,"Up in D8C",8.01206804561957,"FASN","FAS_HUMAN"
-1.5228671975,11.31495404375,-42.8628928975393,6.28996862434582e-10,6.16490064355941e-08,13.7932210486428,"NOP2_HUMAN",29,-46.712297420185,9.94761757627222e-11,1.0102225126554e-08,-1.5228671975,"Up in D1C",7.9955829575292,"NOP2","NOP2_HUMAN"
1.323926925,13.6991875175,41.0687477876406,8.54431991115653e-10,7.36649808536131e-08,13.4725251614689,"BGH3_HUMAN",36,46.5043627473025,1.02941571849541e-10,1.03296965371402e-08,1.323926925,"Up in D8C",7.9859124368716,"TGFBI","BGH3_HUMAN"
1.3426311,15.708403705,40.0053777750811,1.03103273640574e-09,8.19865559921129e-08,13.274769785596,"TRFE_HUMAN",55,46.3210519843782,1.06109992326826e-10,1.04689116333205e-08,1.3426311,"Up in D8C",7.98009846600141,"TF","TRFE_HUMAN"
1.4565506,11.8128564375,44.0330490433144,5.18600352959496e-10,5.39664490752542e-08,13.9941239222504,"CASP1_HUMAN",22,46.2601783261947,1.07186408100508e-10,1.04689116333205e-08,1.4565506,"Up in D8C",7.98009846600141,"CASP1","CASP1_HUMAN"
1.4638566975,15.22822570875,47.1489423245125,3.17690504338559e-10,4.31905364688663e-08,14.4999388185518,"PPGB_HUMAN",17,46.2115606513957,1.08054966437167e-10,1.04689116333205e-08,1.4638566975,"Up in D8C",7.98009846600141,"CTSA","PPGB_HUMAN"
-0.919123172500003,12.65693569125,-40.8928675690801,8.81104597882563e-10,7.36649808536131e-08,13.4402231858725,"4F2_HUMAN",25,-46.1138980274463,1.09823846942428e-10,1.04933356855211e-08,-0.919123172500003,"Up in D1C",7.9790864336811,"SLC3A2","4F2_HUMAN"
1.54393196,16.006403445,42.2408945453183,6.98442381200961e-10,6.54130092349211e-08,13.6838231746911,"TPM4_HUMAN",30,46.0609300161029,1.10796876973707e-10,1.04933356855211e-08,1.54393196,"Up in D8C",7.9790864336811,"TPM4","TPM4_HUMAN"
0.79687405,12.184481145,33.6521708535335,3.55376896197367e-09,1.6923569819478e-07,11.9548435453036,"MYO1D_HUMAN",62,45.8068292742754,1.15602230411886e-10,1.08267911126865e-08,0.79687405,"Up in D8C",7.96550024222542,"MYO1D","MYO1D_HUMAN"
1.694993975,18.30152464,41.2642398309832,8.25857931006569e-10,7.36649808536131e-08,13.5082435706993,"ANXA2_HUMAN",42,45.4186740408751,1.23404101765446e-10,1.13272348021504e-08,1.694993975,"Up in D8C",7.94587609690962,"ANXA2","ANXA2_HUMAN"
1.82623696,13.2203062775,52.1338624944887,1.5452716053148e-10,2.96024871845418e-08,15.2312698125458,"CSRP2_HUMAN",12,45.4076906306102,1.23633361228834e-10,1.13272348021504e-08,1.82623696,"Up in D8C",7.94587609690962,"CSRP2","CSRP2_HUMAN"
0.883672237500001,11.63852930125,35.4182680672226,2.46506849860271e-09,1.40392313342718e-07,12.3478987433321,"RIGI_HUMAN",49,45.2989189659554,1.25929938054565e-10,1.13819262055834e-08,0.883672237500001,"Up in D8C",7.94378423445532,"RIGI","RIGI_HUMAN"
-1.23928857,12.5437334775,-42.4243183502123,6.77094675963964e-10,6.43224458418407e-08,13.7162766318938,"DEOC_HUMAN",23,-45.2522070583954,1.26930960176159e-10,1.13819262055834e-08,-1.23928857,"Up in D1C",7.94378423445532,"DERA","DEOC_HUMAN"
1.9480772025,11.62004208375,41.2717607323407,8.24780573100475e-10,7.36649808536131e-08,13.5096138390882,"HKDC1_HUMAN",46,44.8520667962263,1.35883939096089e-10,1.19875861514831e-08,1.9480772025,"Up in D8C",7.92126825865513,"HKDC1","HKDC1_HUMAN"
1.32604718,15.4687823075,40.887027536657,8.82006376067267e-10,7.36649808536131e-08,13.4391478850886,"BHMT2_HUMAN",28,44.8243671207901,1.36529632286437e-10,1.19875861514831e-08,1.32604718,"Up in D8C",7.92126825865513,"BHMT2","BHMT2_HUMAN"
1.0471675375,12.62902986875,39.8383780866382,1.06238499570139e-09,8.29152141552504e-08,13.2431687886003,"AS3MT_HUMAN",27,44.7350349687852,1.38635737568196e-10,1.20470168243539e-08,1.0471675375,"Up in D8C",7.91912048314047,"AS3MT","AS3MT_HUMAN"
1.5936102875,13.49622106625,43.5611392506909,5.60228671323742e-10,5.65661591597868e-08,13.9138583391891,"CBPQ_HUMAN",18,43.9164650697759,1.59740870132094e-10,1.3739344840239e-08,1.5936102875,"Up in D8C",7.86203397608672,"CPQ","CBPQ_HUMAN"
