"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D1C_vs_D8C","Diff_Abund","negLog10_sca_adjPval","Genes","Protein.Names"
0.545109032500001,12.53676903125,20.0581425700955,1.41428624684247e-07,1.8493306304821e-06,7.90628809243049,"BIN1_HUMAN",24,21.7475459726454,3.43037212472649e-08,4.90910129699824e-07,0.545109032500001,"Up in D8C",6.30899800634513,"BIN1","BIN1_HUMAN"
-1.11071586675,9.450118780625,-21.6139655760739,8.33050335754357e-08,1.29792629945905e-06,8.49524767815,"LENG9_HUMAN",16,-21.7295822825359,3.45195289444082e-08,4.93161202495621e-07,-1.11071586675,"Up in D1C",6.30701109713071,"LENG9","LENG9_HUMAN"
0.868121147500002,14.68638110125,20.1761165038315,1.35678502434521e-07,1.809547621868e-06,7.95253443638787,"KLKB1_HUMAN",31,21.7204582209135,3.46297274854585e-08,4.93898431429661e-07,0.868121147500002,"Up in D8C",6.30636235311062,"KLKB1","KLKB1_HUMAN"
-0.471873044999999,13.86592066,-18.9370141950059,2.12400220657086e-07,2.4934839274632e-06,7.45269124452046,"API5_HUMAN",28,-21.7014074332366,3.48611006174673e-08,4.96358474838906e-07,-0.471873044999999,"Non-significant",6.30420455856466,"API5","API5_HUMAN"
0.481434347499995,11.64059352875,19.0011124268722,2.07390166325841e-07,2.45863813215263e-06,7.47933888357315,"PYRG2_HUMAN",28,21.6944916011264,3.49455248771989e-08,4.9672146575027e-07,0.481434347499995,"Non-significant",6.30388707162254,"CTPS2","PYRG2_HUMAN"
-1.333874941,9.1276191475,-21.7217764409185,8.04162814793059e-08,1.26460603841244e-06,8.53445687342719,"KRI1_HUMAN",14,-21.6695909658572,3.52514122896368e-08,4.99956892196674e-07,-1.333874941,"Up in D1C",6.30106744024038,"KRI1","KRI1_HUMAN"
0.594755647500001,11.88669109375,20.3151537135504,1.29240013907583e-07,1.76558197281526e-06,8.00669012889773,"IFIT3_HUMAN",23,21.666323664273,3.52917725539235e-08,4.99956892196674e-07,0.594755647500001,"Up in D8C",6.30106744024038,"IFIT3","IFIT3_HUMAN"
-1.11976790175,10.608199714125,-22.0660848328214,7.19259413397294e-08,1.17721118359724e-06,8.65836534647908,"NEP1_HUMAN",14,-21.6601695810185,3.53679342296731e-08,5.00195163795158e-07,-1.11976790175,"Up in D1C",6.30086051162037,"EMG1","NEP1_HUMAN"
-0.396168232500003,14.44225621125,-16.4600087578016,5.70229439251554e-07,5.05711987908619e-06,6.34807370994138,"PUR2_HUMAN",51,-21.6054946449601,3.6052780871587e-08,5.09026616359476e-07,-0.396168232500003,"Non-significant",6.29325950835905,"GART","PUR2_HUMAN"
-0.720611807499999,10.73667848125,-19.9363157666039,1.47659171252481e-07,1.90892508356926e-06,7.85824392855369,"ANO1_HUMAN",28,-21.6003493895625,3.61179955830546e-08,5.09094623360481e-07,-0.720611807499999,"Up in D1C",6.29320148960027,"ANO1","ANO1_HUMAN"
0.557598827499998,13.03199636875,18.3095321757497,2.69441944987662e-07,2.9042533942468e-06,7.18698796600591,"OGDHL_HUMAN",48,21.5829185304211,3.63399179336766e-08,5.11367559704441e-07,0.557598827499998,"Up in D8C",6.29126682634532,"OGDHL","OGDHL_HUMAN"
0.493127825000006,16.46860981,18.6373807234606,2.37721812453971e-07,2.65750286097416e-06,7.32692198820619,"STBD1_HUMAN",31,21.5738538656841,3.64559330438204e-08,5.11371937726937e-07,0.493127825000006,"Non-significant",6.29126310819223,"STBD1","STBD1_HUMAN"
-0.437956094999999,12.1998645075,-18.7521183782361,2.2764049972882e-07,2.5964526551863e-06,7.37531832772317,"CTBL1_HUMAN",27,-21.5734146202327,3.64615653783236e-08,5.11371937726937e-07,-0.437956094999999,"Non-significant",6.29126310819223,"CTNNBL1","CTBL1_HUMAN"
-0.473304507500004,13.78158819625,-17.2199617678616,4.15169542444278e-07,4.01775438950955e-06,6.70345975104296,"SYIC_HUMAN",64,-21.5523100672382,3.67333438488102e-08,5.14327832726945e-07,-0.473304507500004,"Non-significant",6.28875997330157,"IARS1","SYIC_HUMAN"
-0.264252422499991,16.01628887625,-12.7859399989063,3.32112494315019e-06,1.91705470164815e-05,4.3699840407337,"GDE_HUMAN",118,-21.5197032508422,3.71577495281942e-08,5.19407414217494e-07,-0.264252422499991,"Non-significant",6.2844918553791,"AGL","GDE_HUMAN"
-0.804509399999999,12.19484818,-19.4401982774334,1.76469026615909e-07,2.19389000788421e-06,7.65950595128802,"ZFR_HUMAN",49,-21.5134231450965,3.7240124159701e-08,5.19690185491117e-07,-0.804509399999999,"Up in D1C",6.28425548488447,"ZFR","ZFR_HUMAN"
-1.1140406125,11.03566849125,-21.9072497604583,7.5709095451783e-08,1.22434273824172e-06,8.60145043836,"MK67I_HUMAN",14,-21.5087701916999,3.73012886726926e-08,5.19690185491117e-07,-1.1140406125,"Up in D1C",6.28425548488447,"NIFK","MK67I_HUMAN"
0.81055808,10.0565761325,19.7161623104574,1.59726778188456e-07,2.02456693736917e-06,7.77067171290334,"VPS41_HUMAN",35,21.4864408295263,3.75963961832063e-08,5.22937332389844e-07,0.81055808,"Up in D8C",6.28155035286883,"VPS41","VPS41_HUMAN"
0.569658755000004,11.9417390825,17.9928766744011,3.04720600466183e-07,3.18671208601669e-06,7.04945462187138,"SKI3_HUMAN",72,21.4454931889213,3.81444334194796e-08,5.29093251102416e-07,0.569658755000004,"Up in D8C",6.27646777811578,"SKIC3","SKI3_HUMAN"
-0.588856935249998,9.099422335625,-19.627802533703,1.64882547236294e-07,2.07400425258993e-06,7.73524834731962,"UBP28_HUMAN",26,-21.4440053827874,3.81645149685928e-08,5.29093251102416e-07,-0.588856935249998,"Up in D1C",6.27646777811578,"USP28","UBP28_HUMAN"
1.249500036,10.451026797,21.0276643106181,1.01239230397997e-07,1.47893496191459e-06,8.27848614968053,"UD3A1_HUMAN",17,21.427713089657,3.83852009691475e-08,5.3063075056243e-07,1.249500036,"Up in D8C",6.27520758584142,"UGT3A1","UD3A1_HUMAN"
0.436788320000002,11.3663204925,16.4302157863611,5.77531727767253e-07,5.10809541799598e-06,6.3338168559508,"DJC13_HUMAN",101,21.4265269583538,3.84013237445821e-08,5.3063075056243e-07,0.436788320000002,"Non-significant",6.27520758584142,"DNAJC13","DJC13_HUMAN"
0.654278280000003,14.9666886325,19.2592656130843,1.88527740244289e-07,2.30638653486083e-06,7.58576192107042,"EZRI_HUMAN",33,21.4141984162233,3.85693554858627e-08,5.32080355794332e-07,0.654278280000003,"Up in D8C",6.27402277476746,"EZR","EZRI_HUMAN"
-0.630325079999995,15.945750355,-18.7903371638709,2.24391009802001e-07,2.5818302078392e-06,7.39137368449493,"CP4F2_HUMAN",42,-21.3950117619707,3.88325120142193e-08,5.34835365633749e-07,-0.630325079999995,"Up in D1C",6.27177988302604,"CYP4F2","CP4F2_HUMAN"
-1.0972354425,11.33680188625,-21.502075490588,8.6428564747421e-08,1.33426075504764e-06,8.45434448154931,"APOL1_HUMAN",15,-21.3892883048566,3.89114044019209e-08,5.350476797778e-07,-1.0972354425,"Up in D1C",6.27160751491011,"APOL1","APOL1_HUMAN"
0.82023716,12.47121072,19.347573884171,1.82528994721992e-07,2.2466206214852e-06,7.62184039876941,"CYTSA_HUMAN",50,21.353686203007,3.94062242540593e-08,5.40969159995873e-07,0.82023716,"Up in D8C",6.26682749279618,"SPECC1L","CYTSA_HUMAN"
0.348792792499998,11.75763976625,16.0787584198039,6.72198641033231e-07,5.72319428815061e-06,6.16370762900872,"LRSM1_HUMAN",39,21.347683256041,3.94903541806343e-08,5.41242594127751e-07,0.348792792499998,"Non-significant",6.26660803308931,"LRSAM1","LRSM1_HUMAN"
-0.532212735000002,18.3480131625,-18.3371798944711,2.66588776999306e-07,2.88456585536219e-06,7.19888425453661,"AGT1_HUMAN",37,-21.336480356483,3.96479026432656e-08,5.42519758733906e-07,-0.532212735000002,"Up in D1C",6.26558444005484,"AGXT","AGT1_HUMAN"
-0.523801804999991,16.7907023425,-20.7738984956594,1.10334966500139e-07,1.58513915643884e-06,8.18276380089053,"PRDX4_HUMAN",20,-21.3080453391829,4.00509827560692e-08,5.47147056160304e-07,-0.523801804999991,"Up in D1C",6.26189593308956,"PRDX4","PRDX4_HUMAN"
-0.68099308,18.601145745,-18.672545413075,2.34579148545708e-07,2.63635685745569e-06,7.3417858435762,"BIP_HUMAN",61,-21.300063103461,4.01649642116682e-08,5.47816316084387e-07,-0.68099308,"Up in D1C",6.26136503692344,"HSPA5","BIP_HUMAN"
0.628087757499998,11.94797575375,20.7019822806263,1.13079187843218e-07,1.6046203271557e-06,8.15542174752281,"PEPL1_HUMAN",20,21.292435542649,4.02742230781893e-08,5.48288802290201e-07,0.628087757499998,"Up in D8C",6.26099062362816,"NPEPL1","PEPL1_HUMAN"
-0.990371704999998,16.1942687025,-20.3509972040654,1.27636989861122e-07,1.75792841101209e-06,8.02059092714754,"ENOB_HUMAN",23,-21.2871276036795,4.03504529775494e-08,5.48288802290201e-07,-0.990371704999998,"Up in D1C",6.26099062362816,"ENO3","ENOB_HUMAN"
0.99263477,14.0648891925,21.58348111395,8.41431278668758e-08,1.30615547843443e-06,8.48412492903384,"LGMN_HUMAN",15,21.2840483780863,4.03947498187466e-08,5.48288802290201e-07,0.99263477,"Up in D8C",6.26099062362816,"LGMN","LGMN_HUMAN"
1.14675211775,9.462469457875,19.9557270800106,1.4664584590853e-07,1.9045883438567e-06,7.86591875746052,"TBCD8_HUMAN",40,21.2679968223093,4.06265528507684e-08,5.50548575529142e-07,1.14675211775,"Up in D8C",6.25920435670391,"TBC1D8","TBCD8_HUMAN"
0.587456224999997,14.51402402,20.1474237946695,1.37052144597383e-07,1.81352045025328e-06,7.94131180197489,"ARC1B_HUMAN",22,21.2599288187134,4.07436304645555e-08,5.51248894359131e-07,0.587456224999997,"Up in D8C",6.25865226858843,"ARPC1B","ARC1B_HUMAN"
0.8337371325,13.19006765125,20.1783367798331,1.35572862512987e-07,1.809547621868e-06,7.9534021886791,"GBA1_HUMAN",23,21.1953730009233,4.16942483807007e-08,5.63206441668151e-07,0.8337371325,"Up in D8C",6.24933238659866,"GBA1","GBA1_HUMAN"
-0.462460042499997,13.42693138125,-16.8781555058511,4.78057658091439e-07,4.44272105849255e-06,6.54555546328273,"CLU_HUMAN",65,-21.1781366558393,4.19522763023491e-08,5.65737935419128e-07,-0.462460042499997,"Non-significant",6.24738469877273,"CLUH","CLU_HUMAN"
-1.49682831875,9.851648450625,-20.1501262898202,1.36922092404837e-07,1.81352045025328e-06,7.94236951882203,"IREB2_HUMAN",35,-21.1739055259368,4.20158912768269e-08,5.65737935419128e-07,-1.49682831875,"Up in D1C",6.24738469877273,"IREB2","IREB2_HUMAN"
-1.034055235,11.3651042,-19.9218859593829,1.48417607122837e-07,1.91286240128194e-06,7.85253382486379,"HUTH_HUMAN",30,-21.1438663188504,4.24706712207666e-08,5.70949422200704e-07,-1.034055235,"Up in D1C",6.24340236221305,"HAL","HUTH_HUMAN"
-0.69763303,11.0583621275,-18.9423304517102,2.11979499381838e-07,2.49201562104535e-06,7.4549047916706,"TBL3_HUMAN",40,-21.1266577043489,4.27337017785682e-08,5.73038960531228e-07,-0.69763303,"Up in D1C",6.24181584964079,"TBL3","TBL3_HUMAN"
0.428270815000001,14.0191991325,17.2522876167474,4.09725302508833e-07,3.99257176282885e-06,6.7182338920991,"ADAS_HUMAN",37,21.1241283432597,4.27725172581793e-08,5.73038960531228e-07,0.428270815000001,"Non-significant",6.24181584964079,"AGPS","ADAS_HUMAN"
0.566816567500002,12.47268784125,20.5575999671937,1.1882623362266e-07,1.6582555019957e-06,8.10023822374112,"PP2BA_HUMAN",20,21.1166912159781,4.28868776818452e-08,5.73038960531228e-07,0.566816567500002,"Up in D8C",6.24181584964079,"PPP3CA","PP2BA_HUMAN"
-0.657480478999997,9.914710403,-19.9290933960783,1.48038229473576e-07,1.91089469560914e-06,7.85538644027921,"IPO8_HUMAN",23,-21.1157897168498,4.29007634196434e-08,5.73038960531228e-07,-0.657480478999997,"Up in D1C",6.24181584964079,"IPO8","IPO8_HUMAN"
-1.26398301,9.547522425,-20.0564399756614,1.415136145048e-07,1.8493306304821e-06,7.90561866967464,"MCM6_HUMAN",30,-21.1115571774195,4.29660248019618e-08,5.73038960531228e-07,-1.26398301,"Up in D1C",6.24181584964079,"MCM6","MCM6_HUMAN"
1.1751892555,10.63015544475,20.0679666269098,1.40939361036012e-07,1.8493306304821e-06,7.91014958203696,"RBG1L_HUMAN",27,21.090446799247,4.32932015470409e-08,5.76490356777263e-07,1.1751892555,"Up in D8C",6.23920795295462,"RABGAP1L","RBG1L_HUMAN"
0.6900823125,11.74468600625,18.6936956829968,2.32711702444354e-07,2.62587274418134e-06,7.35071251949439,"HERC4_HUMAN",49,21.0792933324955,4.34671961461774e-08,5.77894315956041e-07,0.6900823125,"Up in D8C",6.23815157713955,"HERC4","HERC4_HUMAN"
0.698843952500001,11.78962922125,19.0110105929521,2.06628540668532e-07,2.45305911168318e-06,7.48344587917186,"CAN5_HUMAN",36,21.0529983284543,4.38805296855376e-08,5.82470842077789e-07,0.698843952500001,"Up in D8C",6.23472581011596,"CAPN5","CAN5_HUMAN"
0.641328094999999,10.787311435,19.6841053415813,1.61575811637846e-07,2.04492870314625e-06,7.75783850342503,"PDPK1_HUMAN",24,21.0318968752469,4.42154327962985e-08,5.85553051124732e-07,0.641328094999999,"Up in D8C",6.23243375171545,"PDPK1","PDPK1_HUMAN"
0.3752853875,15.20750629875,15.5398136774281,8.53685966194864e-07,6.75654367047559e-06,5.89571144012543,"ODO1_HUMAN",67,21.029624712484,4.42516661011335e-08,5.85553051124732e-07,0.3752853875,"Non-significant",6.23243375171545,"OGDH","ODO1_HUMAN"
-0.626904012499999,10.57164168375,-18.5877311696794,2.42240803342797e-07,2.69018146426408e-06,7.30588799094656,"GOGA1_HUMAN",39,-21.0177241490238,4.44419876814884e-08,5.87149708726121e-07,-0.626904012499999,"Up in D1C",6.2312511502277,"GOLGA1","GOGA1_HUMAN"
0.913561344249999,9.918811082875,19.6240873691133,1.65103434984915e-07,2.07400425258993e-06,7.73375544605238,"SPD2B_HUMAN",31,21.0008438955021,4.47135332670495e-08,5.89812788588357e-07,0.913561344249999,"Up in D8C",6.22928581511223,"SH3PXD2B","SPD2B_HUMAN"
-0.997507094999998,14.2608022675,-20.1022916471054,1.39244930492552e-07,1.83676920050348e-06,7.92362664925128,"ICAM1_HUMAN",22,-20.9419227411715,4.56761442914839e-08,6.01314695678768e-07,-0.997507094999998,"Up in D1C",6.2208981821944,"ICAM1","ICAM1_HUMAN"
-1.2513871195,8.96297168725,-22.9786706609767,5.39419616268539e-08,9.36945898063879e-07,8.97748438582184,"NGDN_HUMAN",10,-20.9387784233831,4.57281670340598e-08,6.01314695678768e-07,-1.2513871195,"Up in D1C",6.2208981821944,"NGDN","NGDN_HUMAN"
0.8405601975,10.56405818625,19.8487257783629,1.52331738851129e-07,1.94251774096243e-06,7.82351921041283,"PDP1_HUMAN",24,20.9279356475146,4.59080739897683e-08,6.02740117850089e-07,0.8405601975,"Up in D8C",6.21986990131278,"PDP1","PDP1_HUMAN"
0.454456567500003,12.49931275875,18.2487686181003,2.75835365143305e-07,2.95951884225845e-06,7.16077991070573,"EMAL2_HUMAN",28,20.9154714015831,4.61158719321856e-08,6.04526725530937e-07,0.454456567500003,"Non-significant",6.21858449464763,"EML2","EMAL2_HUMAN"
-0.771930218000001,10.3143274785,-20.7121289941426,1.12687341414373e-07,1.60175649372976e-06,8.15928525884658,"TSYL1_HUMAN",18,-20.900520701226,4.63665235326475e-08,6.06868675243301e-07,-0.771930218000001,"Up in D1C",6.21690527892093,"TSPYL1","TSYL1_HUMAN"
0.503844977500002,9.85006868875,17.131598966587,4.30475654817883e-07,4.11859170767302e-06,6.66293527370215,"DOCK5_HUMAN",67,20.8933472184127,4.64873336756617e-08,6.07043904488478e-07,0.503844977500002,"Up in D8C",6.21677989741316,"DOCK5","DOCK5_HUMAN"
1.022117615,10.8453438275,27.0455138184637,1.69167624782484e-08,4.25645943072106e-07,10.2567355979704,"RNF13_HUMAN",9,20.8895806849897,4.65509087754618e-08,6.07043904488478e-07,1.022117615,"Up in D8C",6.21677989741316,"RNF13","RNF13_HUMAN"
-0.821297647500003,18.23324298875,-18.9882404269319,2.08385394598247e-07,2.4660442095523e-06,7.47399478158302,"PDIA3_HUMAN",49,-20.8869147003292,4.65959670428337e-08,6.07043904488478e-07,-0.821297647500003,"Up in D1C",6.21677989741316,"PDIA3","PDIA3_HUMAN"
-0.493686915,12.1452311275,-19.6255172603082,1.65018379992611e-07,2.07400425258993e-06,7.73433006682727,"NOC2L_HUMAN",22,-20.8518666256794,4.71929176382957e-08,6.13872072180856e-07,-0.493686915,"Non-significant",6.21192212419201,"NOC2L","NOC2L_HUMAN"
1.202320335,10.6271711575,19.8876019894039,1.50237412099807e-07,1.93336052914392e-06,7.83895046203461,"DSC2_HUMAN",26,20.8467094102823,4.72814829008255e-08,6.14076455117192e-07,1.202320335,"Up in D8C",6.21177755399173,"DSC2","DSC2_HUMAN"
1.0303995625,13.21786868625,20.772438328287,1.10389925831012e-07,1.58513915643884e-06,8.18220960557908,"RISC_HUMAN",16,20.8406597667913,4.73856129042536e-08,6.14482047953775e-07,1.0303995625,"Up in D8C",6.2114908004724,"SCPEP1","RISC_HUMAN"
0.5399239075,12.09100091375,18.8156907529428,2.22264452249743e-07,2.56991367354333e-06,7.4020065855188,"STAT6_HUMAN",27,20.8331636685148,4.75149991092224e-08,6.15213406285155e-07,0.5399239075,"Up in D8C",6.21097420927258,"STAT6","STAT6_HUMAN"
-1.54750514275,10.442174793625,-20.2430820167071,1.32533046763953e-07,1.78739368187738e-06,7.97866451593679,"OGFD1_HUMAN",18,-20.8214627367076,4.77177599004112e-08,6.15973714681317e-07,-1.54750514275,"Up in D1C",6.2104378199986,"OGFOD1","OGFD1_HUMAN"
-0.7895026175,12.02995347875,-23.2018946022171,5.03614703785933e-08,9.00014079531754e-07,9.05357016532258,"NIP7_HUMAN",13,-20.8172332321828,4.77912912739893e-08,6.15973714681317e-07,-0.7895026175,"Up in D1C",6.2104378199986,"NIP7","NIP7_HUMAN"
1.0384347425,10.87072980625,21.2953169038437,9.25574875651979e-08,1.39315546908402e-06,8.37818956448871,"TM63A_HUMAN",14,20.8171376765846,4.77929540160851e-08,6.15973714681317e-07,1.0384347425,"Up in D8C",6.2104378199986,"TMEM63A","TM63A_HUMAN"
-0.516948225000004,14.1207604425,-17.511407445347,3.68900035309516e-07,3.67983242322356e-06,6.83568803144591,"SRP68_HUMAN",47,-20.803718256397,4.80271116893387e-08,6.18046602182345e-07,-0.516948225000004,"Up in D1C",6.20897877684066,"SRP68","SRP68_HUMAN"
1.0059480675,12.03045010875,22.4870242668782,6.28974349568849e-08,1.04568536341535e-06,8.8072042837368,"SO2B1_HUMAN",12,20.7938986801837,4.81992749407174e-08,6.19102829017667e-07,1.0059480675,"Up in D8C",6.20823721145478,"SLCO2B1","SO2B1_HUMAN"
0.504939082499998,14.42867302875,18.9308836595033,2.12886561594308e-07,2.49540706262146e-06,7.45013788527034,"CRK_HUMAN",25,20.7906669922002,4.82560871591656e-08,6.19102829017667e-07,0.504939082499998,"Up in D8C",6.20823721145478,"CRK","CRK_HUMAN"
-0.606988432499996,17.65179419625,-18.0124636654657,3.02392003877438e-07,3.16628844805332e-06,7.05803106333445,"UGDH_HUMAN",51,-20.7508188778046,4.89628490540126e-08,6.27215584614396e-07,-0.606988432499996,"Up in D1C",6.20258315914386,"UGDH","UGDH_HUMAN"
0.606955769999999,13.88950908,17.8967393076716,3.16449448596711e-07,3.2808762634953e-06,7.00722533428649,"DYN2_HUMAN",59,20.7370029884761,4.92106128184521e-08,6.29432861072432e-07,0.606955769999999,"Up in D8C",6.20105058743188,"DNM2","DYN2_HUMAN"
-0.477705004999999,10.9336285575,-17.5599408464167,3.61778477064402e-07,3.62970468599179e-06,6.85749712135952,"DDX41_HUMAN",36,-20.7275461994666,4.93810188970212e-08,6.29907182599737e-07,-0.477705004999999,"Non-significant",6.20072343952178,"DDX41","DDX41_HUMAN"
1.0321979475,12.21359157625,21.6475968177417,8.23914199336126e-08,1.2870853349844e-06,8.50750012468281,"PAWR_HUMAN",13,20.7266524394114,4.9397158345999e-08,6.29907182599737e-07,1.0321979475,"Up in D8C",6.20072343952178,"PAWR","PAWR_HUMAN"
0.493188380000001,14.1995091425,18.0363655680197,2.99577775056587e-07,3.14463395510831e-06,7.06848437282731,"EHD3_HUMAN",31,20.7131556726823,4.96416065653711e-08,6.32068129515881e-07,0.493188380000001,"Non-significant",6.19923610735352,"EHD3","EHD3_HUMAN"
-0.7037701625,13.38782286875,-20.3282364278825,1.28652279289318e-07,1.76316780565413e-06,8.01176671527533,"MGAT1_HUMAN",19,-20.7014173435805,4.98553162745872e-08,6.33831766030914e-07,-0.7037701625,"Up in D1C",6.19802599886893,"MGAT1","MGAT1_HUMAN"
1.02503371,11.142998815,20.4209760123266,1.2457205076194e-07,1.72416718534054e-06,8.04765921200802,"EKI2_HUMAN",17,20.6836461639755,5.01808383817666e-08,6.37009467951673e-07,1.02503371,"Up in D8C",6.19585411264329,"ETNK2","EKI2_HUMAN"
-0.684796332500003,16.47769928125,-18.9231320123396,2.13503319848158e-07,2.49581213692439e-06,7.44690815663517,"TXND5_HUMAN",30,-20.6573658804922,5.06666281366849e-08,6.42209035434762e-07,-0.684796332500003,"Up in D1C",6.19232358850503,"TXNDC5","TXND5_HUMAN"
1.1647644075,9.45957994625,19.3864614694513,1.79956409861709e-07,2.22412401572484e-06,7.63767586149682,"MROH1_HUMAN",43,20.6394571291361,5.10007089631143e-08,6.45472936711847e-07,1.1647644075,"Up in D8C",6.19012196204683,"MROH1","MROH1_HUMAN"
0.479640722500001,13.06826937125,20.6351502480747,1.15699159244317e-07,1.62267589562454e-06,8.12992665342572,"DDI2_HUMAN",19,20.6198546930305,5.13692357933273e-08,6.49162351577145e-07,0.479640722500001,"Non-significant",6.18764667519272,"DDI2","DDI2_HUMAN"
-0.71897435,10.9837735875,-19.0255215645151,2.05517717180613e-07,2.4433128887382e-06,7.48946299388101,"EX3L4_HUMAN",29,-20.6042344779009,5.16650473412476e-08,6.51923179699664e-07,-0.71897435,"Up in D1C",6.18580357696459,"EXOC3L4","EX3L4_HUMAN"
0.663385152499998,15.27869474875,18.9483955689791,2.115006706089e-07,2.48985915162349e-06,7.45742938912862,"PEPD_HUMAN",28,20.5953172768689,5.1834780096012e-08,6.53087236815074e-07,0.663385152499998,"Up in D8C",6.18502880350757,"PEPD","PEPD_HUMAN"
1.33329034,15.6654499775,21.0806175575763,9.94505723140027e-08,1.46039873525214e-06,8.29831327633085,"CSRP1_HUMAN",12,20.5562595595848,5.25856638725491e-08,6.6155904594286e-07,1.33329034,"Up in D8C",6.17943138778372,"CSRP1","CSRP1_HUMAN"
-0.754991530000002,10.76156068,-23.1369142916623,5.13750662354618e-08,9.1358741202259e-07,9.03149933438616,"GLP3L_HUMAN",13,-20.5372613280971,5.2955333520881e-08,6.64344900654532e-07,-0.754991530000002,"Up in D1C",6.1776063941827,"GOLPH3L","GLP3L_HUMAN"
0.820653679999999,12.4067689175,20.2751521481701,1.31056089045113e-07,1.77965920471275e-06,7.9911475929503,"FADS1_HUMAN",18,20.5365951254516,5.29683496484119e-08,6.64344900654532e-07,0.820653679999999,"Up in D8C",6.1776063941827,"FADS1","FADS1_HUMAN"
0.691235305000003,13.1922069775,20.1691328735947,1.36011391634155e-07,1.80967970106111e-06,7.94980439280195,"AGFG1_HUMAN",19,20.532749554105,5.30435541749318e-08,6.64344900654532e-07,0.691235305000003,"Up in D8C",6.1776063941827,"AGFG1","AGFG1_HUMAN"
0.949651719000004,10.372252703,23.4470949437051,4.67363456219893e-08,8.60179979758794e-07,9.13628613098822,"HEM4_HUMAN",11,20.4974085424919,5.37403547848439e-08,6.72073368666839e-07,0.949651719000004,"Up in D8C",6.17258331345235,"Mgu","HEM4_HUMAN"
1.78981733325,8.261914491625,20.6403091918272,1.15494476396337e-07,1.62267589562454e-06,8.13189765117666,"TGFB2_HUMAN",11,20.4822633173074,5.40421206061288e-08,6.74845977168977e-07,1.78981733325,"Up in D8C",6.17079533664816,"TGFB2","TGFB2_HUMAN"
-0.688181874999998,11.4065837875,-19.8745746562956,1.5093554799646e-07,1.93780570073992e-06,7.83378285508107,"HSP13_HUMAN",20,-20.4705677154623,5.42764611913679e-08,6.76769661807752e-07,-0.688181874999998,"Up in D1C",6.16955911806123,"HSPA13","HSP13_HUMAN"
-1.08275461,10.4612634175,-20.7582388810214,1.10926005975649e-07,1.58558254843528e-06,8.17681826383289,"LTV1_HUMAN",14,-20.4312643232833,5.50724062228173e-08,6.85679929175963e-07,-1.08275461,"Up in D1C",6.16387856276403,"LTV1","LTV1_HUMAN"
0.9778926325,12.55339753625,20.6352866704416,1.15693741334236e-07,1.62267589562454e-06,8.12997878060081,"VISL1_HUMAN",15,20.4036729199036,5.56390324347404e-08,6.91254096307683e-07,0.9778926325,"Up in D8C",6.16036228209079,"VSNL1","VISL1_HUMAN"
0.564130304999999,16.6607573025,18.8190764595905,2.21982210212246e-07,2.56991367354333e-06,7.40342541962334,"EST2_HUMAN",25,20.401490558987,5.56841299552636e-08,6.91254096307683e-07,0.564130304999999,"Up in D8C",6.16036228209079,"CES2","EST2_HUMAN"
0.4193375125,12.52338254625,16.4603548152974,5.70145238542918e-07,5.05711987908619e-06,6.34823916129407,"NEK9_HUMAN",42,20.3826367102004,5.60754573924854e-08,6.95088279943029e-07,0.4193375125,"Non-significant",6.15796003417628,"NEK9","NEK9_HUMAN"
-1.225900409,9.972507833,-34.0682386237487,3.2548703970589e-09,1.61384132804761e-07,12.0494489959564,"ZN593_HUMAN",6,-20.344162333592,5.68836853959963e-08,7.03334209294438e-07,-1.225900409,"Up in D1C",6.15283825853358,"ZNF593","ZN593_HUMAN"
0.584190370249999,10.043828249875,19.3058485476617,1.85335912813722e-07,2.27725424068055e-06,7.60481398267445,"BIRC2_HUMAN",22,20.3430346109114,5.69075727534473e-08,7.03334209294438e-07,0.584190370249999,"Up in D8C",6.15283825853358,"BIRC2","BIRC2_HUMAN"
-0.724583624999998,19.634239675,-18.3559103284003,2.64675358029102e-07,2.87123371020245e-06,7.20693351055306,"ADH1G_HUMAN",43,-20.3388756791657,5.69957648454021e-08,7.03392828524003e-07,-0.724583624999998,"Up in D1C",6.15280206386714,"ADH1C","ADH1G_HUMAN"
-0.4527325625,16.47107482125,-19.0748715976479,2.0179042393053e-07,2.4194757941827e-06,7.50989229937415,"OST48_HUMAN",22,-20.3347151150948,5.70841458030133e-08,7.03453603762572e-07,-0.4527325625,"Non-significant",6.15276454114944,"DDOST","OST48_HUMAN"
-3.08903145825,8.130652546875,-22.9738446634392,5.40225064015951e-08,9.36945898063879e-07,8.97583109590083,"H11_HUMAN",3,-20.3168569234257,5.74652586649765e-08,7.07116299689178e-07,-3.08903145825,"Up in D1C",6.15050915174841,"H1-1","H11_HUMAN"
-1.31662035,16.8628399375,-20.8264143350091,1.08378847719786e-07,1.56693877775313e-06,8.20266969681656,"ADH1A_HUMAN",12,-20.3073545973883,5.76692175108808e-08,7.08591595334131e-07,-1.31662035,"Up in D1C",6.1496040031765,"ADH1A","ADH1A_HUMAN"
0.389029979999998,13.4354720125,15.1345455675757,1.02713522780079e-06,7.74393813518147e-06,5.68820459929582,"RN213_HUMAN",221,20.2858101195628,5.81346810362856e-08,7.13271071986683e-07,0.389029979999998,"Non-significant",6.14674538922944,"RNF213","RN213_HUMAN"
